POSITION;NUMBER;STATUS;LAPS;TOTAL_TIME;GAP_FIRST;GAP_PREVIOUS;FL_LAPNUM;FL_TIME;FL_KPH;TEAM;CLASS;GROUP;DIVISION;VEHICLE;TIRES;IMSA_CarId;IMSA_TeamId;IMSA_ClassId;IMSA_CarTypeId;IMSA_ManufacturerId;IMSA_TireId;IMSA_SponsorId;IMSA_EventEntryId;*Extra 9;*Extra 10;DRIVER1_FIRSTNAME;DRIVER1_SECONDNAME;DRIVER1_LICENSE;DRIVER1_HOMETOWN;DRIVER1_COUNTRY;DRIVER1_SHORTNAME;DRIVER1_IMSA_DriverId;DRIVER1_IMSA_DriverPlugId;DRIVER1_IMSA_DriverRatingLong;DRIVER1_*Extra 4;DRIVER1_*Extra 5;DRIVER2_FIRSTNAME;DRIVER2_SECONDNAME;DRIVER2_LICENSE;DRIVER2_HOMETOWN;DRIVER2_COUNTRY;DRIVER2_SHORTNAME;DRIVER2_IMSA_DriverId;DRIVER2_IMSA_DriverPlugId;DRIVER2_IMSA_DriverRatingLong;DRIVER2_*Extra 4;DRIVER2_*Extra 5;DRIVER3_FIRSTNAME;DRIVER3_SECONDNAME;DRIVER3_LICENSE;DRIVER3_HOMETOWN;DRIVER3_COUNTRY;DRIVER3_SHORTNAME;DRIVER3_IMSA_DriverId;DRIVER3_IMSA_DriverPlugId;DRIVER3_IMSA_DriverRatingLong;DRIVER3_*Extra 4;DRIVER3_*Extra 5;DRIVER4_FIRSTNAME;DRIVER4_SECONDNAME;DRIVER4_LICENSE;DRIVER4_HOMETOWN;DRIVER4_COUNTRY;DRIVER4_SHORTNAME;DRIVER4_IMSA_DriverId;DRIVER4_IMSA_DriverPlugId;DRIVER4_IMSA_DriverRatingLong;DRIVER4_*Extra 4;DRIVER4_*Extra 5;DRIVER5_FIRSTNAME;DRIVER5_SECONDNAME;DRIVER5_LICENSE;DRIVER5_HOMETOWN;DRIVER5_COUNTRY;DRIVER5_SHORTNAME;DRIVER5_IMSA_DriverId;DRIVER5_IMSA_DriverPlugId;DRIVER5_IMSA_DriverRatingLong;DRIVER5_*Extra 4;DRIVER5_*Extra 5;DRIVER6_FIRSTNAME;DRIVER6_SECONDNAME;DRIVER6_LICENSE;DRIVER6_HOMETOWN;DRIVER6_COUNTRY;DRIVER6_SHORTNAME;DRIVER6_IMSA_DriverId;DRIVER6_IMSA_DriverPlugId;DRIVER6_IMSA_DriverRatingLong;DRIVER6_*Extra 4;DRIVER6_*Extra 5;
1;56;Classified;84;4:01:05.836;-;-;70;2:18.071;169.9;Murillo Racing;GS;;;Mercedes-AMG GT GT4;M;765;212;5;89;7643;3;67;13576;;;Kenton;Koch;Silver;Charlotte, NC;;;2239;1;Silver;;;Eric;Foss;;Fort Worth, TX;;;488;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;43;Classified;84;4:01:06.732;+0.896;+0.896;72;2:18.556;169.3;Stephen Cameron Racing;GS;;;BMW M4 GT4;M;909;220;5;68;74;3;61;13575;;;Sean;Quinlan;Bronze;Palo Alto, CA;;;2172;1;Bronze;;;Gregory;Liefooghe;Silver;San Francisco, CA;;;504;2;Silver;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;66;Classified;84;4:01:09.199;+3.363;+2.467;63;2:19.337;168.3;Kelly Moss;GS;;;Porsche 718 GT4 RS CS;M;1905;103;5;108;112;3;148;13589;;;David;Brule;;Channing, MI;;;2924;1;;;;Alec;Udell;Silver;The Woodlands, TX;;;866;2;Silver;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;7;Classified;84;4:01:09.432;+3.596;+0.233;71;2:18.151;169.8;Volt Racing;GS;;;Aston Martin Vantage GT4;M;1555;392;5;56;73;3;41;13572;;;Alan;Brynjolfsson;Bronze;Tampa, FL;;;1271;1;Bronze;;;Trent;Hindman;Gold;Ocean Township, NJ;;;244;2;Gold;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;55;Classified;84;4:01:09.650;+3.814;+0.218;69;2:18.775;169.0;FCP Euro by Ricca Autosport;GS;;;Mercedes-AMG GT GT4;M;1717;430;5;89;7643;3;142;13588;;;Trevor;Andrusko;Bronze;Marietta, GA;;;2186;3;Bronze;;;Mike;Skeen;Silver;Charlotte, NC;;;830;4;Silver;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;877;Classified;84;4:01:10.127;+4.291;+0.477;70;2:18.162;169.7;JG Wentworth Racing by PF Racing;GS;;;Ford Mustang GT4;M;1595;243;5;54;107;3;130;13586;;;Sheena;Monk;Bronze;Newtown, PA;;;1532;1;Bronze;;;Kyle;Marcelli;Gold;Toronto, ON;;;88;2;Gold;;;;;;;;;;;;;;;;;;;;;;;;;;;
7;95;Classified;84;4:01:11.328;+5.492;+1.201;23;2:18.126;169.8;Turner Motorsport;GS;;;BMW M4 GT4;M;760;38;5;68;74;3;29;13570;;;Dillon;Machavern;Silver;Charlotte, VT;;;463;3;Silver;;;Bill;Auberlen;Gold;Lake Havasu City, AZ;;;39;1;Gold;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;46;Classified;84;4:01:11.747;+5.911;+0.419;58;2:18.171;169.7;TeamTGM;GS;;;Porsche 718 GT4 RS CS;M;1535;79;5;108;112;3;23;13569;;;Hugh;Plumb;Bronze;Unionville, PA;;;421;3;Bronze;;;Matt;Plumb;Silver;Chadds Ford, PA;;;429;2;Silver;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;22;Classified;84;4:01:12.250;+6.414;+0.503;71;2:19.211;168.5;HARDPOINT;GS;;;Porsche 718 GT4 RS CS;M;1726;346;5;108;112;3;124;13585;;;Sean;McAlister;Silver;Beverly Hills, CA;;;1847;1;Silver;;;John;Dubets;Silver;San Diego, CA;;;2913;3;Silver;;;Nick;Galante;Silver;Greenfield, MA;;;784;4;Silver;;;;;;;;;;;;;;;;;;;;;
10;64;Classified;84;4:01:12.519;+6.683;+0.269;48;2:18.344;169.5;TeamTGM;GS;;;Porsche 718 GT4 RS CS;M;1534;79;5;108;112;3;17;13568;;;Ted;Giovanis;Bronze;Highland, MD;;;489;1;Bronze;;;Owen;Trinkler;Silver;Nashville,TN;;;519;5;Silver;;;;;;;;;;;;;;;;;;;;;;;;;;;
