NUMBER; DRIVER_NUMBER; LAP_NUMBER; LAP_TIME; LAP_IMPROVEMENT; CROSSING_FINISH_LINE_IN_PIT; S1; S1_IMPROVEMENT; S2; S2_IMPROVEMENT; S3; S3_IMPROVEMENT; KPH; ELAPSED; HOUR;S1_LARGE;S2_LARGE;S3_LARGE;TOP_SPEED;DRIVER_NAME;PIT_TIME;CLASS;GROUP;TEAM;MANUFACTURER;FLAG_AT_FL;S1_SECONDS;S2_SECONDS;S3_SECONDS;
007;1;1;5:04.028;0;;1:35.082;0;1:31.427;0;1:57.519;0;159.6;5:04.028;19:35:04.028;1:35.082;1:31.427;1:57.519;231.6;Harry TINCKNELL;0:00:50.877;HYPERCAR;;Aston Martin Thor Team;Aston Martin;GF;95.082;91.427;117.519;
007;1;2;3:27.043;0;;32.747;0;1:19.345;0;1:34.951;0;236.9;8:31.071;19:38:31.071;0:32.747;1:19.345;1:34.951;332.9;Harry TINCKNELL;;HYPERCAR;;Aston Martin Thor Team;Aston Martin;GF;32.747;79.345;94.951;
007;1;3;3:46.233;0;;33.719;0;1:26.206;0;1:46.308;0;216.8;12:17.304;19:42:17.304;0:33.719;1:26.206;1:46.308;282.5;Harry TINCKNELL;;HYPERCAR;;Aston Martin Thor Team;Aston Martin;GF;33.719;86.206;106.308;
007;1;4;3:26.639;0;;32.483;0;1:19.311;0;1:34.845;0;237.4;15:43.943;19:45:43.943;0:32.483;1:19.311;1:34.845;334.9;Harry TINCKNELL;;HYPERCAR;;Aston Martin Thor Team;Aston Martin;GF;32.483;79.311;94.845;
007;1;5;3:35.593;0;B;33.788;0;1:19.695;0;1:42.110;0;227.5;19:19.536;19:49:19.536;0:33.788;1:19.695;1:42.110;332.9;Harry TINCKNELL;;HYPERCAR;;Aston Martin Thor Team;Aston Martin;GF;33.788;79.695;102.110;
007;1;6;4:40.754;0;;1:31.914;0;1:25.574;0;1:43.266;0;174.7;24:00.290;19:54:00.290;1:31.914;1:25.574;1:43.266;305.6;Harry TINCKNELL;0:00:59.453;HYPERCAR;;Aston Martin Thor Team;Aston Martin;GF;91.914;85.574;103.266;
007;1;7;3:26.349;2;;32.169;2;1:19.442;0;1:34.738;2;237.7;27:26.639;19:57:26.639;0:32.169;1:19.442;1:34.738;329.8;Harry TINCKNELL;;HYPERCAR;;Aston Martin Thor Team;Aston Martin;GF;32.169;79.442;94.738;
007;1;8;3:26.547;0;;32.400;0;1:19.218;2;1:34.929;0;237.5;30:53.186;20:00:53.186;0:32.400;1:19.218;1:34.929;330.8;Harry TINCKNELL;;HYPERCAR;;Aston Martin Thor Team;Aston Martin;FF;32.400;79.218;94.929;
009;2;1;5:07.765;0;;1:37.133;0;1:31.123;0;1:59.509;0;157.7;5:07.765;19:35:07.765;1:37.133;1:31.123;1:59.509;220.3;Marco SORENSEN;0:00:52.913;HYPERCAR;;Aston Martin Thor Team;Aston Martin;GF;97.133;91.123;119.509;
009;2;2;3:25.308;0;;32.308;0;1:18.803;0;1:34.197;0;238.9;8:33.073;19:38:33.073;0:32.308;1:18.803;1:34.197;333.9;Marco SORENSEN;;HYPERCAR;;Aston Martin Thor Team;Aston Martin;GF;32.308;78.803;94.197;
009;2;3;3:37.786;0;B;32.477;0;1:19.809;0;1:45.500;0;225.2;12:10.859;19:42:10.859;0:32.477;1:19.809;1:45.500;334.9;Marco SORENSEN;;HYPERCAR;;Aston Martin Thor Team;Aston Martin;GF;32.477;79.809;105.500;
009;2;4;5:47.723;0;;2:38.832;0;1:27.524;0;1:41.367;0;141.1;17:58.582;19:47:58.582;2:38.832;1:27.524;1:41.367;303.0;Marco SORENSEN;0:02:08.664;HYPERCAR;;Aston Martin Thor Team;Aston Martin;GF;158.832;87.524;101.367;
009;2;5;3:28.485;0;;32.184;2;1:18.922;0;1:37.379;0;235.3;21:27.067;19:51:27.067;0:32.184;1:18.922;1:37.379;332.9;Marco SORENSEN;;HYPERCAR;;Aston Martin Thor Team;Aston Martin;GF;32.184;78.922;97.379;
009;2;6;3:31.691;0;;32.280;0;1:18.772;2;1:40.639;0;231.7;24:58.758;19:54:58.758;0:32.280;1:18.772;1:40.639;333.9;Marco SORENSEN;;HYPERCAR;;Aston Martin Thor Team;Aston Martin;GF;32.280;78.772;100.639;
009;2;7;3:24.869;2;;32.535;0;1:18.828;0;1:33.506;2;239.4;28:23.627;19:58:23.627;0:32.535;1:18.828;1:33.506;332.9;Marco SORENSEN;;HYPERCAR;;Aston Martin Thor Team;Aston Martin;GF;32.535;78.828;93.506;
009;2;8;3:46.069;0;B;33.893;0;1:21.097;0;1:51.079;0;217.0;32:09.696;20:02:09.696;0:33.893;1:21.097;1:51.079;312.7;Marco SORENSEN;;HYPERCAR;;Aston Martin Thor Team;Aston Martin;FF;33.893;81.097;111.079;
101;3;1;4:27.721;0;;1:11.304;0;1:29.215;0;1:47.202;0;181.3;4:27.721;19:34:27.721;1:11.304;1:29.215;1:47.202;256.4;Filipe ALBUQUERQUE;0:00:28.289;HYPERCAR;H;Cadillac WTR;Cadillac;GF;71.304;89.215;107.202;
101;3;2;3:26.126;0;;32.775;0;1:19.336;0;1:34.015;0;238.0;7:53.847;19:37:53.847;0:32.775;1:19.336;1:34.015;332.9;Filipe ALBUQUERQUE;;HYPERCAR;H;Cadillac WTR;Cadillac;GF;32.775;79.336;94.015;
101;3;3;3:25.212;0;;32.319;0;1:19.033;0;1:33.860;0;239.0;11:19.059;19:41:19.059;0:32.319;1:19.033;1:33.860;333.9;Filipe ALBUQUERQUE;;HYPERCAR;H;Cadillac WTR;Cadillac;GF;32.319;79.033;93.860;
101;3;4;3:34.632;0;B;32.192;0;1:19.074;0;1:43.366;0;228.5;14:53.691;19:44:53.691;0:32.192;1:19.074;1:43.366;331.8;Filipe ALBUQUERQUE;;HYPERCAR;H;Cadillac WTR;Cadillac;GF;32.192;79.074;103.366;
101;3;5;4:48.680;0;;1:41.289;0;1:27.008;0;1:40.383;0;169.9;19:42.371;19:49:42.371;1:41.289;1:27.008;1:40.383;267.8;Filipe ALBUQUERQUE;0:01:10.072;HYPERCAR;H;Cadillac WTR;Cadillac;GF;101.289;87.008;100.383;
101;3;6;3:24.599;0;;32.255;0;1:19.072;0;1:33.272;0;239.8;23:06.970;19:53:06.970;0:32.255;1:19.072;1:33.272;328.8;Filipe ALBUQUERQUE;;HYPERCAR;H;Cadillac WTR;Cadillac;GF;32.255;79.072;93.272;
101;3;7;3:24.030;2;;32.048;2;1:18.720;2;1:33.262;2;240.4;26:31.000;19:56:31.000;0:32.048;1:18.720;1:33.262;330.8;Filipe ALBUQUERQUE;;HYPERCAR;H;Cadillac WTR;Cadillac;GF;32.048;78.720;93.262;
101;3;8;3:42.172;0;B;32.270;0;1:22.394;0;1:47.508;0;220.8;30:13.172;20:00:13.172;0:32.270;1:22.394;1:47.508;322.0;Filipe ALBUQUERQUE;;HYPERCAR;H;Cadillac WTR;Cadillac;FF;32.270;82.394;107.508;
12;3;1;4:37.450;0;;1:09.946;0;1:32.012;0;1:55.492;0;174.9;4:37.450;19:34:37.450;1:09.946;1:32.012;1:55.492;269.8;Alex LYNN;0:00:23.319;HYPERCAR;H;Cadillac Hertz Team JOTA;Cadillac;GF;69.946;92.012;115.492;
12;3;2;3:43.700;0;;39.000;0;1:23.378;0;1:41.322;0;219.3;8:21.150;19:38:21.150;0:39.000;1:23.378;1:41.322;325.8;Alex LYNN;;HYPERCAR;H;Cadillac Hertz Team JOTA;Cadillac;GF;39.000;83.378;101.322;
