NUMBER; DRIVER_NUMBER; LAP_NUMBER; LAP_TIME; LAP_IMPROVEMENT; CROSSING_FINISH_LINE_IN_PIT; S1; S1_IMPROVEMENT; S2; S2_IMPROVEMENT; S3; S3_IMPROVEMENT; KPH; ELAPSED; HOUR;S1_LARGE;S2_LARGE;S3_LARGE;TOP_SPEED;DRIVER_NAME;PIT_TIME;CLASS;GROUP;TEAM;MANUFACTURER;FLAG_AT_FL;S1_SECONDS;S2_SECONDS;S3_SECONDS;
16;3;1;4:16.326;0;;57.861;0;1:30.557;0;1:47.908;0;189.3;4:16.326;20:04:16.326;0:57.861;1:30.557;1:47.908;298.0;Patrick PILET;0:00:20.290;LMP2;P/A;RLR M Sport;Oreca;GF;57.861;90.557;107.908;
16;3;2;3:38.365;0;;34.329;0;1:24.904;0;1:39.132;0;224.6;7:54.691;20:07:54.691;0:34.329;1:24.904;1:39.132;310.0;Patrick PILET;;LMP2;P/A;RLR M Sport;Oreca;GF;34.329;84.904;99.132;
16;3;3;6:41.490;0;B;34.668;0;3:59.009;0;2:07.813;0;122.2;14:36.181;20:14:36.181;0:34.668;3:59.009;2:07.813;80.0;Patrick PILET;;LMP2;P/A;RLR M Sport;Oreca;RF;34.668;239.009;127.813;
16;3;4;5:42.301;0;;2:27.193;0;1:29.663;0;1:45.445;0;143.3;20:18.482;20:20:18.482;2:27.193;1:29.663;1:45.445;307.3;Patrick PILET;0:01:58.744;LMP2;P/A;RLR M Sport;Oreca;GF;147.193;89.663;105.445;
16;3;5;3:37.931;0;;34.346;0;1:24.648;0;1:38.937;0;225.1;23:56.413;20:23:56.413;0:34.346;1:24.648;1:38.937;310.9;Patrick PILET;;LMP2;P/A;RLR M Sport;Oreca;GF;34.346;84.648;98.937;
16;3;6;3:36.468;2;;33.834;2;1:23.899;2;1:38.735;2;226.6;27:32.881;20:27:32.881;0:33.834;1:23.899;1:38.735;311.8;Patrick PILET;;LMP2;P/A;RLR M Sport;Oreca;FF;33.834;83.899;98.735;
183;3;1;4:03.341;0;;47.847;0;1:31.730;0;1:43.764;0;199.5;4:03.341;20:04:03.341;0:47.847;1:31.730;1:43.764;270.4;Antonio FELIX DA COSTA;0:00:09.276;LMP2;P/A;AF Corse;Oreca;GF;47.847;91.730;103.764;
183;3;2;3:38.433;0;;34.578;0;1:24.406;0;1:39.449;0;224.6;7:41.774;20:07:41.774;0:34.578;1:24.406;1:39.449;312.7;Antonio FELIX DA COSTA;;LMP2;P/A;AF Corse;Oreca;GF;34.578;84.406;99.449;
183;3;3;6:37.601;0;B;34.280;0;3:24.561;0;2:38.760;0;123.4;14:19.375;20:14:19.375;0:34.280;3:24.561;2:38.760;79.4;Antonio FELIX DA COSTA;;LMP2;P/A;AF Corse;Oreca;RF;34.280;204.561;158.760;
183;3;4;5:51.197;0;;2:38.773;0;1:29.711;0;1:42.713;0;139.7;20:10.572;20:20:10.572;2:38.773;1:29.711;1:42.713;294.0;Antonio FELIX DA COSTA;0:02:09.897;LMP2;P/A;AF Corse;Oreca;GF;158.773;89.711;102.713;
183;3;5;3:37.205;0;;34.181;0;1:24.140;0;1:38.884;0;225.8;23:47.777;20:23:47.777;0:34.181;1:24.140;1:38.884;314.5;Antonio FELIX DA COSTA;;LMP2;P/A;AF Corse;Oreca;GF;34.181;84.140;98.884;
183;3;6;3:36.323;2;;33.871;2;1:23.897;2;1:38.555;2;226.8;27:24.100;20:27:24.100;0:33.871;1:23.897;1:38.555;313.6;Antonio FELIX DA COSTA;;LMP2;P/A;AF Corse;Oreca;GF;33.871;83.897;98.555;
183;3;7;4:01.297;0;B;35.686;0;1:33.070;0;1:52.541;0;203.3;31:25.397;20:31:25.397;0:35.686;1:33.070;1:52.541;224.0;Antonio FELIX DA COSTA;;LMP2;P/A;AF Corse;Oreca;FF;35.686;93.070;112.541;
193;2;1;4:54.781;0;;1:16.688;0;1:38.305;0;1:59.788;0;164.6;4:54.781;20:04:54.781;1:16.688;1:38.305;1:59.788;246.4;Christopher FROGGATT;0:00:35.356;LMGT3;;Ziggo Sport Tempesta;Ferrari;GF;76.688;98.305;119.788;
193;2;2;4:22.287;0;B;37.189;0;1:31.415;0;2:13.683;0;187.0;9:17.068;20:09:17.068;0:37.189;1:31.415;2:13.683;290.0;Christopher FROGGATT;;LMGT3;;Ziggo Sport Tempesta;Ferrari;RF;37.189;91.415;133.683;
193;2;3;11:30.474;0;;7:43.388;0;1:40.300;0;2:06.786;0;71.0;20:47.542;20:20:47.542;7:43.388;1:40.300;2:06.786;267.8;Christopher FROGGATT;0:07:10.622;LMGT3;;Ziggo Sport Tempesta;Ferrari;GF;463.388;100.300;126.786;
193;2;4;3:55.853;2;;37.081;0;1:30.934;0;1:47.838;2;208.0;24:43.395;20:24:43.395;0:37.081;1:30.934;1:47.838;288.5;Christopher FROGGATT;;LMGT3;;Ziggo Sport Tempesta;Ferrari;GF;37.081;90.934;107.838;
193;2;5;3:55.983;0;;36.917;2;1:30.819;2;1:48.247;0;207.9;28:39.378;20:28:39.378;0:36.917;1:30.819;1:48.247;287.7;Christopher FROGGATT;;LMGT3;;Ziggo Sport Tempesta;Ferrari;FF;36.917;90.819;108.247;
199;2;1;4:02.010;0;;48.960;0;1:30.160;0;1:42.890;0;200.5;4:02.010;20:04:02.010;0:48.960;1:30.160;1:42.890;255.1;Dane CAMERON;0:00:11.571;LMP2;P/A;AO by TF;Oreca;GF;48.960;90.160;102.890;
199;2;2;3:37.777;0;;34.257;0;1:24.384;0;1:39.136;0;225.2;7:39.787;20:07:39.787;0:34.257;1:24.384;1:39.136;310.9;Dane CAMERON;;LMP2;P/A;AO by TF;Oreca;GF;34.257;84.384;99.136;
199;2;3;6:38.464;0;B;33.852;0;3:15.863;0;2:48.749;0;123.1;14:18.251;20:14:18.251;0:33.852;3:15.863;2:48.749;226.3;Dane CAMERON;;LMP2;P/A;AO by TF;Oreca;RF;33.852;195.863;168.749;
199;2;4;5:51.342;0;;2:40.249;0;1:29.045;0;1:42.048;0;139.6;20:09.593;20:20:09.593;2:40.249;1:29.045;1:42.048;291.6;Dane CAMERON;0:02:11.996;LMP2;P/A;AO by TF;Oreca;GF;160.249;89.045;102.048;
199;2;5;3:36.212;0;;34.083;0;1:23.896;0;1:38.233;0;226.9;23:45.805;20:23:45.805;0:34.083;1:23.896;1:38.233;310.9;Dane CAMERON;;LMP2;P/A;AO by TF;Oreca;GF;34.083;83.896;98.233;
199;2;6;3:35.298;2;;33.685;3;1:23.458;2;1:38.155;2;227.8;27:21.103;20:27:21.103;0:33.685;1:23.458;1:38.155;312.7;Dane CAMERON;;LMP2;P/A;AO by TF;Oreca;GF;33.685;83.458;98.155;
21;2;1;4:37.500;0;;58.138;0;1:40.620;0;1:58.742;0;174.9;4:37.500;20:04:37.500;0:58.138;1:40.620;1:58.742;233.7;Simon MANN;0:00:17.037;LMGT3;;Vista AF Corse;Ferrari;GF;58.138;100.620;118.742;
21;2;2;3:54.745;2;;36.798;0;1:30.269;2;1:47.678;2;209.0;8:32.245;20:08:32.245;0:36.798;1:30.269;1:47.678;290.8;Simon MANN;;LMGT3;;Vista AF Corse;Ferrari;GF;36.798;90.269;107.678;
21;2;3;7:29.586;0;B;1:18.237;0;3:40.698;0;2:30.651;0;109.1;16:01.831;20:16:01.831;1:18.237;3:40.698;2:30.651;79.6;Simon MANN;;LMGT3;;Vista AF Corse;Ferrari;RF;78.237;220.698;150.651;
21;2;4;4:57.848;0;;1:29.651;0;1:34.435;0;1:53.762;0;164.7;20:59.679;20:20:59.679;1:29.651;1:34.435;1:53.762;281.7;Simon MANN;0:01:00.483;LMGT3;;Vista AF Corse;Ferrari;GF;89.651;94.435;113.762;
21;2;5;4:00.468;0;B;36.636;2;1:30.159;0;1:53.673;0;204.0;25:00.147;20:25:00.147;0:36.636;1:30.159;1:53.673;291.6;Simon MANN;;LMGT3;;Vista AF Corse;Ferrari;GF;36.636;90.159;113.673;
22;1;1;4:10.225;0;;51.492;0;1:30.659;0;1:48.074;0;194.0;4:10.225;20:04:10.225;0:51.492;1:30.659;1:48.074;274.6;Renger VAN DER ZANDE;0:00:12.813;LMP2;;United Autosports;Oreca;GF;51.492;90.659;108.074;
22;1;2;3:39.917;0;;34.778;0;1:24.769;0;1:40.370;0;223.1;7:50.142;20:07:50.142;0:34.778;1:24.769;1:40.370;312.7;Renger VAN DER ZANDE;;LMP2;;United Autosports;Oreca;GF;34.778;84.769;100.370;
