NUMBER; DRIVER_NUMBER; LAP_NUMBER; LAP_TIME; LAP_IMPROVEMENT; CROSSING_FINISH_LINE_IN_PIT; S1; S1_IMPROVEMENT; S2; S2_IMPROVEMENT; S3; S3_IMPROVEMENT; KPH; ELAPSED; HOUR;S1_LARGE;S2_LARGE;S3_LARGE;TOP_SPEED;DRIVER_NAME;PIT_TIME;CLASS;GROUP;TEAM;MANUFACTURER;FLAG_AT_FL;S1_SECONDS;S2_SECONDS;S3_SECONDS;
10;2;1;6:21.203;0;;2:13.261;0;1:49.666;0;2:18.276;0;127.3;6:21.203;09:44:21.203;2:13.261;1:49.666;2:18.276;214.2;Romano RICCI;0:01:23.977;992;;Schumacher IMSA;;GF;133.261;109.666;138.276;
10;2;2;4:41.148;0;;46.928;0;1:44.062;0;2:10.158;0;174.5;11:02.351;09:49:02.351;0:46.928;1:44.062;2:10.158;222.6;Romano RICCI;;992;;Schumacher IMSA;;GF;46.928;104.062;130.158;
10;2;3;4:44.493;0;;47.259;0;1:45.373;0;2:11.861;0;172.4;15:46.844;09:53:46.844;0:47.259;1:45.373;2:11.861;237.8;Romano RICCI;;992;;Schumacher IMSA;;GF;47.259;105.373;131.861;
10;2;4;4:37.926;2;;46.849;2;1:42.984;2;2:08.093;2;176.5;20:24.770;09:58:24.770;0:46.849;1:42.984;2:08.093;240.9;Romano RICCI;;992;;Schumacher IMSA;;FF;46.849;102.984;128.093;
100;1;1;6:27.454;0;;2:34.187;0;1:43.145;0;2:10.122;0;125.3;6:27.454;09:44:27.454;2:34.187;1:43.145;2:10.122;260.0;Clément LOEUL;0:01:50.490;992;;Ancel Motorsport;;GF;154.187;103.145;130.122;
100;1;2;4:35.222;0;;44.901;0;1:41.416;0;2:08.905;0;178.2;11:02.676;09:49:02.676;0:44.901;1:41.416;2:08.905;234.2;Clément LOEUL;;992;;Ancel Motorsport;;GF;44.901;101.416;128.905;
100;1;3;4:33.016;2;;44.760;2;1:40.296;2;2:07.960;2;179.7;15:35.692;09:53:35.692;0:44.760;1:40.296;2:07.960;270.4;Clément LOEUL;;992;;Ancel Motorsport;;GF;44.760;100.296;127.960;
100;1;4;4:35.912;0;;45.735;0;1:41.547;0;2:08.630;0;177.8;20:11.604;09:58:11.604;0:45.735;1:41.547;2:08.630;268.4;Clément LOEUL;;992;;Ancel Motorsport;;FF;45.735;101.547;128.630;
11;2;1;6:18.303;0;;1:46.352;0;1:55.219;0;2:36.732;0;128.3;6:18.303;09:44:18.303;1:46.352;1:55.219;2:36.732;195.3;Richard RENAULT;0:00:56.168;992;;Racing Technology;;GF;106.352;115.219;156.732;
11;2;2;4:59.126;0;;49.116;0;1:48.803;0;2:21.207;0;164.0;11:17.429;09:49:17.429;0:49.116;1:48.803;2:21.207;198.1;Richard RENAULT;;992;;Racing Technology;;GF;49.116;108.803;141.207;
