NUMBER; DRIVER_NUMBER; LAP_NUMBER; LAP_TIME; LAP_IMPROVEMENT; CROSSING_FINISH_LINE_IN_PIT; S1; S1_IMPROVEMENT; S2; S2_IMPROVEMENT; S3; S3_IMPROVEMENT; KPH; ELAPSED; HOUR;S1_LARGE;S2_LARGE;S3_LARGE;TOP_SPEED;DRIVER_NAME;PIT_TIME;CLASS;GROUP;TEAM;MANUFACTURER;FLAG_AT_FL;S1_SECONDS;S2_SECONDS;S3_SECONDS;
009;2;1;4:47.904;0;;1:21.720;0;1:31.930;0;1:54.254;0;168.6;4:47.904;21:10:47.904;1:21.720;1:31.930;1:54.254;219.4;Marco SORENSEN;0:00:37.321;HYPERCAR;;Aston Martin Thor Team;Aston Martin;GF;81.720;91.930;114.254;
009;2;2;3:26.497;0;;32.668;0;1:19.194;0;1:34.635;0;237.6;8:14.401;21:14:14.401;0:32.668;1:19.194;1:34.635;330.8;Marco SORENSEN;;HYPERCAR;;Aston Martin Thor Team;Aston Martin;GF;32.668;79.194;94.635;
009;2;3;3:35.183;0;B;32.182;0;1:18.962;2;1:44.039;0;228.0;11:49.584;21:17:49.584;0:32.182;1:18.962;1:44.039;333.9;Marco SORENSEN;;HYPERCAR;;Aston Martin Thor Team;Aston Martin;GF;32.182;78.962;104.039;
009;2;4;4:57.721;0;;1:56.067;0;1:23.574;0;1:38.080;0;164.8;16:47.305;21:22:47.305;1:56.067;1:23.574;1:38.080;297.2;Marco SORENSEN;0:01:24.651;HYPERCAR;;Aston Martin Thor Team;Aston Martin;GF;116.067;83.574;98.080;
009;2;5;3:25.258;2;;32.124;2;1:19.042;0;1:34.092;2;239.0;20:12.563;21:26:12.563;0:32.124;1:19.042;1:34.092;329.8;Marco SORENSEN;;HYPERCAR;;Aston Martin Thor Team;Aston Martin;FF;32.124;79.042;94.092;
101;1;1;4:35.049;0;;1:09.786;0;1:31.972;0;1:53.291;0;176.5;4:35.049;21:10:35.049;1:09.786;1:31.972;1:53.291;253.3;Ricky TAYLOR;0:00:24.701;HYPERCAR;H;Cadillac WTR;Cadillac;GF;69.786;91.972;113.291;
101;1;2;3:26.517;0;;32.511;0;1:18.943;0;1:35.063;0;237.5;8:01.566;21:14:01.566;0:32.511;1:18.943;1:35.063;338.1;Ricky TAYLOR;;HYPERCAR;H;Cadillac WTR;Cadillac;GF;32.511;78.943;95.063;
101;1;3;3:38.770;0;B;33.167;0;1:19.344;0;1:46.259;0;224.2;11:40.336;21:17:40.336;0:33.167;1:19.344;1:46.259;332.9;Ricky TAYLOR;;HYPERCAR;H;Cadillac WTR;Cadillac;GF;33.167;79.344;106.259;
101;1;4;4:50.540;0;;1:44.316;0;1:27.469;0;1:38.755;0;168.8;16:30.876;21:22:30.876;1:44.316;1:27.469;1:38.755;273.2;Ricky TAYLOR;0:01:11.297;HYPERCAR;H;Cadillac WTR;Cadillac;GF;104.316;87.469;98.755;
101;1;5;3:24.811;2;;32.094;0;1:18.746;0;1:33.971;2;239.5;19:55.687;21:25:55.687;0:32.094;1:18.746;1:33.971;330.8;Ricky TAYLOR;;HYPERCAR;H;Cadillac WTR;Cadillac;GF;32.094;78.746;93.971;
