POSITION;NUMBER;STATUS;LAPS;TOTAL_TIME;GAP_FIRST;GAP_PREVIOUS;FL_LAPNUM;FL_TIME;FL_KPH;TEAM;CLASS;GROUP;DIVISION;VEHICLE;TIRES;IMSA_CarId;IMSA_TeamId;IMSA_ClassId;IMSA_CarTypeId;IMSA_ManufacturerId;IMSA_TireId;IMSA_SponsorId;IMSA_EventEntryId;*Extra 9;*Extra 10;DRIVER1_FIRSTNAME;DRIVER1_SECONDNAME;DRIVER1_LICENSE;DRIVER1_HOMETOWN;DRIVER1_COUNTRY;DRIVER1_SHORTNAME;DRIVER1_IMSA_DriverId;DRIVER1_IMSA_DriverPlugId;DRIVER1_IMSA_DriverRatingLong;DRIVER1_*Extra 4;DRIVER1_*Extra 5;DRIVER2_FIRSTNAME;DRIVER2_SECONDNAME;DRIVER2_LICENSE;DRIVER2_HOMETOWN;DRIVER2_COUNTRY;DRIVER2_SHORTNAME;DRIVER2_IMSA_DriverId;DRIVER2_IMSA_DriverPlugId;DRIVER2_IMSA_DriverRatingLong;DRIVER2_*Extra 4;DRIVER2_*Extra 5;DRIVER3_FIRSTNAME;DRIVER3_SECONDNAME;DRIVER3_LICENSE;DRIVER3_HOMETOWN;DRIVER3_COUNTRY;DRIVER3_SHORTNAME;DRIVER3_IMSA_DriverId;DRIVER3_IMSA_DriverPlugId;DRIVER3_IMSA_DriverRatingLong;DRIVER3_*Extra 4;DRIVER3_*Extra 5;DRIVER4_FIRSTNAME;DRIVER4_SECONDNAME;DRIVER4_LICENSE;DRIVER4_HOMETOWN;DRIVER4_COUNTRY;DRIVER4_SHORTNAME;DRIVER4_IMSA_DriverId;DRIVER4_IMSA_DriverPlugId;DRIVER4_IMSA_DriverRatingLong;DRIVER4_*Extra 4;DRIVER4_*Extra 5;DRIVER5_FIRSTNAME;DRIVER5_SECONDNAME;DRIVER5_LICENSE;DRIVER5_HOMETOWN;DRIVER5_COUNTRY;DRIVER5_SHORTNAME;DRIVER5_IMSA_DriverId;DRIVER5_IMSA_DriverPlugId;DRIVER5_IMSA_DriverRatingLong;DRIVER5_*Extra 4;DRIVER5_*Extra 5;DRIVER6_FIRSTNAME;DRIVER6_SECONDNAME;DRIVER6_LICENSE;DRIVER6_HOMETOWN;DRIVER6_COUNTRY;DRIVER6_SHORTNAME;DRIVER6_IMSA_DriverId;DRIVER6_IMSA_DriverPlugId;DRIVER6_IMSA_DriverRatingLong;DRIVER6_*Extra 4;DRIVER6_*Extra 5;
11;44;Classified;41;2:00:21.315;+5.613;+0.562;36;2:11.803;164.4;Accelerating Performance;GS;;;Aston Martin Vantage GT4;M;2145;416;5;56;73;3;;14530;;;Moisey;Uretsky;;Miami, FL;;;2465;1;Bronze;;;Michael;Cooper;;Huntington, NY;;;2550;3;Silver;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;39;Classified;41;2:00:21.706;+6.004;+0.391;36;2:11.818;164.4;CarBahn with Peregrine Racing;GS;;;Porsche 718 GT4 RS CS;M;2207;378;5;108;112;3;;14594;;;Sean;McAlister;;Beverly Hills, CA;;;1847;1;Silver;;;Jeff;Westphal;;Littleton, CO;;;682;2;Gold;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;14;Classified;41;2:00:22.139;+6.437;+0.433;16;2:10.742;165.7;Ave Motorsports;GS;;;Toyota GR Supra GT4 EVO;M;2221;163;5;202;7662;3;;14599;;;Alfredo;Najri;;Santo Domingo, DR;;;2257;1;;;;Thiago;Camilo;;Sao Paulo, Brazil;;;2590;2;Gold;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;13;Classified;41;2:00:22.331;+6.629;+0.192;36;2:11.861;164.3;McCumbee McAleer Racing with AEROSPORT;GS;;;Ford Mustang GT4;M;2232;473;5;54;107;3;;14601;;;Chad;McCumbee;;Shallotte, NC;;;461;1;Silver;;;Jenson;Altzman;;Phoenix, AZ;;;2460;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;64;Classified;41;2:00:23.928;+8.226;+0.242;18;2:11.545;164.7;Team TGM;GS;;;Aston Martin Vantage GT4;M;2138;79;5;56;73;3;;14521;;;Ted;Giovanis;;Highland, MD;;;489;1;Bronze;;;Owen;Trinkler;;Nashville,TN;;;519;5;Silver;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;5;Classified;41;2:00:25.786;+10.084;+1.858;35;2:13.989;161.7;KMW Motorsports with TMR Engineering;TCR;;;Alfa Romeo Giulietta Veloce TCR;M;962;265;22;95;7658;3;;14533;;;Tim;Lewis;;Boca Raton, FL;;;1801;2;Bronze;;;Roy;Block;;Winter Park, FL;;;1077;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;69;Classified;41;2:00:27.191;+11.489;+1.405;36;2:12.482;163.6;Motorsports In Action;GS;;;McLaren Artura GT4;M;2215;160;5;201;7651;3;;14598;;;Jesse;Lazare;;Montreal;;;728;1;Silver;;;Alex;Filsinger;;Guelph, Ontario;;;3017;2;Silver;;;;;;;;;;;;;;;;;;;;;;;;;;;
18;33;Classified;41;2:00:27.457;+11.755;+0.266;35;2:13.979;161.7;Bryan Herta Autosport with Curb Agajanian;TCR;;;Hyundai Elantra N TCR;M;952;255;22;98;7660;3;;14526;;;Robert;Wickens;;Guelph, ON;;;1286;2;Silver;;;Harry;Gottsacker;;San Antonio, TX;;;1456;3;Silver;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;98;Classified;41;2:00:28.028;+12.326;+0.571;35;2:14.261;161.4;Bryan Herta Autosport with Curb Agajanian;TCR;;;Hyundai Elantra N TCR;M;953;255;22;98;7660;3;;14525;;;Mark;Wilkins;;Mulmur, ON;;;317;1;Gold;;;Mason;Filippi;;Alamo, CA;;;1829;4;Silver;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;73;Classified;41;2:00:29.071;+13.369;+1.043;36;2:14.081;161.6;LA Honda World Racing;TCR;;;Honda Civic FK7 TCR;M;1638;262;22;97;2081;3;;14532;;;William;Tally;;Athens, GA;;;2039;2;;;;Mike;LaMarra;;Brighton, MI;;;473;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21;1;Classified;41;2:00:29.446;+13.744;+0.375;36;2:14.042;161.7;Bryan Herta Autosport with Curb Agajanian;TCR;;;Hyundai Elantra N TCR;M;1547;255;22;98;7660;3;;14527;;;Michael;Lewis;;Laguna Beach, CA;;;730;2;Gold;;;Taylor;Hagler;;San Antonio, TX;;;1921;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22;91;Classified;41;2:00:31.117;+15.415;+1.671;35;2:14.263;161.4;van der Steur Racing;TCR;;;Hyundai Elantra N TCR;M;2391;341;22;98;7660;3;;14648;;;Tyler;Maxson;;Bogart, GA;;;2151;2;Silver;;;Bryan;Ortiz;;Bayamon, PR;;;796;1;Silver;;;;;;;;;;;;;;;;;;;;;;;;;;;
23;10;Classified;41;2:00:31.476;+15.774;+0.359;34;2:15.705;159.7;Rockwell Autosport Development;TCR;;;Audi RS3 LMS DSG;M;2279;359;22;94;909;3;;14592;;;Preston;Brown;;Chapel Hill, NC;;;2877;1;;;;Eric;Rockwell;;Colts Neck, NJ;;;2431;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24;59;Classified;41;2:00:46.761;+31.059;+15.285;36;2:10.947;165.5;KOHR MOTORSPORTS;GS;;;Ford Mustang GT4;M;290;161;5;54;107;3;;14590;;;Bob;Michaelian;;Seal Beach, CA;;;417;2;Bronze;;;Luca;Mars;;Sewickley, PA;;;2469;4;Silver;;;;;;;;;;;;;;;;;;;;;;;;;;;
25;72;Classified;41;2:00:50.631;+34.929;+3.870;18;2:10.501;166.0;Murillo Racing;GS;;;Mercedes-AMG GT GT4;M;2333;212;5;227;7643;3;;14569;;;Kenny;Murillo;;Santa Rosa, CA;;;1820;4;Silver;;;Christian;Szymczak;;Oakland, CA;;;850;2;Silver;;;;;;;;;;;;;;;;;;;;;;;;;;;
26;19;Classified;41;2:01:02.315;+46.613;+11.684;16;2:12.378;163.7;van der Steur Racing;GS;;;Aston Martin Vantage GT4;M;2212;341;5;56;73;3;;14596;;;Austin;McCusker;;Glen Head, NY;;;1586;2;Silver;;;Rory;van der Steur;;Chesapeake City, MD;;;2970;1;Silver;;;;;;;;;;;;;;;;;;;;;;;;;;;
27;17;Classified;40;1:58:18.498;1 Lap;1 Lap;16;2:14.467;161.1;Unitronic/JDC Miller MotorSports;TCR;;;Audi RS3 LMS TCR;M;2209;15;22;84;909;3;;14595;;;Chris;Miller;;Minneapolis, MN;;;265;1;Silver;;;Mikey;Taylor;;Pretoria, South Africa;;;791;2;Silver;;;;;;;;;;;;;;;;;;;;;;;;;;;
28;99;Classified;37;1:48:09.276;4 Laps;3 Laps;34;2:14.225;161.4;Victor Gonzalez Racing Team;TCR;;;Honda Civic FK7 TCR;M;2214;470;22;97;2081;3;;14597;;;Victor;Gonzalez;;Trujillo Alto;;;811;1;;;;Karl;Wittmer;;Montreal, QC;;;2557;2;Silver;;;;;;;;;;;;;;;;;;;;;;;;;;;
29;26;Classified;36;1:45:39.654;5 Laps;1 Lap;35;2:11.936;164.2;Fast Track Racing;GS;;;BMW M4 GT4 (G82);M;2219;216;5;188;74;3;;14639;;;Garrett;Adams;;Orlando, FL;;;3060;2;;;;Toby;Grahovec;;Celina, TX;;;1540;1;Silver;;;;;;;;;;;;;;;;;;;;;;;;;;;
30;11;Classified;33;1:43:05.945;8 Laps;3 Laps;15;2:12.235;163.9;Wilsports;GS;B;;Mercedes-AMG GT GT4;M;2336;380;5;227;7643;3;;14640;;;Gary;Ferrera;;Littleton, CO;;;1735;1;Bronze;;;Kris;Wilson;;Golden, CO;;;423;2;Bronze;;;;;;;;;;;;;;;;;;;;;;;;;;;
31;25;Classified;28;1:23:46.177;13 Laps;5 Laps;21;2:11.591;164.7;Auto Technic Racing;GS;;;BMW M4 GT4 (G82);M;2217;385;5;188;74;3;;14647;;;JCD;Dubets;;San Diego, CA;;;2913;2;Silver;;;Bill;Auberlen;;Lake Havasu City, AZ;;;39;1;Gold;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;74;Classified;28;1:26:05.356;13 Laps;+2:19.179;27;2:15.711;159.7;Deily Motorsports LLC;TCR;;;Hyundai Elantra N TCR;M;2236;474;22;98;7660;3;;14605;;;James;Vance;;Toronto, ON;;;486;1;Silver;;;Nate;Stacy;;Owasso, OK;;;1515;3;Silver;;;;;;;;;;;;;;;;;;;;;;;;;;;
33;58;Classified;27;1:20:51.565;14 Laps;1 Lap;21;2:13.155;162.7;Crucial Motorsports;GS;;;McLaren Artura GT4;M;2237;400;5;201;7651;3;;14606;;;Michael;de Quesada;;Tampa, FL;;;1136;1;Silver;;;Aurora;Straus;;Cold Spring, NY;;;1222;3;Silver;;;;;;;;;;;;;;;;;;;;;;;;;;;
34;83;Classified;27;1:20:52.093;14 Laps;+0.528;19;2:12.615;163.4;BGB Motorsports;GS;;;Porsche 718 GT4 RS CS;M;1597;157;5;108;112;3;;14571;;;Thomas;Collingwood;;St. John's, Newfoundland & Labrador, Canada;;;1796;1;Bronze;;;Spencer;Pumpelly;;Atlanta, GA;;;64;3;Silver;;;;;;;;;;;;;;;;;;;;;;;;;;;
35;85;Classified;25;1:15:52.821;16 Laps;2 Laps;21;2:13.498;162.3;Crucial Motorsports;GS;;;McLaren Artura GT4;M;2384;400;5;201;7651;3;;14636;;;Eric;Zitza;;Maitland, FL;;;3107;1;;;;Ron;Zitza;;Apopka, FL;;;3106;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36;37;Classified;24;1:11:09.806;17 Laps;1 Lap;2;2:13.963;161.7;LA Honda World Racing;TCR;;;Honda Civic FK7 TCR;M;1823;262;22;97;2081;3;;14531;;;Ryan;Eversley;;Atlanta, GA;;;501;3;Gold;;;Mat;Pombo;;Atlanta, GA;;;529;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
37;89;Classified;21;1:01:14.861;20 Laps;3 Laps;20;2:15.090;160.4;HART;TCR;;;Honda Civic FK7 TCR;M;2143;76;22;97;2081;3;;14528;;;Chad;Gilsinger;;Marysville, OH;;;517;1;Bronze;;;Steve;Eich;;Marysville, OH;;;516;4;Bronze;;;;;;;;;;;;;;;;;;;;;;;;;;;
38;57;Classified;7;23:48.108;34 Laps;14 Laps;2;2:17.251;157.9;Winward Racing;GS;;;Mercedes-AMG GT GT4;M;2331;304;5;227;7643;3;;14524;;;Bryce;Ward;;Seabrook, TX;;;1249;3;Bronze;;;Daniel;Morad;;Toronto, ON;;;1144;4;Gold;;;;;;;;;;;;;;;;;;;;;;;;;;;
39;92;Classified;41;2:00:23.686;+7.984;+1.355;16;2:11.638;164.6;Random Vandals Racing;GS;;;BMW M4 GT4 (G82);M;2372;397;5;188;74;3;;14618;;;Paul;Sparta;;Great Falls, VA;;;2694;3;;;;Kenton;Koch;;Charlotte, NC;;;2239;1;Silver;;;;;;;;;;;;;;;;;;;;;;;;;;;
40;61;Classified;2;5:05.984;39 Laps;5 Laps;2;2:16.367;158.9;Road Shagger Racing;TCR;;;Audi RS3 LMS SEQ;M;1409;342;22;99;909;3;;14591;;;Gavin;Ernstone;;Las Vegas, NV;;;1652;1;;;;Jon;Morley;;San Francisco, CA;;;2972;2;Bronze;;;;;;;;;;;;;;;;;;;;;;;;;;;
41;15;Classified;2;5:06.307;39 Laps;+0.323;2;2:16.476;158.8;Rockwell Autosport Development;TCR;;;Audi RS3 LMS SEQ;M;2358;359;22;99;909;3;;14593;;;Nick;Looijmans;;Ontario, Canada;;;2936;1;Bronze;;;Denis;Dupont;;Montreal, QC;;;2250;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42;70;Classified;2;5:06.870;39 Laps;+0.563;2;2:16.400;158.9;Deily Motorsports LLC;TCR;;;Hyundai Elantra N TCR;M;2235;474;22;98;7660;3;;14604;;;Jacob;Deily;;Edmond, OK;;;2954;2;Silver;;;Cabot;Bigham;;Reno, NV;;;3031;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
