POS;NUMBER;LAP;TIME;GAP_FIRST;GAP_PREVIOUS;KPH; LAPS;TEAM;CLASS;GROUP;DIVISION;VEHICLE;TIRES;IMSA_CarId;IMSA_TeamId;IMSA_ClassId;IMSA_CarTypeId;IMSA_ManufacturerId;IMSA_TireId;IMSA_SponsorId;IMSA_EventEntryId;*Extra 9;*Extra 10;DRIVER1_FIRSTNAME;DRIVER1_SECONDNAME;DRIVER1_LICENSE;DRIVER1_HOMETOWN;DRIVER1_COUNTRY;DRIVER1_SHORTNAME;DRIVER1_IMSA_DriverId;DRIVER1_IMSA_DriverPlugId;DRIVER1_IMSA_DriverRatingLong;DRIVER1_*Extra 4;DRIVER1_*Extra 5;DRIVER2_FIRSTNAME;DRIVER2_SECONDNAME;DRIVER2_LICENSE;DRIVER2_HOMETOWN;DRIVER2_COUNTRY;DRIVER2_SHORTNAME;DRIVER2_IMSA_DriverId;DRIVER2_IMSA_DriverPlugId;DRIVER2_IMSA_DriverRatingLong;DRIVER2_*Extra 4;DRIVER2_*Extra 5;DRIVER3_FIRSTNAME;DRIVER3_SECONDNAME;DRIVER3_LICENSE;DRIVER3_HOMETOWN;DRIVER3_COUNTRY;DRIVER3_SHORTNAME;DRIVER3_IMSA_DriverId;DRIVER3_IMSA_DriverPlugId;DRIVER3_IMSA_DriverRatingLong;DRIVER3_*Extra 4;DRIVER3_*Extra 5;DRIVER4_FIRSTNAME;DRIVER4_SECONDNAME;DRIVER4_LICENSE;DRIVER4_HOMETOWN;DRIVER4_COUNTRY;DRIVER4_SHORTNAME;DRIVER4_IMSA_DriverId;DRIVER4_IMSA_DriverPlugId;DRIVER4_IMSA_DriverRatingLong;DRIVER4_*Extra 4;DRIVER4_*Extra 5;DRIVER5_FIRSTNAME;DRIVER5_SECONDNAME;DRIVER5_LICENSE;DRIVER5_HOMETOWN;DRIVER5_COUNTRY;DRIVER5_SHORTNAME;DRIVER5_IMSA_DriverId;DRIVER5_IMSA_DriverPlugId;DRIVER5_IMSA_DriverRatingLong;DRIVER5_*Extra 4;DRIVER5_*Extra 5;DRIVER6_FIRSTNAME;DRIVER6_SECONDNAME;DRIVER6_LICENSE;DRIVER6_HOMETOWN;DRIVER6_COUNTRY;DRIVER6_SHORTNAME;DRIVER6_IMSA_DriverId;DRIVER6_IMSA_DriverPlugId;DRIVER6_IMSA_DriverRatingLong;DRIVER6_*Extra 4;DRIVER6_*Extra 5;
1;77;4;1:33.685;-;-;220.1;5;Mazda Team Joest;DPi;;;Mazda DPi;M;410;201;27;48;110;3;;4776;;;Oliver;Jarvis;Platinum;;GBR;;350;1;Platinum;;;Tristan;Nunez;Gold;;USA;;169;2;Gold;;;Timo;Bernhard;Platinum;;DEU;;691;3;Platinum;;;Rene;Rast;Platinum;;DEU;;674;4;Platinum;;;;;;;;;;;;;;;
2;7;3;1:33.873;+0.188;+0.188;219.7;4;Acura Team Penske;DPi;;;Acura DPi;M;408;200;27;65;7641;3;;4774;;;Ricky;Taylor;Gold;;USA;;608;1;Gold;;;Helio;Castroneves;Platinum;;USA;;1525;4;Platinum;;;Alexander;Rossi;Platinum;;USA;;599;3;Platinum;;;;;;;;;;;;;;;;;;;;;
3;6;5;1:34.095;+0.410;+0.222;219.2;6;Acura Team Penske;DPi;;;Acura DPi;M;407;200;27;65;7641;3;;4778;;;Juan Pablo;Montoya;Platinum;;COL;;1329;1;Platinum;;;Dane;Cameron;Gold;;USA;;54;4;Gold;;;Simon;Pagenaud;Platinum;;FRA;;3;3;Platinum;;;;;;;;;;;;;;;;;;;;;
4;55;4;1:34.212;+0.527;+0.117;218.9;4;Mazda Team Joest;DPi;;;Mazda DPi;M;409;201;27;48;110;3;;4775;;;Jonathan;Bomarito;Gold;;USA;;309;1;Gold;;;Harry;Tincknell;Platinum;;GBR;;1288;2;Platinum;;;Olivier;Pla;Platinum;;FRA;;300;3;Platinum;;;;;;;;;;;;;;;;;;;;;
5;31;5;1:34.433;+0.748;+0.221;218.4;5;Whelen Engineering Racing;DPi;;;Cadillac DPi;M;254;1;27;49;7646;3;;4783;;;Felipe;Nasr;Platinum;;BRA;;1598;1;Platinum;;;Eric;Curran;Gold;;USA;;382;2;Gold;;;Pipo;Derani;Gold;;BRA;;1083;3;Gold;;;;;;;;;;;;;;;;;;;;;
6;10;4;1:34.479;+0.794;+0.046;218.3;5;Konica Minolta Cadillac DPi-V.R.;DPi;;;Cadillac DPi;M;252;81;27;49;7646;3;;4767;;;Renger;Van Der Zande;Gold;;NLD;;385;1;Gold;;;Jordan;Taylor;Platinum;;USA;;13;2;Platinum;;;Fernando;Alonso;Platinum;;ESP;;1603;3;Platinum;;;Kamui;Kobayashi;Platinum;;JPN;;1778;4;Platinum;;;;;;;;;;;;;;;
7;50;4;1:34.679;+0.994;+0.200;217.8;8;Juncos Racing;DPi;;;Cadillac DPi;M;574;250;27;49;7646;3;;4787;;;Will;Owen;Silver;;USA;;1411;1;Silver;;;Rene;Binder;Gold;;AUT;;1782;2;Gold;;;Agustin;Canapino;Gold;;ARG;;1783;3;Gold;;;Kyle;Kaiser;Gold;;USA;;1784;4;Gold;;;;;;;;;;;;;;;
8;85;6;1:35.369;+1.684;+0.690;216.3;8;JDC-Miller MotorSports;DPi;;;Cadillac DPi;M;266;15;27;49;7646;3;;4800;;;Misha;Goikhberg;Silver;;RUS;;168;1;Silver;;;Tristan;Vautier;Gold;;FRA;;635;2;Gold;;;Devlin;DeFrancesco;Silver;;CAN;;1625;3;Silver;;;Rubens;Barrichello;Platinum;;BRA;;896;4;Platinum;;;;;;;;;;;;;;;
9;84;5;1:35.442;+1.757;+0.073;216.1;8;JDC-Miller MotorSports;DPi;;;Cadillac DPi;M;586;15;27;49;7646;3;;4798;;;Simon;Trummer;Gold;;CHE;;1551;1;Gold;;;Stephen;Simpson;Silver;;ZAF;;765;2;Silver;;;Chris;Miller;Silver;;USA;;265;3;Silver;;;Juan;Piedrahita;Silver;;COL;;1763;4;Silver;;;;;;;;;;;;;;;
10;81;4;1:35.904;+2.219;+0.462;215.1;9;DragonSpeed;LMP2;;;ORECA  LMP2;M;622;96;28;47;7637;3;;4812;;;Henrik;Hedman;Bronze;;SWE;;1142;1;Bronze;;;Ben;Hanley;Gold;;GBR;;1275;2;Gold;;;Nicolas;Lapierre;Platinum;;FRA;;1143;3;Platinum;;;James;Allen;Silver;;AUS;;1823;4;Silver;;;;;;;;;;;;;;;
11;52;7;1:36.427;+2.742;+0.523;213.9;8;PR1 Mathiasen Motorsports;LMP2;;;ORECA  LMP2;M;240;16;28;47;7637;3;;4809;;;Matthew;McMurry;Silver;;USA;;393;1;Silver;;;Gabriel;Aubry;Silver;;FRA;;1769;2;Silver;;;Mark;Kvamme;Bronze;;USA;;656;3;Bronze;;;Enzo;Guibbert;Gold;;FRA;;1819;4;Gold;;;;;;;;;;;;;;;
12;54;4;1:36.686;+3.001;+0.259;213.3;8;CORE autosport;DPi;;;Nissan DPi;M;411;10;27;51;915;3;;4770;;;Jonathan;Bennett;Bronze;;USA;;60;1;Bronze;;;Colin;Braun;Gold;;USA;;61;2;Gold;;;Romain;Dumas;Platinum;;FRA;;291;3;Platinum;;;Loic;Duval;Platinum;;FRA;;1274;4;Platinum;;;;;;;;;;;;;;;
13;18;9;1:37.377;+3.692;+0.691;211.8;9;DragonSpeed;LMP2;;;ORECA  LMP2;M;623;96;28;47;7637;3;;4813;;;Roberto;Gonzalez;Silver;;MEX;;1599;1;Silver;;;Pastor;Maldonado;Platinum;;VEN;;1816;2;Platinum;;;Sebastian;Saavedra;Gold;;COL;;715;4;Gold;;;Ryan;Cullen;Silver;;IRL;;1623;3;Silver;;;;;;;;;;;;;;;
14;38;3;1:38.121;+4.436;+0.744;210.2;8;Performance Tech Motorsports;LMP2;;;ORECA  LMP2;M;442;11;28;47;7637;3;;4811;;;Kyle;Masson;Silver;;USA;;1133;5;Silver;;;Robert;Masson;Bronze;;USA;;1343;3;Bronze;;;Cameron;Cassels;Bronze;;CAN;;1001;1;Bronze;;;Kris;Wright;Silver;;USA;;1119;2;Silver;;;;;;;;;;;;;;;
15;911;5;1:42.257;+8.572;+4.136;201.7;7;Porsche GT Team;GTLM;;;Porsche 911 RSR;M;256;208;3;10;112;3;;4771;;;Patrick;Pilet;Platinum;;FRA;;287;4;Platinum;;;Nick;Tandy;Platinum;;GBR;;124;2;Platinum;;;Frederic;Makowiecki;Platinum;;FRA;;863;3;Platinum;;;;;;;;;;;;;;;;;;;;;
16;3;6;1:42.583;+8.898;+0.326;201.1;8;Corvette Racing;GTLM;;;Chevrolet Corvette C7.R;M;23;23;3;6;105;3;;4772;;;Jan;Magnussen;Platinum;;DNK;;11;1;Platinum;;;Antonio;Garcia;Platinum;;ESP;;12;2;Platinum;;;Mike;Rockenfeller;Platinum;;DEU;;625;3;Platinum;;;;;;;;;;;;;;;;;;;;;
