POSITION;NUMBER;STATUS;LAPS;TOTAL_TIME;GAP_FIRST;GAP_PREVIOUS;FL_LAPNUM;FL_TIME;FL_KPH;TEAM;CLASS;GROUP;DIVISION;VEHICLE;TIRES;IMSA_CarId;IMSA_TeamId;IMSA_ClassId;IMSA_CarTypeId;IMSA_ManufacturerId;IMSA_TireId;IMSA_SponsorId;IMSA_EventEntryId;*Extra 9;*Extra 10;DRIVER1_FIRSTNAME;DRIVER1_SECONDNAME;DRIVER1_LICENSE;DRIVER1_HOMETOWN;DRIVER1_COUNTRY;DRIVER1_SHORTNAME;DRIVER1_IMSA_DriverId;DRIVER1_IMSA_DriverPlugId;DRIVER1_IMSA_DriverRatingLong;DRIVER1_*Extra 4;DRIVER1_*Extra 5;DRIVER2_FIRSTNAME;DRIVER2_SECONDNAME;DRIVER2_LICENSE;DRIVER2_HOMETOWN;DRIVER2_COUNTRY;DRIVER2_SHORTNAME;DRIVER2_IMSA_DriverId;DRIVER2_IMSA_DriverPlugId;DRIVER2_IMSA_DriverRatingLong;DRIVER2_*Extra 4;DRIVER2_*Extra 5;DRIVER3_FIRSTNAME;DRIVER3_SECONDNAME;DRIVER3_LICENSE;DRIVER3_HOMETOWN;DRIVER3_COUNTRY;DRIVER3_SHORTNAME;DRIVER3_IMSA_DriverId;DRIVER3_IMSA_DriverPlugId;DRIVER3_IMSA_DriverRatingLong;DRIVER3_*Extra 4;DRIVER3_*Extra 5;DRIVER4_FIRSTNAME;DRIVER4_SECONDNAME;DRIVER4_LICENSE;DRIVER4_HOMETOWN;DRIVER4_COUNTRY;DRIVER4_SHORTNAME;DRIVER4_IMSA_DriverId;DRIVER4_IMSA_DriverPlugId;DRIVER4_IMSA_DriverRatingLong;DRIVER4_*Extra 4;DRIVER4_*Extra 5;DRIVER5_FIRSTNAME;DRIVER5_SECONDNAME;DRIVER5_LICENSE;DRIVER5_HOMETOWN;DRIVER5_COUNTRY;DRIVER5_SHORTNAME;DRIVER5_IMSA_DriverId;DRIVER5_IMSA_DriverPlugId;DRIVER5_IMSA_DriverRatingLong;DRIVER5_*Extra 4;DRIVER5_*Extra 5;DRIVER6_FIRSTNAME;DRIVER6_SECONDNAME;DRIVER6_LICENSE;DRIVER6_HOMETOWN;DRIVER6_COUNTRY;DRIVER6_SHORTNAME;DRIVER6_IMSA_DriverId;DRIVER6_IMSA_DriverPlugId;DRIVER6_IMSA_DriverRatingLong;DRIVER6_*Extra 4;DRIVER6_*Extra 5;
11;88;Classified;107;4:01:43.185;+18.234;+0.106;69;1:53.620;181.5;Archangel Motorsports;GS;;;Aston Martin Vantage GT4;M;2141;300;5;56;73;3;;14274;;;Todd;Coleman;Bronze;Lakewood, CO;;;1944;1;Bronze;;;Conrad;Grunewald;Silver;Houston, TX;;;872;2;Silver;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;19;Classified;107;4:01:49.528;+24.577;+6.343;54;1:53.791;181.3;van der Steur Racing;GS;;;Aston Martin Vantage GT4;M;2212;341;5;56;73;3;;14288;;;Wyatt;Brichacek;Silver;Johnstown, CO;;;3025;3;Silver;;;Austin;McCusker;Silver;Glen Head, NY;;;1586;2;Silver;;;Rory;van der Steur;Silver;Chesapeake City, MD;;;2970;1;Silver;;;;;;;;;;;;;;;;;;;;;
13;43;Classified;107;4:01:50.028;+25.077;+0.500;91;1:54.266;180.5;Stephen Cameron racing;GS;;;BMW M4 GT4 (G82);M;2263;220;5;188;74;3;;14276;;;Sean;Quinlan;Bronze;Palo Alto, CA;;;2172;1;Bronze;;;Gregory;Liefooghe;Silver;San Francisco, CA;;;504;2;Silver;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;29;Classified;107;4:01:56.616;+31.665;+6.588;5;1:53.918;181.1;TR3 Racing;GS;B;;Aston Martin Vantage GT4;M;2181;373;5;56;73;3;;14282;;;Jon;Branam;Bronze;Miami, FL;;;1238;1;Bronze;;;John;Potter;Bronze;;;;670;2;Bronze;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;27;Classified;107;4:02:01.513;+36.562;+4.897;77;1:52.987;182.5;Lone Star Racing;GS;;;Mercedes-AMG GT GT4;M;2311;224;5;214;7643;3;;14297;;;Anton;Dias Perera;Bronze;Memphis,TN;;;1987;1;Bronze;;;Scott;Andrews;Gold;Torquay, Australia;;;1657;2;Gold;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;11;Classified;107;4:02:15.317;+50.366;+13.804;70;1:53.834;181.2;Wilsports;GS;B;;Mercedes-AMG GT GT4;M;2309;380;5;214;7643;3;;14286;;;Gary;Ferrera;Bronze;Littleton, CO;;;1735;1;Bronze;;;Kris;Wilson;Bronze;Golden, CO;;;423;2;Bronze;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;09;Classified;107;4:02:29.858;+1:04.907;+14.541;56;1:55.539;178.5;Automatic Racing;GS;B;;Aston Martin Vantage GT4;M;625;95;5;56;73;3;;14284;;;Ramin;Abdolvahabi;Bronze;Palm Bch Gardens, FL;;;2227;1;Bronze;;;Rob;Ecklin;Bronze;Lancaster, PA;;;452;2;Bronze;;;;;;;;;;;;;;;;;;;;;;;;;;;
18;96;Classified;107;4:02:34.409;+1:09.458;+4.551;51;1:54.323;180.4;Turner Motorsport;GS;;;BMW M4 GT4 (G82);M;2150;38;5;188;74;3;;14279;;;Robby;Foley;Gold;Randolph, NJ;;;1302;2;Gold;;;Vincent;Barletta;Bronze;Canton, MA;;;1894;1;Bronze;;;Jens;Klingmann;Gold;Heidelberg, Germany;;;902;4;Gold;;;;;;;;;;;;;;;;;;;;;
19;64;Classified;107;4:03:05.595;+1:40.644;+31.186;94;1:54.010;180.9;Team TGM;GS;;;Aston Martin Vantage GT4;M;2138;79;5;56;73;3;;14271;;;Ted;Giovanis;Bronze;Highland, MD;;;489;1;Bronze;;;Owen;Trinkler;Silver;Nashville,TN;;;519;5;Silver;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;79;Classified;107;4:03:07.588;+1:42.637;+1.993;52;1:55.171;179.1;NV Autosport;GS;B;;Ford Mustang GT4;M;2213;469;5;54;107;3;;14289;;;Stephen;Vajda;Bronze;Easton, PA;;;1942;1;;;;Drew;Neubauer;Bronze;Austin, TX;;;2999;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21;69;Classified;106;4:02:00.067;1 Lap;1 Lap;5;1:54.435;180.2;Motorsports In Action;GS;;;McLaren Artura GT4;M;2215;160;5;201;7651;3;;14290;;;Jesse;Lazare;Silver;Montreal;;;728;1;Silver;;;Alex;Filsinger;Silver;Guelph, Ontario;;;3017;2;Silver;;;;;;;;;;;;;;;;;;;;;;;;;;;
22;13;Classified;106;4:02:04.909;1 Lap;+4.842;55;1:53.100;182.4;McCumbee McAleer Racing with AEROSPORT;GS;;;Ford Mustang GT4;M;2232;473;5;54;107;3;;14296;;;Jenson;Altzman;;Phoenix, AZ;;;2460;3;;;;Chad;McCumbee;Silver;Shallotte, NC;;;461;1;Silver;;;;;;;;;;;;;;;;;;;;;;;;;;;
23;59;Classified;106;4:02:14.460;1 Lap;+9.551;4;1:53.023;182.5;KOHR MOTORSPORTS;GS;;;Ford Mustang GT4;M;290;161;5;54;107;3;;14285;;;Bob;Michaelian;Bronze;Seal Beach, CA;;;417;2;Bronze;;;Luca;Mars;Silver;Sewickley, PA;;;2469;4;Silver;;;;;;;;;;;;;;;;;;;;;;;;;;;
24;61;Classified;106;4:03:10.995;1 Lap;+56.535;67;1:58.316;174.3;Road Shagger Racing;TCR;;;Audi RS3 LMS SEQ;M;1409;342;22;99;909;3;;14309;;;Gavin;Ernstone;;Las Vegas, NV;;;1652;1;;;;Jon;Morley;Bronze;San Francisco, CA;;;2972;2;Bronze;;;;;;;;;;;;;;;;;;;;;;;;;;;
25;73;Classified;106;4:03:11.422;1 Lap;+0.427;91;1:58.333;174.3;LA Honda World Racing;TCR;;;Honda Civic FK7 TCR;M;1638;262;22;97;2081;3;;14307;;;William;Tally;;Athens, GA;;;2039;2;;;;Mike;LaMarra;;Brighton, MI;;;473;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26;98;Classified;106;4:03:16.530;1 Lap;+5.108;55;1:58.774;173.7;Bryan Herta Autosport with Curb Agajanian;TCR;;;Hyundai Elantra N TCR;M;953;255;22;98;7660;3;;14302;;;Mark;Wilkins;Gold;Mulmur, ON;;;317;1;Gold;;;Mason;Filippi;Silver;Alamo, CA;;;1829;4;Silver;;;;;;;;;;;;;;;;;;;;;;;;;;;
27;70;Classified;106;4:03:19.789;1 Lap;+3.259;92;1:59.307;172.9;Deily Motorsports LLC;TCR;;;Hyundai Elantra N TCR;M;2235;474;22;98;7660;3;;14314;;;Tyler;Maxson;Silver;Bogart, GA;;;2151;5;Silver;;;Jacob;Deily;Silver;Edmond, OK;;;2954;2;Silver;;;;;;;;;;;;;;;;;;;;;;;;;;;
28;17;Classified;105;4:01:46.477;2 Laps;1 Lap;50;1:58.110;174.6;Unitronic/JDC Miller MotorSports;TCR;;;Audi RS3 LMS TCR;M;2209;15;22;84;909;3;;14312;;;Chris;Miller;Silver;Minneapolis, MN;;;265;1;Silver;;;Mikey;Taylor;Silver;Pretoria, South Africa;;;791;2;Silver;;;;;;;;;;;;;;;;;;;;;;;;;;;
29;33;Classified;105;4:03:20.286;2 Laps;+1:33.809;4;1:58.554;174.0;Bryan Herta Autosport with Curb Agajanian;TCR;;;Hyundai Elantra N TCR;M;952;255;22;98;7660;3;;14303;;;Robert;Wickens;Silver;Guelph, ON;;;1286;2;Silver;;;Harry;Gottsacker;Silver;San Antonio, TX;;;1456;3;Silver;;;;;;;;;;;;;;;;;;;;;;;;;;;
30;15;Classified;104;4:01:45.581;3 Laps;1 Lap;54;2:00.264;171.5;Rockwell Autosport Development;TCR;;;Audi RS3 LMS DSG;M;1059;359;22;94;909;3;;14311;;;Nick;Looijmans;Bronze;Ontario, Canada;;;2936;3;Bronze;;;Denis;Dupont;;Montreal, QC;;;2250;2;;;;Eric;Rockwell;;Colts Neck, NJ;;;2431;1;;;;;;;;;;;;;;;;;;;;;;
31;57;Classified;103;4:02:33.899;4 Laps;1 Lap;88;1:52.837;182.8;Winward Racing;GS;;;Mercedes-AMG GT GT4;M;2295;304;5;214;7643;3;;14273;;;Daniel;Morad;Gold;Toronto, ON;;;1144;2;Gold;;;Bryce;Ward;Bronze;Seabrook, TX;;;1249;3;Bronze;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;47;Classified;93;3:34:46.437;14 Laps;10 Laps;92;1:53.193;182.2;NOLASPORT;GS;;;Porsche 718 GT4 RS CS;M;2234;245;5;108;112;3;;14298;;;Adam;Adelson;Silver;Las Vegas, NV;;;2868;3;Silver;;;Elliott;Skeer;Silver;San Diego, CA;;;788;2;Silver;;;;;;;;;;;;;;;;;;;;;;;;;;;
33;95;Classified;93;4:01:56.860;14 Laps;+27:10.423;37;1:54.581;180.0;Turner Motorsport;GS;;;BMW M4 GT4 (G82);M;2149;38;5;188;74;3;;14278;;;Robert;Megennis;Silver;New York City, NY;;;2412;3;Silver;;;Cameron;Lawrence;Silver;Lakeway, TX;;;446;1;Silver;;;;;;;;;;;;;;;;;;;;;;;;;;;
34;1;Classified;84;4:03:20.550;23 Laps;9 Laps;68;1:58.783;173.6;Bryan Herta Autosport with Curb Agajanian;TCR;;;Hyundai Elantra N TCR;M;1547;255;22;98;7660;3;;14304;;;Michael;Lewis;Gold;Laguna Beach, CA;;;730;2;Gold;;;Taylor;Hagler;;San Antonio, TX;;;1921;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35;39;Classified;81;3:03:32.001;26 Laps;3 Laps;59;1:53.439;181.8;CarBahn with Peregrine Racing;GS;;;Porsche 718 GT4 RS CS;M;2207;378;5;108;112;3;;14287;;;Sean;McAlister;Silver;Beverly Hills, CA;;;1847;1;Silver;;;Nolan;Siegel;Silver;Palo Alto, CA;;;2794;3;Silver;;;Jeff;Westphal;Gold;Littleton, CO;;;682;2;Gold;;;;;;;;;;;;;;;;;;;;;
36;37;Classified;79;3:38:17.246;28 Laps;2 Laps;56;1:58.460;174.1;LA Honda World Racing;TCR;;;Honda Civic FK7 TCR;M;1823;262;22;97;2081;3;;14306;;;Mat;Pombo;;Atlanta, GA;;;529;2;;;;Ryan;Eversley;Gold;Atlanta, GA;;;501;3;Gold;;;;;;;;;;;;;;;;;;;;;;;;;;;
37;25;Classified;79;3:51:09.365;28 Laps;+12:52.119;6;1:54.420;180.3;Auto Technic Racing;GS;;;BMW M4 GT4 (G82);M;2217;385;5;188;74;3;;14291;;;JCD;Dubets;Silver;San Diego, CA;;;2913;1;Silver;;;Rob;Walker;Bronze;San Diego, CA;;;2967;2;Bronze;;;;;;;;;;;;;;;;;;;;;;;;;;;
38;26;Classified;71;3:38:09.105;36 Laps;8 Laps;70;1:54.162;180.7;Fast Track Racing;GS;;;BMW M4 GT4 (G82);M;2219;216;5;188;74;3;;14292;;;Garrett;Adams;;Orlando, FL;;;3060;2;;;;Toby;Grahovec;Silver;Celina, TX;;;1540;1;Silver;;;Neil;Verhagen;Silver;Mooresville, NC;;;2286;3;Silver;;;;;;;;;;;;;;;;;;;;;
39;99;Classified;64;2:46:14.536;43 Laps;7 Laps;7;1:58.628;173.9;Victor Gonzalez Racing Team;TCR;;;Honda Civic FK7 TCR;M;2214;470;22;97;2081;3;;14313;;;Victor;Gonzalez;;Trujillo Alto;;;811;1;;;;Karl;Wittmer;Silver;Montreal, QC;;;2557;2;Silver;;;;;;;;;;;;;;;;;;;;;;;;;;;
40;5;Classified;41;1:38:10.400;66 Laps;23 Laps;5;1:58.422;174.2;KMW Motorsports with TMR Engineering;TCR;;;Alfa Romeo Giulietta Veloce TCR;M;962;265;22;95;7658;3;;14308;;;Tim;Lewis;Bronze;Boca Raton, FL;;;1801;2;Bronze;;;Roy;Block;;Winter Park, FL;;;1077;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
41;89;Classified;41;1:38:11.024;66 Laps;+0.624;5;1:58.551;174.0;HART;TCR;;;Honda Civic FK7 TCR;M;2143;76;22;97;2081;3;;14305;;;Chad;Gilsinger;Bronze;Marysville, OH;;;517;1;Bronze;;;Steve;Eich;Bronze;Marysville, OH;;;516;4;Bronze;;;Mario;Farnbacher;Gold;Ansbach, Germany;;;2685;2;Gold;;;;;;;;;;;;;;;;;;;;;
42;10;Classified;41;1:38:15.085;66 Laps;+4.061;5;2:01.942;169.1;Rockwell Autosport Development;TCR;;;Audi RS3 LMS DSG;M;2279;359;22;94;909;3;;14310;;;Preston;Brown;;Chapel Hill, NC;;;2877;1;;;;Alex;Rockwell;;Colts Neck, NJ;;;2403;2;;;;Tom;O'Gorman;Silver;Cincinnati, OH;;;1721;3;Silver;;;;;;;;;;;;;;;;;;;;;
43;28;Classified;34;1:15:02.231;73 Laps;7 Laps;5;1:52.983;182.6;RS1;GS;;;Porsche 718 GT4 RS CS;M;1619;393;5;108;112;3;;14272;;;Eric;Filgueiras;Silver;Cocoa, FL;;;1662;1;Silver;;;Stevan;McAleer;Silver;Glasgow, Scotland;;;460;2;Silver;;;;;;;;;;;;;;;;;;;;;;;;;;;
44;14;Classified;30;1:08:24.248;77 Laps;4 Laps;5;1:54.716;179.8;Ave Motorsports;GS;;;Toyota GR Supra GT4 EVO;M;2221;163;5;202;7662;3;;14294;;;Damian;Fineschi;;Quilmes, Argentina;;;2933;3;;;;Alfredo;Najri;;Santo Domingo, DR;;;2257;1;;;;Thiago;Camilo;Gold;Sao Paulo, Brazil;;;2590;2;Gold;;;;;;;;;;;;;;;;;;;;;
45;71;Classified;12;26:25.182;95 Laps;18 Laps;7;1:55.415;178.7;Rebel Rock Racing;GS;;;Chevrolet Camaro GT4.R;M;539;45;5;63;105;3;;14295;;;Frank;DePew;Bronze;Richmond, VA;;;1151;3;Bronze;;;Robin;Liddell;Silver;Edinburgh, Scotland;;;411;1;Silver;;;Andrew;Davis;Silver;Athens, GA;;;329;2;Silver;;;;;;;;;;;;;;;;;;;;;
46;74;Classified;6;12:30.070;101 Laps;6 Laps;4;2:00.801;170.7;Deily Motorsports LLC;TCR;;;Hyundai Elantra N TCR;M;2236;474;22;98;7660;3;;14315;;;Cabot;Bigham;;Reno, NV;;;3031;2;;;;Matt;Jaskol;Silver;Las Vegas, NV;;;1830;3;Silver;;;;;;;;;;;;;;;;;;;;;;;;;;;
