NUMBER;DRIVER_NUMBER;LAP_NUMBER;LAP_TIME;LAP_IMPROVEMENT;CROSSING_FINISH_LINE_IN_PIT;S1;S1_IMPROVEMENT;S2;S2_IMPROVEMENT;S3;S3_IMPROVEMENT;KPH;ELAPSED;HOUR;S1_LARGE;S2_LARGE;S3_LARGE;TOP_SPEED;DRIVER_NAME;PIT_TIME;CLASS;GROUP;TEAM;MANUFACTURER;FLAG_AT_FL;S1_SECONDS;S2_SECONDS;S3_SECONDS
4;3;5;1:59.241;0;;35.011;1;37.125;1;47.105;0;174.9;2:20:54.959;18:20:26.223;0:35.011;0:37.125;0:47.105;;George;;Gold;;Optimum Motorsport;McLaren;GF;35.011;37.125;47.105
5;1;1;2:31.373;1;;42.382;1;38.895;1;1:10.096;1;137.8;2:31.373;16:02:02.637;0:42.382;0:38.895;1:10.096;186;Rappange;;Silver;;Optimum Motorsport;McLaren;SC;42.382;38.895;70.096
5;1;2;4:24.427;0;;1:47.501;0;1:19.797;0;1:17.129;0;78.9;6:55.800;16:06:27.064;1:47.501;1:19.797;1:17.129;35;Rappange;;Silver;;Optimum Motorsport;McLaren;SC;107.501;79.797;77.129
5;1;3;3:24.286;0;;1:23.920;0;1:01.731;0;58.635;1;102.1;10:20.086;16:09:51.350;1:23.920;1:01.731;0:58.635;72;Rappange;;Silver;;Optimum Motorsport;McLaren;SC;83.920;61.731;58.635
5;1;4;2:51.262;0;;1:07.219;0;53.518;0;50.525;1;121.8;13:11.348;16:12:42.612;1:07.219;0:53.518;0:50.525;115;Rappange;;Silver;;Optimum Motorsport;McLaren;SC;67.219;53.518;50.525
5;1;5;2:39.968;0;;47.492;0;50.862;0;1:01.614;0;130.4;15:51.316;16:15:22.580;0:47.492;0:50.862;1:01.614;;Rappange;;Silver;;Optimum Motorsport;McLaren;SC;47.492;50.862;61.614
5;1;6;3:06.635;0;;1:52.557;0;37.092;1;36.986;1;111.7;18:57.951;16:18:29.215;1:52.557;0:37.092;0:36.986;202;Rappange;;Silver;;Optimum Motorsport;McLaren;GF;112.557;37.092;36.986
5;1;7;1:48.041;1;;34.359;1;36.614;1;37.068;0;193.0;20:45.992;16:20:17.256;0:34.359;0:36.614;0:37.068;267;Rappange;;Silver;;Optimum Motorsport;McLaren;GF;34.359;36.614;37.068
5;1;8;1:53.129;0;;36.637;0;38.346;0;38.146;0;184.3;22:39.121;16:22:10.385;0:36.637;0:38.346;0:38.146;271;Rappange;;Silver;;Optimum Motorsport;McLaren;GF;36.637;38.346;38.146
5;1;9;1:48.500;0;;34.608;0;37.066;0;36.826;1;192.2;24:27.621;16:23:58.885;0:34.608;0:37.066;0:36.826;272;Rappange;;Silver;;Optimum Motorsport;McLaren;GF;34.608;37.066;36.826
5;1;10;1:49.091;0;;35.500;0;36.786;0;36.805;1;191.2;26:16.712;16:25:47.976;0:35.500;0:36.786;0:36.805;269;Rappange;;Silver;;Optimum Motorsport;McLaren;GF;35.500;36.786;36.805
5;1;11;1:49.631;0;;35.048;0;37.876;0;36.707;1;190.2;28:06.343;16:27:37.607;0:35.048;0:37.876;0:36.707;271;Rappange;;Silver;;Optimum Motorsport;McLaren;GF;35.048;37.876;36.707
5;1;12;1:47.284;1;;34.089;1;36.486;1;36.709;0;194.4;29:53.627;16:29:24.891;0:34.089;0:36.486;0:36.709;269;Rappange;;Silver;;Optimum Motorsport;McLaren;GF;34.089;36.486;36.709
5;1;13;1:47.724;0;;34.113;0;37.009;0;36.602;1;193.6;31:41.351;16:31:12.615;0:34.113;0:37.009;0:36.602;270;Rappange;;Silver;;Optimum Motorsport;McLaren;GF;34.113;37.009;36.602
5;1;14;1:48.070;0;;34.219;0;36.994;0;36.857;0;193.0;33:29.421;16:33:00.685;0:34.219;0:36.994;0:36.857;269;Rappange;;Silver;;Optimum Motorsport;McLaren;GF;34.219;36.994;36.857
5;1;15;1:50.743;0;;35.552;0;37.365;0;37.826;0;188.3;35:20.164;16:34:51.428;0:35.552;0:37.365;0:37.826;272;Rappange;;Silver;;Optimum Motorsport;McLaren;GF;35.552;37.365;37.826
5;1;16;1:49.244;0;;34.555;0;37.668;0;37.021;0;190.9;37:09.408;16:36:40.672;0:34.555;0:37.668;0:37.021;246;Rappange;;Silver;;Optimum Motorsport;McLaren;GF;34.555;37.668;37.021
5;1;17;1:48.209;0;;34.269;0;37.031;0;36.909;0;192.7;38:57.617;16:38:28.881;0:34.269;0:37.031;0:36.909;270;Rappange;;Silver;;Optimum Motorsport;McLaren;GF;34.269;37.031;36.909
5;1;18;1:48.208;0;;34.442;0;36.673;0;37.093;0;192.7;40:45.825;16:40:17.089;0:34.442;0:36.673;0:37.093;270;Rappange;;Silver;;Optimum Motorsport;McLaren;GF;34.442;36.673;37.093
5;1;19;1:48.186;0;;34.537;0;36.815;0;36.834;0;192.8;42:34.011;16:42:05.275;0:34.537;0:36.815;0:36.834;269;Rappange;;Silver;;Optimum Motorsport;McLaren;GF;34.537;36.815;36.834
5;1;20;1:48.342;0;;34.442;0;36.876;0;37.024;0;192.5;44:22.353;16:43:53.617;0:34.442;0:36.876;0:37.024;264;Rappange;;Silver;;Optimum Motorsport;McLaren;GF;34.442;36.876;37.024
5;1;21;1:56.199;0;;41.732;0;37.067;0;37.400;0;179.5;46:18.552;16:45:49.816;0:41.732;0:37.067;0:37.400;253;Rappange;;Silver;;Optimum Motorsport;McLaren;GF;41.732;37.067;37.400
5;1;22;1:48.146;0;;34.346;0;36.941;0;36.859;0;192.8;48:06.698;16:47:37.962;0:34.346;0:36.941;0:36.859;269;Rappange;;Silver;;Optimum Motorsport;McLaren;GF;34.346;36.941;36.859
5;1;23;1:49.820;0;;34.182;0;36.595;0;39.043;0;189.9;49:56.518;16:49:27.782;0:34.182;0:36.595;0:39.043;269;Rappange;;Silver;;Optimum Motorsport;McLaren;GF;34.182;36.595;39.043
5;1;24;4:20.116;0;;1:26.283;0;1:21.534;0;1:32.299;0;80.2;54:16.634;16:53:47.898;1:26.283;1:21.534;1:32.299;78;Rappange;;Silver;;Optimum Motorsport;McLaren;FCY;86.283;81.534;92.299
5;1;25;4:21.266;0;;1:26.820;0;1:21.877;0;1:32.569;0;79.8;58:37.900;16:58:09.164;1:26.820;1:21.877;1:32.569;78;Rappange;;Silver;;Optimum Motorsport;McLaren;FCY;86.820;81.877;92.569
5;1;26;4:20.782;0;;1:26.596;0;1:21.674;0;1:32.512;0;80.0;1:02:58.682;17:02:29.946;1:26.596;1:21.674;1:32.512;79;Rappange;;Silver;;Optimum Motorsport;McLaren;GF;86.596;81.674;92.512
5;1;27;3:05.116;0;B;1:27.095;0;50.051;0;47.970;0;112.7;1:06:03.798;17:05:35.062;1:27.095;0:50.051;0:47.970;79;Rappange;;Silver;;Optimum Motorsport;McLaren;SC;87.095;50.051;47.970
5;1;28;2:41.500;0;;1:05.088;0;53.078;0;43.334;0;129.1;1:08:45.298;17:08:16.562;1:05.088;0:53.078;0:43.334;93;Rappange;;Silver;;Optimum Motorsport;McLaren;GF;65.088;53.078;43.334
5;1;29;1:52.103;0;;35.679;0;38.820;0;37.604;0;186.0;1:10:37.401;17:10:08.665;0:35.679;0:38.820;0:37.604;250;Rappange;;Silver;;Optimum Motorsport;McLaren;GF;35.679;38.820;37.604
5;1;30;1:49.187;0;;35.076;0;37.454;0;36.657;0;191.0;1:12:26.588;17:11:57.852;0:35.076;0:37.454;0:36.657;263;Rappange;;Silver;;Optimum Motorsport;McLaren;GF;35.076;37.454;36.657
5;1;31;1:56.849;0;;34.498;0;37.891;0;44.460;0;178.5;1:14:23.437;17:13:54.701;0:34.498;0:37.891;0:44.460;;Rappange;;Silver;;Optimum Motorsport;McLaren;GF;34.498;37.891;44.460
5;3;32;3:04.967;0;;1:50.820;0;37.033;0;37.114;0;112.7;1:17:28.404;17:16:59.668;1:50.820;0:37.033;0:37.114;204;Porter;;Silver;;Optimum Motorsport;McLaren;GF;110.820;37.033;37.114
5;3;33;1:48.286;0;;34.353;0;36.790;0;37.143;0;192.6;1:19:16.690;17:18:47.954;0:34.353;0:36.790;0:37.143;269;Porter;;Silver;;Optimum Motorsport;McLaren;GF;34.353;36.790;37.143
5;3;34;2:25.237;0;;1:01.604;0;46.679;0;36.954;0;143.6;1:21:41.927;17:21:13.191;1:01.604;0:46.679;0:36.954;190;Porter;;Silver;;Optimum Motorsport;McLaren;GF;61.604;46.679;36.954
5;3;35;1:48.792;0;;34.278;0;37.587;0;36.927;0;191.7;1:23:30.719;17:23:01.983;0:34.278;0:37.587;0:36.927;269;Porter;;Silver;;Optimum Motorsport;McLaren;GF;34.278;37.587;36.927
5;3;36;1:47.649;0;;34.204;0;36.545;0;36.900;0;193.7;1:25:18.368;17:24:49.632;0:34.204;0:36.545;0:36.900;269;Porter;;Silver;;Optimum Motorsport;McLaren;GF;34.204;36.545;36.900
5;3;37;1:48.046;0;;34.197;0;36.844;0;37.005;0;193.0;1:27:06.414;17:26:37.678;0:34.197;0:36.844;0:37.005;269;Porter;;Silver;;Optimum Motorsport;McLaren;GF;34.197;36.844;37.005
5;3;38;1:47.882;0;;34.269;0;36.595;0;37.018;0;193.3;1:28:54.296;17:28:25.560;0:34.269;0:36.595;0:37.018;269;Porter;;Silver;;Optimum Motorsport;McLaren;GF;34.269;36.595;37.018
5;3;39;1:48.027;0;;34.337;0;36.620;0;37.070;0;193.1;1:30:42.323;17:30:13.587;0:34.337;0:36.620;0:37.070;267;Porter;;Silver;;Optimum Motorsport;McLaren;GF;34.337;36.620;37.070
5;3;40;1:47.848;0;;34.434;0;36.461;1;36.953;0;193.4;1:32:30.171;17:32:01.435;0:34.434;0:36.461;0:36.953;269;Porter;;Silver;;Optimum Motorsport;McLaren;GF;34.434;36.461;36.953
5;3;41;1:48.037;0;;34.280;0;36.764;0;36.993;0;193.0;1:34:18.208;17:33:49.472;0:34.280;0:36.764;0:36.993;268;Porter;;Silver;;Optimum Motorsport;McLaren;GF;34.280;36.764;36.993
5;3;42;3:07.485;0;;34.154;0;1:01.058;0;1:32.273;0;111.2;1:37:25.693;17:36:56.957;0:34.154;1:01.058;1:32.273;270;Porter;;Silver;;Optimum Motorsport;McLaren;FCY;34.154;61.058;92.273
5;3;43;4:21.175;0;;1:27.168;0;1:21.825;0;1:32.182;0;79.8;1:41:46.868;17:41:18.132;1:27.168;1:21.825;1:32.182;79;Porter;;Silver;;Optimum Motorsport;McLaren;FCY;87.168;81.825;92.182
5;3;44;4:25.350;0;;1:27.665;0;1:22.354;0;1:35.331;0;78.6;1:46:12.218;17:45:43.482;1:27.665;1:22.354;1:35.331;;Porter;;Silver;;Optimum Motorsport;McLaren;SC;87.665;82.354;95.331
6;3;1;2:44.018;1;;44.689;1;42.645;1;1:16.684;1;127.1;2:44.018;16:02:15.282;0:44.689;0:42.645;1:16.684;184;Panis;;Silver;;GetSpeed Team Bartone Bros;Mercedes-AMG;SC;44.689;42.645;76.684
6;3;2;4:26.882;0;;1:47.604;0;1:21.476;0;1:17.802;0;78.1;7:10.900;16:06:42.164;1:47.604;1:21.476;1:17.802;41;Panis;;Silver;;GetSpeed Team Bartone Bros;Mercedes-AMG;SC;107.604;81.476;77.802
6;3;3;3:22.970;0;;1:21.849;0;1:01.693;0;59.428;1;102.7;10:33.870;16:10:05.134;1:21.849;1:01.693;0:59.428;49;Panis;;Silver;;GetSpeed Team Bartone Bros;Mercedes-AMG;SC;81.849;61.693;59.428
6;3;4;2:46.091;0;;1:04.711;0;53.809;0;47.571;1;125.6;13:19.961;16:12:51.225;1:04.711;0:53.809;0:47.571;68;Panis;;Silver;;GetSpeed Team Bartone Bros;Mercedes-AMG;SC;64.711;53.809;47.571
6;3;5;2:37.085;1;;44.561;1;53.747;0;58.777;0;132.8;15:57.046;16:15:28.310;0:44.561;0:53.747;0:58.777;;Panis;;Silver;;GetSpeed Team Bartone Bros;Mercedes-AMG;SC;44.561;53.747;58.777
6;3;6;3:06.248;0;;1:51.021;0;37.650;1;37.577;1;112.0;19:03.294;16:18:34.558;1:51.021;0:37.650;0:37.577;202;Panis;;Silver;;GetSpeed Team Bartone Bros;Mercedes-AMG;GF;111.021;37.650;37.577
6;3;7;1:48.641;1;;34.778;1;36.889;1;36.974;1;192.0;20:51.935;16:20:23.199;0:34.778;0:36.889;0:36.974;266;Panis;;Silver;;GetSpeed Team Bartone Bros;Mercedes-AMG;GF;34.778;36.889;36.974
6;3;8;1:49.574;0;;34.871;0;37.567;0;37.136;0;190.3;22:41.509;16:22:12.773;0:34.871;0:37.567;0:37.136;267;Panis;;Silver;;GetSpeed Team Bartone Bros;Mercedes-AMG;GF;34.871;37.567;37.136
6;3;9;1:49.557;0;;35.164;0;37.252;0;37.141;0;190.4;24:31.066;16:24:02.330;0:35.164;0:37.252;0:37.141;262;Panis;;Silver;;GetSpeed Team Bartone Bros;Mercedes-AMG;GF;35.164;37.252;37.141
6;3;10;1:48.952;0;;35.147;0;36.836;1;36.969;1;191.4;26:20.018;16:25:51.282;0:35.147;0:36.836;0:36.969;263;Panis;;Silver;;GetSpeed Team Bartone Bros;Mercedes-AMG;GF;35.147;36.836;36.969
6;3;11;1:49.885;0;;34.545;1;37.081;0;38.259;0;189.8;28:09.903;16:27:41.167;0:34.545;0:37.081;0:38.259;269;Panis;;Silver;;GetSpeed Team Bartone Bros;Mercedes-AMG;GF;34.545;37.081;38.259
6;3;12;1:50.100;0;;35.086;0;37.435;0;37.579;0;189.4;30:00.003;16:29:31.267;0:35.086;0:37.435;0:37.579;265;Panis;;Silver;;GetSpeed Team Bartone Bros;Mercedes-AMG;GF;35.086;37.435;37.579
6;3;13;1:48.965;0;;34.821;0;36.938;0;37.206;0;191.4;31:48.968;16:31:20.232;0:34.821;0:36.938;0:37.206;269;Panis;;Silver;;GetSpeed Team Bartone Bros;Mercedes-AMG;GF;34.821;36.938;37.206
6;3;14;1:48.694;0;;34.547;0;36.983;0;37.164;0;191.9;33:37.662;16:33:08.926;0:34.547;0:36.983;0:37.164;266;Panis;;Silver;;GetSpeed Team Bartone Bros;Mercedes-AMG;GF;34.547;36.983;37.164
6;3;15;1:49.147;0;;34.579;0;37.073;0;37.495;0;191.1;35:26.809;16:34:58.073;0:34.579;0:37.073;0:37.495;265;Panis;;Silver;;GetSpeed Team Bartone Bros;Mercedes-AMG;GF;34.579;37.073;37.495
6;3;16;1:48.279;1;;34.779;0;36.661;1;36.839;1;192.6;37:15.088;16:36:46.352;0:34.779;0:36.661;0:36.839;260;Panis;;Silver;;GetSpeed Team Bartone Bros;Mercedes-AMG;GF;34.779;36.661;36.839
6;3;17;1:47.829;1;;34.293;1;36.653;1;36.883;0;193.4;39:02.917;16:38:34.181;0:34.293;0:36.653;0:36.883;267;Panis;;Silver;;GetSpeed Team Bartone Bros;Mercedes-AMG;GF;34.293;36.653;36.883
6;3;18;1:47.410;1;;34.208;1;36.480;1;36.722;1;194.2;40:50.327;16:40:21.591;0:34.208;0:36.480;0:36.722;267;Panis;;Silver;;GetSpeed Team Bartone Bros;Mercedes-AMG;GF;34.208;36.480;36.722
6;3;19;1:47.237;1;;34.222;0;36.445;1;36.570;1;194.5;42:37.564;16:42:08.828;0:34.222;0:36.445;0:36.570;267;Panis;;Silver;;GetSpeed Team Bartone Bros;Mercedes-AMG;GF;34.222;36.445;36.570
6;3;20;1:47.619;0;;34.562;0;36.450;0;36.607;0;193.8;44:25.183;16:43:56.447;0:34.562;0:36.450;0:36.607;268;Panis;;Silver;;GetSpeed Team Bartone Bros;Mercedes-AMG;GF;34.562;36.450;36.607
6;3;21;1:50.394;0;;36.132;0;37.474;0;36.788;0;188.9;46:15.577;16:45:46.841;0:36.132;0:37.474;0:36.788;269;Panis;;Silver;;GetSpeed Team Bartone Bros;Mercedes-AMG;GF;36.132;37.474;36.788
6;3;22;1:48.513;0;;34.465;0;36.971;0;37.077;0;192.2;48:04.090;16:47:35.354;0:34.465;0:36.971;0:37.077;267;Panis;;Silver;;GetSpeed Team Bartone Bros;Mercedes-AMG;GF;34.465;36.971;37.077
6;3;23;1:48.475;0;;34.362;0;36.534;0;37.579;0;192.3;49:52.565;16:49:23.829;0:34.362;0:36.534;0:37.579;267;Panis;;Silver;;GetSpeed Team Bartone Bros;Mercedes-AMG;GF;34.362;36.534;37.579
6;3;24;4:23.119;0;;1:25.392;0;1:22.002;0;1:35.725;0;79.3;54:15.684;16:53:46.948;1:25.392;1:22.002;1:35.725;;Panis;;Silver;;GetSpeed Team Bartone Bros;Mercedes-AMG;FCY;85.392;82.002;95.725
6;1;25;5:22.486;0;;2:27.959;0;1:21.950;0;1:32.577;0;64.7;59:38.170;16:59:09.434;2:27.959;1:21.950;1:32.577;78;Bartone;;Silver;;GetSpeed Team Bartone Bros;Mercedes-AMG;GF;147.959;81.950;92.577
6;1;26;4:24.736;0;B;1:26.645;0;1:22.017;0;1:36.074;0;78.8;1:04:02.906;17:03:34.170;1:26.645;1:22.017;1:36.074;;Bartone;;Silver;;GetSpeed Team Bartone Bros;Mercedes-AMG;GF;86.645;82.017;96.074
6;1;27;2:28.001;0;;1:06.039;0;41.188;0;40.774;0;140.9;1:06:30.907;17:06:02.171;1:06.039;0:41.188;0:40.774;201;Bartone;;Silver;;GetSpeed Team Bartone Bros;Mercedes-AMG;SC;66.039;41.188;40.774
6;1;28;2:25.164;0;;54.687;0;52.527;0;37.950;0;143.7;1:08:56.071;17:08:27.335;0:54.687;0:52.527;0:37.950;107;Bartone;;Silver;;GetSpeed Team Bartone Bros;Mercedes-AMG;GF;54.687;52.527;37.950
6;1;29;1:49.445;0;;34.602;0;37.354;0;37.489;0;190.6;1:10:45.516;17:10:16.780;0:34.602;0:37.354;0:37.489;267;Bartone;;Silver;;GetSpeed Team Bartone Bros;Mercedes-AMG;GF;34.602;37.354;37.489
6;1;30;1:49.973;0;;35.070;0;37.559;0;37.344;0;189.6;1:12:35.489;17:12:06.753;0:35.070;0:37.559;0:37.344;263;Bartone;;Silver;;GetSpeed Team Bartone Bros;Mercedes-AMG;GF;35.070;37.559;37.344
6;1;31;1:49.731;0;;35.033;0;37.715;0;36.983;0;190.1;1:14:25.220;17:13:56.484;0:35.033;0:37.715;0:36.983;262;Bartone;;Silver;;GetSpeed Team Bartone Bros;Mercedes-AMG;GF;35.033;37.715;36.983
6;1;32;1:48.947;0;;34.555;0;37.377;0;37.015;0;191.4;1:16:14.167;17:15:45.431;0:34.555;0:37.377;0:37.015;265;Bartone;;Silver;;GetSpeed Team Bartone Bros;Mercedes-AMG;GF;34.555;37.377;37.015
6;1;33;1:48.499;0;;34.526;0;36.906;0;37.067;0;192.2;1:18:02.666;17:17:33.930;0:34.526;0:36.906;0:37.067;267;Bartone;;Silver;;GetSpeed Team Bartone Bros;Mercedes-AMG;GF;34.526;36.906;37.067
6;1;34;2:26.954;0;;34.420;0;37.030;0;1:15.504;0;141.9;1:20:29.620;17:20:00.884;0:34.420;0:37.030;1:15.504;265;Bartone;;Silver;;GetSpeed Team Bartone Bros;Mercedes-AMG;FCY;34.420;37.030;75.504
6;1;35;1:58.699;0;;44.296;0;37.364;0;37.039;0;175.7;1:22:28.319;17:21:59.583;0:44.296;0:37.364;0:37.039;223;Bartone;;Silver;;GetSpeed Team Bartone Bros;Mercedes-AMG;GF;44.296;37.364;37.039
6;1;36;1:50.317;0;;34.766;0;38.466;0;37.085;0;189.0;1:24:18.636;17:23:49.900;0:34.766;0:38.466;0:37.085;267;Bartone;;Silver;;GetSpeed Team Bartone Bros;Mercedes-AMG;GF;34.766;38.466;37.085
6;1;37;1:48.566;0;;34.521;0;37.006;0;37.039;0;192.1;1:26:07.202;17:25:38.466;0:34.521;0:37.006;0:37.039;267;Bartone;;Silver;;GetSpeed Team Bartone Bros;Mercedes-AMG;GF;34.521;37.006;37.039
6;1;38;1:47.969;0;;34.441;0;36.650;0;36.878;0;193.2;1:27:55.171;17:27:26.435;0:34.441;0:36.650;0:36.878;267;Bartone;;Silver;;GetSpeed Team Bartone Bros;Mercedes-AMG;GF;34.441;36.650;36.878
6;1;39;1:48.074;0;;34.445;0;36.908;0;36.721;0;193.0;1:29:43.245;17:29:14.509;0:34.445;0:36.908;0:36.721;268;Bartone;;Silver;;GetSpeed Team Bartone Bros;Mercedes-AMG;GF;34.445;36.908;36.721
6;1;40;1:49.522;0;;34.411;0;37.089;0;38.022;0;190.4;1:31:32.767;17:31:04.031;0:34.411;0:37.089;0:38.022;268;Bartone;;Silver;;GetSpeed Team Bartone Bros;Mercedes-AMG;GF;34.411;37.089;38.022
6;1;41;1:48.923;0;;34.461;0;37.374;0;37.088;0;191.5;1:33:21.690;17:32:52.954;0:34.461;0:37.374;0:37.088;265;Bartone;;Silver;;GetSpeed Team Bartone Bros;Mercedes-AMG;GF;34.461;37.374;37.088
6;1;42;1:48.847;0;;34.815;0;37.056;0;36.976;0;191.6;1:35:10.537;17:34:41.801;0:34.815;0:37.056;0:36.976;267;Bartone;;Silver;;GetSpeed Team Bartone Bros;Mercedes-AMG;GF;34.815;37.056;36.976
6;1;43;3:55.787;0;;58.546;0;1:21.789;0;1:35.452;0;88.4;1:39:06.324;17:38:37.588;0:58.546;1:21.789;1:35.452;;Bartone;;Silver;;GetSpeed Team Bartone Bros;Mercedes-AMG;FCY;58.546;81.789;95.452
6;1;44;4:36.258;0;;1:41.669;0;1:21.971;0;1:32.618;0;75.5;1:43:42.582;17:43:13.846;1:41.669;1:21.971;1:32.618;78;Bartone;;Silver;;GetSpeed Team Bartone Bros;Mercedes-AMG;FCY;101.669;81.971;92.618
6;1;45;3:24.607;0;;1:26.901;0;1:09.929;0;47.777;0;101.9;1:47:07.189;17:46:38.453;1:26.901;1:09.929;0:47.777;78;Bartone;;Silver;;GetSpeed Team Bartone Bros;Mercedes-AMG;SC;86.901;69.929;47.777
6;1;46;2:44.339;0;;38.671;0;57.131;0;1:08.537;0;126.9;1:49:51.528;17:49:22.792;0:38.671;0:57.131;1:08.537;219;Bartone;;Silver;;GetSpeed Team Bartone Bros;Mercedes-AMG;SC;38.671;57.131;68.537
6;1;47;2:51.744;0;;1:06.047;0;55.626;0;50.071;0;121.4;1:52:43.272;17:52:14.536;1:06.047;0:55.626;0:50.071;90;Bartone;;Silver;;GetSpeed Team Bartone Bros;Mercedes-AMG;GF;66.047;55.626;50.071
6;1;48;1:50.122;0;;35.322;0;37.491;0;37.309;0;189.4;1:54:33.394;17:54:04.658;0:35.322;0:37.491;0:37.309;241;Bartone;;Silver;;GetSpeed Team Bartone Bros;Mercedes-AMG;GF;35.322;37.491;37.309
6;1;49;1:51.253;0;;36.920;0;37.211;0;37.122;0;187.5;1:56:24.647;17:55:55.911;0:36.920;0:37.211;0:37.122;265;Bartone;;Silver;;GetSpeed Team Bartone Bros;Mercedes-AMG;GF;36.920;37.211;37.122
6;1;50;1:48.509;0;;34.475;0;37.085;0;36.949;0;192.2;1:58:13.156;17:57:44.420;0:34.475;0:37.085;0:36.949;268;Bartone;;Silver;;GetSpeed Team Bartone Bros;Mercedes-AMG;GF;34.475;37.085;36.949
6;1;51;1:49.764;0;;34.639;0;37.463;0;37.662;0;190.0;2:00:02.920;17:59:34.184;0:34.639;0:37.463;0:37.662;264;Bartone;;Silver;;GetSpeed Team Bartone Bros;Mercedes-AMG;GF;34.639;37.463;37.662
6;1;52;1:49.112;0;;34.988;0;36.785;0;37.339;0;191.1;2:01:52.032;18:01:23.296;0:34.988;0:36.785;0:37.339;270;Bartone;;Silver;;GetSpeed Team Bartone Bros;Mercedes-AMG;GF;34.988;36.785;37.339
6;1;53;1:47.823;0;;34.370;0;36.661;0;36.792;0;193.4;2:03:39.855;18:03:11.119;0:34.370;0:36.661;0:36.792;267;Bartone;;Silver;;GetSpeed Team Bartone Bros;Mercedes-AMG;GF;34.370;36.661;36.792
6;1;54;1:48.566;0;;34.453;0;36.830;0;37.283;0;192.1;2:05:28.421;18:04:59.685;0:34.453;0:36.830;0:37.283;267;Bartone;;Silver;;GetSpeed Team Bartone Bros;Mercedes-AMG;GF;34.453;36.830;37.283
6;1;55;1:57.393;0;B;34.520;0;37.994;0;44.879;0;177.6;2:07:25.814;18:06:57.078;0:34.520;0:37.994;0:44.879;;Bartone;;Silver;;GetSpeed Team Bartone Bros;Mercedes-AMG;GF;34.520;37.994;44.879
6;2;56;3:06.150;0;;1:51.548;0;37.508;0;37.094;0;112.0;2:10:31.964;18:10:03.228;1:51.548;0:37.508;0:37.094;202;Gazeau;;Silver;;GetSpeed Team Bartone Bros;Mercedes-AMG;GF;111.548;37.508;37.094
6;2;57;1:48.456;0;;34.709;0;36.912;0;36.835;0;192.3;2:12:20.420;18:11:51.684;0:34.709;0:36.912;0:36.835;264;Gazeau;;Silver;;GetSpeed Team Bartone Bros;Mercedes-AMG;GF;34.709;36.912;36.835
6;2;58;1:48.489;0;;34.573;0;36.937;0;36.979;0;192.2;2:14:08.909;18:13:40.173;0:34.573;0:36.937;0:36.979;266;Gazeau;;Silver;;GetSpeed Team Bartone Bros;Mercedes-AMG;GF;34.573;36.937;36.979
6;2;59;1:48.144;0;;34.455;0;36.831;0;36.858;0;192.8;2:15:57.053;18:15:28.317;0:34.455;0:36.831;0:36.858;267;Gazeau;;Silver;;GetSpeed Team Bartone Bros;Mercedes-AMG;GF;34.455;36.831;36.858
6;2;60;1:47.583;0;;34.347;0;36.518;0;36.718;0;193.8;2:17:44.636;18:17:15.900;0:34.347;0:36.518;0:36.718;267;Gazeau;;Silver;;GetSpeed Team Bartone Bros;Mercedes-AMG;GF;34.347;36.518;36.718
6;2;61;1:47.800;0;;34.385;0;36.707;0;36.708;0;193.5;2:19:32.436;18:19:03.700;0:34.385;0:36.707;0:36.708;267;Gazeau;;Silver;;GetSpeed Team Bartone Bros;Mercedes-AMG;GF;34.385;36.707;36.708
6;2;62;1:47.752;0;;34.177;1;36.813;0;36.762;0;193.5;2:21:20.188;18:20:51.452;0:34.177;0:36.813;0:36.762;267;Gazeau;;Silver;;GetSpeed Team Bartone Bros;Mercedes-AMG;GF;34.177;36.813;36.762
6;2;63;1:47.521;0;;34.287;0;36.638;0;36.596;0;194.0;2:23:07.709;18:22:38.973;0:34.287;0:36.638;0:36.596;268;Gazeau;;Silver;;GetSpeed Team Bartone Bros;Mercedes-AMG;GF;34.287;36.638;36.596
6;2;64;1:49.023;0;;34.391;0;37.945;0;36.687;0;191.3;2:24:56.732;18:24:27.996;0:34.391;0:37.945;0:36.687;269;Gazeau;;Silver;;GetSpeed Team Bartone Bros;Mercedes-AMG;GF;34.391;37.945;36.687
6;2;65;1:47.226;1;;34.147;1;36.530;0;36.549;1;194.5;2:26:43.958;18:26:15.222;0:34.147;0:36.530;0:36.549;268;Gazeau;;Silver;;GetSpeed Team Bartone Bros;Mercedes-AMG;GF;34.147;36.530;36.549
6;2;66;1:48.365;0;;34.342;0;37.234;0;36.789;0;192.4;2:28:32.323;18:28:03.587;0:34.342;0:37.234;0:36.789;269;Gazeau;;Silver;;GetSpeed Team Bartone Bros;Mercedes-AMG;GF;34.342;37.234;36.789
6;2;67;1:47.762;0;;34.235;0;36.902;0;36.625;0;193.5;2:30:20.085;18:29:51.349;0:34.235;0:36.902;0:36.625;269;Gazeau;;Silver;;GetSpeed Team Bartone Bros;Mercedes-AMG;GF;34.235;36.902;36.625
6;2;68;1:47.846;0;;34.118;1;36.962;0;36.766;0;193.4;2:32:07.931;18:31:39.195;0:34.118;0:36.962;0:36.766;271;Gazeau;;Silver;;GetSpeed Team Bartone Bros;Mercedes-AMG;GF;34.118;36.962;36.766
6;2;69;1:48.015;0;;34.370;0;36.927;0;36.718;0;193.1;2:33:55.946;18:33:27.210;0:34.370;0:36.927;0:36.718;269;Gazeau;;Silver;;GetSpeed Team Bartone Bros;Mercedes-AMG;GF;34.370;36.927;36.718
