NUMBER; DRIVER_NUMBER; LAP_NUMBER; LAP_TIME; LAP_IMPROVEMENT; CROSSING_FINISH_LINE_IN_PIT; S1; S1_IMPROVEMENT; S2; S2_IMPROVEMENT; S3; S3_IMPROVEMENT; KPH; ELAPSED; HOUR;S1_LARGE;S2_LARGE;S3_LARGE;TOP_SPEED;DRIVER_NAME;PIT_TIME;CLASS;GROUP;TEAM;MANUFACTURER;FLAG_AT_FL;S1_SECONDS;S2_SECONDS;S3_SECONDS;
10;1;1;4:40.234;0;;1:05.187;0;1:36.373;0;1:58.674;0;173.2;4:40.234;18:49:40.234;1:05.187;1:36.373;1:58.674;248.2;Antares AU;0:00:23.833;LMGT3;;Garage 59;McLaren;GF;65.187;96.373;118.674;
10;1;2;3:59.832;0;;37.687;0;1:32.223;0;1:49.922;0;204.5;8:40.066;18:53:40.066;0:37.687;1:32.223;1:49.922;287.6;Antares AU;;LMGT3;;Garage 59;McLaren;GF;37.687;92.223;109.922;
10;1;3;4:05.178;0;;38.366;0;1:32.522;0;1:54.290;0;200.1;12:45.244;18:57:45.244;0:38.366;1:32.522;1:54.290;287.6;Antares AU;;LMGT3;;Garage 59;McLaren;GF;38.366;92.522;114.290;
10;1;4;4:05.685;0;B;37.350;0;1:31.620;2;1:56.715;0;199.7;16:50.929;19:01:50.929;0:37.350;1:31.620;1:56.715;288.4;Antares AU;;LMGT3;;Garage 59;McLaren;GF;37.350;91.620;116.715;
10;1;5;4:50.476;0;;1:22.468;0;1:36.667;0;1:51.341;0;168.9;21:41.405;19:06:41.405;1:22.468;1:36.667;1:51.341;247.7;Antares AU;0:00:51.939;LMGT3;;Garage 59;McLaren;GF;82.468;96.667;111.341;
10;1;6;3:57.662;2;;37.166;0;1:31.709;0;1:48.787;2;206.4;25:39.067;19:10:39.067;0:37.166;1:31.709;1:48.787;285.4;Antares AU;;LMGT3;;Garage 59;McLaren;GF;37.166;91.709;108.787;
10;1;7;3:58.385;0;;37.273;0;1:31.803;0;1:49.309;0;205.8;29:37.452;19:14:37.452;0:37.273;1:31.803;1:49.309;284.6;Antares AU;;LMGT3;;Garage 59;McLaren;GF;37.273;91.803;109.309;
10;1;8;3:58.046;0;;37.144;2;1:31.757;0;1:49.145;0;206.1;33:35.498;19:18:35.498;0:37.144;1:31.757;1:49.145;284.6;Antares AU;;LMGT3;;Garage 59;McLaren;FF;37.144;91.757;109.145;
13;1;1;5:21.741;0;;1:39.212;0;1:47.693;0;1:54.836;0;150.8;5:21.741;18:50:21.741;1:39.212;1:47.693;1:54.836;203.6;Orey FIDANI;0:00:55.878;LMGT3;;13 Autosport;Corvette;GF;99.212;107.693;114.836;
13;1;2;4:00.327;0;;37.830;0;1:32.036;0;1:50.461;0;204.1;9:22.068;18:54:22.068;0:37.830;1:32.036;1:50.461;292.3;Orey FIDANI;;LMGT3;;13 Autosport;Corvette;GF;37.830;92.036;110.461;
13;1;3;4:00.258;2;;37.649;2;1:32.145;0;1:50.464;0;204.2;13:22.326;18:58:22.326;0:37.649;1:32.145;1:50.464;290.7;Orey FIDANI;;LMGT3;;13 Autosport;Corvette;GF;37.649;92.145;110.464;
