NUMBER; DRIVER_NUMBER; LAP_NUMBER; LAP_TIME; LAP_IMPROVEMENT; CROSSING_FINISH_LINE_IN_PIT; S1; S1_IMPROVEMENT; S2; S2_IMPROVEMENT; S3; S3_IMPROVEMENT; KPH; ELAPSED; HOUR;S1_LARGE;S2_LARGE;S3_LARGE;TOP_SPEED;DRIVER_NAME;PIT_TIME;CLASS;GROUP;TEAM;MANUFACTURER;FLAG_AT_FL;S1_SECONDS;S2_SECONDS;S3_SECONDS;
007;3;1;4:23.329;0;;1:08.511;0;1:24.705;0;1:50.113;0;184.3;4:23.329;21:09:23.329;1:08.511;1:24.705;1:50.113;262.6;Ross GUNN;0:00:30.790;HYPERCAR;;Aston Martin Thor Team;Aston Martin;GF;68.511;84.705;110.113;
007;3;2;3:24.948;0;;32.655;0;1:18.997;0;1:33.296;0;239.3;7:48.277;21:12:48.277;0:32.655;1:18.997;1:33.296;334.5;Ross GUNN;;HYPERCAR;;Aston Martin Thor Team;Aston Martin;GF;32.655;78.997;93.296;
007;3;3;3:33.534;0;B;32.746;0;1:19.318;0;1:41.470;0;229.7;11:21.811;21:16:21.811;0:32.746;1:19.318;1:41.470;335.6;Ross GUNN;;HYPERCAR;;Aston Martin Thor Team;Aston Martin;GF;32.746;79.318;101.470;
007;3;4;4:28.314;0;;1:30.126;0;1:21.799;0;1:36.389;0;182.8;15:50.125;21:20:50.125;1:30.126;1:21.799;1:36.389;330.5;Ross GUNN;0:01:02.970;HYPERCAR;;Aston Martin Thor Team;Aston Martin;GF;90.126;81.799;96.389;
007;3;5;3:24.004;2;;32.228;2;1:18.721;2;1:33.055;2;240.4;19:14.129;21:24:14.129;0:32.228;1:18.721;1:33.055;333.5;Ross GUNN;;HYPERCAR;;Aston Martin Thor Team;Aston Martin;GF;32.228;78.721;93.055;
007;3;6;3:38.507;0;B;32.781;0;1:20.662;0;1:45.064;0;224.5;22:52.636;21:27:52.636;0:32.781;1:20.662;1:45.064;286.1;Ross GUNN;;HYPERCAR;;Aston Martin Thor Team;Aston Martin;FF;32.781;80.662;105.064;
009;2;1;4:21.030;0;;1:07.837;0;1:24.804;0;1:48.389;0;185.9;4:21.030;21:09:21.030;1:07.837;1:24.804;1:48.389;301.2;Marco SØRENSEN;0:00:29.755;HYPERCAR;;Aston Martin Thor Team;Aston Martin;GF;67.837;84.804;108.389;
009;2;2;3:25.640;0;;32.800;0;1:19.232;0;1:33.608;0;238.5;7:46.670;21:12:46.670;0:32.800;1:19.232;1:33.608;333.5;Marco SØRENSEN;;HYPERCAR;;Aston Martin Thor Team;Aston Martin;GF;32.800;79.232;93.608;
009;2;3;3:33.735;0;B;32.113;2;1:19.328;0;1:42.294;0;229.5;11:20.405;21:16:20.405;0:32.113;1:19.328;1:42.294;334.5;Marco SØRENSEN;;HYPERCAR;;Aston Martin Thor Team;Aston Martin;GF;32.113;79.328;102.294;
009;2;4;4:26.718;0;;1:28.787;0;1:22.138;0;1:35.793;0;183.9;15:47.123;21:20:47.123;1:28.787;1:22.138;1:35.793;327.5;Marco SØRENSEN;0:01:01.497;HYPERCAR;;Aston Martin Thor Team;Aston Martin;GF;88.787;82.138;95.793;
