NUMBER; DRIVER_NUMBER; LAP_NUMBER; LAP_TIME; LAP_IMPROVEMENT; CROSSING_FINISH_LINE_IN_PIT; S1; S1_IMPROVEMENT; S2; S2_IMPROVEMENT; S3; S3_IMPROVEMENT; KPH; ELAPSED; HOUR;S1_LARGE;S2_LARGE;S3_LARGE;TOP_SPEED;DRIVER_NAME;PIT_TIME;CLASS;GROUP;TEAM;MANUFACTURER;FLAG_AT_FL;S1_SECONDS;S2_SECONDS;S3_SECONDS;
14;2;1;4:13.634;0;;59.461;0;1:29.211;0;1:44.962;0;191.3;4:13.634;20:04:13.634;0:59.461;1:29.211;1:44.962;276.6;Mathias BECHE;0:00:20.237;LMP2;P/A;TDS Racing;Oreca;GF;59.461;89.211;104.962;
14;2;2;3:36.744;0;;34.246;0;1:23.440;0;1:39.058;0;226.3;7:50.378;20:07:50.378;0:34.246;1:23.440;1:39.058;317.9;Mathias BECHE;;LMP2;P/A;TDS Racing;Oreca;GF;34.246;83.440;99.058;
14;2;3;3:34.693;0;;33.903;0;1:22.908;2;1:37.882;0;228.5;11:25.071;20:11:25.071;0:33.903;1:22.908;1:37.882;319.8;Mathias BECHE;;LMP2;P/A;TDS Racing;Oreca;GF;33.903;82.908;97.882;
14;2;4;3:36.226;0;;33.857;0;1:22.999;0;1:39.370;0;226.9;15:01.297;20:15:01.297;0:33.857;1:22.999;1:39.370;320.7;Mathias BECHE;;LMP2;P/A;TDS Racing;Oreca;GF;33.857;82.999;99.370;
14;2;5;3:34.542;2;;33.917;0;1:23.036;0;1:37.589;2;228.6;18:35.839;20:18:35.839;0:33.917;1:23.036;1:37.589;319.8;Mathias BECHE;;LMP2;P/A;TDS Racing;Oreca;GF;33.917;83.036;97.589;
14;2;6;3:41.293;0;B;33.786;2;1:23.254;0;1:44.253;0;221.7;22:17.132;20:22:17.132;0:33.786;1:23.254;1:44.253;317.0;Mathias BECHE;;LMP2;P/A;TDS Racing;Oreca;FF;33.786;83.254;104.253;
183;3;1;4:05.479;0;;53.338;0;1:29.229;0;1:42.912;0;197.7;4:05.479;20:04:05.479;0:53.338;1:29.229;1:42.912;260.7;Ben BARNICOAT;0:00:13.993;LMP2;P/A;AF Corse;Oreca;GF;53.338;89.229;102.912;
183;3;2;3:36.587;0;;34.529;0;1:23.718;0;1:38.340;0;226.5;7:42.066;20:07:42.066;0:34.529;1:23.718;1:38.340;317.0;Ben BARNICOAT;;LMP2;P/A;AF Corse;Oreca;GF;34.529;83.718;98.340;
183;3;3;3:34.911;0;;34.065;0;1:22.943;0;1:37.903;2;228.2;11:16.977;20:11:16.977;0:34.065;1:22.943;1:37.903;317.9;Ben BARNICOAT;;LMP2;P/A;AF Corse;Oreca;GF;34.065;82.943;97.903;
183;3;4;3:37.054;0;;33.988;0;1:23.698;0;1:39.368;0;226.0;14:54.031;20:14:54.031;0:33.988;1:23.698;1:39.368;317.9;Ben BARNICOAT;;LMP2;P/A;AF Corse;Oreca;GF;33.988;83.698;99.368;
183;3;5;3:47.426;0;;33.779;2;1:25.127;0;1:48.520;0;215.7;18:41.457;20:18:41.457;0:33.779;1:25.127;1:48.520;317.9;Ben BARNICOAT;;LMP2;P/A;AF Corse;Oreca;GF;33.779;85.127;108.520;
183;3;6;3:34.789;2;;33.882;0;1:22.807;2;1:38.100;0;228.4;22:16.246;20:22:16.246;0:33.882;1:22.807;1:38.100;318.8;Ben BARNICOAT;;LMP2;P/A;AF Corse;Oreca;FF;33.882;82.807;98.100;
21;2;1;4:37.190;0;;1:01.632;0;1:42.196;0;1:53.362;0;175.1;4:37.190;20:04:37.190;1:01.632;1:42.196;1:53.362;246.5;Simon MANN;0:00:14.860;LMGT3;;Vista AF Corse;Ferrari;GF;61.632;102.196;113.362;
