NUMBER; DRIVER_NUMBER; LAP_NUMBER; LAP_TIME; LAP_IMPROVEMENT; CROSSING_FINISH_LINE_IN_PIT; S1; S1_IMPROVEMENT; S2; S2_IMPROVEMENT; S3; S3_IMPROVEMENT; KPH; ELAPSED; HOUR;S1_LARGE;S2_LARGE;S3_LARGE;TOP_SPEED;DRIVER_NAME;PIT_TIME;CLASS;GROUP;TEAM;MANUFACTURER;FLAG_AT_FL;S1_SECONDS;S2_SECONDS;S3_SECONDS;
009;3;1;4:03.713;0;;54.458;0;1:27.077;0;1:42.178;0;199.1;4:03.713;21:46:03.713;0:54.458;1:27.077;1:42.178;263.9;Roman DE ANGELIS;0:00:16.479;HYPERCAR;;Aston Martin Thor Team;Aston Martin;GF;54.458;87.077;102.178;
009;3;2;3:31.089;0;;32.453;0;1:21.323;0;1:37.313;0;232.4;7:34.802;21:49:34.802;0:32.453;1:21.323;1:37.313;333.5;Roman DE ANGELIS;;HYPERCAR;;Aston Martin Thor Team;Aston Martin;GF;32.453;81.323;97.313;
009;3;3;3:24.876;0;;32.207;0;1:19.130;0;1:33.539;0;239.4;10:59.678;21:52:59.678;0:32.207;1:19.130;1:33.539;332.5;Roman DE ANGELIS;;HYPERCAR;;Aston Martin Thor Team;Aston Martin;GF;32.207;79.130;93.539;
009;3;4;3:24.729;2;;32.113;2;1:19.129;2;1:33.487;2;239.6;14:24.407;21:56:24.407;0:32.113;1:19.129;1:33.487;333.5;Roman DE ANGELIS;;HYPERCAR;;Aston Martin Thor Team;Aston Martin;GF;32.113;79.129;93.487;
009;3;5;3:40.381;0;B;32.347;0;1:20.239;0;1:47.795;0;222.6;18:04.788;22:00:04.788;0:32.347;1:20.239;1:47.795;333.5;Roman DE ANGELIS;;HYPERCAR;;Aston Martin Thor Team;Aston Martin;FF;32.347;80.239;107.795;
101;3;1;3:53.990;0;;50.307;0;1:24.760;0;1:38.923;0;207.4;3:53.990;21:45:53.990;0:50.307;1:24.760;1:38.923;304.5;Filipe ALBUQUERQUE;0:00:10.292;HYPERCAR;;Cadillac WTR;Cadillac;GF;50.307;84.760;98.923;
101;3;2;3:27.677;0;;33.636;0;1:19.343;0;1:34.698;0;236.2;7:21.667;21:49:21.667;0:33.636;1:19.343;1:34.698;338.7;Filipe ALBUQUERQUE;;HYPERCAR;;Cadillac WTR;Cadillac;GF;33.636;79.343;94.698;
101;3;3;3:24.437;0;;32.541;0;1:18.559;0;1:33.337;0;239.9;10:46.104;21:52:46.104;0:32.541;1:18.559;1:33.337;339.7;Filipe ALBUQUERQUE;;HYPERCAR;;Cadillac WTR;Cadillac;GF;32.541;78.559;93.337;
101;3;4;3:23.839;0;;32.325;2;1:18.406;0;1:33.108;0;240.6;14:09.943;21:56:09.943;0:32.325;1:18.406;1:33.108;339.7;Filipe ALBUQUERQUE;;HYPERCAR;;Cadillac WTR;Cadillac;GF;32.325;78.406;93.108;
101;3;5;3:23.778;2;;32.548;0;1:18.323;2;1:32.907;2;240.7;17:33.721;21:59:33.721;0:32.548;1:18.323;1:32.907;339.7;Filipe ALBUQUERQUE;;HYPERCAR;;Cadillac WTR;Cadillac;FF;32.548;78.323;92.907;
