POSITION;NUMBER;STATUS;LAPS;TOTAL_TIME;GAP_FIRST;GAP_PREVIOUS;FL_LAPNUM;FL_TIME;FL_KPH;TEAM;CLASS;GROUP;DIVISION;VEHICLE;TIRES;IMSA_CarId;IMSA_TeamId;IMSA_ClassId;IMSA_CarTypeId;IMSA_ManufacturerId;IMSA_TireId;IMSA_SponsorId;IMSA_EventEntryId;*Extra 9;*Extra 10;DRIVER1_FIRSTNAME;DRIVER1_SECONDNAME;DRIVER1_LICENSE;DRIVER1_HOMETOWN;DRIVER1_COUNTRY;DRIVER1_SHORTNAME;DRIVER1_IMSA_DriverId;DRIVER1_IMSA_DriverPlugId;DRIVER1_IMSA_DriverRatingLong;DRIVER1_*Extra 4;DRIVER1_*Extra 5;DRIVER2_FIRSTNAME;DRIVER2_SECONDNAME;DRIVER2_LICENSE;DRIVER2_HOMETOWN;DRIVER2_COUNTRY;DRIVER2_SHORTNAME;DRIVER2_IMSA_DriverId;DRIVER2_IMSA_DriverPlugId;DRIVER2_IMSA_DriverRatingLong;DRIVER2_*Extra 4;DRIVER2_*Extra 5;DRIVER3_FIRSTNAME;DRIVER3_SECONDNAME;DRIVER3_LICENSE;DRIVER3_HOMETOWN;DRIVER3_COUNTRY;DRIVER3_SHORTNAME;DRIVER3_IMSA_DriverId;DRIVER3_IMSA_DriverPlugId;DRIVER3_IMSA_DriverRatingLong;DRIVER3_*Extra 4;DRIVER3_*Extra 5;DRIVER4_FIRSTNAME;DRIVER4_SECONDNAME;DRIVER4_LICENSE;DRIVER4_HOMETOWN;DRIVER4_COUNTRY;DRIVER4_SHORTNAME;DRIVER4_IMSA_DriverId;DRIVER4_IMSA_DriverPlugId;DRIVER4_IMSA_DriverRatingLong;DRIVER4_*Extra 4;DRIVER4_*Extra 5;DRIVER5_FIRSTNAME;DRIVER5_SECONDNAME;DRIVER5_LICENSE;DRIVER5_HOMETOWN;DRIVER5_COUNTRY;DRIVER5_SHORTNAME;DRIVER5_IMSA_DriverId;DRIVER5_IMSA_DriverPlugId;DRIVER5_IMSA_DriverRatingLong;DRIVER5_*Extra 4;DRIVER5_*Extra 5;DRIVER6_FIRSTNAME;DRIVER6_SECONDNAME;DRIVER6_LICENSE;DRIVER6_HOMETOWN;DRIVER6_COUNTRY;DRIVER6_SHORTNAME;DRIVER6_IMSA_DriverId;DRIVER6_IMSA_DriverPlugId;DRIVER6_IMSA_DriverRatingLong;DRIVER6_*Extra 4;DRIVER6_*Extra 5;
1;16;Classified;63;2:00:41.773;-;-;43;1:26.754;169.6;Wright Motorsports;GS;;;Porsche 718 Cayman GT4 Clubsport;M;972;111;5;78;112;3;;11765;;;Ryan;Hardwick;Bronze;Atlanta, GA;;;1256;1;Bronze;;;Jan;Heylen;Silver;Dunedin, FL;;;184;3;Silver;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;21;Classified;63;2:00:41.935;+0.162;+0.162;43;1:26.296;170.5;Riley Motorsports;GS;;;Toyota Supra GT4;M;1414;35;5;104;7662;3;;11775;;;Anton;Dias Perera;;Memphis,TN;;;1987;1;;;;Scott;Andrews;Silver;Torquay, Australia;;;1657;3;Silver;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;13;Classified;63;2:00:51.464;+9.691;+3.573;44;1:26.966;169.2;AWA;GS;;;McLaren 570S GT4;M;757;217;5;88;7651;3;;11758;;;Kuno;Wittmer;Gold;Montreal, QC;;;237;2;Gold;;;Orey;Fidani;;Toronto, ON;;;973;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;8;Classified;63;2:00:52.695;+10.922;+1.231;44;1:27.413;168.3;McCann Racing;GS;;;Audi R8 GT4;M;791;303;5;86;909;3;;11766;;;Andrew;Davis;Silver;Athens, GA;;;329;2;Silver;;;Michael;McCann;;Canton, OH;;;1937;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;7;Classified;63;2:00:53.703;+11.930;+1.008;44;1:26.432;170.3;VOLT Racing with Archangel;GS;;;Aston Martin Vantage GT4;M;964;345;5;56;73;3;;11763;;;Alan;Brynjolfsson;Bronze;Tampa, FL;;;1271;1;Bronze;;;Trent;Hindman;Silver;Ocean Township, NJ;;;244;2;Silver;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;18;Classified;63;2:00:54.127;+12.354;+0.424;44;1:26.828;169.5;CB Motorsports;GS;;;Mercedes-AMG GT GT4;M;1502;351;5;89;7643;3;;11770;;;Mark;Kvamme;Bronze;Columbus, OH;;;2422;1;Bronze;;;Trenton;Estep;Silver;San Antonio, TX;;;1353;5;Silver;;;;;;;;;;;;;;;;;;;;;;;;;;;
7;23;Classified;63;2:00:55.848;+14.075;+1.721;44;1:27.392;168.4;Notlad Racing by RS1;GS;;;Aston Martin Vantage GT4;M;1231;56;5;56;73;3;;11773;;;Patrick;Gallagher;Silver;Thornville, OH;;;1593;2;Silver;;;Stevan;McAleer;Silver;Monticello, NY;;;460;3;Silver;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;6;Classified;63;2:01:02.122;+20.349;+6.274;44;1:27.736;167.7;Forbush Performance;GS;;;Toyota Supra GT4;M;1521;389;5;104;7662;3;;11772;;;Luke;Rumburg;;Beaverdam, VA;;;1555;2;;;;Tom;Long;Gold;Fort Mill, SC;;;622;5;Gold;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;65;Classified;63;2:01:02.783;+21.010;+0.661;35;1:27.627;167.9;Murillo Racing;GS;;;Mercedes-AMG GT GT4;M;766;212;5;89;7643;3;;11761;;;Brent;Mosing;;Lafayette, LA;;;492;2;;;;Tim;Probert;;Houston, TX;;;491;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;9;Classified;63;2:01:04.030;+22.257;+1.247;51;1:27.963;167.3;Goldcrest Motorsports;GS;;;Porsche 718 Cayman GT4 Clubsport;M;1519;198;5;78;112;3;;11771;;;Wesley;Slimp;Silver;Atlanta, GA;;;2626;1;Silver;;;Tyler;Hoffman;;Atlanta, GA;;;2615;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
