POSITION;NUMBER;STATUS;LAPS;TOTAL_TIME;GAP_FIRST;GAP_PREVIOUS;FL_LAPNUM;FL_TIME;FL_KPH;TEAM;CLASS;GROUP;DIVISION;VEHICLE;TIRES;IMSA_CarId;IMSA_TeamId;IMSA_ClassId;IMSA_CarTypeId;IMSA_ManufacturerId;IMSA_TireId;IMSA_SponsorId;IMSA_EventEntryId;*Extra 9;*Extra 10;DRIVER1_FIRSTNAME;DRIVER1_SECONDNAME;DRIVER1_LICENSE;DRIVER1_HOMETOWN;DRIVER1_COUNTRY;DRIVER1_SHORTNAME;DRIVER1_IMSA_DriverId;DRIVER1_IMSA_DriverPlugId;DRIVER1_IMSA_DriverRatingLong;DRIVER1_*Extra 4;DRIVER1_*Extra 5;DRIVER2_FIRSTNAME;DRIVER2_SECONDNAME;DRIVER2_LICENSE;DRIVER2_HOMETOWN;DRIVER2_COUNTRY;DRIVER2_SHORTNAME;DRIVER2_IMSA_DriverId;DRIVER2_IMSA_DriverPlugId;DRIVER2_IMSA_DriverRatingLong;DRIVER2_*Extra 4;DRIVER2_*Extra 5;DRIVER3_FIRSTNAME;DRIVER3_SECONDNAME;DRIVER3_LICENSE;DRIVER3_HOMETOWN;DRIVER3_COUNTRY;DRIVER3_SHORTNAME;DRIVER3_IMSA_DriverId;DRIVER3_IMSA_DriverPlugId;DRIVER3_IMSA_DriverRatingLong;DRIVER3_*Extra 4;DRIVER3_*Extra 5;DRIVER4_FIRSTNAME;DRIVER4_SECONDNAME;DRIVER4_LICENSE;DRIVER4_HOMETOWN;DRIVER4_COUNTRY;DRIVER4_SHORTNAME;DRIVER4_IMSA_DriverId;DRIVER4_IMSA_DriverPlugId;DRIVER4_IMSA_DriverRatingLong;DRIVER4_*Extra 4;DRIVER4_*Extra 5;DRIVER5_FIRSTNAME;DRIVER5_SECONDNAME;DRIVER5_LICENSE;DRIVER5_HOMETOWN;DRIVER5_COUNTRY;DRIVER5_SHORTNAME;DRIVER5_IMSA_DriverId;DRIVER5_IMSA_DriverPlugId;DRIVER5_IMSA_DriverRatingLong;DRIVER5_*Extra 4;DRIVER5_*Extra 5;DRIVER6_FIRSTNAME;DRIVER6_SECONDNAME;DRIVER6_LICENSE;DRIVER6_HOMETOWN;DRIVER6_COUNTRY;DRIVER6_SHORTNAME;DRIVER6_IMSA_DriverId;DRIVER6_IMSA_DriverPlugId;DRIVER6_IMSA_DriverRatingLong;DRIVER6_*Extra 4;DRIVER6_*Extra 5;
1;71;Classified;148;4:01:03.927;-;-;102;1:26.761;169.6;Rebel Rock Racing;GS;;;Chevrolet Camaro GT4.R;M;539;45;5;63;105;3;;7931;;;Frank;DePew;;Richmond, VA;;;1151;3;;;;Robin;Liddell;;Edinburgh, Scotland;;;411;1;;;;Andrew;Davis;;Athens, GA;;;329;2;;;;;;;;;;;;;;;;;;;;;;
2;22;Classified;148;4:01:14.548;+10.621;+10.621;122;1:26.733;169.7;Multimatic Motorsports Inc.;GS;;;Ford Mustang GT4;M;476;78;5;54;107;3;;7936;;;Seb;Priaulx;;Guernsey, UK;;;2045;1;;;;Scott;Maxwell;;Toronto, ON;;;433;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;7;Classified;148;4:01:18.322;+14.395;+3.774;122;1:27.206;168.7;Archangel Motorsports;GS;;;Porsche 718 Cayman GT4 Clubsport;M;782;300;5;78;112;3;;7932;;;Trent;Hindman;;Wayside, NJ;;;244;2;;;;Alan;Brynjolfsson;;Tampa, FL;;;1271;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;39;Classified;148;4:01:29.024;+25.097;+10.702;67;1:27.222;168.7;CarBahn with Peregrine racing;GS;;;Audi R8 GT4;M;756;285;5;86;909;3;;7996;;;Tyler;McQuarrie;;Danville, CA;;;454;2;;;;Jeff;Westphal;;Morgan Hill;;;682;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;4;Classified;148;4:01:30.536;+26.609;+1.512;123;1:27.201;168.8;Winward Racing;GS;;;Mercedes-AMG GT GT4;M;809;304;5;89;7643;3;;7935;;;Russell;Ward;;Seabrook, TX;;;1252;1;;;;Indy;Dontje;;Amsterdam, Netherlands;;;1634;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;80;Classified;148;4:01:34.881;+30.954;+4.345;114;1:27.378;168.4;BimmerWorld;GS;;;BMW M4 GT4;M;627;73;5;68;74;3;;7943;;;Dillon;Machavern;;Charlotte, VT;;;463;3;;;;Nick;Galante;;Greenfield, MA;;;784;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7;60;Classified;148;4:01:39.967;+36.040;+5.086;119;1:26.699;169.7;KOHR MOTORSPORTS;GS;;;Aston Martin Vantage GT4;M;813;161;5;56;73;3;;7941;;;Nate;Stacy;;Owasso, OK;;;1515;3;;;;Kyle;Marcelli;;Toronto, ON;;;88;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;40;Classified;148;4:01:46.004;+42.077;+6.037;126;1:27.093;169.0;PF Racing;GS;;;Ford Mustang GT4;M;629;243;5;54;107;3;;7992;;;Chad;McCumbee;;Ocean Isle Beach, NC;;;461;1;;;;James;Pesek;;Harrisonville, MO;;;1745;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;82;Classified;148;4:01:57.683;+53.756;+11.679;120;1:27.725;167.7;BimmerWorld;GS;;;BMW M4 GT4;M;455;73;5;68;74;3;;7942;;;James;Clay;;Blacksburg, VA;;;508;1;;;;Gregory;Liefooghe;;San Francisco, CA;;;504;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;33;Classified;148;4:02:36.187;+1:32.260;+38.504;69;1:29.405;164.6;Bryan Herta Autosport w/ Curb Agajanian;TCR;;;Hyundai Veloster N TCR;M;806;255;22;76;7660;3;;7910;;;Gabby;Chaves;;Indianapolis, IN;;;600;1;;;;Ryan;Norman;;Chagrin Falls, OH;;;1927;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;56;Classified;147;3:59:41.574;1 Lap;1 Lap;124;1:26.776;169.6;Murillo Racing;GS;;;Mercedes-AMG GT GT4;M;765;212;5;89;7643;3;;7939;;;Jeff;Mosing;;Austin, TX;;;487;2;;;;Eric;Foss;;Fort Worth, TX;;;488;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
