POSITION;NUMBER;STATUS;LAPS;TOTAL_TIME;GAP_FIRST;GAP_PREVIOUS;FL_LAPNUM;FL_TIME;FL_KPH;TEAM;CLASS;GROUP;DIVISION;VEHICLE;TIRES;IMSA_CarId;IMSA_TeamId;IMSA_ClassId;IMSA_CarTypeId;IMSA_ManufacturerId;IMSA_TireId;IMSA_SponsorId;IMSA_EventEntryId;*Extra 9;*Extra 10;DRIVER1_FIRSTNAME;DRIVER1_SECONDNAME;DRIVER1_LICENSE;DRIVER1_HOMETOWN;DRIVER1_COUNTRY;DRIVER1_SHORTNAME;DRIVER1_IMSA_DriverId;DRIVER1_IMSA_DriverPlugId;DRIVER1_IMSA_DriverRatingLong;DRIVER1_*Extra 4;DRIVER1_*Extra 5;DRIVER2_FIRSTNAME;DRIVER2_SECONDNAME;DRIVER2_LICENSE;DRIVER2_HOMETOWN;DRIVER2_COUNTRY;DRIVER2_SHORTNAME;DRIVER2_IMSA_DriverId;DRIVER2_IMSA_DriverPlugId;DRIVER2_IMSA_DriverRatingLong;DRIVER2_*Extra 4;DRIVER2_*Extra 5;DRIVER3_FIRSTNAME;DRIVER3_SECONDNAME;DRIVER3_LICENSE;DRIVER3_HOMETOWN;DRIVER3_COUNTRY;DRIVER3_SHORTNAME;DRIVER3_IMSA_DriverId;DRIVER3_IMSA_DriverPlugId;DRIVER3_IMSA_DriverRatingLong;DRIVER3_*Extra 4;DRIVER3_*Extra 5;DRIVER4_FIRSTNAME;DRIVER4_SECONDNAME;DRIVER4_LICENSE;DRIVER4_HOMETOWN;DRIVER4_COUNTRY;DRIVER4_SHORTNAME;DRIVER4_IMSA_DriverId;DRIVER4_IMSA_DriverPlugId;DRIVER4_IMSA_DriverRatingLong;DRIVER4_*Extra 4;DRIVER4_*Extra 5;DRIVER5_FIRSTNAME;DRIVER5_SECONDNAME;DRIVER5_LICENSE;DRIVER5_HOMETOWN;DRIVER5_COUNTRY;DRIVER5_SHORTNAME;DRIVER5_IMSA_DriverId;DRIVER5_IMSA_DriverPlugId;DRIVER5_IMSA_DriverRatingLong;DRIVER5_*Extra 4;DRIVER5_*Extra 5;DRIVER6_FIRSTNAME;DRIVER6_SECONDNAME;DRIVER6_LICENSE;DRIVER6_HOMETOWN;DRIVER6_COUNTRY;DRIVER6_SHORTNAME;DRIVER6_IMSA_DriverId;DRIVER6_IMSA_DriverPlugId;DRIVER6_IMSA_DriverRatingLong;DRIVER6_*Extra 4;DRIVER6_*Extra 5;
1;31;Classified;348;12:00:15.925;-;-;340;1:47.746;201.1;Whelen Engineering Racing;DPi;;;Cadillac DPi;M;254;1;27;49;7646;3;;4840;;;Felipe;Nasr;Platinum;;BRA;;1598;1;Platinum;;;Eric;Curran;Gold;;USA;;382;2;Gold;;;Pipo;Derani;Gold;;BRA;;1083;3;Gold;;;;;;;;;;;;;;;;;;;;;
2;10;Classified;348;12:00:16.955;+1.030;+1.030;348;1:48.208;200.2;Konica Minolta Cadillac DPi-V.R.;DPi;;;Cadillac DPi;M;252;81;27;49;7646;3;;4829;;;Renger;Van Der Zande;Gold;;NLD;;385;1;Gold;;;Jordan;Taylor;Platinum;;USA;;13;2;Platinum;;;Matthieu;Vaxiviere;Gold;;FRA;;1850;3;Gold;;;;;;;;;;;;;;;;;;;;;
3;5;Classified;348;12:00:19.948;+4.023;+2.993;103;1:48.029;200.6;Mustang Sampling Racing;DPi;;;Cadillac DPi;M;253;158;27;49;7646;3;;4841;;;Joao;Barbosa;Gold;;PRT;;182;1;Gold;;;Brendon;Hartley;Platinum;;NZL;;304;2;Platinum;;;Filipe;Albuquerque;Platinum;;PRT;;1194;3;Platinum;;;;;;;;;;;;;;;;;;;;;
4;7;Classified;348;12:00:27.256;+11.331;+7.308;335;1:48.670;199.4;Acura Team Penske;DPi;;;Acura DPi;M;408;200;27;65;7641;3;;4833;;;Ricky;Taylor;Gold;;USA;;608;1;Gold;;;Helio;Castroneves;Platinum;;USA;;1525;4;Platinum;;;Alexander;Rossi;Platinum;;USA;;599;3;Platinum;;;;;;;;;;;;;;;;;;;;;
5;54;Classified;347;12:00:26.565;1 Lap;1 Lap;247;1:47.955;200.7;CORE autosport;DPi;;;Nissan DPi;M;411;10;27;51;915;3;;4820;;;Jonathan;Bennett;Bronze;;USA;;60;1;Bronze;;;Colin;Braun;Gold;;USA;;61;2;Gold;;;Romain;Dumas;Platinum;;FRA;;291;3;Platinum;;;;;;;;;;;;;;;;;;;;;
6;55;Classified;346;12:00:22.059;2 Laps;1 Lap;300;1:47.472;201.6;Mazda Team Joest;DPi;;;Mazda DPi;M;409;201;27;48;110;3;;4834;;;Jonathan;Bomarito;Gold;;USA;;309;1;Gold;;;Harry;Tincknell;Platinum;;GBR;;1288;2;Platinum;;;Olivier;Pla;Platinum;;FRA;;300;3;Platinum;;;;;;;;;;;;;;;;;;;;;
7;85;Classified;346;12:01:38.814;2 Laps;+1:16.755;206;1:48.697;199.3;JDC-Miller MotorSports;DPi;;;Cadillac DPi;M;266;15;27;49;7646;3;;4824;;;Misha;Goikhberg;Silver;;RUS;;168;1;Silver;;;Tristan;Vautier;Gold;;FRA;;635;2;Gold;;;Juan;Piedrahita;Silver;;COL;;1763;3;Silver;;;;;;;;;;;;;;;;;;;;;
8;84;Classified;345;12:00:31.853;3 Laps;1 Lap;154;1:49.135;198.5;JDC-Miller MotorSports;DPi;;;Cadillac DPi;M;586;15;27;49;7646;3;;4823;;;Simon;Trummer;Gold;;CHE;;1551;1;Gold;;;Stephen;Simpson;Silver;;ZAF;;765;2;Silver;;;Chris;Miller;Silver;;USA;;265;3;Silver;;;;;;;;;;;;;;;;;;;;;
9;6;Classified;339;12:01:24.182;9 Laps;6 Laps;120;1:48.969;198.8;Acura Team Penske;DPi;;;Acura DPi;M;407;200;27;65;7641;3;;4837;;;Dane;Cameron;Gold;;USA;;54;4;Gold;;;Juan Pablo;Montoya;Platinum;;COL;;1329;1;Platinum;;;Simon;Pagenaud;Platinum;;FRA;;3;3;Platinum;;;;;;;;;;;;;;;;;;;;;
10;911;Classified;330;12:01:11.836;18 Laps;9 Laps;95;1:58.012;183.6;Porsche GT Team;GTLM;;;Porsche 911 RSR;M;256;208;3;10;112;3;;4821;;;Patrick;Pilet;Platinum;;FRA;;287;4;Platinum;;;Nick;Tandy;Platinum;;GBR;;124;2;Platinum;;;Frederic;Makowiecki;Platinum;;FRA;;863;3;Platinum;;;;;;;;;;;;;;;;;;;;;
11;66;Classified;330;12:01:13.787;18 Laps;+1.951;77;1:57.478;184.4;Ford Chip Ganassi Racing;GTLM;;;Ford GT;M;19;9;3;9;107;3;;4818;;;Joey;Hand;Platinum;;USA;;37;2;Platinum;;;Dirk;Mueller;Platinum;;DEU;;36;1;Platinum;;;Sebastien;Bourdais;Platinum;;FRA;;602;3;Platinum;;;;;;;;;;;;;;;;;;;;;
12;3;Classified;330;12:01:16.011;18 Laps;+2.224;330;1:57.775;184.0;Corvette Racing;GTLM;;;Chevrolet Corvette C7.R;M;23;23;3;6;105;3;;4831;;;Jan;Magnussen;Platinum;;DNK;;11;1;Platinum;;;Antonio;Garcia;Platinum;;ESP;;12;2;Platinum;;;Mike;Rockenfeller;Platinum;;DEU;;625;3;Platinum;;;;;;;;;;;;;;;;;;;;;
13;24;Classified;330;12:01:19.713;18 Laps;+3.702;131;1:57.918;183.8;BMW Team RLL;GTLM;;;BMW M8 GTE;M;434;17;3;66;74;3;;4844;;;Jesse;Krohn;Gold;;FIN;;1108;1;Gold;;;John;Edwards;Platinum;;USA;;942;2;Platinum;;;Philipp;Eng;Platinum;;AUT;;883;4;Platinum;;;;;;;;;;;;;;;;;;;;;
14;912;Classified;330;12:01:20.142;18 Laps;+0.429;198;1:57.929;183.7;Porsche GT Team;GTLM;;;Porsche 911 RSR;M;22;208;3;10;112;3;;4822;;;Earl;Bamber;Platinum;;NZL;;651;4;Platinum;;;Laurens;Vanthoor;Platinum;;BEL;;1241;2;Platinum;;;Mathieu;Jaminet;Gold;;FRA;;1449;3;Gold;;;;;;;;;;;;;;;;;;;;;
15;67;Classified;330;12:01:23.470;18 Laps;+3.328;70;1:57.562;184.3;Ford Chip Ganassi Racing;GTLM;;;Ford GT;M;20;9;3;9;107;3;;4819;;;Ryan;Briscoe;Platinum;;AUS;;358;1;Platinum;;;Richard;Westbrook;Platinum;;GBR;;16;2;Platinum;;;Scott;Dixon;Platinum;;NZL;;631;5;Platinum;;;;;;;;;;;;;;;;;;;;;
16;25;Classified;329;12:01:34.553;19 Laps;1 Lap;240;1:58.244;183.2;BMW Team RLL;GTLM;;;BMW M8 GTE;M;412;17;3;66;74;3;;4845;;;Tom;Blomqvist;Platinum;;GBR;;1718;1;Platinum;;;Connor;De Phillippi;Gold;;USA;;698;2;Gold;;;Colton;Herta;Gold;;USA;;1602;5;Gold;;;;;;;;;;;;;;;;;;;;;
17;38;Classified;322;12:01:45.596;26 Laps;7 Laps;296;1:51.506;194.3;Performance Tech Motorsports;LMP2;;;ORECA  LMP2;M;442;11;28;47;7637;3;;4860;;;Kyle;Masson;Silver;;USA;;1133;5;Silver;;;Andrew;Evans;Silver;;USA;;1123;2;Silver;;;Cameron;Cassels;Bronze;;CAN;;1001;1;Bronze;;;;;;;;;;;;;;;;;;;;;
18;4;Classified;321;12:01:26.130;27 Laps;1 Lap;218;1:57.901;183.8;Corvette Racing;GTLM;;;Chevrolet Corvette C7.R;M;24;23;3;6;105;3;;4832;;;Oliver;Gavin;Platinum;;GBR;;14;1;Platinum;;;Tommy;Milner;Platinum;;USA;;15;2;Platinum;;;Marcel;Fassler;Platinum;;CHE;;348;3;Platinum;;;;;;;;;;;;;;;;;;;;;
19;11;Classified;320;12:01:24.784;28 Laps;1 Lap;71;2:01.205;178.8;GRT Grasser Racing Team;GTD;;;Lamborghini Huracan GT3;M;255;151;4;13;1609;3;;4842;;;Rolf;Ineichen;Silver;;CHE;;662;1;Silver;;;Mirko;Bortolotti;Platinum;;ITA;;1102;2;Platinum;;;Rik;Breukers;Silver;;NLD;;1622;4;Silver;;;;;;;;;;;;;;;;;;;;;
20;44;Classified;320;12:01:27.508;28 Laps;+2.724;236;2:01.171;178.8;Magnus Racing;GTD;;;Lamborghini Huracan GT3;M;32;32;4;13;1609;3;;4846;;;John;Potter;Bronze;;USA;;670;1;Bronze;;;Andy;Lally;Gold;;USA;;25;2;Gold;;;Spencer;Pumpelly;Silver;;USA;;64;3;Silver;;;;;;;;;;;;;;;;;;;;;
21;63;Classified;320;12:01:32.895;28 Laps;+5.387;234;2:01.220;178.8;Scuderia Corsa;GTD;;;Ferrari 488 GT3;M;37;25;4;16;106;3;;4836;;;Cooper;MacNeil;Silver;;USA;;113;1;Silver;;;Toni;Vilander;Platinum;;FIN;;21;2;Platinum;;;Jeff;Westphal;Silver;;USA;;682;3;Silver;;;;;;;;;;;;;;;;;;;;;
22;29;Classified;320;12:01:34.518;28 Laps;+1.623;85;2:02.069;177.5;Montaplast by Land Motorsport;GTD;;;Audi R8 LMS GT3;M;244;145;4;12;909;3;;4853;;;Daniel;Morad;Silver;;CAN;;1144;1;Silver;;;Christopher;Mies;Platinum;;DEU;;768;2;Platinum;;;Ricky;Feller;Silver;;CHE;;1787;3;Silver;;;;;;;;;;;;;;;;;;;;;
23;33;Classified;320;12:01:36.535;28 Laps;+2.017;190;2:02.050;177.5;Riley Motorsports - Team AMG;GTD;;;Mercedes-AMG GT3;M;246;147;4;45;7643;3;;4859;;;Ben;Keating;Bronze;;USA;;378;1;Bronze;;;Jeroen;Bleekemolen;Gold;;NLD;;186;2;Gold;;;Felipe;Fraga;Silver;;BRA;;1750;3;Silver;;;;;;;;;;;;;;;;;;;;;
24;73;Classified;320;12:01:37.226;28 Laps;+0.691;293;2:01.959;177.7;Park Place Motorsports;GTD;;;Porsche 911 GT3 R;M;40;40;4;14;112;3;;4851;;;Patrick;Lindsey;Silver;;USA;;697;1;Silver;;;Patrick;Long;Platinum;;USA;;27;2;Platinum;;;Nicholas;Boulle;Silver;;USA;;1091;5;Silver;;;;;;;;;;;;;;;;;;;;;
25;86;Classified;320;12:01:38.570;28 Laps;+1.344;278;2:01.597;178.2;Meyer Shank Racing w/ Curb-Agajanian;GTD;;;Acura NSX GT3;M;239;3;4;43;7641;3;;4855;;;Mario;Farnbacher;Gold;;CHE;;318;1;Gold;;;Trent;Hindman;Silver;;USA;;244;2;Silver;;;Justin;Marks;Silver;;USA;;746;3;Silver;;;;;;;;;;;;;;;;;;;;;
26;57;Classified;320;12:01:39.051;28 Laps;+0.481;298;2:01.564;178.2;Heinricher Racing w/Meyer Shank Racing;GTD;;;Acura NSX GT3;M;590;3;4;43;7641;3;;4854;;;Katherine;Legge;Gold;;GBR;;384;2;Gold;;;Ana;Beatriz;Silver;;BRA;;1789;3;Silver;;;Christina;Nielsen;Silver;;DNK;;414;5;Silver;;;;;;;;;;;;;;;;;;;;;
27;12;Classified;318;12:01:31.690;30 Laps;2 Laps;77;2:01.760;178.0;AIM Vasser Sullivan;GTD;;;Lexus RC F GT3;M;576;251;4;46;7644;3;;4849;;;Frank;Montecalvo;Silver;;USA;;1279;1;Silver;;;Townsend;Bell;Gold;;USA;;117;2;Gold;;;Aaron;Telitz;Silver;;USA;;1780;3;Silver;;;;;;;;;;;;;;;;;;;;;
28;9;Classified;318;12:01:37.961;30 Laps;+6.271;291;2:01.531;178.3;Pfaff Motorsports;GTD;;;Porsche 911 GT3 R;M;573;249;4;14;112;3;;4847;;;Scott;Hargrove;Gold;;CAN;;275;1;Gold;;;Zacharie;Robichon;Silver;;CAN;;1176;2;Silver;;;Lars;Kern;Silver;;DEU;;1785;3;Silver;;;;;;;;;;;;;;;;;;;;;
29;71;Classified;315;12:01:35.575;33 Laps;3 Laps;93;2:02.232;177.3;P1 Motorsports;GTD;;;Mercedes-AMG GT3;M;413;164;4;45;7643;3;;4852;;;JC;Perez;Silver;;COL;;1339;4;Silver;;;Maximilian;Buhk;Platinum;;DEU;;1751;1;Platinum;;;Fabian;Schiller;Silver;;DEU;;1790;2;Silver;;;;;;;;;;;;;;;;;;;;;
30;47;Classified;311;12:01:52.983;37 Laps;4 Laps;191;2:01.952;177.7;Precision Performance Motorsports (PPM);GTD;;;Lamborghini Huracan GT3;M;607;233;4;13;1609;3;;4830;;;Brandon;Gdovic;Silver;;USA;;954;1;Silver;;;Don;Yount;Bronze;;USA;;399;2;Bronze;;;Lawson;Aschenbach;Gold;;USA;;380;3;Gold;;;;;;;;;;;;;;;;;;;;;
31;96;Classified;309;11:43:33.294;39 Laps;2 Laps;280;2:01.972;177.6;Turner Motorsport;GTD;;;BMW M6 GT3;M;38;38;4;17;74;3;;4838;;;Bill;Auberlen;Gold;;USA;;39;1;Gold;;;Robby;Foley;Silver;;USA;;1302;2;Silver;;;Dillon;Machavern;Silver;;USA;;463;3;Silver;;;;;;;;;;;;;;;;;;;;;
32;52;Classified;309;12:01:40.946;39 Laps;+18:07.652;293;1:51.303;194.7;PR1 Mathiasen Motorsports;LMP2;;;ORECA  LMP2;M;240;16;28;47;7637;3;;4858;;;Matthew;McMurry;Silver;;USA;;393;1;Silver;;;Gabriel;Aubry;Silver;;FRA;;1769;2;Silver;;;Anders;Fjorback;Silver;;DNK;;1865;3;Silver;;;;;;;;;;;;;;;;;;;;;
33;50;Classified;305;12:00:32.482;43 Laps;4 Laps;178;1:49.430;198.0;Juncos Racing;DPi;;;Cadillac DPi;M;574;250;27;49;7646;3;;4843;;;Will;Owen;Silver;;USA;;1411;1;Silver;;;Rene;Binder;Gold;;AUT;;1782;2;Gold;;;Agustin;Canapino;Gold;;ARG;;1783;3;Gold;;;;;;;;;;;;;;;;;;;;;
34;8;Classified;292;12:00:32.211;56 Laps;13 Laps;87;2:02.532;176.8;Starworks Motorsport;GTD;;;Audi R8 LMS GT3;M;595;256;4;12;909;3;;4848;;;Parker;Chase;Silver;;USA;;1137;1;Silver;;;Ryan;Dalziel;Gold;;GBR;;192;2;Gold;;;Ezequiel;Perez Companc;Silver;;ARG;;1242;3;Silver;;;;;;;;;;;;;;;;;;;;;
35;14;Classified;262;11:15:08.960;86 Laps;30 Laps;167;2:01.691;178.1;AIM Vasser Sullivan;GTD;;;Lexus RC F GT3;M;577;251;4;46;7644;3;;4850;;;Richard;Heistand;Bronze;;USA;;1817;1;Bronze;;;Jack;Hawksworth;Gold;;GBR;;838;2;Gold;;;Philipp;Frommenwiler;Silver;;CHE;;1632;3;Silver;;;;;;;;;;;;;;;;;;;;;
36;48;Classified;249;12:01:40.221;99 Laps;13 Laps;148;2:01.206;178.8;Paul Miller Racing;GTD;;;Lamborghini Huracan GT3;M;34;34;4;13;1609;3;;4856;;;Bryan;Sellers;Gold;;USA;;18;1;Gold;;;Ryan;Hardwick;Bronze;;USA;;1256;2;Bronze;;;Corey;Lewis;Silver;;USA;;763;3;Silver;;;;;;;;;;;;;;;;;;;;;
37;77;Classified;233;12:00:27.893;115 Laps;16 Laps;113;1:47.893;200.8;Mazda Team Joest;DPi;;;Mazda DPi;M;410;201;27;48;110;3;;4835;;;Oliver;Jarvis;Platinum;;GBR;;350;1;Platinum;;;Tristan;Nunez;Gold;;USA;;169;2;Gold;;;Timo;Bernhard;Platinum;;DEU;;691;3;Platinum;;;;;;;;;;;;;;;;;;;;;
38;19;Classified;174;6:56:44.213;174 Laps;59 Laps;135;2:02.408;177.0;Moorespeed;GTD;;;Audi R8 LMS GT3;M;578;101;4;12;909;3;;4839;;;Andrew;Davis;Silver;;USA;;329;1;Silver;;;Alex;Riberas;Gold;;ESP;;659;2;Gold;;;Will;Hardeman;Bronze;;USA;;928;3;Bronze;;;;;;;;;;;;;;;;;;;;;
