POSITION;NUMBER;STATUS;LAPS;TOTAL_TIME;GAP_FIRST;GAP_PREVIOUS;FL_LAPNUM;FL_TIME;FL_KPH;TEAM;CLASS;GROUP;DIVISION;VEHICLE;TIRES;IMSA_CarId;IMSA_TeamId;IMSA_ClassId;IMSA_CarTypeId;IMSA_ManufacturerId;IMSA_TireId;IMSA_SponsorId;IMSA_EventEntryId;*Extra 9;*Extra 10;DRIVER1_FIRSTNAME;DRIVER1_SECONDNAME;DRIVER1_LICENSE;DRIVER1_HOMETOWN;DRIVER1_COUNTRY;DRIVER1_SHORTNAME;DRIVER1_IMSA_DriverId;DRIVER1_IMSA_DriverPlugId;DRIVER1_IMSA_DriverRatingLong;DRIVER1_*Extra 4;DRIVER1_*Extra 5;DRIVER2_FIRSTNAME;DRIVER2_SECONDNAME;DRIVER2_LICENSE;DRIVER2_HOMETOWN;DRIVER2_COUNTRY;DRIVER2_SHORTNAME;DRIVER2_IMSA_DriverId;DRIVER2_IMSA_DriverPlugId;DRIVER2_IMSA_DriverRatingLong;DRIVER2_*Extra 4;DRIVER2_*Extra 5;DRIVER3_FIRSTNAME;DRIVER3_SECONDNAME;DRIVER3_LICENSE;DRIVER3_HOMETOWN;DRIVER3_COUNTRY;DRIVER3_SHORTNAME;DRIVER3_IMSA_DriverId;DRIVER3_IMSA_DriverPlugId;DRIVER3_IMSA_DriverRatingLong;DRIVER3_*Extra 4;DRIVER3_*Extra 5;DRIVER4_FIRSTNAME;DRIVER4_SECONDNAME;DRIVER4_LICENSE;DRIVER4_HOMETOWN;DRIVER4_COUNTRY;DRIVER4_SHORTNAME;DRIVER4_IMSA_DriverId;DRIVER4_IMSA_DriverPlugId;DRIVER4_IMSA_DriverRatingLong;DRIVER4_*Extra 4;DRIVER4_*Extra 5;DRIVER5_FIRSTNAME;DRIVER5_SECONDNAME;DRIVER5_LICENSE;DRIVER5_HOMETOWN;DRIVER5_COUNTRY;DRIVER5_SHORTNAME;DRIVER5_IMSA_DriverId;DRIVER5_IMSA_DriverPlugId;DRIVER5_IMSA_DriverRatingLong;DRIVER5_*Extra 4;DRIVER5_*Extra 5;DRIVER6_FIRSTNAME;DRIVER6_SECONDNAME;DRIVER6_LICENSE;DRIVER6_HOMETOWN;DRIVER6_COUNTRY;DRIVER6_SHORTNAME;DRIVER6_IMSA_DriverId;DRIVER6_IMSA_DriverPlugId;DRIVER6_IMSA_DriverRatingLong;DRIVER6_*Extra 4;DRIVER6_*Extra 5;
1;35;Classified;103;4:00:39.156;-;-;79;1:54.364;172.2;Riley Motorsports;GS;;;Mercedes-AMG;M;593;147;5;69;7643;3;;5329;;;James;Cox;;Nokomis, FL;;;1248;1;;;;Dylan;Murry;;Cumming, GA;;;1571;2;;;;Jeroen;Bleekemolen;;Monaco, Netherlands;;;186;3;;;;;;;;;;;;;;;;;;;;;;
2;82;Classified;103;4:00:41.102;+1.946;+1.946;74;1:54.077;172.7;BimmerWorld Racing;GS;;;BMW M4 GT4;M;455;73;5;68;74;3;;5323;;;James;Clay;;Blacksburg, VA;;;508;1;;;;Devin;Jones;;Mooresville, NC;;;915;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;39;Classified;103;4:00:44.125;+4.969;+3.023;66;1:55.527;170.5;Carbahn Motorsports;GS;;;Audi R8;M;457;215;5;71;909;3;;5324;;;Tyler;McQuarrie;;Danville, CA;;;454;2;;;;Jeff;Westphal;;San Mateo, CA;;;682;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;7;Classified;103;4:00:45.456;+6.300;+1.331;75;1:56.228;169.5;Park Place Motorsports;GS;;;Porsche 718 Cayman GT4 Clubsport;M;585;40;5;78;112;3;;5339;;;Alan;Brynjolfsson;;Tampa, FL;;;1271;1;;;;Trent;Hindman;;Ocean Township, NJ;;;244;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;71;Classified;103;4:00:55.562;+16.406;+10.106;76;1:55.336;170.8;Rebel Rock Racing;GS;;;Chevrolet Camaro GT4.R;M;539;45;5;63;105;3;;5347;;;Robin;Liddell;;Newbury, United Kingdom;;;411;1;;;;Andrew;Davis;;Athens, GA;;;329;2;;;;Frank;DePew;;Richmond, VA;;;1151;3;;;;;;;;;;;;;;;;;;;;;;
6;96;Classified;103;4:01:05.184;+26.028;+9.622;85;1:55.202;171.0;Turner Motorsports;GS;;;BMW M4 GT4;M;610;38;5;68;74;3;;5345;;;Bill;Auberlen;;Redondo Beach, CA;;;39;1;;;;Robby;Foley;;Randolph, NJ;;;1302;2;;;;Vin;Barletta;;Canton, MA;;;1894;3;;;;;;;;;;;;;;;;;;;;;;
7;40;Classified;103;4:01:05.532;+26.376;+0.348;84;1:56.154;169.6;PF Racing;GS;;;Ford Mustang GT4;M;629;243;5;54;107;3;;5325;;;James;Pesek;;Harrisonville, MO;;;1745;3;;;;Jade;Buford;;Houston, TX;;;434;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;69;Classified;103;4:01:06.954;+27.798;+1.422;78;1:55.773;170.1;Motorsports In Action;GS;;;McLaren GT4;M;282;160;5;53;7651;3;;5322;;;Jesse;Lazare;;Montreal, Quebec;;;728;1;;;;Corey;Fergus;;Columbus, OH;;;503;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;56;Classified;103;4:01:15.631;+36.475;+8.677;86;1:55.110;171.1;Murillo Racing;GS;;;Mercedes-AMG;M;451;212;5;69;7643;3;;5337;;;Jeff;Mosing;;Austin, TX;;;487;2;;;;Eric;Foss;;Fort Worth, TX;;;488;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;59;Classified;103;4:01:15.926;+36.770;+0.295;59;1:56.182;169.5;KohR Motorsports;GS;;;Ford Mustang GT4;M;290;161;5;54;107;3;;5344;;;Kenny;Wilden;;Tampa, FL;;;685;1;;;;Billy;Johnson;;Lake Worth, FL;;;365;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;4;Classified;103;4:01:20.360;+41.204;+4.434;82;1:55.003;171.3;Team TGM;GS;;;Mercedes-AMG;M;471;221;5;69;7643;3;;5318;;;Ted;Giovanis;;Highland, MD;;;489;1;;;;Guy;Cosmo;;Palm Bch Gardens, FL;;;49;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
