NUMBER; DRIVER_NUMBER; LAP_NUMBER; LAP_TIME; LAP_IMPROVEMENT; CROSSING_FINISH_LINE_IN_PIT; S1; S1_IMPROVEMENT; S2; S2_IMPROVEMENT; S3; S3_IMPROVEMENT; KPH; ELAPSED; HOUR;S1_LARGE;S2_LARGE;S3_LARGE;TOP_SPEED;DRIVER_NAME;PIT_TIME;CLASS;GROUP;TEAM;MANUFACTURER;FLAG_AT_FL;S1_SECONDS;S2_SECONDS;S3_SECONDS;
007;1;1;4:07.161;0;;1:00.355;0;1:26.400;0;1:40.406;0;196.4;4:07.161;23:04:07.161;1:00.355;1:26.400;1:40.406;287.7;Harry TINCKNELL;0:00:20.857;HYPERCAR;;Aston Martin Thor Team;Aston Martin;GF;60.355;86.400;100.406;
007;1;2;3:31.874;0;;33.935;0;1:20.912;1;1:37.027;1;231.5;7:39.035;23:07:39.035;0:33.935;1:20.912;1:37.027;328.8;Harry TINCKNELL;;HYPERCAR;;Aston Martin Thor Team;Aston Martin;GF;33.935;80.912;97.027;
007;1;3;3:32.952;0;;33.079;2;1:22.427;0;1:37.446;0;230.4;11:11.987;23:11:11.987;0:33.079;1:22.427;1:37.446;318.2;Harry TINCKNELL;;HYPERCAR;;Aston Martin Thor Team;Aston Martin;GF;33.079;82.427;97.446;
007;1;4;5:54.706;0;;34.536;0;3:41.243;0;1:38.927;0;138.3;17:06.693;23:17:06.693;0:34.536;3:41.243;1:38.927;80.4;Harry TINCKNELL;;HYPERCAR;;Aston Martin Thor Team;Aston Martin;GF;34.536;221.243;98.927;
007;1;5;3:39.212;0;B;33.844;0;1:21.272;0;1:44.096;0;223.8;20:45.905;23:20:45.905;0:33.844;1:21.272;1:44.096;304.7;Harry TINCKNELL;;HYPERCAR;;Aston Martin Thor Team;Aston Martin;GF;33.844;81.272;104.096;
007;2;6;4:31.461;0;;1:33.170;0;1:20.600;0;1:37.691;0;180.7;25:17.366;23:25:17.366;1:33.170;1:20.600;1:37.691;332.9;Tom GAMBLE;0:01:09.703;HYPERCAR;;Aston Martin Thor Team;Aston Martin;GF;93.170;80.600;97.691;
007;2;7;3:30.861;2;;33.558;0;1:20.447;2;1:36.856;2;232.6;28:48.227;23:28:48.227;0:33.558;1:20.447;1:36.856;333.9;Tom GAMBLE;;HYPERCAR;;Aston Martin Thor Team;Aston Martin;GF;33.558;80.447;96.856;
007;2;8;3:34.086;0;;33.713;0;1:20.547;0;1:39.826;0;229.1;32:22.313;23:32:22.313;0:33.713;1:20.547;1:39.826;330.8;Tom GAMBLE;;HYPERCAR;;Aston Martin Thor Team;Aston Martin;GF;33.713;80.547;99.826;
007;2;9;3:32.284;0;;33.229;1;1:20.703;0;1:38.352;0;231.1;35:54.597;23:35:54.597;0:33.229;1:20.703;1:38.352;329.8;Tom GAMBLE;;HYPERCAR;;Aston Martin Thor Team;Aston Martin;GF;33.229;80.703;98.352;
007;2;10;3:39.909;0;B;33.250;0;1:21.193;0;1:45.466;0;223.1;39:34.506;23:39:34.506;0:33.250;1:21.193;1:45.466;307.3;Tom GAMBLE;;HYPERCAR;;Aston Martin Thor Team;Aston Martin;GF;33.250;81.193;105.466;
007;3;11;4:33.730;0;;1:35.207;0;1:21.314;0;1:37.209;1;179.2;44:08.236;23:44:08.236;1:35.207;1:21.314;1:37.209;334.9;Ross GUNN;0:01:10.709;HYPERCAR;;Aston Martin Thor Team;Aston Martin;GF;95.207;81.314;97.209;
007;3;12;3:33.025;0;;33.586;0;1:21.347;0;1:38.092;0;230.3;47:41.261;23:47:41.261;0:33.586;1:21.347;1:38.092;331.8;Ross GUNN;;HYPERCAR;;Aston Martin Thor Team;Aston Martin;GF;33.586;81.347;98.092;
007;3;13;5:36.367;0;;33.347;1;1:20.467;1;3:42.553;0;145.8;53:17.628;23:53:17.628;0:33.347;1:20.467;3:42.553;333.9;Ross GUNN;;HYPERCAR;;Aston Martin Thor Team;Aston Martin;FCY;33.347;80.467;222.553;
007;3;14;6:08.654;0;B;1:25.100;0;2:46.203;0;1:57.351;0;133.1;59:26.282;23:59:26.282;1:25.100;2:46.203;1:57.351;283.9;Ross GUNN;;HYPERCAR;;Aston Martin Thor Team;Aston Martin;GF;85.100;166.203;117.351;
009;3;1;43:32.832;0;;40:25.009;0;1:27.289;0;1:40.534;0;18.6;43:32.832;23:43:32.832;40:25.009;1:27.289;1:40.534;257.0;Roman DE ANGELIS;0:39:45.983;HYPERCAR;;Aston Martin Thor Team;Aston Martin;GF;2425.009;87.289;100.534;
009;3;2;3:34.396;2;;33.792;0;1:21.162;2;1:39.442;2;228.8;47:07.228;23:47:07.228;0:33.792;1:21.162;1:39.442;329.8;Roman DE ANGELIS;;HYPERCAR;;Aston Martin Thor Team;Aston Martin;GF;33.792;81.162;99.442;
