NUMBER; DRIVER_NUMBER; LAP_NUMBER; LAP_TIME; LAP_IMPROVEMENT; CROSSING_FINISH_LINE_IN_PIT; S1; S1_IMPROVEMENT; S2; S2_IMPROVEMENT; S3; S3_IMPROVEMENT; KPH; ELAPSED; HOUR;S1_LARGE;S2_LARGE;S3_LARGE;TOP_SPEED;DRIVER_NAME;PIT_TIME;CLASS;GROUP;TEAM;MANUFACTURER;FLAG_AT_FL;S1_SECONDS;S2_SECONDS;S3_SECONDS;
007;3;1;7:46.276;0;;4:32.217;0;1:29.774;0;1:44.285;0;104.1;7:46.276;15:37:46.276;4:32.217;1:29.774;1:44.285;258.2;Ross GUNN;0:03:48.224;HYPERCAR;;Aston Martin Thor Team;Aston Martin;GF;272.217;89.774;104.285;
007;3;2;3:35.839;0;;33.960;0;1:21.745;0;1:40.134;0;227.3;11:22.115;15:41:22.115;0:33.960;1:21.745;1:40.134;327.8;Ross GUNN;;HYPERCAR;;Aston Martin Thor Team;Aston Martin;GF;33.960;81.745;100.134;
007;3;3;3:32.733;0;;33.893;0;1:21.209;0;1:37.631;1;230.6;14:54.848;15:44:54.848;0:33.893;1:21.209;1:37.631;329.8;Ross GUNN;;HYPERCAR;;Aston Martin Thor Team;Aston Martin;GF;33.893;81.209;97.631;
007;3;4;6:14.278;0;;33.582;0;1:21.287;0;4:19.409;0;131.1;21:09.126;15:51:09.126;0:33.582;1:21.287;4:19.409;330.8;Ross GUNN;;HYPERCAR;;Aston Martin Thor Team;Aston Martin;FCY;33.582;81.287;259.409;
007;3;5;6:18.137;0;;1:24.935;0;3:11.429;0;1:41.773;0;129.7;27:27.263;15:57:27.263;1:24.935;3:11.429;1:41.773;80.5;Ross GUNN;;HYPERCAR;;Aston Martin Thor Team;Aston Martin;GF;84.935;191.429;101.773;
007;3;6;3:33.029;0;;33.744;0;1:20.987;0;1:38.298;0;230.3;31:00.292;16:01:00.292;0:33.744;1:20.987;1:38.298;329.8;Ross GUNN;;HYPERCAR;;Aston Martin Thor Team;Aston Martin;GF;33.744;80.987;98.298;
007;3;7;3:32.969;0;;33.546;0;1:20.974;0;1:38.449;0;230.3;34:33.261;16:04:33.261;0:33.546;1:20.974;1:38.449;318.2;Ross GUNN;;HYPERCAR;;Aston Martin Thor Team;Aston Martin;GF;33.546;80.974;98.449;
007;3;8;3:32.216;0;;33.547;0;1:21.013;0;1:37.656;0;231.1;38:05.477;16:08:05.477;0:33.547;1:21.013;1:37.656;307.3;Ross GUNN;;HYPERCAR;;Aston Martin Thor Team;Aston Martin;GF;33.547;81.013;97.656;
007;3;9;3:39.391;0;B;33.442;0;1:21.517;0;1:44.432;0;223.6;41:44.868;16:11:44.868;0:33.442;1:21.517;1:44.432;306.5;Ross GUNN;;HYPERCAR;;Aston Martin Thor Team;Aston Martin;GF;33.442;81.517;104.432;
007;3;10;5:12.204;0;;2:12.126;0;1:21.239;0;1:38.839;0;157.1;46:57.072;16:16:57.072;2:12.126;1:21.239;1:38.839;317.2;Ross GUNN;0:01:48.126;HYPERCAR;;Aston Martin Thor Team;Aston Martin;GF;132.126;81.239;98.839;
