POSITION;NUMBER;STATUS;LAPS;TOTAL_TIME;GAP_FIRST;GAP_PREVIOUS;FL_LAPNUM;FL_TIME;FL_KPH;TEAM;CLASS;GROUP;DIVISION;VEHICLE;TIRES;IMSA_CarId;IMSA_TeamId;IMSA_ClassId;IMSA_CarTypeId;IMSA_ManufacturerId;IMSA_TireId;IMSA_SponsorId;IMSA_EventEntryId;*Extra 9;*Extra 10;DRIVER1_FIRSTNAME;DRIVER1_SECONDNAME;DRIVER1_LICENSE;DRIVER1_HOMETOWN;DRIVER1_COUNTRY;DRIVER1_SHORTNAME;DRIVER1_IMSA_DriverId;DRIVER1_IMSA_DriverPlugId;DRIVER1_IMSA_DriverRatingLong;DRIVER1_*Extra 4;DRIVER1_*Extra 5;DRIVER2_FIRSTNAME;DRIVER2_SECONDNAME;DRIVER2_LICENSE;DRIVER2_HOMETOWN;DRIVER2_COUNTRY;DRIVER2_SHORTNAME;DRIVER2_IMSA_DriverId;DRIVER2_IMSA_DriverPlugId;DRIVER2_IMSA_DriverRatingLong;DRIVER2_*Extra 4;DRIVER2_*Extra 5;DRIVER3_FIRSTNAME;DRIVER3_SECONDNAME;DRIVER3_LICENSE;DRIVER3_HOMETOWN;DRIVER3_COUNTRY;DRIVER3_SHORTNAME;DRIVER3_IMSA_DriverId;DRIVER3_IMSA_DriverPlugId;DRIVER3_IMSA_DriverRatingLong;DRIVER3_*Extra 4;DRIVER3_*Extra 5;DRIVER4_FIRSTNAME;DRIVER4_SECONDNAME;DRIVER4_LICENSE;DRIVER4_HOMETOWN;DRIVER4_COUNTRY;DRIVER4_SHORTNAME;DRIVER4_IMSA_DriverId;DRIVER4_IMSA_DriverPlugId;DRIVER4_IMSA_DriverRatingLong;DRIVER4_*Extra 4;DRIVER4_*Extra 5;DRIVER5_FIRSTNAME;DRIVER5_SECONDNAME;DRIVER5_LICENSE;DRIVER5_HOMETOWN;DRIVER5_COUNTRY;DRIVER5_SHORTNAME;DRIVER5_IMSA_DriverId;DRIVER5_IMSA_DriverPlugId;DRIVER5_IMSA_DriverRatingLong;DRIVER5_*Extra 4;DRIVER5_*Extra 5;DRIVER6_FIRSTNAME;DRIVER6_SECONDNAME;DRIVER6_LICENSE;DRIVER6_HOMETOWN;DRIVER6_COUNTRY;DRIVER6_SHORTNAME;DRIVER6_IMSA_DriverId;DRIVER6_IMSA_DriverPlugId;DRIVER6_IMSA_DriverRatingLong;DRIVER6_*Extra 4;DRIVER6_*Extra 5;
1;96;Classified;62;2:01:00.607;-;-;60;1:27.269;168.6;Turner Motorsport;GS;;;BMW M4 GT4;M;610;38;5;68;74;3;;8266;;;Robby;Foley;;Randolph, NJ;;;1302;2;;;;Vincent;Barletta;;Canton, MA;;;1894;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;82;Classified;62;2:01:01.401;+0.794;+0.794;60;1:27.374;168.4;BimmerWorld;GS;;;BMW M4 GT4;M;455;73;5;68;74;3;;8284;;;James;Clay;;Blacksburg, VA;;;508;1;;;;Gregory;Liefooghe;;San Francisco, CA;;;504;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;71;Classified;62;2:01:01.589;+0.982;+0.188;32;1:26.988;169.2;Rebel Rock Racing;GS;;;Chevrolet Camaro GT4.R;M;539;45;5;63;105;3;;8286;;;Frank;DePew;;Richmond, VA;;;1151;3;;;;Robin;Liddell;;Edinburgh, Scotland;;;411;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;56;Classified;62;2:01:02.336;+1.729;+0.747;62;1:26.985;169.2;Murillo Racing;GS;;;Mercedes-AMG GT GT4;M;765;212;5;89;7643;3;;8271;;;Jeff;Mosing;;Austin, TX;;;487;2;;;;Eric;Foss;;Fort Worth, TX;;;488;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;4;Classified;62;2:01:03.596;+2.989;+1.260;40;1:27.208;168.7;Winward Racing;GS;;;Mercedes-AMG GT GT4;M;809;304;5;89;7643;3;;8300;;;Russell;Ward;;Seabrook, TX;;;1252;1;;;;Nico;Bastian;;Ludwigsburg, Germany;;;2165;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;60;Classified;62;2:01:03.775;+3.168;+0.179;29;1:27.240;168.7;KOHR MOTORSPORTS;GS;;;Aston Martin Vantage GT4;M;813;161;5;56;73;3;;8308;;;Nate;Stacy;;Owasso, OK;;;1515;3;;;;Kyle;Marcelli;;Toronto, ON;;;88;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7;3;Classified;62;2:01:04.156;+3.549;+0.381;61;1:27.138;168.9;Motorsports In Action;GS;;;McLaren 570S GT4;M;818;160;5;88;7651;3;;8332;;;Sheena;Monk;;Newtown, PA;;;1532;1;;;;Corey;Lewis;;Nazareth, PA;;;763;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;40;Classified;62;2:01:04.960;+4.353;+0.804;33;1:27.359;168.5;PF Racing;GS;;;Ford Mustang GT4;M;629;243;5;54;107;3;;8240;;;James;Pesek;;Harrisonville, MO;;;1745;3;;;;Chad;McCumbee;;Ocean Isle Beach, NC;;;461;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;35;Classified;62;2:01:05.213;+4.606;+0.253;59;1:26.912;169.3;Riley Motorsports;GS;;;Mercedes-AMG GT GT4;M;750;35;5;89;7643;3;;8251;;;Jim;Cox;;Nokomis, FL;;;1248;1;;;;Dylan;Murry;;Cumming, GA;;;1571;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;95;Classified;62;2:01:05.930;+5.323;+0.717;38;1:27.187;168.8;Turner Motorsport;GS;;;BMW M4 GT4;M;760;38;5;68;74;3;;8265;;;Bill;Auberlen;;Lake Havasu City, AZ;;;1991;1;;;;Robby;Foley;;Randolph, NJ;;;1302;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;99;Classified;62;2:01:10.921;+10.314;+4.991;29;1:27.405;168.4;Automatic Racing;GS;;;Aston Martin Vantage GT4;M;624;95;5;56;73;3;;8304;;;Kris;Wilson;;Golden, CO;;;423;1;;;;Gary;Ferrera;;Houston, TX;;;1735;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;80;Classified;62;2:01:11.146;+10.539;+0.225;33;1:27.566;168.1;BimmerWorld;GS;;;BMW M4 GT4;M;627;73;5;68;74;3;;8256;;;Dillon;Machavern;;Charlotte, VT;;;463;3;;;;Nick;Galante;;Greenfield, MA;;;784;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;57;Classified;62;2:01:11.439;+10.832;+0.293;34;1:27.226;168.7;Winward Racing;GS;;;Mercedes-AMG GT GT4;M;794;304;5;89;7643;3;;8299;;;Bryce;Ward;;Seabrook, TX;;;1249;3;;;;Alec;Udell;;The Woodlands, TX;;;866;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;20;Classified;62;2:01:16.073;+15.466;+4.634;30;1:27.536;168.1;M1 Racing LLC;GS;;;718 Cayman GT4 Clubsport;M;892;321;5;88;7651;3;;8354;;;Ashley;Freiberg;;Las Vegas, NV;;;336;1;;;;Ryan;Nash;;North Bergen, NJ;;;1803;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;98;Classified;62;2:01:22.873;+22.266;+6.800;60;1:29.270;164.8;Bryan Herta Autosport w/ Curb Agajanian;TCR;;;Hyundai Veloster N TCR;M;591;255;22;76;7660;3;;8243;;;Michael;Lewis;;Laguna Beach, CA;;;730;2;;;;Mason;Filippi;;Alamo, CA;;;1829;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
