POSITION;NUMBER;STATUS;LAPS;TOTAL_TIME;GAP_FIRST;GAP_PREVIOUS;FL_LAPNUM;FL_TIME;FL_KPH;TEAM;CLASS;GROUP;DIVISION;VEHICLE;TIRES;IMSA_CarId;IMSA_TeamId;IMSA_ClassId;IMSA_CarTypeId;IMSA_ManufacturerId;IMSA_TireId;IMSA_SponsorId;IMSA_EventEntryId;*Extra 9;*Extra 10;DRIVER1_FIRSTNAME;DRIVER1_SECONDNAME;DRIVER1_LICENSE;DRIVER1_HOMETOWN;DRIVER1_COUNTRY;DRIVER1_SHORTNAME;DRIVER1_IMSA_DriverId;DRIVER1_IMSA_DriverPlugId;DRIVER1_IMSA_DriverRatingLong;DRIVER1_*Extra 4;DRIVER1_*Extra 5;DRIVER2_FIRSTNAME;DRIVER2_SECONDNAME;DRIVER2_LICENSE;DRIVER2_HOMETOWN;DRIVER2_COUNTRY;DRIVER2_SHORTNAME;DRIVER2_IMSA_DriverId;DRIVER2_IMSA_DriverPlugId;DRIVER2_IMSA_DriverRatingLong;DRIVER2_*Extra 4;DRIVER2_*Extra 5;DRIVER3_FIRSTNAME;DRIVER3_SECONDNAME;DRIVER3_LICENSE;DRIVER3_HOMETOWN;DRIVER3_COUNTRY;DRIVER3_SHORTNAME;DRIVER3_IMSA_DriverId;DRIVER3_IMSA_DriverPlugId;DRIVER3_IMSA_DriverRatingLong;DRIVER3_*Extra 4;DRIVER3_*Extra 5;DRIVER4_FIRSTNAME;DRIVER4_SECONDNAME;DRIVER4_LICENSE;DRIVER4_HOMETOWN;DRIVER4_COUNTRY;DRIVER4_SHORTNAME;DRIVER4_IMSA_DriverId;DRIVER4_IMSA_DriverPlugId;DRIVER4_IMSA_DriverRatingLong;DRIVER4_*Extra 4;DRIVER4_*Extra 5;DRIVER5_FIRSTNAME;DRIVER5_SECONDNAME;DRIVER5_LICENSE;DRIVER5_HOMETOWN;DRIVER5_COUNTRY;DRIVER5_SHORTNAME;DRIVER5_IMSA_DriverId;DRIVER5_IMSA_DriverPlugId;DRIVER5_IMSA_DriverRatingLong;DRIVER5_*Extra 4;DRIVER5_*Extra 5;DRIVER6_FIRSTNAME;DRIVER6_SECONDNAME;DRIVER6_LICENSE;DRIVER6_HOMETOWN;DRIVER6_COUNTRY;DRIVER6_SHORTNAME;DRIVER6_IMSA_DriverId;DRIVER6_IMSA_DriverPlugId;DRIVER6_IMSA_DriverRatingLong;DRIVER6_*Extra 4;DRIVER6_*Extra 5;
1;13;Classified;104;4:01:24.529;-;-;76;1:53.226;182.2;AWA;GS;;;McLaren 570S GT4;M;757;217;5;88;7651;3;;10177;;;Kuno;Wittmer;;Montreal, QC;;;237;2;;;;Orey;Fidani;;Toronto, ON;;;973;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;95;Classified;104;4:01:25.698;+1.169;+1.169;97;1:53.805;181.2;Turner Motorsport;GS;;;BMW M4 GT4;M;760;38;5;68;74;3;;10254;;;Bill;Auberlen;;Lake Havasu City, AZ;;;39;1;;;;Dillon;Machavern;;Charlotte, VT;;;463;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;96;Classified;104;4:01:26.669;+2.140;+0.971;78;1:53.753;181.3;Turner Motorsport;GS;;;BMW M4 GT4;M;610;38;5;68;74;3;;10253;;;Robby;Foley;;Randolph, NJ;;;1302;2;;;;Vincent;Barletta;;Canton, MA;;;1894;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;82;Classified;104;4:01:26.728;+2.199;+0.059;97;1:54.106;180.8;BimmerWorld;GS;;;BMW M4 GT4;M;455;73;5;68;74;3;;10248;;;James;Clay;;Blacksburg, VA;;;508;1;;;;Mike;Skeen;;Charlotte, NC;;;830;3;;;;Nick;Galante;;Greenfield, MA;;;784;4;;;;;;;;;;;;;;;;;;;;;;
5;43;Classified;104;4:01:27.064;+2.535;+0.336;78;1:53.897;181.1;Stephen Cameron Racing LLC;GS;;;BMW M4 GT4;M;967;347;5;68;74;3;;10239;;;Sean;Quinlan;;Palo Alto, CA;;;2172;1;;;;Gregory;Liefooghe;;San Francisco, CA;;;504;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;46;Classified;104;4:01:27.446;+2.917;+0.382;104;1:54.243;180.5;TeamTGM;GS;;;Chevrolet Camaro GT4.R;M;921;79;5;63;105;3;;10169;;;Hugh;Plumb;;Unionville, PA;;;421;3;;;;Matt;Plumb;;Chadds Ford, PA;;;429;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7;14;Classified;104;4:01:28.066;+3.537;+0.620;103;1:54.353;180.4;Riley Motorsports;GS;;;Toyota Supra GT4;M;919;35;5;104;7662;3;;10167;;;Javier;Quiros;;Escazú, Costa Rica;;;727;1;;;;Alfredo;Najri;;Santo Domingo, DR;;;2257;2;;;;Julian;Santero;;Mendoza, Argentina;;;2293;3;;;;;;;;;;;;;;;;;;;;;;
8;4;Classified;104;4:01:29.322;+4.793;+1.256;78;1:54.374;180.3;Winward Racing;GS;;;Mercedes-AMG GT GT4;M;809;304;5;89;7643;3;;10187;;;Russell;Ward;;Seabrook, TX;;;1252;1;;;;Indy;Dontje;;Amsterdam, Netherlands;;;1634;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;3;Classified;104;4:01:30.107;+5.578;+0.785;104;1:54.524;180.1;Motorsports In Action;GS;;;McLaren 570S GT4;M;818;160;5;88;7651;3;;10181;;;Sheena;Monk;;Newtown, PA;;;1532;1;;;;Spencer;Pigot;;Orlando, FL;;;243;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;40;Classified;104;4:01:31.329;+6.800;+1.222;47;1:54.334;180.4;PF Racing;GS;;;Ford Mustang GT4;M;629;243;5;54;107;3;;10188;;;James;Pesek;;Harrisonville, MO;;;1745;3;;;;Chad;McCumbee;;Ocean Isle Beach, NC;;;461;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;8;Classified;104;4:01:31.421;+6.892;+0.092;103;1:54.235;180.6;McCann Racing;GS;;;Audi R8 GT4;M;791;303;5;86;909;3;;10235;;;Andrew;Davis;;Athens, GA;;;329;2;;;;Michael;McCann;;Canton, OH;;;1937;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
