POSITION;NUMBER;STATUS;LAPS;TOTAL_TIME;GAP_FIRST;GAP_PREVIOUS;FL_LAPNUM;FL_TIME;FL_KPH;TEAM;CLASS;GROUP;DIVISION;VEHICLE;TIRES;IMSA_CarId;IMSA_TeamId;IMSA_ClassId;IMSA_CarTypeId;IMSA_ManufacturerId;IMSA_TireId;IMSA_SponsorId;IMSA_EventEntryId;*Extra 9;*Extra 10;DRIVER1_FIRSTNAME;DRIVER1_SECONDNAME;DRIVER1_LICENSE;DRIVER1_HOMETOWN;DRIVER1_COUNTRY;DRIVER1_SHORTNAME;DRIVER1_IMSA_DriverId;DRIVER1_IMSA_DriverPlugId;DRIVER1_IMSA_DriverRatingLong;DRIVER1_*Extra 4;DRIVER1_*Extra 5;DRIVER2_FIRSTNAME;DRIVER2_SECONDNAME;DRIVER2_LICENSE;DRIVER2_HOMETOWN;DRIVER2_COUNTRY;DRIVER2_SHORTNAME;DRIVER2_IMSA_DriverId;DRIVER2_IMSA_DriverPlugId;DRIVER2_IMSA_DriverRatingLong;DRIVER2_*Extra 4;DRIVER2_*Extra 5;DRIVER3_FIRSTNAME;DRIVER3_SECONDNAME;DRIVER3_LICENSE;DRIVER3_HOMETOWN;DRIVER3_COUNTRY;DRIVER3_SHORTNAME;DRIVER3_IMSA_DriverId;DRIVER3_IMSA_DriverPlugId;DRIVER3_IMSA_DriverRatingLong;DRIVER3_*Extra 4;DRIVER3_*Extra 5;DRIVER4_FIRSTNAME;DRIVER4_SECONDNAME;DRIVER4_LICENSE;DRIVER4_HOMETOWN;DRIVER4_COUNTRY;DRIVER4_SHORTNAME;DRIVER4_IMSA_DriverId;DRIVER4_IMSA_DriverPlugId;DRIVER4_IMSA_DriverRatingLong;DRIVER4_*Extra 4;DRIVER4_*Extra 5;DRIVER5_FIRSTNAME;DRIVER5_SECONDNAME;DRIVER5_LICENSE;DRIVER5_HOMETOWN;DRIVER5_COUNTRY;DRIVER5_SHORTNAME;DRIVER5_IMSA_DriverId;DRIVER5_IMSA_DriverPlugId;DRIVER5_IMSA_DriverRatingLong;DRIVER5_*Extra 4;DRIVER5_*Extra 5;DRIVER6_FIRSTNAME;DRIVER6_SECONDNAME;DRIVER6_LICENSE;DRIVER6_HOMETOWN;DRIVER6_COUNTRY;DRIVER6_SHORTNAME;DRIVER6_IMSA_DriverId;DRIVER6_IMSA_DriverPlugId;DRIVER6_IMSA_DriverRatingLong;DRIVER6_*Extra 4;DRIVER6_*Extra 5;
1;95;Classified;52;2:01:22.917;-;-;47;1:55.220;171.0;Turner Motorsport;GS;;;BMW M4 GT4;M;760;38;5;68;74;3;;12940;;;Bill;Auberlen;Gold;Lake Havasu City, AZ;;;39;1;Gold;;;Dillon;Machavern;Silver;Charlotte, VT;;;463;3;Silver;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;28;Classified;52;2:01:24.972;+2.055;+2.055;29;1:55.513;170.5;RS1;GS;;;Porsche 718 GT4 RS CS;M;1619;393;5;108;112;3;;12959;;;Eric;Filgueiras;Silver;Cocoa, FL;;;2717;1;Silver;;;Stevan;McAleer;Silver;Glasgow, Scotland;;;460;2;Silver;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;72;Classified;52;2:01:25.203;+2.286;+0.231;26;1:55.708;170.2;Murillo Racing;GS;;;Mercedes-AMG GT GT4;M;1880;212;5;129;7643;3;;12952;;;Kenny;Murillo;Silver;Santa Rosa, CA;;;1820;4;Silver;;;Christian;Szymczak;Silver;Oakland, CA;;;850;2;Silver;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;71;Classified;52;2:01:25.382;+2.465;+0.179;23;1:55.179;171.0;Rebel Rock Racing;GS;;;Chevrolet Camaro GT4.R;M;539;45;5;63;105;3;;12955;;;Frank;DePew;;Richmond, VA;;;1151;3;;;;Robin;Liddell;Silver;Edinburgh, Scotland;;;411;1;Silver;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;55;Classified;52;2:01:25.823;+2.906;+0.441;21;1:55.725;170.2;FCP Euro by Ricca Autosport;GS;;;Mercedes-AMG GT GT4;M;1898;430;5;129;7643;3;;12962;;;Trevor;Andrusko;Bronze;Marietta, GA;;;2186;3;Bronze;;;Mike;Skeen;Silver;Charlotte, NC;;;830;1;Silver;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;7;Classified;52;2:01:26.616;+3.699;+0.793;23;1:55.142;171.1;Volt Racing;GS;;;Aston Martin Vantage GT4;M;1555;392;5;56;73;3;;12942;;;Alan;Brynjolfsson;Bronze;Tampa, FL;;;1271;1;Bronze;;;Trent;Hindman;Gold;Ocean Township, NJ;;;244;2;Gold;;;;;;;;;;;;;;;;;;;;;;;;;;;
7;56;Classified;52;2:01:27.939;+5.022;+1.323;52;1:56.013;169.8;Murillo Racing;GS;;;Mercedes-AMG GT GT4;M;1874;212;5;129;7643;3;;12946;;;Kenton;Koch;Silver;Charlotte, NC;;;2239;1;Silver;;;Eric;Foss;;Fort Worth, TX;;;488;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;60;Classified;52;2:01:33.324;+10.407;+5.385;4;1:56.203;169.5;KOHR MOTORSPORTS;GS;;;Ford Mustang GT4;M;353;161;5;54;107;3;;12956;;;Luca;Mars;;Sewickley, PA;;;2469;4;;;;Nate;Stacy;Silver;Owasso, OK;;;1515;3;Silver;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;96;Classified;52;2:01:33.515;+10.598;+0.191;19;1:56.081;169.7;Turner Motorsport;GS;;;BMW M4 GT4;M;610;38;5;68;74;3;;12941;;;Robby;Foley;Silver;Randolph, NJ;;;1302;2;Silver;;;Vincent;Barletta;Bronze;Canton, MA;;;1894;4;Bronze;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;59;Classified;52;2:01:33.893;+10.976;+0.378;46;1:56.495;169.1;KOHR MOTORSPORTS;GS;;;Ford Mustang GT4;M;290;161;5;54;107;3;;12954;;;Bob;Michaelian;Bronze;Seal Beach, CA;;;417;2;Bronze;;;Billy;Johnson;Gold;Boynton Beach, FL;;;365;3;Gold;;;;;;;;;;;;;;;;;;;;;;;;;;;
