NUMBER; DRIVER_NUMBER; LAP_NUMBER; LAP_TIME; LAP_IMPROVEMENT; CROSSING_FINISH_LINE_IN_PIT; S1; S1_IMPROVEMENT; S2; S2_IMPROVEMENT; S3; S3_IMPROVEMENT; KPH; ELAPSED; HOUR;S1_LARGE;S2_LARGE;S3_LARGE;TOP_SPEED;DRIVER_NAME;
1;0;1;2:11.682;0;;39.117;0;59.818;0;32.747;0;191.5;2:11.682;14:06;0:39.117;0:59.818;0:32.747;291.1;Timo Bernhard;
1;0;2;2:05.730;0;;36.363;0;57.025;0;32.342;2;200.5;4:17.412;14:08;0:36.363;0:57.025;0:32.342;291.9;Timo Bernhard;
1;0;3;2:05.404;2;;36.176;0;56.869;2;32.359;0;201.1;6:22.816;14:10;0:36.176;0:56.869;0:32.359;293.5;Timo Bernhard;
1;0;4;2:06.030;0;;35.982;0;57.207;0;32.841;0;200.1;8:28.846;14:12;0:35.982;0:57.207;0:32.841;295.1;Timo Bernhard;
1;0;5;2:09.211;0;;36.205;0;59.357;0;33.649;0;195.1;10:38.057;14:14;0:36.205;0:59.357;0:33.649;282.0;Timo Bernhard;
1;0;6;2:12.897;0;;35.955;0;1:02.459;0;34.483;0;189.7;12:50.954;14:16;0:35.955;1:02.459;0:34.483;295.1;Timo Bernhard;
1;0;7;2:06.756;0;;36.210;0;57.708;0;32.838;0;198.9;14:57.710;14:19;0:36.210;0:57.708;0:32.838;292.7;Timo Bernhard;
1;0;8;2:09.418;0;;37.175;0;59.383;0;32.860;0;194.8;17:07.128;14:21;0:37.175;0:59.383;0:32.860;291.9;Timo Bernhard;
1;0;9;2:09.007;0;;35.920;1;59.596;0;33.491;0;195.4;19:16.135;14:23;0:35.920;0:59.596;0:33.491;294.3;Timo Bernhard;
1;0;10;2:06.751;0;;35.933;0;57.816;0;33.002;0;198.9;21:22.886;14:25;0:35.933;0:57.816;0:33.002;295.1;Timo Bernhard;
1;0;11;2:06.594;0;;36.192;0;57.259;0;33.143;0;199.2;23:29.480;14:27;0:36.192;0:57.259;0:33.143;295.1;Timo Bernhard;
1;0;12;2:11.194;0;;36.261;0;1:01.549;0;33.384;0;192.2;25:40.674;14:29;0:36.261;1:01.549;0:33.384;293.5;Timo Bernhard;
1;0;13;2:09.670;0;;36.027;0;59.746;0;33.897;0;194.4;27:50.344;14:31;0:36.027;0:59.746;0:33.897;298.3;Timo Bernhard;
1;0;14;2:06.513;0;;36.225;0;57.483;0;32.805;0;199.3;29:56.857;14:34;0:36.225;0:57.483;0:32.805;291.1;Timo Bernhard;
1;0;15;2:06.917;0;;36.110;0;57.321;0;33.486;0;198.7;32:03.774;14:36;0:36.110;0:57.321;0:33.486;293.5;Timo Bernhard;
1;0;16;2:08.382;0;;36.048;0;58.796;0;33.538;0;196.4;34:12.156;14:38;0:36.048;0:58.796;0:33.538;291.9;Timo Bernhard;
1;0;17;2:10.216;0;;37.482;0;59.189;0;33.545;0;193.6;36:22.372;14:40;0:37.482;0:59.189;0:33.545;257.1;Timo Bernhard;
1;0;18;2:09.386;0;;36.018;0;59.221;0;34.147;0;194.9;38:31.758;14:42;0:36.018;0:59.221;0:34.147;299.2;Timo Bernhard;
1;0;19;2:06.360;0;;36.040;0;57.465;0;32.855;0;199.5;40:38.118;14:44;0:36.040;0:57.465;0:32.855;296.7;Timo Bernhard;
1;0;20;2:18.266;0;B;38.206;0;1:00.157;0;39.903;0;182.4;42:56.384;14:47;0:38.206;1:00.157;0:39.903;291.9;Timo Bernhard;
1;0;21;3:21.395;0;;1:49.186;0;58.610;0;33.599;0;125.2;46:17.779;14:50;1:49.186;0:58.610;0:33.599;281.2;Timo Bernhard;
1;0;22;2:08.398;0;;37.359;0;58.048;0;32.991;0;196.4;48:26.177;14:52;0:37.359;0:58.048;0:32.991;289.5;Timo Bernhard;
1;0;23;2:08.830;0;;36.136;0;58.655;0;34.039;0;195.7;50:35.007;14:54;0:36.136;0:58.655;0:34.039;296.7;Timo Bernhard;
1;0;24;2:07.774;0;;36.230;0;58.112;0;33.432;0;197.3;52:42.781;14:56;0:36.230;0:58.112;0:33.432;297.5;Timo Bernhard;
1;0;25;2:07.079;0;;36.148;0;58.216;0;32.715;0;198.4;54:49.860;14:58;0:36.148;0:58.216;0:32.715;298.3;Timo Bernhard;
1;0;26;2:06.164;0;;36.031;0;57.312;0;32.821;0;199.9;56:56.024;15:01;0:36.031;0:57.312;0:32.821;296.7;Timo Bernhard;
1;0;27;2:07.088;0;;36.149;0;57.830;0;33.109;0;198.4;59:03.112;15:03;0:36.149;0:57.830;0:33.109;298.3;Timo Bernhard;
1;0;28;2:08.838;0;;36.461;0;58.971;0;33.406;0;195.7;1:01:11.950;15:05;0:36.461;0:58.971;0:33.406;297.5;Timo Bernhard;
1;0;29;2:08.050;0;;36.022;0;59.076;0;32.952;0;196.9;1:03:20.000;15:07;0:36.022;0:59.076;0:32.952;296.7;Timo Bernhard;
1;0;30;2:09.784;0;;37.038;0;59.070;0;33.676;0;194.3;1:05:29.784;15:09;0:37.038;0:59.070;0:33.676;291.1;Timo Bernhard;
1;0;31;2:11.275;0;;36.149;0;1:01.254;0;33.872;0;192.1;1:07:41.059;15:11;0:36.149;1:01.254;0:33.872;299.2;Timo Bernhard;
1;0;32;2:10.150;0;;37.097;0;59.753;0;33.300;0;193.7;1:09:51.209;15:13;0:37.097;0:59.753;0:33.300;294.3;Timo Bernhard;
1;0;33;2:07.893;0;;36.314;0;58.676;0;32.903;0;197.2;1:11:59.102;15:16;0:36.314;0:58.676;0:32.903;295.9;Timo Bernhard;
1;0;34;2:07.000;0;;36.029;0;57.960;0;33.011;0;198.5;1:14:06.102;15:18;0:36.029;0:57.960;0:33.011;295.9;Timo Bernhard;
1;0;35;2:09.684;0;;36.745;0;58.609;0;34.330;0;194.4;1:16:15.786;15:20;0:36.745;0:58.609;0:34.330;293.5;Timo Bernhard;
1;0;36;2:08.274;0;;36.123;0;58.936;0;33.215;0;196.6;1:18:24.060;15:22;0:36.123;0:58.936;0:33.215;295.9;Timo Bernhard;
1;0;37;2:13.656;0;;37.112;0;1:01.128;0;35.416;0;188.6;1:20:37.716;15:24;0:37.112;1:01.128;0:35.416;290.3;Timo Bernhard;
1;0;38;2:19.885;0;B;38.383;0;1:00.134;0;41.368;0;180.2;1:22:57.601;15:27;0:38.383;1:00.134;0:41.368;288.0;Timo Bernhard;
1;1;39;4:39.364;0;;3:07.573;0;58.917;0;32.874;0;90.3;1:27:36.965;15:31;3:07.573;0:58.917;0:32.874;277.6;Romain Dumas;
1;1;40;2:08.762;0;;36.303;0;59.282;0;33.177;0;195.8;1:29:45.727;15:33;0:36.303;0:59.282;0:33.177;288.8;Romain Dumas;
1;1;41;2:10.711;0;;36.420;0;1:01.237;0;33.054;0;192.9;1:31:56.438;15:36;0:36.420;1:01.237;0:33.054;288.8;Romain Dumas;
1;1;42;2:09.459;0;;36.115;0;1:00.282;0;33.062;0;194.8;1:34:05.897;15:38;0:36.115;1:00.282;0:33.062;293.5;Romain Dumas;
1;1;43;2:07.388;0;;36.102;0;57.931;0;33.355;0;197.9;1:36:13.285;15:40;0:36.102;0:57.931;0:33.355;294.3;Romain Dumas;
1;1;44;2:06.900;0;;36.018;0;57.880;0;33.002;0;198.7;1:38:20.185;15:42;0:36.018;0:57.880;0:33.002;295.9;Romain Dumas;
1;1;45;2:06.631;0;;36.247;0;57.673;1;32.711;0;199.1;1:40:26.816;15:44;0:36.247;0:57.673;0:32.711;295.1;Romain Dumas;
1;1;46;2:08.721;0;;36.198;0;58.935;0;33.588;0;195.9;1:42:35.537;15:46;0:36.198;0:58.935;0:33.588;296.7;Romain Dumas;
