POSITION;NUMBER;STATUS;LAPS;TOTAL_TIME;GAP_FIRST;GAP_PREVIOUS;FL_LAPNUM;FL_TIME;FL_KPH;TEAM;CLASS;GROUP;DIVISION;VEHICLE;TIRES;IMSA_CarId;IMSA_TeamId;IMSA_ClassId;IMSA_CarTypeId;IMSA_ManufacturerId;IMSA_TireId;IMSA_SponsorId;IMSA_EventEntryId;*Extra 9;*Extra 10;DRIVER1_FIRSTNAME;DRIVER1_SECONDNAME;DRIVER1_LICENSE;DRIVER1_HOMETOWN;DRIVER1_COUNTRY;DRIVER1_SHORTNAME;DRIVER1_IMSA_DriverId;DRIVER1_IMSA_DriverPlugId;DRIVER1_IMSA_DriverRatingLong;DRIVER1_*Extra 4;DRIVER1_*Extra 5;DRIVER2_FIRSTNAME;DRIVER2_SECONDNAME;DRIVER2_LICENSE;DRIVER2_HOMETOWN;DRIVER2_COUNTRY;DRIVER2_SHORTNAME;DRIVER2_IMSA_DriverId;DRIVER2_IMSA_DriverPlugId;DRIVER2_IMSA_DriverRatingLong;DRIVER2_*Extra 4;DRIVER2_*Extra 5;DRIVER3_FIRSTNAME;DRIVER3_SECONDNAME;DRIVER3_LICENSE;DRIVER3_HOMETOWN;DRIVER3_COUNTRY;DRIVER3_SHORTNAME;DRIVER3_IMSA_DriverId;DRIVER3_IMSA_DriverPlugId;DRIVER3_IMSA_DriverRatingLong;DRIVER3_*Extra 4;DRIVER3_*Extra 5;DRIVER4_FIRSTNAME;DRIVER4_SECONDNAME;DRIVER4_LICENSE;DRIVER4_HOMETOWN;DRIVER4_COUNTRY;DRIVER4_SHORTNAME;DRIVER4_IMSA_DriverId;DRIVER4_IMSA_DriverPlugId;DRIVER4_IMSA_DriverRatingLong;DRIVER4_*Extra 4;DRIVER4_*Extra 5;DRIVER5_FIRSTNAME;DRIVER5_SECONDNAME;DRIVER5_LICENSE;DRIVER5_HOMETOWN;DRIVER5_COUNTRY;DRIVER5_SHORTNAME;DRIVER5_IMSA_DriverId;DRIVER5_IMSA_DriverPlugId;DRIVER5_IMSA_DriverRatingLong;DRIVER5_*Extra 4;DRIVER5_*Extra 5;DRIVER6_FIRSTNAME;DRIVER6_SECONDNAME;DRIVER6_LICENSE;DRIVER6_HOMETOWN;DRIVER6_COUNTRY;DRIVER6_SHORTNAME;DRIVER6_IMSA_DriverId;DRIVER6_IMSA_DriverPlugId;DRIVER6_IMSA_DriverRatingLong;DRIVER6_*Extra 4;DRIVER6_*Extra 5;
12;19;Classified;142;4:01:05.208;+16.039;+0.367;69;1:30.453;156.2;van der Steur Racing;GS;;;Aston Martin Vantage GT4;M;2212;341;5;56;73;3;;15728;;;Austin;McCusker;Silver;Silver;;;1586;2;Silver;;;Rory;van der Steur;Silver;Chesapeake City, MD;;;2970;1;Silver;;;Valentin;Hasse Clot;;;;;3163;3;;;;;;;;;;;;;;;;;;;;;;
13;72;Classified;142;4:01:15.337;+26.168;+10.129;81;1:30.983;155.3;Murillo Racing;GS;;;Mercedes-AMG GT GT4;M;2333;212;5;227;7643;3;;15723;;;Kenny;Murillo;Silver;Santa Rosa, CA;;;1820;4;Silver;;;Christian;Szymczak;Silver;Silver;;;850;2;Silver;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;32;Classified;142;4:01:28.225;+39.056;+12.888;65;1:30.961;155.3;GMG Racing;GS;;;Porsche 718 GT4 RS CS;M;1572;387;5;108;112;3;;15741;;;Jeroen;Bleekemolen;Gold;Gold;;;3007;2;Gold;;;Kyle;Washington;;Indio, CA;;;2608;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;69;Classified;142;4:01:44.328;+55.159;+16.103;111;1:30.035;156.9;Motorsports In Action;GS;;;McLaren Artura GT4;M;2215;160;5;201;7651;3;;15729;;;Jesse;Lazare;Silver;Montreal;;;728;1;Silver;;;Alex;Filsinger;Silver;Silver;;;3017;2;Silver;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;47;Classified;142;4:01:49.171;+1:00.002;+4.843;120;1:30.419;156.3;NOLASPORT;GS;;;Porsche 718 GT4 RS CS;M;2234;245;5;108;112;3;;15734;;;Adam;Adelson;Silver;Los Angeles. CA;;;2868;3;Silver;;;Elliott;Skeer;Silver;Silver;;;788;2;Silver;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;43;Classified;142;4:01:55.896;+1:06.727;+6.725;62;1:30.515;156.1;Stephen Cameron racing;GS;;;BMW M4 GT4 (G82);M;2263;220;5;188;74;3;;15719;;;Sean;Quinlan;Bronze;Palo Alto, CA;;;2172;1;Bronze;;;Gregory;Liefooghe;Silver;Silver;;;504;2;Silver;;;;;;;;;;;;;;;;;;;;;;;;;;;
18;26;Classified;141;4:00:52.299;1 Lap;1 Lap;111;1:30.815;155.6;Fast Track Racing;GS;;;BMW M4 GT4 (G82);M;2219;216;5;188;74;3;;15736;;;Garrett;Adams;;Orlando, FL;;;3060;2;;;;Toby;Grahovec;Silver;Silver;;;1540;1;Silver;;;Neil;Verhagen;Silver;Mooresville, NC;;;2286;3;Silver;;;;;;;;;;;;;;;;;;;;;
19;44;Classified;141;4:01:18.153;1 Lap;+25.854;110;1:30.933;155.4;Accelerating Performance;GS;;;Porsche 718 GT4 RC CS;M;2145;416;5;56;73;3;;15720;;;Moisey;Uretsky;Bronze;Miami, FL;;;2465;1;Bronze;;;Michael;Cooper;Silver;Silver;;;2550;2;Silver;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;17;Classified;141;4:01:29.246;1 Lap;+11.093;83;1:32.715;152.4;Unitronic/JDC Miller MotorSports;TCR;;;Audi RS3 LMS TCR;M;2209;15;22;84;909;3;;15753;;;Chris;Miller;Silver;Minneapolis, MN;;;265;1;Silver;;;Mikey;Taylor;Silver;Silver;;;791;2;Silver;;;;;;;;;;;;;;;;;;;;;;;;;;;
21;33;Classified;141;4:01:30.384;1 Lap;+1.138;30;1:32.700;152.4;Bryan Herta Autosport with Curb Agajanian;TCR;;;Hyundai Elantra N TCR;M;952;255;22;98;7660;3;;15744;;;Harry;Gottsacker;Silver;Silver;;;1456;3;Silver;;;Robert;Wickens;Silver;Guelph, ON;;;1286;2;Silver;;;;;;;;;;;;;;;;;;;;;;;;;;;
22;98;Classified;141;4:01:31.541;1 Lap;+1.157;107;1:32.847;152.2;Bryan Herta Autosport with Curb Agajanian;TCR;;;Hyundai Elantra N TCR;M;953;255;22;98;7660;3;;15743;;;Mark;Wilkins;Gold;Mulmur, ON;;;317;1;Gold;;;Mason;Filippi;Silver;Silver;;;1829;4;Silver;;;;;;;;;;;;;;;;;;;;;;;;;;;
23;15;Classified;141;4:01:32.519;1 Lap;+0.978;68;1:32.685;152.5;Rockwell Autosport Development;TCR;;;Audi RS3 LMS SEQ;M;2358;359;22;99;909;3;;15752;;;Nick;Looijmans;Bronze;Ontario, Canada;;;2936;1;Bronze;;;Denis;Dupont;;;;;2250;2;;;;Eric;Rockwell;;Colts Neck, NJ;;;2431;3;;;;;;;;;;;;;;;;;;;;;;
24;21;Classified;141;4:01:33.740;1 Lap;+1.221;107;1:31.938;153.7;Rearden Racing;GS;;;Porsche 718 GT4 RS CS;M;2501;487;5;108;112;3;;15739;;;Vesko;Kozarov;Silver;Silver;;;476;2;Silver;;;Jake;Pedersen;;Orem, UT;;;3109;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25;1;Classified;140;4:01:55.172;2 Laps;1 Lap;32;1:32.848;152.2;Bryan Herta Autosport with Curb Agajanian;TCR;;;Hyundai Elantra N TCR;M;1547;255;22;98;7660;3;;15745;;;Taylor;Hagler;;;;;1921;3;;;;Michael;Lewis;Gold;Laguna Beach, CA;;;730;2;Gold;;;;;;;;;;;;;;;;;;;;;;;;;;;
26;77;Classified;140;4:01:59.020;2 Laps;+3.848;32;1:31.806;153.9;Stephen Cameron Racing;GS;;;BMW M4 GT4 (F82);M;2498;220;5;189;74;3;;15737;;;Nick;Shaeffer;;Salt Lake City, UT;;;3152;1;;;;Peter;Mercier;;;;;3154;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27;91;Classified;139;4:01:34.592;3 Laps;1 Lap;31;1:33.230;151.6;van der Steur Racing;TCR;;;Hyundai Elantra N TCR;M;2391;341;22;98;7660;3;;15757;;;Bryan;Ortiz;Silver;Bayamon, PR;;;796;1;Silver;;;Tyler;Maxson;Silver;Silver;;;2151;2;Silver;;;;;;;;;;;;;;;;;;;;;;;;;;;
28;99;Classified;139;4:01:48.570;3 Laps;+13.978;117;1:32.652;152.5;Victor Gonzalez Racing Team;TCR;;;Hyundai Elantra N TCR;M;2214;470;22;97;2081;3;;15754;;;Victor;Gonzalez;;Trujillo Alto;;;811;1;;;;Tyler;Gonzalez;Silver;Silver;;;2164;3;Silver;;;;;;;;;;;;;;;;;;;;;;;;;;;
29;74;Classified;139;4:01:55.272;3 Laps;+6.702;4;1:34.293;149.9;Deily Motorsports LLC;TCR;;;Hyundai Elantra N TCR;M;2236;474;22;98;7660;3;;15756;;;Jordan;Wisely;;;;;3128;3;;;;Cabot;Bigham;;Reno, NV;;;3031;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30;55;Classified;135;4:02:07.736;7 Laps;4 Laps;31;1:33.575;151.0;Gou Racing;TCR;;;Audi RS3 LMS TCR;M;2500;495;22;84;909;3;;15758;;;Eddie;Gou;;Southlake, TX;;;3158;1;;;;Lalo;Gou;;;;;3155;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31;70;Classified;131;4:01:55.445;11 Laps;4 Laps;110;1:34.339;149.8;Deily Motorsports LLC;TCR;;;Hyundai Elantra N TCR;M;2235;474;22;98;7660;3;;15755;;;Sally;McNulty;;Rolla, MO;;;3153;3;;;;Jacob;Deily;Silver;Silver;;;2954;2;Silver;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;88;Classified;130;4:01:36.421;12 Laps;1 Lap;75;1:30.818;155.6;Archangel Motorsports;GS;;;Aston Martin Vantage GT4;M;2141;300;5;56;73;3;;15735;;;Todd;Coleman;Bronze;Lakewood, CO;;;1944;1;Bronze;;;Billy;Johnson;Gold;Gold;;;365;2;Gold;;;;;;;;;;;;;;;;;;;;;;;;;;;
33;5;Classified;129;3:41:06.760;13 Laps;1 Lap;33;1:32.487;152.8;KMW Motorsports with TMR Engineering;TCR;;;Alfa Romeo Giulietta Veloce TCR;M;962;265;22;95;7658;3;;15749;;;Tim;Lewis;Bronze;Bronze;;;1801;2;Bronze;;;Roy;Block;;Winter Park, FL;;;1077;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
34;79;Classified;128;3:48:44.234;14 Laps;1 Lap;9;1:33.150;151.7;NV Autosport;GS;B;;Ford Mustang GT4;M;2213;469;5;54;107;3;;15738;;;Stephen;Vajda;;Easton, PA;;;1942;1;;;;Drew;Neubauer;;;;;2999;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35;46;Classified;124;3:33:42.644;18 Laps;4 Laps;65;1:31.137;155.0;Team TGM;GS;;;Aston Martin Vantage GT4;M;2137;79;5;56;73;3;;15715;;;Hugh;Plumb;Bronze;Unionville, PA;;;421;3;Bronze;;;Matt;Plumb;Silver;Silver;;;429;2;Silver;;;;;;;;;;;;;;;;;;;;;;;;;;;
36;64;Classified;113;3:53:27.589;29 Laps;11 Laps;86;1:30.801;155.6;Team TGM;GS;;;Aston Martin Vantage GT4;M;2138;79;5;56;73;3;;15716;;;Ted;Giovanis;Bronze;Highland, MD;;;489;1;Bronze;;;Owen;Trinkler;Silver;Silver;;;519;5;Silver;;;;;;;;;;;;;;;;;;;;;;;;;;;
37;89;Classified;110;3:10:30.920;32 Laps;3 Laps;3;1:33.984;150.4;HART;TCR;;;Honda Civic FK7 TCR;M;2143;76;22;97;2081;3;;15746;;;Chad;Gilsinger;Bronze;Marysville, OH;;;517;1;Bronze;;;Steve;Eich;Bronze;Bronze;;;516;4;Bronze;;;Tyler;Chambers;;Dayton, OH;;;3098;3;;;;;;;;;;;;;;;;;;;;;;
38;10;Classified;94;4:01:57.900;48 Laps;16 Laps;4;1:34.428;149.6;Rockwell Autosport Development;TCR;;;Audi RS3 LMS SEQ;M;2279;359;22;99;909;3;;15751;;;Preston;Brown;;Chapel Hill, NC;;;2877;1;;;;Alex;Rockwell;;;;;2403;2;;;;Jeronimo;Guzman;Bronze;Palm Beach Gardens, FL;;;3149;3;Bronze;;;;;;;;;;;;;;;;;;;;;
39;61;Classified;41;1:29:50.951;101 Laps;53 Laps;4;1:33.635;150.9;Road Shagger Racing;TCR;;;Audi RS3 LMS SEQ;M;1409;342;22;99;909;3;;15750;;;Gavin;Ernstone;;Las Vegas, NV;;;1652;1;;;;Jon;Morley;Bronze;Bronze;;;2972;2;Bronze;;;;;;;;;;;;;;;;;;;;;;;;;;;
40;14;Classified;14;1:00:55.517;128 Laps;27 Laps;5;1:31.677;154.1;Ave Motorsports;GS;;;Toyota GR Supra GT4 EVO;M;2221;163;5;202;7662;3;;15730;;;Alfredo;Najri;;Santo Domingo, DR;;;2257;1;;;;Fernando;Etchegorry;;;;;3160;3;;;;Thomas;Steuer;;;;;3161;5;;;;;;;;;;;;;;;;;;;;;;
41;93;Classified;12;19:07.480;130 Laps;2 Laps;6;1:32.264;153.2;CarBahn with Peregrine Racing;GS;;;Porsche 718 GT4 RS CS;M;1594;378;5;108;112;3;;15742;;;Brady;Golan;;Autin, TX;;;2696;1;;;;Cameron;Shields;Silver;Toowoomba, Australia;;;2696;2;Silver;;;;;;;;;;;;;;;;;;;;;;;;;;;
