POS;NUMBER;LAP;TIME;GAP_FIRST;GAP_PREVIOUS;KPH; LAPS;TEAM;CLASS;GROUP;DIVISION;VEHICLE;TIRES;IMSA_CarId;IMSA_TeamId;IMSA_ClassId;IMSA_CarTypeId;IMSA_ManufacturerId;IMSA_TireId;IMSA_SponsorId;IMSA_EventEntryId;*Extra 9;*Extra 10;DRIVER1_FIRSTNAME;DRIVER1_SECONDNAME;DRIVER1_LICENSE;DRIVER1_HOMETOWN;DRIVER1_COUNTRY;DRIVER1_SHORTNAME;DRIVER1_IMSA_DriverId;DRIVER1_IMSA_DriverPlugId;DRIVER1_IMSA_DriverRatingLong;DRIVER1_*Extra 4;DRIVER1_*Extra 5;DRIVER2_FIRSTNAME;DRIVER2_SECONDNAME;DRIVER2_LICENSE;DRIVER2_HOMETOWN;DRIVER2_COUNTRY;DRIVER2_SHORTNAME;DRIVER2_IMSA_DriverId;DRIVER2_IMSA_DriverPlugId;DRIVER2_IMSA_DriverRatingLong;DRIVER2_*Extra 4;DRIVER2_*Extra 5;DRIVER3_FIRSTNAME;DRIVER3_SECONDNAME;DRIVER3_LICENSE;DRIVER3_HOMETOWN;DRIVER3_COUNTRY;DRIVER3_SHORTNAME;DRIVER3_IMSA_DriverId;DRIVER3_IMSA_DriverPlugId;DRIVER3_IMSA_DriverRatingLong;DRIVER3_*Extra 4;DRIVER3_*Extra 5;DRIVER4_FIRSTNAME;DRIVER4_SECONDNAME;DRIVER4_LICENSE;DRIVER4_HOMETOWN;DRIVER4_COUNTRY;DRIVER4_SHORTNAME;DRIVER4_IMSA_DriverId;DRIVER4_IMSA_DriverPlugId;DRIVER4_IMSA_DriverRatingLong;DRIVER4_*Extra 4;DRIVER4_*Extra 5;DRIVER5_FIRSTNAME;DRIVER5_SECONDNAME;DRIVER5_LICENSE;DRIVER5_HOMETOWN;DRIVER5_COUNTRY;DRIVER5_SHORTNAME;DRIVER5_IMSA_DriverId;DRIVER5_IMSA_DriverPlugId;DRIVER5_IMSA_DriverRatingLong;DRIVER5_*Extra 4;DRIVER5_*Extra 5;DRIVER6_FIRSTNAME;DRIVER6_SECONDNAME;DRIVER6_LICENSE;DRIVER6_HOMETOWN;DRIVER6_COUNTRY;DRIVER6_SHORTNAME;DRIVER6_IMSA_DriverId;DRIVER6_IMSA_DriverPlugId;DRIVER6_IMSA_DriverRatingLong;DRIVER6_*Extra 4;DRIVER6_*Extra 5;
20;56;6;1:54.085;+1.928;+0.062;180.8;7;Murillo Racing;GS;;;Mercedes-AMG GT GT4;M;2303;212;5;214;7643;3;;14281;;;Jeff;Mosing;Bronze;Austin, TX;;;487;2;Bronze;;;Eric;Foss;;Fort Worth, TX;;;488;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21;23;4;1:54.122;+1.965;+0.037;180.7;7;JTR Motorsports Engineering;GS;;;Mercedes-AMG GT GT4;M;2296;350;5;214;7643;3;;14275;;;Anthony;McIntosh;Bronze;Milwaukee, WI;;;2597;1;Bronze;;;Jared;Thomas;;North Vernon, IN;;;2427;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22;26;3;1:54.146;+1.989;+0.024;180.7;6;Fast Track Racing;GS;;;BMW M4 GT4 (G82);M;2219;216;5;188;74;3;;14292;;;Garrett;Adams;;Orlando, FL;;;3060;2;;;;Toby;Grahovec;Silver;Celina, TX;;;1540;1;Silver;;;Neil;Verhagen;Silver;Mooresville, NC;;;2286;3;Silver;;;;;;;;;;;;;;;;;;;;;
23;47;3;1:54.332;+2.175;+0.186;180.4;7;NOLASPORT;GS;;;Porsche 718 GT4 RS CS;M;2234;245;5;108;112;3;;14298;;;Adam;Adelson;Silver;Las Vegas, NV;;;2868;3;Silver;;;Elliott;Skeer;Silver;San Diego, CA;;;788;2;Silver;;;;;;;;;;;;;;;;;;;;;;;;;;;
24;83;7;1:54.720;+2.563;+0.388;179.8;7;BGB Motorsports;GS;;;Porsche 718 GT4 RS CS;M;1597;157;5;108;112;3;;14283;;;Thomas;Collingwood;Bronze;St. John's, Netherlands;;;1796;1;Bronze;;;Jeroen;Bleekemolen;Gold;Aerdenhout, Netherlands;;;3007;2;Gold;;;Spencer;Pumpelly;Silver;Atlanta, GA;;;64;3;Silver;;;;;;;;;;;;;;;;;;;;;
25;71;7;1:54.875;+2.718;+0.155;179.5;7;Rebel Rock Racing;GS;;;Chevrolet Camaro GT4.R;M;539;45;5;63;105;3;;14295;;;Frank;DePew;Bronze;Richmond, VA;;;1151;3;Bronze;;;Robin;Liddell;Silver;Edinburgh, Scotland;;;411;1;Silver;;;Andrew;Davis;Silver;Athens, GA;;;329;2;Silver;;;;;;;;;;;;;;;;;;;;;
26;96;8;1:55.349;+3.192;+0.474;178.8;8;Turner Motorsport;GS;;;BMW M4 GT4 (G82);M;2150;38;5;188;74;3;;14279;;;Robby;Foley;Gold;Randolph, NJ;;;1302;2;Gold;;;Vincent;Barletta;Bronze;Canton, MA;;;1894;1;Bronze;;;Jens;Klingmann;Gold;Heidelberg, Germany;;;902;4;Gold;;;;;;;;;;;;;;;;;;;;;
27;79;3;1:55.456;+3.299;+0.107;178.6;7;NV Autosport;GS;B;;Ford Mustang GT4;M;2213;469;5;54;107;3;;14289;;;Stephen;Vajda;Bronze;Easton, PA;;;1942;1;;;;Drew;Neubauer;Bronze;Austin, TX;;;2999;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28;9;7;1:55.611;+3.454;+0.155;178.4;7;Automatic Racing;GS;;;Aston Martin Vantage GT4;M;2220;95;5;56;73;3;;14293;;;Jim;Jonsin;;Nashville, TN;;;2988;2;;;;Tom;Long;Gold;Fort Mill, SC;;;622;1;Gold;;;Brett;Sandberg;Silver;Allendale, SC;;;340;3;Silver;;;;;;;;;;;;;;;;;;;;;
29;37;6;1:56.837;+4.680;+1.226;176.5;7;LA Honda World Racing;TCR;;;Honda Civic FK7 TCR;M;1823;262;22;97;2081;3;;14306;;;Mat;Pombo;;Atlanta, GA;;;529;2;;;;Ryan;Eversley;Gold;Atlanta, GA;;;501;3;Gold;;;;;;;;;;;;;;;;;;;;;;;;;;;
30;5;5;1:56.925;+4.768;+0.088;176.4;8;KMW Motorsports with TMR Engineering;TCR;;;Alfa Romeo Giulietta Veloce TCR;M;962;265;22;95;7658;3;;14308;;;Tim;Lewis;Bronze;Boca Raton, FL;;;1801;2;Bronze;;;Roy;Block;;Winter Park, FL;;;1077;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31;17;5;1:56.961;+4.804;+0.036;176.3;7;Unitronic/JDC Miller MotorSports;TCR;;;Audi RS3 LMS TCR;M;2209;15;22;84;909;3;;14312;;;Chris;Miller;Silver;Minneapolis, MN;;;265;1;Silver;;;Mikey;Taylor;Silver;Pretoria, South Africa;;;791;2;Silver;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;89;3;1:57.132;+4.975;+0.171;176.1;5;HART;TCR;;;Honda Civic FK7 TCR;M;2143;76;22;97;2081;3;;14305;;;Chad;Gilsinger;Bronze;Marysville, OH;;;517;1;Bronze;;;Steve;Eich;Bronze;Marysville, OH;;;516;4;Bronze;;;Mario;Farnbacher;Gold;Ansbach, Germany;;;2685;2;Gold;;;;;;;;;;;;;;;;;;;;;
33;33;3;1:57.222;+5.065;+0.090;176.0;4;Bryan Herta Autosport with Curb Agajanian;TCR;;;Hyundai Elantra N TCR;M;952;255;22;98;7660;3;;14303;;;Robert;Wickens;Silver;Guelph, ON;;;1286;2;Silver;;;Harry;Gottsacker;Silver;San Antonio, TX;;;1456;3;Silver;;;;;;;;;;;;;;;;;;;;;;;;;;;
34;98;4;1:57.441;+5.284;+0.219;175.6;6;Bryan Herta Autosport with Curb Agajanian;TCR;;;Hyundai Elantra N TCR;M;953;255;22;98;7660;3;;14302;;;Mark;Wilkins;Gold;Mulmur, ON;;;317;1;Gold;;;Mason;Filippi;Silver;Alamo, CA;;;1829;4;Silver;;;;;;;;;;;;;;;;;;;;;;;;;;;
35;99;7;1:57.691;+5.534;+0.250;175.3;8;Victor Gonzalez Racing Team;TCR;;;Honda Civic FK7 TCR;M;2214;470;22;97;2081;3;;14313;;;Victor;Gonzalez;;Trujillo Alto;;;811;1;;;;Karl;Wittmer;Silver;Montreal, QC;;;2557;2;Silver;;;;;;;;;;;;;;;;;;;;;;;;;;;
36;64;4;1:57.959;+5.802;+0.268;174.9;8;Team TGM;GS;;;Aston Martin Vantage GT4;M;2138;79;5;56;73;3;;14271;;;Ted;Giovanis;Bronze;Highland, MD;;;489;1;Bronze;;;Owen;Trinkler;Silver;Nashville,TN;;;519;5;Silver;;;;;;;;;;;;;;;;;;;;;;;;;;;
37;73;4;1:58.482;+6.325;+0.523;174.1;7;LA Honda World Racing;TCR;;;Honda Civic FK7 TCR;M;1638;262;22;97;2081;3;;14307;;;William;Tally;;Athens, GA;;;2039;2;;;;Mike;LaMarra;;Brighton, MI;;;473;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
38;61;6;1:58.640;+6.483;+0.158;173.8;8;Road Shagger Racing;TCR;;;Audi RS3 LMS SEQ;M;1409;342;22;99;909;3;;14309;;;Gavin;Ernstone;;Las Vegas, NV;;;1652;1;;;;Jon;Morley;Bronze;San Francisco, CA;;;2972;2;Bronze;;;;;;;;;;;;;;;;;;;;;;;;;;;
39;09;5;1:58.644;+6.487;+0.004;173.8;5;Automatic Racing;GS;B;;Aston Martin Vantage GT4;M;625;95;5;56;73;3;;14284;;;Ramin;Abdolvahabi;Bronze;Palm Bch Gardens, FL;;;2227;1;Bronze;;;Rob;Ecklin;Bronze;Lancaster, PA;;;452;2;Bronze;;;;;;;;;;;;;;;;;;;;;;;;;;;
40;74;5;1:59.178;+7.021;+0.534;173.1;6;Deily Motorsports LLC;TCR;;;Hyundai Elantra N TCR;M;2236;474;22;98;7660;3;;14315;;;Cabot;Bigham;;Reno, NV;;;3031;2;;;;Matt;Jaskol;Silver;Las Vegas, NV;;;1830;3;Silver;;;;;;;;;;;;;;;;;;;;;;;;;;;
41;1;5;1:59.179;+7.022;+0.001;173.1;7;Bryan Herta Autosport with Curb Agajanian;TCR;;;Hyundai Elantra N TCR;M;1547;255;22;98;7660;3;;14304;;;Michael;Lewis;Gold;Laguna Beach, CA;;;730;2;Gold;;;Taylor;Hagler;;San Antonio, TX;;;1921;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42;15;5;1:59.786;+7.629;+0.607;172.2;7;Rockwell Autosport Development;TCR;;;Audi RS3 LMS DSG;M;1059;359;22;94;909;3;;14311;;;Nick;Looijmans;Bronze;Ontario, Canada;;;2936;3;Bronze;;;Denis;Dupont;;Montreal, QC;;;2250;2;;;;Eric;Rockwell;;Colts Neck, NJ;;;2431;1;;;;;;;;;;;;;;;;;;;;;;
43;70;7;1:59.933;+7.776;+0.147;172.0;8;Deily Motorsports LLC;TCR;;;Hyundai Elantra N TCR;M;2235;474;22;98;7660;3;;14314;;;Tyler;Maxson;Silver;Bogart, GA;;;2151;5;Silver;;;Jacob;Deily;Silver;Edmond, OK;;;2954;2;Silver;;;;;;;;;;;;;;;;;;;;;;;;;;;
44;58;3;2:00.149;+7.992;+0.216;171.7;4;Crucial Motorsports;GS;;;McLaren Artura GT4;M;2237;400;5;201;7651;3;;14299;;;Michael;de Quesada;Silver;Tampa, FL;;;1136;1;Silver;;;Henry;O'Hara;;New York City;;;2989;2;;;;Aurora;Straus;Silver;Cold Spring, NY;;;1222;3;Silver;;;;;;;;;;;;;;;;;;;;;
45;10;5;2:00.360;+8.203;+0.211;171.4;7;Rockwell Autosport Development;TCR;;;Audi RS3 LMS DSG;M;2279;359;22;94;909;3;;14310;;;Preston;Brown;;Chapel Hill, NC;;;2877;1;;;;Alex;Rockwell;;Colts Neck, NJ;;;2403;2;;;;Tom;O'Gorman;Silver;Cincinnati, OH;;;1721;3;Silver;;;;;;;;;;;;;;;;;;;;;
46;43;0;;;;;0;Stephen Cameron racing;GS;;;BMW M4 GT4 (G82);M;2263;220;5;188;74;3;;14276;;;Sean;Quinlan;Bronze;Palo Alto, CA;;;2172;1;Bronze;;;Gregory;Liefooghe;Silver;San Francisco, CA;;;504;2;Silver;;;;;;;;;;;;;;;;;;;;;;;;;;;
