NUMBER; DRIVER_NUMBER; LAP_NUMBER; LAP_TIME; LAP_IMPROVEMENT; CROSSING_FINISH_LINE_IN_PIT; S1; S1_IMPROVEMENT; S2; S2_IMPROVEMENT; S3; S3_IMPROVEMENT; KPH; ELAPSED; HOUR;S1_LARGE;S2_LARGE;S3_LARGE;TOP_SPEED;DRIVER_NAME;
10;0;1;1:57.128;0;;26.539;0;48.412;0;42.177;0;150.9;1:57.128;12:00;0:26.539;0:48.412;0:42.177;172.0;Simone Gatto;
10;0;2;1:53.328;0;;24.396;0;46.897;0;42.035;0;155.9;3:50.456;12:02;0:24.396;0:46.897;0:42.035;234.3;Simone Gatto;
10;0;3;1:52.799;0;;24.189;0;46.678;0;41.932;0;156.7;5:43.255;12:04;0:24.189;0:46.678;0:41.932;231.8;Simone Gatto;
10;0;4;1:51.742;0;;23.863;0;46.279;0;41.600;0;158.2;7:34.997;12:06;0:23.863;0:46.279;0:41.600;231.8;Simone Gatto;
10;0;5;1:51.696;0;;23.905;0;46.313;0;41.478;2;158.2;9:26.693;12:07;0:23.905;0:46.313;0:41.478;232.3;Simone Gatto;
10;0;6;1:51.181;0;;23.869;0;45.690;2;41.622;0;159.0;11:17.874;12:09;0:23.869;0:45.690;0:41.622;232.3;Simone Gatto;
10;0;7;1:51.983;0;;23.910;0;46.174;0;41.899;0;157.8;13:09.857;12:11;0:23.910;0:46.174;0:41.899;232.8;Simone Gatto;
10;0;8;2:02.354;0;;24.039;0;45.997;0;52.318;0;144.4;15:12.211;12:13;0:24.039;0:45.997;0:52.318;230.8;Simone Gatto;
10;0;9;1:52.159;0;;23.915;0;46.444;0;41.800;0;157.6;17:04.370;12:15;0:23.915;0:46.444;0:41.800;232.3;Simone Gatto;
10;0;10;1:52.286;0;;23.983;0;45.927;0;42.376;0;157.4;18:56.656;12:17;0:23.983;0:45.927;0:42.376;231.8;Simone Gatto;
10;0;11;1:51.343;0;;23.923;0;45.802;0;41.618;0;158.7;20:47.999;12:19;0:23.923;0:45.802;0:41.618;231.8;Simone Gatto;
10;0;12;1:51.372;0;;23.942;0;45.757;0;41.673;0;158.7;22:39.371;12:21;0:23.942;0:45.757;0:41.673;229.3;Simone Gatto;
10;0;13;1:51.348;0;;23.907;0;45.867;0;41.574;0;158.7;24:30.719;12:23;0:23.907;0:45.867;0:41.574;230.8;Simone Gatto;
