POS;NUMBER;LAP;TIME;GAP_FIRST;GAP_PREVIOUS;KPH; LAPS;TEAM;CLASS;GROUP;DIVISION;VEHICLE;TIRES;IMSA_CarId;IMSA_TeamId;IMSA_ClassId;IMSA_CarTypeId;IMSA_ManufacturerId;IMSA_TireId;IMSA_SponsorId;IMSA_EventEntryId;*Extra 9;*Extra 10;DRIVER1_FIRSTNAME;DRIVER1_SECONDNAME;DRIVER1_LICENSE;DRIVER1_HOMETOWN;DRIVER1_COUNTRY;DRIVER1_SHORTNAME;DRIVER1_IMSA_DriverId;DRIVER1_IMSA_DriverPlugId;DRIVER1_IMSA_DriverRatingLong;DRIVER1_*Extra 4;DRIVER1_*Extra 5;DRIVER2_FIRSTNAME;DRIVER2_SECONDNAME;DRIVER2_LICENSE;DRIVER2_HOMETOWN;DRIVER2_COUNTRY;DRIVER2_SHORTNAME;DRIVER2_IMSA_DriverId;DRIVER2_IMSA_DriverPlugId;DRIVER2_IMSA_DriverRatingLong;DRIVER2_*Extra 4;DRIVER2_*Extra 5;DRIVER3_FIRSTNAME;DRIVER3_SECONDNAME;DRIVER3_LICENSE;DRIVER3_HOMETOWN;DRIVER3_COUNTRY;DRIVER3_SHORTNAME;DRIVER3_IMSA_DriverId;DRIVER3_IMSA_DriverPlugId;DRIVER3_IMSA_DriverRatingLong;DRIVER3_*Extra 4;DRIVER3_*Extra 5;DRIVER4_FIRSTNAME;DRIVER4_SECONDNAME;DRIVER4_LICENSE;DRIVER4_HOMETOWN;DRIVER4_COUNTRY;DRIVER4_SHORTNAME;DRIVER4_IMSA_DriverId;DRIVER4_IMSA_DriverPlugId;DRIVER4_IMSA_DriverRatingLong;DRIVER4_*Extra 4;DRIVER4_*Extra 5;DRIVER5_FIRSTNAME;DRIVER5_SECONDNAME;DRIVER5_LICENSE;DRIVER5_HOMETOWN;DRIVER5_COUNTRY;DRIVER5_SHORTNAME;DRIVER5_IMSA_DriverId;DRIVER5_IMSA_DriverPlugId;DRIVER5_IMSA_DriverRatingLong;DRIVER5_*Extra 4;DRIVER5_*Extra 5;DRIVER6_FIRSTNAME;DRIVER6_SECONDNAME;DRIVER6_LICENSE;DRIVER6_HOMETOWN;DRIVER6_COUNTRY;DRIVER6_SHORTNAME;DRIVER6_IMSA_DriverId;DRIVER6_IMSA_DriverPlugId;DRIVER6_IMSA_DriverRatingLong;DRIVER6_*Extra 4;DRIVER6_*Extra 5;
1;60;8;1:27.453;-;-;149.6;8;KOHR MOTORSPORTS;GS;;;Aston Martin Vantage GT4;M;813;161;5;56;73;3;;8071;;;Nate;Stacy;;Owasso, OK;;;1515;3;;;;Kyle;Marcelli;;Toronto, ON;;;88;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;39;8;1:27.978;+0.525;+0.525;148.7;9;CarBahn with Peregrine racing;GS;;;Audi R8 GT4;M;756;285;5;86;909;3;;8024;;;Tyler;McQuarrie;;Danville, CA;;;454;2;;;;Jeff;Westphal;;San Mateo, CA;;;682;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;4;10;1:28.361;+0.908;+0.383;148.1;10;Winward Racing;GS;;;Mercedes-AMG GT GT4;M;809;304;5;89;7643;3;;8063;;;Russell;Ward;;Seabrook, TX;;;1252;1;;;;Indy;Dontje;;Amsterdam, Netherlands;;;1634;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;56;7;1:28.581;+1.128;+0.220;147.7;10;Murillo Racing;GS;;;Mercedes-AMG GT GT4;M;765;212;5;89;7643;3;;8037;;;Jeff;Mosing;;Austin, TX;;;487;2;;;;Eric;Foss;;Fort Worth, TX;;;488;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;22;8;1:28.793;+1.340;+0.212;147.3;9;Multimatic Motorsports Inc.;GS;;;Ford Mustang GT4;M;476;78;5;54;107;3;;8057;;;Seb;Priaulx;;Guernsey, UK;;;2045;1;;;;Scott;Maxwell;;Toronto, ON;;;433;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;82;10;1:28.795;+1.342;+0.002;147.3;10;BimmerWorld;GS;;;BMW M4 GT4;M;455;73;5;68;74;3;;8050;;;James;Clay;;Blacksburg, VA;;;508;1;;;;Gregory;Liefooghe;;San Francisco, CA;;;504;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7;95;9;1:28.814;+1.361;+0.019;147.3;9;Turner Motorsport;GS;;;BMW M4 GT4;M;760;38;5;68;74;3;;8032;;;Bill;Auberlen;;Lake Havasu City, AZ;;;1991;1;;;;Robby;Foley;;Randolph, NJ;;;1302;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;57;10;1:28.849;+1.396;+0.035;147.2;10;Winward Racing;GS;;;Mercedes-AMG GT GT4;M;794;304;5;89;7643;3;;8062;;;Bryce;Ward;;Seabrook, TX;;;1249;3;;;;Alec;Udell;;The Woodlands, TX;;;866;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;7;9;1:29.022;+1.569;+0.173;147.0;9;Archangel Motorsports;GS;;;Porsche 718 Cayman GT4 Clubsport;M;782;300;5;78;112;3;;8052;;;Alan;Brynjolfsson;;Tampa, FL;;;1271;1;;;;Trent;Hindman;;Wayside, NJ;;;244;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;80;10;1:29.093;+1.640;+0.071;146.8;10;BimmerWorld;GS;;;BMW M4 GT4;M;627;73;5;68;74;3;;8023;;;Dillon;Machavern;;Charlotte, VT;;;463;3;;;;Nick;Galante;;Greenfield, MA;;;784;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;3;9;1:29.436;+1.983;+0.343;146.3;10;Motorsports In Action;GS;;;McLaren 570S GT4;M;818;160;5;88;7651;3;;8094;;;Sheena;Monk;;Newtown, PA;;;1532;1;;;;Corey;Lewis;;Nazareth, PA;;;763;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;26;9;1:29.445;+1.992;+0.009;146.3;10;Fast Track Racing;GS;;;BMW M4 GT4;M;480;216;5;68;74;3;;8105;;;Toby;Grahovec;;Celina, TX;;;1540;3;;;;Chandler;Hull;;Dallas, TX;;;2152;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;38;6;1:29.464;+2.011;+0.019;146.2;8;BGB Motorsports;GS;;;Porsche 718 Cayman GT4 Clubsport;M;810;157;5;78;112;3;;8068;;;Thomas;Collingwood;;St. John's, NL;;;1796;3;;;;Jan;Heylen;;Dunedin, FL;;;184;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;35;9;1:29.478;+2.025;+0.014;146.2;9;Riley Motorsports;GS;;;Mercedes-AMG GT GT4;M;750;35;5;89;7643;3;;8018;;;Jim;Cox;;Nokomis, FL;;;1248;1;;;;Dylan;Murry;;Cumming, GA;;;1571;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;8;9;1:29.873;+2.420;+0.395;145.6;9;McCann Racing;GS;;;Audi R8 GT4;M;791;303;5;86;909;3;;8059;;;Michael;McCann Jr.;;Canton, OH;;;1937;2;;;;Britt;Casey Jr.;;Barrington, IL;;;845;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;40;10;1:30.382;+2.929;+0.509;144.7;10;PF Racing;GS;;;Ford Mustang GT4;M;629;243;5;54;107;3;;8007;;;James;Pesek;;Harrisonville, MO;;;1745;3;;;;Chad;McCumbee;;Ocean Isle Beach, NC;;;461;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;93;7;1:31.264;+3.811;+0.882;143.3;10;CarBahn Motorsports;GS;;;Audi R8 GT4;M;863;285;5;86;909;3;;8103;;;Mark;Siegel;;Palo Alto, CA;;;1569;1;;;;Tom;Dyer;;Novato, CA;;;805;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18;23;6;1:31.267;+3.814;+0.003;143.3;10;FASTMD Racing with Speed Syndicate;TCR;;;Audi RS3 LMS TCR;M;811;314;22;84;909;3;;8070;;;James;Vance;;Toronto, ON;;;486;2;;;;Max;Faulkner;;Little Silver, NJ;;;1595;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;65;10;1:31.398;+3.945;+0.131;143.1;10;Murillo Racing;GS;;;Mercedes-AMG GT GT4;M;766;212;5;89;7643;3;;8038;;;Brent;Mosing;;Lafayette, LA;;;492;2;;;;Tim;Probert;;Houston, TX;;;491;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;98;8;1:32.460;+5.007;+1.062;141.5;9;Bryan Herta Autosport w/ Curb Agajanian;TCR;;;Hyundai Veloster N TCR;M;591;255;22;76;7660;3;;8010;;;Michael;Lewis;;Laguna Beach, CA;;;730;2;;;;Mason;Filippi;;Alamo, CA;;;1829;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21;5;9;1:32.524;+5.071;+0.064;141.4;10;KMW Motorsports with TMR Engineering;TCR;;;Alfa Romeo Giulietta TCR;M;620;265;22;70;7658;3;;8045;;;Roy;Block;;Corrientes, Argentia;;;1077;3;;;;Tim;Lewis;;Boca Raton, FL;;;1995;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22;54;8;1:32.602;+5.149;+0.078;141.3;9;JDC-Miller MotorSports;TCR;;;Audi RS3 LMS TCR;M;755;270;22;84;909;3;;8073;;;Michael;Johnson;;Mount Morris, MI;;;261;1;;;;Stephen;Simpson;;Cape Town, S. Africa;;;765;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23;77;9;1:32.820;+5.367;+0.218;140.9;10;LA Honda World Racing;TCR;;;Honda Civic TCR;M;774;262;22;77;2081;3;;8074;;;Ryan;Eversley;;Atlanta, GA;;;501;2;;;;Taylor;Hagler;;San Antonio, TX;;;1921;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24;96;9;1:32.916;+5.463;+0.096;140.8;9;Turner Motorsport;GS;;;BMW M4 GT4;M;610;38;5;68;74;3;;8033;;;Robby;Foley;;Randolph, NJ;;;1302;2;;;;Vincent;Barletta;;Canton, MA;;;1894;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25;21;7;1:33.069;+5.616;+0.153;140.6;8;Bryan Herta Autosport w/ Curb Agajanian;TCR;;;Hyundai Veloster N TCR;M;592;255;22;76;7660;3;;8011;;;Harry;Gottsacker;;San Antonio, TX;;;1456;3;;;;Mark;Wilkins;;Mulmur, ON;;;317;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;
