NUMBER; DRIVER_NUMBER; LAP_NUMBER; LAP_TIME; LAP_IMPROVEMENT; CROSSING_FINISH_LINE_IN_PIT; S1; S1_IMPROVEMENT; S2; S2_IMPROVEMENT; S3; S3_IMPROVEMENT; KPH; ELAPSED; HOUR;
12;1;1;2:48.657;0;;1:24.087;0;29.603;0;54.967;0;123.6;2:48.657;11:57;
12;1;2;1:53.193;0;;35.150;0;28.163;0;49.880;0;184.2;4:41.850;11:59;
12;1;3;1:51.835;0;;33.896;0;28.067;0;49.872;0;186.4;6:33.685;12:01;
12;1;4;1:50.369;0;;33.867;0;27.975;0;48.527;0;188.9;8:24.054;12:03;
12;1;5;1:49.675;0;;33.206;0;27.865;0;48.604;0;190.1;10:13.729;12:05;
12;1;6;1:53.755;0;;33.114;0;27.774;2;52.867;0;183.3;12:07.484;12:07;
12;1;7;5:21.781;0;B;34.019;0;28.046;0;4:19.716;0;64.8;17:29.265;12:12;
12;1;8;2:09.710;0;;51.585;0;28.182;0;49.943;0;160.7;19:38.975;12:14;
12;1;9;1:52.544;0;;34.969;0;28.046;0;49.529;0;185.2;21:31.519;12:16;
12;1;10;1:49.932;0;;33.259;0;28.163;0;48.510;0;189.6;23:21.451;12:18;
12;1;11;1:49.067;2;;33.247;0;27.919;0;47.901;2;191.1;25:10.518;12:20;
12;1;12;1:50.155;0;;33.624;0;27.891;0;48.640;0;189.3;27:00.673;12:22;
12;1;13;1:49.078;0;;32.948;2;27.940;0;48.190;0;191.1;28:49.751;12:23;
12;1;14;9:38.263;0;B;34.529;0;28.147;0;8:35.587;0;36.1;38:28.014;12:33;
12;1;15;2:09.615;0;;51.241;0;28.102;0;50.272;0;160.8;40:37.629;12:35;
12;1;16;1:51.443;0;;34.632;0;28.131;0;48.680;0;187.1;42:29.072;12:37;
12;1;17;1:49.538;0;;33.211;0;28.071;0;48.256;0;190.3;44:18.610;12:39;
12;1;18;1:50.742;0;;34.126;0;28.164;0;48.452;0;188.3;46:09.352;12:41;
12;1;19;1:52.125;0;;33.133;0;28.034;0;50.958;0;185.9;48:01.477;12:43;
12;1;20;1:50.913;0;;34.114;0;28.077;0;48.722;0;188.0;49:52.390;12:44;
12;1;21;1:51.636;0;;34.407;0;28.008;0;49.221;0;186.7;51:44.026;12:46;
12;1;22;3:26.135;0;B;33.583;0;28.934;0;2:23.618;0;101.1;55:10.161;12:50;
12;1;23;2:08.252;0;;51.712;0;28.162;0;48.378;0;162.6;57:18.413;12:52;
12;1;24;1:52.753;0;;33.269;0;28.072;0;51.412;0;184.9;59:11.166;12:54;
12;1;25;1:50.218;0;;33.431;0;27.855;0;48.932;0;189.1;1:01:01.384;12:56;
13;0;1;7:24.285;0;B;52.097;0;29.226;0;6:02.962;0;46.9;7:24.285;12:02;
13;0;2;2:13.748;0;;53.412;0;28.774;0;51.562;0;155.9;9:38.033;12:04;
13;0;3;1:51.030;0;;33.216;0;28.818;0;48.996;0;187.8;11:29.063;12:06;
13;0;4;1:49.736;0;;32.872;0;28.064;0;48.800;0;190.0;13:18.799;12:08;
13;0;5;1:48.989;0;;32.779;0;28.070;0;48.140;0;191.3;15:07.788;12:10;
13;0;6;1:48.909;0;;32.758;0;28.052;0;48.099;0;191.4;16:56.697;12:11;
13;0;7;1:48.934;0;;33.068;0;27.989;0;47.877;0;191.4;18:45.631;12:13;
13;0;8;1:50.734;0;;32.738;0;29.293;0;48.703;0;188.3;20:36.365;12:15;
13;0;9;1:48.711;0;;32.625;0;28.018;0;48.068;0;191.8;22:25.076;12:17;
13;0;10;4:37.658;0;B;33.075;0;29.115;0;3:35.468;0;75.1;27:02.734;12:22;
13;0;11;2:10.238;0;;51.508;0;27.940;0;50.790;0;160.1;29:12.972;12:24;
13;0;12;1:51.017;0;;34.348;0;28.019;0;48.650;0;187.8;31:03.989;12:26;
