NUMBER; DRIVER_NUMBER; LAP_NUMBER; LAP_TIME; LAP_IMPROVEMENT; CROSSING_FINISH_LINE_IN_PIT; S1; S1_IMPROVEMENT; S2; S2_IMPROVEMENT; S3; S3_IMPROVEMENT; KPH; ELAPSED; HOUR;
1009;2;1;2:46.173;0;B;1:10.869;0;31.457;0;1:03.847;0;125.5;2:46.173;09:02;
1009;2;2;5:13.406;0;;3:47.836;0;32.315;0;53.255;0;66.5;7:59.579;09:07;
1009;2;3;1:58.681;0;;36.040;0;29.900;0;52.741;0;175.7;9:58.260;09:09;
1009;2;4;1:56.239;0;;35.587;0;29.419;0;51.233;0;179.4;11:54.499;09:11;
1009;2;5;1:55.178;0;;35.438;1;29.285;0;50.455;1;181.0;13:49.677;09:13;
1009;2;6;2:04.544;0;B;35.459;0;29.178;2;59.907;0;167.4;15:54.221;09:15;
1009;1;7;7:06.207;0;;5:38.238;0;31.452;0;56.517;0;48.9;23:00.428;09:23;
1009;1;8;2:01.029;0;;37.681;0;30.293;0;53.055;0;172.3;25:01.457;09:25;
1009;1;9;1:56.978;0;;35.780;0;29.686;0;51.512;0;178.2;26:58.435;09:26;
1009;1;10;1:55.704;0;;35.164;0;29.284;0;51.256;0;180.2;28:54.139;09:28;
1009;1;11;2:00.026;0;;35.810;0;30.454;0;53.762;0;173.7;30:54.165;09:30;
1009;1;12;1:55.511;0;;35.120;0;29.192;1;51.199;1;180.5;32:49.676;09:32;
1009;1;13;2:07.911;0;B;35.113;1;29.211;0;1:03.587;0;163.0;34:57.587;09:34;
1009;0;14;10:58.126;0;;9:35.073;0;30.386;0;52.667;0;31.7;45:55.713;09:45;
1009;0;15;1:56.865;0;;35.948;0;29.758;0;51.159;0;178.4;47:52.578;09:47;
1009;0;16;1:56.669;0;;35.305;0;29.270;0;52.094;0;178.7;49:49.247;09:49;
1009;0;17;1:55.360;0;;35.149;0;29.716;0;50.495;0;180.7;51:44.607;09:51;
1009;0;18;1:54.752;0;;34.855;0;29.580;0;50.317;0;181.7;53:39.359;09:53;
1009;0;19;1:54.160;0;;34.488;2;29.288;0;50.384;0;182.6;55:33.519;09:55;
1009;0;20;1:53.399;2;;34.523;0;29.303;0;49.573;2;183.8;57:26.918;09:57;
1009;0;21;1:55.638;0;;34.818;0;29.234;0;51.586;0;180.3;59:22.556;09:59;
1009;0;22;1:54.195;0;;35.019;0;29.201;1;49.975;0;182.6;1:01:16.751;10:01;
12;1;1;3:06.451;0;;1:39.528;0;31.980;0;54.943;0;111.8;3:06.451;09:03;
12;1;2;1:55.677;0;;35.191;0;29.115;0;51.371;0;180.2;5:02.128;09:05;
12;1;3;1:53.626;0;;35.085;0;28.616;0;49.925;0;183.5;6:55.754;09:06;
12;1;4;1:53.383;0;;35.409;0;28.986;0;48.988;0;183.9;8:49.137;09:08;
12;1;5;1:54.627;0;;35.189;0;29.433;0;50.005;0;181.9;10:43.764;09:10;
12;1;6;1:51.371;0;;33.618;0;28.204;0;49.549;0;187.2;12:35.135;09:12;
12;1;7;1:52.834;0;;34.748;0;28.205;0;49.881;0;184.8;14:27.969;09:14;
12;1;8;1:51.192;0;;33.927;0;28.808;0;48.457;1;187.5;16:19.161;09:16;
12;1;9;1:50.018;0;;33.090;1;28.399;0;48.529;0;189.5;18:09.179;09:18;
12;1;10;4:24.414;0;B;34.483;0;28.194;1;3:21.737;0;78.8;22:33.593;09:22;
12;0;11;5:00.752;0;B;1:10.308;0;1:05.086;0;2:45.358;0;69.3;27:34.345;09:27;
12;0;12;2:19.627;0;;51.706;0;31.353;0;56.568;0;149.3;29:53.972;09:29;
