NUMBER; DRIVER_NUMBER; LAP_NUMBER; LAP_TIME; LAP_IMPROVEMENT; CROSSING_FINISH_LINE_IN_PIT; S1; S1_IMPROVEMENT; S2; S2_IMPROVEMENT; S3; S3_IMPROVEMENT; KPH; ELAPSED; HOUR;
22;0;20;2:22.885;0;;39.813;0;43.323;0;59.749;0;147.2;58:01.292;10:13;
22;0;21;2:21.006;2;;39.444;2;42.278;0;59.284;2;149.2;1:00:22.298;10:15;
23;0;1;3:17.345;0;;1:07.582;0;53.635;0;1:16.128;0;106.6;3:17.345;09:18;
23;0;2;2:50.191;0;;47.590;0;51.102;0;1:11.499;0;123.6;6:07.536;09:21;
23;0;3;2:34.058;0;;42.973;0;45.643;0;1:05.442;0;136.5;8:41.594;09:23;
23;0;4;2:32.298;0;;42.394;0;46.040;0;1:03.864;0;138.1;11:13.892;09:26;
23;0;5;4:07.413;0;B;42.327;0;46.200;0;2:38.886;0;85.0;15:21.305;09:30;
23;0;6;2:55.737;0;;1:06.995;0;45.595;0;1:03.147;0;119.7;18:17.042;09:33;
23;0;7;2:26.114;0;;40.850;0;43.599;0;1:01.665;0;143.9;20:43.156;09:35;
23;0;8;2:25.480;0;;40.306;0;43.400;0;1:01.774;0;144.6;23:08.636;09:38;
23;0;9;2:25.557;0;;40.630;0;43.496;0;1:01.431;0;144.5;25:34.193;09:40;
23;0;10;2:24.100;0;;40.068;0;42.961;0;1:01.071;0;145.9;27:58.293;09:42;
23;0;11;8:26.733;0;B;40.534;0;44.574;0;7:01.625;0;41.5;36:25.026;09:51;
23;0;12;3:04.713;0;;1:10.317;0;49.175;0;1:05.221;0;113.9;39:29.739;09:54;
23;0;13;2:27.274;0;;41.818;0;43.706;0;1:01.750;0;142.8;41:57.013;09:56;
23;0;14;2:25.413;0;;40.380;0;43.558;0;1:01.475;0;144.6;44:22.426;09:59;
23;0;15;2:24.414;0;;40.200;0;43.162;0;1:01.052;0;145.6;46:46.840;10:01;
23;0;16;7:02.570;0;B;40.363;0;42.550;0;5:39.657;0;49.8;53:49.410;10:08;
23;0;17;2:51.281;0;;1:07.237;0;43.614;0;1:00.430;2;122.8;56:40.691;10:11;
23;0;18;2:22.988;0;;39.599;2;42.551;0;1:00.838;0;147.1;59:03.679;10:14;
23;0;19;2:22.889;2;;39.925;0;42.198;2;1:00.766;1;147.2;1:01:26.568;10:16;
24;0;1;5:21.972;0;;3:34.811;0;45.800;0;1:01.361;0;65.3;5:21.972;09:20;
24;0;2;2:19.322;0;;39.688;0;41.325;0;58.309;0;151.0;7:41.294;09:22;
24;0;3;2:16.985;0;;38.378;0;40.356;0;58.251;0;153.5;9:58.279;09:24;
24;0;4;2:16.211;0;;38.036;0;40.500;0;57.675;0;154.4;12:14.490;09:27;
24;0;5;2:15.967;0;;37.749;0;40.459;0;57.759;0;154.7;14:30.457;09:29;
24;0;6;5:27.664;0;B;37.945;0;40.160;0;4:09.559;0;64.2;19:58.121;09:34;
24;0;7;2:33.951;0;;55.983;0;40.642;0;57.326;0;136.6;22:32.072;09:37;
24;0;8;2:14.809;0;;37.723;0;40.135;0;56.951;0;156.0;24:46.881;09:39;
24;0;9;2:14.844;0;;37.856;0;40.166;0;56.822;0;156.0;27:01.725;09:42;
24;0;10;2:14.502;0;;37.641;0;39.949;0;56.912;0;156.4;29:16.227;09:44;
24;0;11;11:03.755;0;B;38.859;0;39.643;0;9:45.253;0;31.7;40:19.982;09:55;
24;0;12;2:43.756;0;;1:01.418;0;42.929;0;59.409;0;128.4;43:03.738;09:58;
24;0;13;2:14.752;0;;38.293;0;40.032;0;56.427;0;156.1;45:18.490;10:00;
24;0;14;2:13.139;0;;37.446;0;39.499;2;56.194;0;158.0;47:31.629;10:02;
24;0;15;2:12.596;2;;37.248;0;39.562;0;55.786;3;158.6;49:44.225;10:04;
24;0;16;2:12.699;0;;37.194;2;39.501;0;56.004;0;158.5;51:56.924;10:06;
24;0;17;2:13.170;0;;37.324;0;39.658;0;56.188;0;157.9;54:10.094;10:09;
26;0;1;3:11.621;0;;1:15.570;0;49.580;0;1:06.471;0;109.8;3:11.621;09:18;
26;0;2;2:30.765;0;;42.163;0;47.732;0;1:00.870;0;139.5;5:42.386;09:20;
26;0;3;2:23.218;0;;40.111;0;41.940;0;1:01.167;0;146.8;8:05.604;09:23;
26;0;4;2:20.159;0;;39.099;0;41.272;0;59.788;0;150.1;10:25.763;09:25;
26;0;5;4:59.908;0;B;39.267;0;41.629;0;3:39.012;0;70.1;15:25.671;09:30;
26;0;6;2:43.280;0;;1:01.716;0;41.480;0;1:00.084;0;128.8;18:08.951;09:33;
26;0;7;2:19.295;0;;38.819;0;41.125;0;59.351;0;151.0;20:28.246;09:35;
26;0;8;2:19.138;0;;38.881;0;41.273;0;58.984;0;151.2;22:47.384;09:37;
26;0;9;2:18.626;0;;38.636;0;41.343;0;58.647;0;151.7;25:06.010;09:40;
26;0;10;6:04.539;0;B;38.913;0;40.878;0;4:44.748;0;57.7;31:10.549;09:46;
26;0;11;2:44.068;0;;1:01.736;0;43.237;0;59.095;0;128.2;33:54.617;09:48;
26;0;12;2:17.083;0;;38.484;0;40.494;0;58.105;0;153.4;36:11.700;09:51;
26;0;13;2:16.924;0;;38.431;0;40.449;0;58.044;0;153.6;38:28.624;09:53;
26;0;14;2:15.672;2;;38.040;2;40.091;2;57.541;2;155.0;40:44.296;09:55;
26;0;15;2:20.289;0;;38.558;0;41.962;0;59.769;0;149.9;43:04.585;09:58;
26;0;16;5:02.468;0;B;38.519;0;40.357;0;3:43.592;0;69.5;48:07.053;10:03;
26;0;17;2:39.075;0;;1:00.005;0;40.596;0;58.474;0;132.2;50:46.128;10:05;
26;0;18;2:17.563;0;;38.684;0;40.357;0;58.522;0;152.9;53:03.691;10:08;
26;0;19;2:18.548;0;;38.483;0;40.499;0;59.566;0;151.8;55:22.239;10:10;
26;0;20;2:20.222;0;;38.642;0;40.586;0;1:00.994;0;150.0;57:42.461;10:12;
26;0;21;2:18.602;0;;39.031;0;40.914;0;58.657;0;151.7;1:00:01.063;10:15;
3;0;1;2:57.907;0;;1:03.152;0;47.809;0;1:06.946;0;118.2;2:57.907;09:17;
3;0;2;2:28.350;0;;42.830;0;44.619;0;1:00.901;0;141.8;5:26.257;09:20;
3;0;3;2:24.130;0;;42.390;0;41.994;0;59.746;0;145.9;7:50.387;09:22;
3;0;4;2:20.395;0;;39.581;0;41.800;0;59.014;0;149.8;10:10.782;09:25;
3;0;5;2:20.296;0;;39.507;0;41.514;0;59.275;0;149.9;12:31.078;09:27;
3;0;6;2:29.436;0;B;39.238;0;37.412;0;1:12.786;0;140.7;15:00.514;09:30;
3;0;7;6:39.850;0;;4:58.073;0;42.652;0;59.125;0;52.6;21:40.364;09:36;
3;0;8;2:21.448;0;;39.927;0;42.920;0;58.601;0;148.7;24:01.812;09:39;
3;0;9;2:18.941;0;;39.427;0;41.462;0;58.052;0;151.4;26:20.753;09:41;
3;0;10;2:18.920;0;;39.535;0;40.887;0;58.498;0;151.4;28:39.673;09:43;
3;0;11;2:22.427;0;;39.067;0;42.684;0;1:00.676;0;147.7;31:02.100;09:46;
3;0;12;2:15.741;0;;38.939;0;37.522;0;59.280;0;154.9;33:17.841;09:48;
3;0;13;2:18.573;0;;39.078;0;40.950;0;58.545;0;151.8;35:36.414;09:50;
3;0;14;2:17.658;0;;38.789;0;40.908;0;57.961;0;152.8;37:54.072;09:52;
3;0;15;2:29.196;0;B;39.917;0;42.071;0;1:07.208;0;141.0;40:23.268;09:55;
3;0;16;6:48.287;0;;5:02.106;0;45.657;0;1:00.524;0;51.5;47:11.555;10:02;
3;0;17;2:15.620;0;;38.459;0;40.361;0;56.800;2;155.1;49:27.175;10:04;
3;0;18;2:23.347;0;;39.990;0;43.084;0;1:00.273;0;146.7;51:50.522;10:06;
3;0;19;2:16.714;0;;38.303;0;40.269;0;58.142;0;153.8;54:07.236;10:09;
3;0;20;2:16.856;0;;38.136;0;38.798;0;59.922;0;153.7;56:24.092;10:11;
3;0;21;2:14.435;2;;38.113;2;37.007;3;59.315;0;156.4;58:38.527;10:13;
3;0;22;2:16.689;0;;38.484;0;40.762;0;57.443;0;153.9;1:00:55.216;10:15;
30;0;1;2:54.054;0;;1:04.891;0;45.694;0;1:03.469;0;120.8;2:54.054;09:17;
30;0;2;2:24.768;0;;42.234;0;42.864;0;59.670;0;145.3;5:18.822;09:20;
30;0;3;2:20.354;0;;39.848;0;41.812;0;58.694;0;149.8;7:39.176;09:22;
30;0;4;2:20.638;0;;39.085;0;40.879;0;1:00.674;0;149.5;9:59.814;09:24;
30;0;5;2:18.522;0;;39.255;0;40.876;0;58.391;0;151.8;12:18.336;09:27;
30;0;6;2:20.034;0;;39.122;0;41.311;0;59.601;0;150.2;14:38.370;09:29;
30;0;7;7:50.938;0;B;40.716;0;44.405;0;6:25.817;0;44.7;22:29.308;09:37;
30;0;8;2:50.924;0;;1:04.608;0;46.262;0;1:00.054;0;123.0;25:20.232;09:40;
30;0;9;2:16.412;0;;38.479;0;40.622;0;57.311;0;154.2;27:36.644;09:42;
30;0;10;2:15.332;0;;38.105;0;40.262;0;56.965;0;155.4;29:51.976;09:44;
30;0;11;2:14.896;0;;37.997;0;40.271;0;56.628;2;155.9;32:06.872;09:47;
30;0;12;2:14.626;2;;37.972;0;39.829;2;56.825;0;156.2;34:21.498;09:49;
30;0;13;2:15.101;0;;37.470;2;39.844;0;57.787;0;155.7;36:36.599;09:51;
30;0;14;2:15.451;0;;38.014;0;40.346;0;57.091;0;155.3;38:52.050;09:53;
30;0;15;7:07.019;0;B;40.755;0;42.423;0;5:43.841;0;49.3;45:59.069;10:00;
30;0;16;2:39.989;0;;1:00.258;0;42.259;0;57.472;0;131.5;48:39.058;10:03;
30;0;17;2:16.200;0;;37.763;0;41.299;0;57.138;0;154.4;50:55.258;10:05;
30;0;18;2:14.993;0;;37.876;0;40.272;0;56.845;0;155.8;53:10.251;10:08;
30;0;19;2:15.589;0;;38.169;0;40.304;0;57.116;0;155.1;55:25.840;10:10;
30;0;20;2:15.063;0;;37.834;0;40.005;0;57.224;0;155.7;57:40.903;10:12;
30;0;21;2:14.777;0;;37.643;0;40.364;0;56.770;0;156.0;59:55.680;10:14;
34;0;1;4:17.147;0;;2:18.228;0;52.208;0;1:06.711;0;81.8;4:17.147;09:19;
34;0;2;2:31.267;0;;44.342;0;44.946;0;1:01.979;0;139.0;6:48.414;09:21;
34;0;3;2:21.716;0;;40.386;0;42.060;0;59.270;0;148.4;9:10.130;09:24;
34;0;4;2:34.367;0;;39.250;0;41.168;0;1:13.949;0;136.2;11:44.497;09:26;
34;0;5;2:18.874;0;;39.678;0;40.959;0;58.237;0;151.4;14:03.371;09:29;
34;0;6;2:19.643;0;;38.961;0;41.826;0;58.856;0;150.6;16:23.014;09:31;
34;0;7;2:19.735;0;;39.383;0;41.518;0;58.834;0;150.5;18:42.749;09:33;
34;0;8;10:01.732;0;B;39.205;0;41.417;0;8:41.110;0;35.0;28:44.481;09:43;
34;0;9;2:44.671;0;;1:04.179;0;42.194;0;58.298;0;127.7;31:29.152;09:46;
34;0;10;2:17.559;0;;38.831;0;40.942;0;57.786;0;152.9;33:46.711;09:48;
34;0;11;2:17.000;0;;38.498;1;40.528;0;57.974;0;153.5;36:03.711;09:51;
34;0;12;2:16.732;2;;38.543;0;40.502;2;57.687;0;153.8;38:20.443;09:53;
34;0;13;2:17.190;0;;38.727;0;40.788;0;57.675;2;153.3;40:37.633;09:55;
34;0;14;7:59.519;0;B;39.445;0;41.150;0;6:38.924;0;43.9;48:37.152;10:03;
34;0;15;2:36.792;0;;57.603;0;41.112;0;58.077;0;134.1;51:13.944;10:06;
34;0;16;6:50.980;0;B;38.497;2;40.813;0;5:31.670;0;51.2;58:04.924;10:13;
34;0;17;2:35.489;0;;56.342;0;41.120;0;58.027;0;135.3;1:00:40.413;10:15;
46;0;1;2:53.693;0;;55.366;0;51.223;0;1:07.104;0;121.1;2:53.693;09:17;
46;0;2;3:14.132;0;;53.722;0;53.369;0;1:27.041;0;108.3;6:07.825;09:21;
46;0;3;2:20.572;0;;38.927;0;41.718;0;59.927;0;149.6;8:28.397;09:23;
46;0;4;2:18.408;0;;39.364;0;41.078;0;57.966;0;152.0;10:46.805;09:25;
46;0;5;2:19.807;0;;38.693;0;40.705;0;1:00.409;0;150.4;13:06.612;09:28;
46;0;6;2:16.460;0;;38.423;0;40.655;0;57.382;0;154.1;15:23.072;09:30;
46;0;7;9:43.124;0;B;38.373;0;40.301;0;8:24.450;0;36.1;25:06.196;09:40;
46;0;8;2:38.995;0;;57.286;0;43.467;0;58.242;0;132.3;27:45.191;09:42;
46;0;9;2:16.159;0;;38.324;0;40.550;0;57.285;0;154.5;30:01.350;09:45;
46;0;10;2:15.109;0;;38.045;0;40.219;0;56.845;0;155.7;32:16.459;09:47;
46;0;11;11:10.443;0;B;37.774;0;40.035;0;9:52.634;0;31.4;43:26.902;09:58;
46;0;12;2:45.336;0;;1:02.615;0;44.299;0;58.422;0;127.2;46:12.238;10:01;
46;0;13;2:14.361;0;;37.937;0;39.915;0;56.509;0;156.5;48:26.599;10:03;
46;0;14;2:15.641;0;;38.933;0;39.891;0;56.817;0;155.1;50:42.240;10:05;
46;0;15;2:13.580;0;;37.617;0;39.753;0;56.210;2;157.4;52:55.820;10:07;
46;0;16;2:13.438;0;;37.489;2;39.631;0;56.318;0;157.6;55:09.258;10:10;
46;0;17;2:13.560;0;;37.666;0;39.677;0;56.217;0;157.5;57:22.818;10:12;
46;0;18;2:13.949;0;;37.535;0;39.870;0;56.544;0;157.0;59:36.767;10:14;
46;0;19;2:13.391;2;;37.494;0;39.552;2;56.345;0;157.7;1:01:50.158;10:16;
5;0;1;3:01.598;0;;1:09.488;0;49.084;0;1:03.026;0;115.8;3:01.598;09:18;
5;0;2;2:25.714;0;;42.569;0;43.565;0;59.580;0;144.3;5:27.312;09:20;
5;0;3;2:20.534;0;;40.699;0;41.608;0;58.227;0;149.7;7:47.846;09:22;
5;0;4;2:17.297;0;;38.572;0;40.815;0;57.910;0;153.2;10:05.143;09:25;
5;0;5;2:17.327;0;;38.411;0;40.843;0;58.073;0;153.1;12:22.470;09:27;
5;0;6;2:16.663;0;;38.275;0;40.266;0;58.122;0;153.9;14:39.133;09:29;
5;0;7;2:18.396;0;;38.748;0;40.910;0;58.738;0;152.0;16:57.529;09:31;
5;0;8;5:33.706;0;B;38.383;0;40.643;0;4:14.680;0;63.0;22:31.235;09:37;
5;0;9;2:54.278;0;;1:03.050;0;42.097;0;1:09.131;0;120.7;25:25.513;09:40;
5;0;10;2:18.047;0;;38.521;0;41.513;0;58.013;0;152.3;27:43.560;09:42;
5;0;11;2:14.968;0;;37.792;0;39.963;0;57.213;0;155.8;29:58.528;09:44;
5;0;12;2:14.832;0;;37.737;0;40.057;0;57.038;0;156.0;32:13.360;09:47;
5;0;13;5:25.759;0;B;37.541;0;40.119;0;4:08.099;0;64.6;37:39.119;09:52;
5;0;14;2:35.384;0;;56.654;0;41.998;0;56.732;0;135.3;40:14.503;09:55;
5;0;15;2:14.418;0;;37.710;1;39.896;0;56.812;0;156.5;42:28.921;09:57;
5;0;16;2:14.312;2;;37.745;0;39.893;0;56.674;2;156.6;44:43.233;09:59;
5;0;17;2:15.187;0;;37.825;0;39.829;1;57.533;0;155.6;46:58.420;10:01;
64;0;1;2:58.320;0;;57.453;0;51.898;0;1:08.969;0;117.9;2:58.320;09:17;
64;0;2;2:35.642;0;;45.457;0;45.816;0;1:04.369;0;135.1;5:33.962;09:20;
64;0;3;2:26.652;0;;40.731;0;43.248;0;1:02.673;0;143.4;8:00.614;09:23;
64;0;4;2:23.004;0;;39.719;0;42.318;0;1:00.967;0;147.1;10:23.618;09:25;
64;0;5;2:22.917;0;;40.457;0;41.915;0;1:00.545;0;147.2;12:46.535;09:27;
64;0;6;2:20.217;2;;39.358;1;41.447;0;59.412;0;150.0;15:06.752;09:30;
64;0;7;2:24.078;0;;41.519;0;42.389;0;1:00.170;0;146.0;17:30.830;09:32;
64;0;8;2:20.243;0;;39.602;0;41.458;0;59.183;0;150.0;19:51.073;09:34;
64;0;9;8:04.751;0;B;39.165;2;40.933;2;6:44.653;0;43.4;27:55.824;09:42;
64;0;10;2:41.823;0;;57.987;0;41.885;0;1:01.951;0;130.0;30:37.647;09:45;
64;0;11;2:20.665;0;;39.427;0;41.322;0;59.916;0;149.5;32:58.312;09:47;
64;0;12;2:22.721;0;;40.021;0;40.948;0;1:01.752;0;147.4;35:21.033;09:50;
