POS;NUMBER;LAP;TIME;GAP_FIRST;GAP_PREVIOUS;KPH; LAPS;TEAM;CLASS;GROUP;DIVISION;VEHICLE;TIRES;IMSA_CarId;IMSA_TeamId;IMSA_ClassId;IMSA_CarTypeId;IMSA_ManufacturerId;IMSA_TireId;IMSA_SponsorId;IMSA_EventEntryId;*Extra 9;*Extra 10;DRIVER1_FIRSTNAME;DRIVER1_SECONDNAME;DRIVER1_LICENSE;DRIVER1_HOMETOWN;DRIVER1_COUNTRY;DRIVER1_SHORTNAME;DRIVER1_IMSA_DriverId;DRIVER1_IMSA_DriverPlugId;DRIVER1_IMSA_DriverRatingLong;DRIVER1_*Extra 4;DRIVER1_*Extra 5;DRIVER2_FIRSTNAME;DRIVER2_SECONDNAME;DRIVER2_LICENSE;DRIVER2_HOMETOWN;DRIVER2_COUNTRY;DRIVER2_SHORTNAME;DRIVER2_IMSA_DriverId;DRIVER2_IMSA_DriverPlugId;DRIVER2_IMSA_DriverRatingLong;DRIVER2_*Extra 4;DRIVER2_*Extra 5;DRIVER3_FIRSTNAME;DRIVER3_SECONDNAME;DRIVER3_LICENSE;DRIVER3_HOMETOWN;DRIVER3_COUNTRY;DRIVER3_SHORTNAME;DRIVER3_IMSA_DriverId;DRIVER3_IMSA_DriverPlugId;DRIVER3_IMSA_DriverRatingLong;DRIVER3_*Extra 4;DRIVER3_*Extra 5;DRIVER4_FIRSTNAME;DRIVER4_SECONDNAME;DRIVER4_LICENSE;DRIVER4_HOMETOWN;DRIVER4_COUNTRY;DRIVER4_SHORTNAME;DRIVER4_IMSA_DriverId;DRIVER4_IMSA_DriverPlugId;DRIVER4_IMSA_DriverRatingLong;DRIVER4_*Extra 4;DRIVER4_*Extra 5;DRIVER5_FIRSTNAME;DRIVER5_SECONDNAME;DRIVER5_LICENSE;DRIVER5_HOMETOWN;DRIVER5_COUNTRY;DRIVER5_SHORTNAME;DRIVER5_IMSA_DriverId;DRIVER5_IMSA_DriverPlugId;DRIVER5_IMSA_DriverRatingLong;DRIVER5_*Extra 4;DRIVER5_*Extra 5;DRIVER6_FIRSTNAME;DRIVER6_SECONDNAME;DRIVER6_LICENSE;DRIVER6_HOMETOWN;DRIVER6_COUNTRY;DRIVER6_SHORTNAME;DRIVER6_IMSA_DriverId;DRIVER6_IMSA_DriverPlugId;DRIVER6_IMSA_DriverRatingLong;DRIVER6_*Extra 4;DRIVER6_*Extra 5;
1;540;23;1:52.636;-;-;183.1;26;Black Swan Racing;GS;;;Porsche 718 GT4 RS CS;M;1602;30;5;108;112;3;;12063;;;Tim;Pappas;Bronze;Boston, MA;;;1158;1;Bronze;;;Jeroen;Bleekemolen;Gold;Monaco, Monaco;;;186;2;Gold;;;Sebastiaan;Bleekemolen;Silver;Aerdenhout, Netherlands;;;2691;3;Silver;;;;;;;;;;;;;;;;;;;;;
26;96;9;1:55.649;+3.013;+0.392;178.3;25;Turner Motorsport;GS;;;BMW M4 GT4;M;610;38;5;68;74;3;;12039;;;Michael;Dinan;Silver;New York City, NY;;;2775;3;Silver;;;Robby;Foley;Silver;Randolph, NJ;;;1302;2;Silver;;;Vincent;Barletta;Bronze;Canton, MA;;;1894;4;Bronze;;;;;;;;;;;;;;;;;;;;;
27;27;9;1:55.938;+3.302;+0.289;177.9;27;Automatic Racing;GS;;;Aston Martin Vantage GT4;M;1587;95;5;56;73;3;;12049;;;Jon;Branam;Bronze;Miami, FL;;;1238;1;Bronze;;;Paul;Kiebler IV;Bronze;Cleveland, OH;;;2129;2;Bronze;;;;;;;;;;;;;;;;;;;;;;;;;;;
28;09;26;1:56.508;+3.872;+0.570;177.0;27;Automatic Racing;GS;;;Aston Martin Vantage GT4;M;625;95;5;56;73;3;;12056;;;Ramin;Abdolvahabi;;Palm Bch Gardens, FL;;;2227;1;;;;Rob;Ecklin;;Lancaster, PA;;;452;2;;;;Brandon;Kidd;Silver;Syracuse, NY;;;1581;3;Silver;;;;;;;;;;;;;;;;;;;;;
29;61;11;1:59.606;+6.970;+3.098;172.4;16;Road Shagger Racing;TCR;;;Audi RS3 LMS SEQ;M;1409;342;22;99;909;3;;12072;;;Gavin;Ernstone;;Las Vegas, NV;;;1652;1;;;;Jon;Morley;Bronze;San Francisco, CA;;;2667;2;Bronze;;;;;;;;;;;;;;;;;;;;;;;;;;;
30;44;14;1:59.780;+7.144;+0.174;172.2;16;NGP Motorsports;TCR;;;Audi RS3 LMS DSG;M;1588;406;22;94;909;3;;12073;;;Tristan;Herbert;Bronze;Great Falls, VA;;;2256;2;Bronze;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31;17;13;2:00.148;+7.512;+0.368;171.7;21;Unitronic JDC-Miller MotorSports;TCR;;;Audi RS3 LMS SEQ;M;956;270;22;99;909;3;;12064;;;Chris;Miller;Silver;Minneapolis, MN;;;265;1;Silver;;;Mikey;Taylor;;Pretoria, South Africa;;;791;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;2;10;2:00.453;+7.817;+0.305;171.2;19;Bryan Herta Autosport w/ Curb Agajanian;TCR;;;Hyundai Elantra N TCR;M;1546;255;22;98;7660;3;;12069;;;AJ;Muss;Silver;Rumson, NJ;;;1929;2;Silver;;;Ryan;Norman;Silver;Estero, FL;;;1927;3;Silver;;;Parker;Chase;;New Braunfels, TX;;;;;;;;;;;;;;;;;;;;;;;;;;
33;33;12;2:00.553;+7.917;+0.100;171.1;20;Bryan Herta Autosport w/ Curb Agajanian;TCR;;;Hyundai Elantra N TCR;M;952;255;22;98;7660;3;;12068;;;Robert;Wickens;Gold;Guelph, ON;;;1286;2;Gold;;;Mark;Wilkins;Gold;Mulmur, ON;;;317;4;Gold;;;Harry;Gottsacker;Silver;San Antonio, TX;;;1456;3;Silver;;;;;;;;;;;;;;;;;;;;;
34;99;12;2:00.659;+8.023;+0.106;170.9;23;Victor Gonzalez Racing Team - VGRT;TCR;;;Honda Civic FK7 TCR;M;1596;410;22;97;2081;3;;12075;;;Victor;Gonzalez;;Trujillo Alto, PR;;;811;1;;;;Ruben;Iglesias;;Cayey, PR;;;2404;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35;54;10;2:00.720;+8.084;+0.061;170.9;18;Michael Johnson Racing w/ Bryan Herta Autosport;TCR;;;Hyundai Elantra N TCR;M;1545;255;6;98;7660;3;;12066;;;Michael;Johnson;;Mount Morris, MI;;;261;1;;;;Stephen;Simpson;Silver;Cape Town, South Africa;;;765;3;Silver;;;Mason;Filippi;;Alamo, CA;;;;5;;;;;;;;;;;;;;;;;;;;;;
36;1;14;2:00.778;+8.142;+0.058;170.8;24;Bryan Herta Autosport w/ Curb Agajanian;TCR;;;Hyundai Elantra N TCR;M;1547;255;22;98;7660;3;;12070;;;Taylor;Hagler;Silver;San Antonio, TX;;;1921;3;Silver;;;Michael;Lewis;Gold;Laguna Beach, CA;;;730;2;Gold;;;Tyler;Maxson;;Bogart, GA;;;;1;;;;;;;;;;;;;;;;;;;;;;
37;19;16;2:01.424;+8.788;+0.646;169.9;23;VAN DER STEUR RACING;TCR;;;Hyundai Veloster N TCR;M;950;341;22;76;7660;3;;12074;;;Rory;van der Steur;Silver;Chesapeake City, MD;;;2693;1;Silver;;;Tyler;Gonzalez;Silver;St. Cloud, FL;;;2164;3;Silver;;;;;;;;;;;;;;;;;;;;;;;;;;;
38;5;0;;;;;0;KMW Motorsports with TMR Engineering;TCR;;;Alfa Romeo Giulietta Veloce TCR;M;962;265;22;95;7658;3;;12071;;;Roy;Block;;Winter Park, FL;;;1077;3;;;;Tim;Lewis;Bronze;Boca Raton, FL;;;1801;2;Bronze;;;;;;;;;;;;;;;;;;;;;;;;;;;
39;41;0;;;;;1;PF Racing;GS;;;Ford Mustang GT4;M;708;243;5;54;107;3;;12053;;;Austin;Cindric;Gold;Mooresville, NC;;;878;1;Gold;;;Harrison;Burton;;Huntersville, NC;;;2769;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
40;59;0;;;;;0;KohR Motorsports;GS;;;Ford Mustang GT4;M;290;161;5;54;107;3;;12062;;;Bob;Michaelian;Bronze;Seal Beach, CA;;;417;7;Bronze;;;Billy;Johnson;Gold;Boynton Beach, FL;;;365;3;Gold;;;;;;;;;;;;;;;;;;;;;;;;;;;
