POS;NUMBER;LAP;TIME;GAP_FIRST;GAP_PREVIOUS;KPH; LAPS;TEAM;CLASS;GROUP;DIVISION;VEHICLE;TIRES;IMSA_CarId;IMSA_TeamId;IMSA_ClassId;IMSA_CarTypeId;IMSA_ManufacturerId;IMSA_TireId;IMSA_SponsorId;IMSA_EventEntryId;*Extra 9;*Extra 10;DRIVER1_FIRSTNAME;DRIVER1_SECONDNAME;DRIVER1_LICENSE;DRIVER1_HOMETOWN;DRIVER1_COUNTRY;DRIVER1_SHORTNAME;DRIVER1_IMSA_DriverId;DRIVER1_IMSA_DriverPlugId;DRIVER1_IMSA_DriverRatingLong;DRIVER1_*Extra 4;DRIVER1_*Extra 5;DRIVER2_FIRSTNAME;DRIVER2_SECONDNAME;DRIVER2_LICENSE;DRIVER2_HOMETOWN;DRIVER2_COUNTRY;DRIVER2_SHORTNAME;DRIVER2_IMSA_DriverId;DRIVER2_IMSA_DriverPlugId;DRIVER2_IMSA_DriverRatingLong;DRIVER2_*Extra 4;DRIVER2_*Extra 5;DRIVER3_FIRSTNAME;DRIVER3_SECONDNAME;DRIVER3_LICENSE;DRIVER3_HOMETOWN;DRIVER3_COUNTRY;DRIVER3_SHORTNAME;DRIVER3_IMSA_DriverId;DRIVER3_IMSA_DriverPlugId;DRIVER3_IMSA_DriverRatingLong;DRIVER3_*Extra 4;DRIVER3_*Extra 5;DRIVER4_FIRSTNAME;DRIVER4_SECONDNAME;DRIVER4_LICENSE;DRIVER4_HOMETOWN;DRIVER4_COUNTRY;DRIVER4_SHORTNAME;DRIVER4_IMSA_DriverId;DRIVER4_IMSA_DriverPlugId;DRIVER4_IMSA_DriverRatingLong;DRIVER4_*Extra 4;DRIVER4_*Extra 5;DRIVER5_FIRSTNAME;DRIVER5_SECONDNAME;DRIVER5_LICENSE;DRIVER5_HOMETOWN;DRIVER5_COUNTRY;DRIVER5_SHORTNAME;DRIVER5_IMSA_DriverId;DRIVER5_IMSA_DriverPlugId;DRIVER5_IMSA_DriverRatingLong;DRIVER5_*Extra 4;DRIVER5_*Extra 5;DRIVER6_FIRSTNAME;DRIVER6_SECONDNAME;DRIVER6_LICENSE;DRIVER6_HOMETOWN;DRIVER6_COUNTRY;DRIVER6_SHORTNAME;DRIVER6_IMSA_DriverId;DRIVER6_IMSA_DriverPlugId;DRIVER6_IMSA_DriverRatingLong;DRIVER6_*Extra 4;DRIVER6_*Extra 5;
1;540;23;1:52.636;-;-;183.1;26;Black Swan Racing;GS;;;Porsche 718 GT4 RS CS;M;1602;30;5;108;112;3;;12063;;;Tim;Pappas;Bronze;Boston, MA;;;1158;1;Bronze;;;Jeroen;Bleekemolen;Gold;Monaco, Monaco;;;186;2;Gold;;;Sebastiaan;Bleekemolen;Silver;Aerdenhout, Netherlands;;;2691;3;Silver;;;;;;;;;;;;;;;;;;;;;
2;47;9;1:52.701;+0.065;+0.065;183.0;26;NOLASPORT;GS;;;Porsche 718 GT4 RS CS;M;1581;403;5;108;112;3;;12048;;;Matt;Travis;Bronze;The Woodlands, TX;;;1686;5;Bronze;;;Jason;Hart;Silver;Flower Mound, TX;;;699;2;Silver;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;40;22;1:52.934;+0.298;+0.233;182.6;25;PF Racing;GS;;;Ford Mustang GT4;M;629;243;5;54;107;3;;12054;;;James;Pesek;Silver;Harrisonville, MO;;;1745;3;Silver;;;Chad;McCumbee;Silver;Shallotte, NC;;;461;1;Silver;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;32;13;1:52.936;+0.300;+0.002;182.6;27;GMG Racing;GS;;;Porsche 718 GT4 RS CS;M;1572;387;5;108;112;3;;12047;;;Kyle;Washington;Bronze;Indio, CA;;;2608;1;Bronze;;;James;Sofronas;Bronze;Villa Park, CA;;;106;2;Bronze;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;42;21;1:53.155;+0.519;+0.219;182.3;24;PF Racing;GS;;;Ford Mustang GT4;M;1595;243;5;54;107;3;;12052;;;Chase;Briscoe;;Mitchell, IN;;;1614;1;;;;Hailie;Deegan;;Temecula, CA;;;2025;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;46;11;1:53.190;+0.554;+0.035;182.2;22;TeamTGM;GS;;;Porsche 718 GT4 RS CS;M;1535;79;5;108;112;3;;12037;;;Hugh;Plumb;Bronze;Unionville, PA;;;421;3;Bronze;;;Matt;Plumb;Silver;Chadds Ford, PA;;;429;2;Silver;;;;;;;;;;;;;;;;;;;;;;;;;;;
7;83;13;1:53.220;+0.584;+0.030;182.2;28;BGB Motorsports;GS;;;Porsche 718 GT4 RS CS;M;1597;157;5;108;112;3;;12055;;;Thomas;Collingwood;Bronze;St. John's, NL;;;1796;1;Bronze;;;John;Tecce;Bronze;Ormond Beach, FL;;;1268;2;Bronze;;;Spencer;Pumpelly;Silver;Atlanta, GA;;;64;3;Silver;;;;;;;;;;;;;;;;;;;;;
8;8;17;1:53.227;+0.591;+0.007;182.2;20;McCann Racing;GS;;;Porsche 718 GT4 RS CS;M;1532;303;5;108;112;3;;12035;;;Andrew;Davis;Silver;Athens, GA;;;329;2;Silver;;;Michael;McCann;;Canton, OH;;;1937;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;93;21;1:53.246;+0.610;+0.019;182.1;25;CarBahn with Peregrine Racing;GS;;;Porsche 718 GT4 RS CS;M;1594;378;5;108;112;3;;12051;;;Mark;Siegel;Bronze;Palo Alto, CA;;;1569;1;Bronze;;;Tom;Dyer;Silver;West Jordan, UT;;;805;2;Silver;;;Tyler;McQuarrie;Silver;Danville, CA;;;454;3;Silver;;;;;;;;;;;;;;;;;;;;;
10;56;14;1:53.361;+0.725;+0.115;181.9;27;Murillo Racing;GS;;;Mercedes-AMG GT GT4;M;765;212;5;89;7643;3;;12044;;;Jeff;Mosing;Bronze;Austin, TX;;;487;2;Bronze;;;Eric;Foss;;Fort Worth, TX;;;488;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;71;9;1:53.519;+0.883;+0.158;181.7;29;Rebel Rock Racing;GS;;;Chevrolet Camaro GT4.R;M;539;45;5;63;105;3;;12061;;;Frank;DePew;;Richmond, VA;;;1151;3;;;;Robin;Liddell;Silver;Edinburgh, Scotland;;;411;1;Silver;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;72;18;1:53.576;+0.940;+0.057;181.6;29;Murillo Racing;GS;;;Mercedes-AMG GT GT4;M;1598;212;5;89;7643;3;;12058;;;Kenny;Murillo;Silver;Santa Rosa, CA;;;1820;4;Silver;;;Christian;Szymczak;Silver;Oakland, CA;;;850;2;Silver;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;11;27;1:54.040;+1.404;+0.464;180.9;27;Capstone Motorsports;GS;;;Mercedes-AMG GT GT4;M;1530;380;5;89;7643;3;;12034;;;Gary;Ferrera;;Littleton, CO;;;1735;1;;;;Kris;Wilson;Bronze;Golden, CO;;;423;2;Bronze;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;95;13;1:54.110;+1.474;+0.070;180.8;24;Turner Motorsport;GS;;;BMW M4 GT4;M;760;38;5;68;74;3;;12038;;;Bill;Auberlen;Gold;Lake Havasu City, AZ;;;39;1;Gold;;;Dillon;Machavern;Silver;Charlotte, VT;;;463;3;Silver;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;64;6;1:54.145;+1.509;+0.035;180.7;22;TeamTGM;GS;;;Porsche 718 GT4 RS CS;M;1534;79;5;108;112;3;;12036;;;Ted;Giovanis;Bronze;Highland, MD;;;489;1;Bronze;;;Owen;Trinkler;Silver;Nashville,TN;;;519;5;Silver;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;14;16;1:54.366;+1.730;+0.221;180.3;23;Riley Motorsports;GS;;;Toyota Supra GT4;M;919;35;5;104;7662;3;;12041;;;Alfredo;Najri;;Santo Domingo, DR;;;2257;1;;;;Thiago;Camilo;Gold;Sao Paulo, Brazil;;;2590;2;Gold;;;Julian;Santero;Silver;Mendoza, Argentina;;;2752;3;Silver;;;;;;;;;;;;;;;;;;;;;
17;68;16;1:54.469;+1.833;+0.103;180.2;17;Smooge Racing;GS;;;Toyota Supra GT4;M;1578;401;5;104;7662;3;;12059;;;Kevin;Conway;Bronze;Charlotte, NC;;;745;2;Bronze;;;John;Geesbreght;Silver;Fort Worth, TX;;;2778;1;Silver;;;Jack;Hawksworth;Gold;Bradford, United Kingdom;;;838;3;Gold;;;;;;;;;;;;;;;;;;;;;
18;21;10;1:54.472;+1.836;+0.003;180.2;24;Riley Motorsports;GS;;;Toyota Supra GT4;M;1414;35;5;104;7662;3;;12042;;;Anton;Dias Perera;;Memphis,TN;;;1987;1;;;;Colin;Braun;Gold;Ovalo, TX;;;61;2;Gold;;;Scott;Andrews;Gold;Torquay, Australia;;;1657;3;Gold;;;;;;;;;;;;;;;;;;;;;
19;6;23;1:54.816;+2.180;+0.344;179.6;27;Forbush Performance;GS;;;Toyota Supra GT4;M;1521;389;5;104;7662;3;;12057;;;Nick;Galante;Silver;Greenfield, MA;;;784;4;Silver;;;Tom;Long;Gold;Fort Mill, SC;;;622;3;Gold;;;Luke;Rumburg;;Beaverdam, VA;;;1555;2;;;;;;;;;;;;;;;;;;;;;;
20;3;12;1:54.983;+2.347;+0.167;179.4;26;JG Wentworth Racing by Infinity Autosport;GS;;;Toyota Supra GT4;M;1593;409;5;104;7662;3;;12050;;;Sheena;Monk;Bronze;Newtown, PA;;;1532;1;Bronze;;;Jeff;Segal;Gold;Miami, FL;;;83;4;Gold;;;;;;;;;;;;;;;;;;;;;;;;;;;
21;92;14;1:55.015;+2.379;+0.032;179.3;28;Random Vandals Racing;GS;;;BMW M4 GT4;M;1569;397;5;68;74;3;;12046;;;Paul;Sparta;Bronze;Great Falls, VA;;;2694;1;Bronze;;;Al;Carter;Bronze;Greenville, DE;;;242;2;Bronze;;;;;;;;;;;;;;;;;;;;;;;;;;;
22;43;9;1:55.150;+2.514;+0.135;179.1;25;Stephen Cameron Racing;GS;;;BMW M4 GT4;M;909;220;5;68;74;3;;12043;;;Sean;Quinlan;Bronze;Palo Alto, CA;;;2172;1;Bronze;;;Gregory;Liefooghe;Silver;San Francisco, CA;;;504;2;Silver;;;;;;;;;;;;;;;;;;;;;;;;;;;
23;7;11;1:55.167;+2.531;+0.017;179.1;22;Volt Racing;GS;;;Aston Martin Vantage GT4;M;1555;392;5;56;73;3;;12040;;;Alan;Brynjolfsson;Bronze;Tampa, FL;;;1271;1;Bronze;;;Trent;Hindman;Gold;Ocean Township, NJ;;;244;2;Gold;;;;;;;;;;;;;;;;;;;;;;;;;;;
24;12;19;1:55.241;+2.605;+0.074;179.0;27;NTE Sport;GS;;;Aston Martin Vantage GT4;M;1599;353;5;56;73;3;;12060;;;Manny;Franco;;Milwaukee, WI;;;2584;1;;;;Josh;Hurley;Silver;Livermore, CA;;;947;2;Silver;;;Romeo;Kapudija;Bronze;Barrngton, IL;;;2722;3;Bronze;;;;;;;;;;;;;;;;;;;;;
25;65;23;1:55.257;+2.621;+0.016;179.0;27;Murillo Racing;GS;;;Mercedes-AMG GT GT4;M;766;212;5;89;7643;3;;12045;;;Brent;Mosing;Bronze;Lafayette, LA;;;492;2;Bronze;;;Tim;Probert;Bronze;Houston, TX;;;491;1;Bronze;;;;;;;;;;;;;;;;;;;;;;;;;;;
