NUMBER; DRIVER_NUMBER; LAP_NUMBER; LAP_TIME; LAP_IMPROVEMENT; CROSSING_FINISH_LINE_IN_PIT; S1; S1_IMPROVEMENT; S2; S2_IMPROVEMENT; S3; S3_IMPROVEMENT; KPH; ELAPSED; HOUR;
46;0;2;2:11.041;0;;37.539;0;37.135;3;56.367;0;160.5;4:47.924;15:04;
46;0;3;2:12.544;0;;37.294;2;39.468;0;55.782;0;158.7;7:00.468;15:07;
46;0;4;2:12.443;2;;37.359;0;39.326;0;55.758;0;158.8;9:12.911;15:09;
46;0;5;2:12.539;0;;37.586;0;39.230;1;55.723;2;158.7;11:25.450;15:11;
5;0;1;2:39.539;0;;1:00.290;0;41.846;0;57.403;0;131.8;2:39.539;15:02;
5;0;2;2:13.576;0;;37.302;0;39.720;0;56.554;0;157.4;4:53.115;15:04;
5;0;3;2:12.942;2;;37.165;2;39.245;2;56.532;2;158.2;7:06.057;15:07;
5;0;4;2:13.565;0;;37.585;0;39.324;0;56.656;0;157.5;9:19.622;15:09;
5;0;5;2:13.315;0;;37.223;0;39.395;0;56.697;0;157.8;11:32.937;15:11;
5;0;6;2:49.589;0;B;42.973;0;49.644;0;1:16.972;0;124.0;14:22.526;15:14;
64;0;1;18:26.534;0;;16:44.760;0;42.437;0;59.337;0;19.0;18:26.534;15:18;
64;0;2;2:17.892;0;;39.482;0;40.406;0;58.004;0;152.5;20:44.426;15:20;
64;0;3;2:21.500;0;;42.140;0;41.022;0;58.338;0;148.6;23:05.926;15:23;
64;0;4;2:18.385;0;;38.612;0;41.205;0;58.568;0;152.0;25:24.311;15:25;
64;0;5;2:16.215;2;;38.165;0;40.122;2;57.928;2;154.4;27:40.526;15:27;
64;0;6;2:17.539;0;;38.151;2;40.912;0;58.476;0;152.9;29:58.065;15:29;
69;0;1;18:56.178;0;;17:12.133;0;43.018;0;1:01.027;0;18.5;18:56.178;15:18;
69;0;2;2:22.547;0;;40.063;0;42.303;0;1:00.181;0;147.5;21:18.725;15:21;
69;0;3;2:20.200;0;;39.450;0;41.228;0;59.522;0;150.0;23:38.925;15:23;
69;0;4;2:20.575;0;;39.447;0;41.478;0;59.650;0;149.6;25:59.500;15:25;
69;0;5;2:20.587;0;;39.422;0;41.332;0;59.833;0;149.6;28:20.087;15:28;
69;0;6;2:19.093;2;;39.349;2;41.011;2;58.733;2;151.2;30:39.180;15:30;
76;0;1;17:40.007;0;;15:55.217;0;45.278;0;59.512;0;19.8;17:40.007;15:17;
76;0;2;2:15.594;0;;37.945;0;40.721;0;56.928;0;155.1;19:55.601;15:19;
76;0;3;2:14.962;0;;37.645;0;40.413;0;56.904;0;155.8;22:10.563;15:22;
76;0;4;2:14.592;2;;37.641;2;40.214;2;56.737;2;156.3;24:25.155;15:24;
76;0;5;2:15.192;0;;37.676;0;40.339;0;57.177;0;155.6;26:40.347;15:26;
911;0;1;18:38.096;0;B;15:54.514;0;42.747;0;2:00.835;0;18.8;18:38.096;15:18;
911;0;2;2:38.387;0;;56.935;0;41.458;0;59.994;2;132.8;21:16.483;15:21;
911;0;3;10:56.852;0;B;37.247;2;39.999;2;9:39.606;0;32.0;32:13.335;15:32;
