NUMBER; DRIVER_NUMBER; LAP_NUMBER; LAP_TIME; LAP_IMPROVEMENT; CROSSING_FINISH_LINE_IN_PIT; S1; S1_IMPROVEMENT; S2; S2_IMPROVEMENT; S3; S3_IMPROVEMENT; KPH; ELAPSED; HOUR;
1;0;1;4:15.201;0;;2:32.501;0;43.728;0;58.972;0;82.4;4:15.201;15:04;
1;0;2;2:12.671;0;;37.014;0;39.698;0;55.959;2;158.5;6:27.872;15:06;
1;0;3;2:12.617;2;;36.899;2;39.554;2;56.164;0;158.6;8:40.489;15:08;
1;0;4;2:19.389;0;;37.728;0;44.503;0;57.158;0;150.9;10:59.878;15:10;
1;0;5;2:43.165;0;B;42.299;0;46.395;0;1:14.471;0;128.9;13:43.043;15:13;
11;0;1;4:12.437;0;B;1:31.461;0;1:15.693;0;1:25.283;0;83.3;4:12.437;15:04;
11;0;2;4:09.885;0;B;1:58.851;0;53.752;0;1:17.282;0;84.2;8:22.322;15:08;
11;0;3;3:44.500;0;;2:09.283;0;39.401;2;55.816;2;93.7;12:06.822;15:12;
11;0;4;2:27.768;0;B;37.038;2;39.427;0;1:11.303;0;142.3;14:34.590;15:14;
12;0;1;17:33.931;0;;15:53.361;0;42.856;0;57.714;0;20.0;17:33.931;15:17;
12;0;2;2:15.431;0;;37.755;0;40.435;0;57.241;0;155.3;19:49.362;15:19;
12;0;3;2:15.095;0;;37.744;0;40.629;0;56.722;0;155.7;22:04.457;15:22;
12;0;4;2:14.382;0;;37.436;2;39.984;0;56.962;0;156.5;24:18.839;15:24;
12;0;5;2:13.918;2;;37.482;0;39.892;2;56.544;2;157.0;26:32.757;15:26;
12;0;6;2:19.618;0;;37.560;0;40.626;0;1:01.432;0;150.6;28:52.375;15:28;
12;0;7;2:15.349;0;;37.709;0;40.493;0;57.147;0;155.4;31:07.724;15:31;
14;0;1;2:38.162;0;;56.519;0;43.942;0;57.701;0;133.0;2:38.162;15:02;
14;0;2;2:12.796;0;;37.405;0;39.492;0;55.899;0;158.4;4:50.958;15:04;
14;0;3;2:12.284;0;;37.107;0;39.317;0;55.860;2;159.0;7:03.242;15:07;
14;0;4;2:12.038;2;;36.870;3;39.190;2;55.978;0;159.3;9:15.280;15:09;
14;0;5;2:12.070;0;;36.985;0;39.207;0;55.878;0;159.2;11:27.350;15:11;
2;0;1;2:51.439;0;;1:03.501;0;48.968;0;58.970;0;122.7;2:51.439;15:02;
2;0;2;2:12.559;0;;37.495;0;39.140;0;55.924;2;158.7;5:03.998;15:05;
2;0;3;2:12.451;0;;36.946;2;39.287;0;56.218;0;158.8;7:16.449;15:07;
2;0;4;2:11.910;2;;36.981;0;38.970;2;55.959;0;159.4;9:28.359;15:09;
2;0;5;2:13.172;0;;36.959;0;39.493;0;56.720;0;157.9;11:41.531;15:11;
2;0;6;2:41.871;0;B;41.986;0;44.046;0;1:15.839;0;129.9;14:23.402;15:14;
22;0;1;18:04.544;0;;16:17.058;0;46.503;0;1:00.983;0;19.4;18:04.544;15:18;
22;0;2;2:19.669;0;;38.968;0;41.364;0;59.337;0;150.6;20:24.213;15:20;
22;0;3;2:19.472;0;;38.904;0;41.532;0;59.036;0;150.8;22:43.685;15:22;
22;0;4;2:19.137;2;;39.054;0;41.159;2;58.924;2;151.2;25:02.822;15:25;
22;0;5;2:19.201;0;;38.630;2;41.283;0;59.288;0;151.1;27:22.023;15:27;
22;0;6;2:21.969;0;;38.825;0;41.997;0;1:01.147;0;148.1;29:43.992;15:29;
23;0;1;17:48.755;0;;16:00.997;0;45.322;0;1:02.436;0;19.7;17:48.755;15:17;
23;0;2;2:21.512;0;;40.048;0;41.916;0;59.548;0;148.6;20:10.267;15:20;
23;0;3;2:19.641;2;;39.119;1;41.295;2;59.227;2;150.6;22:29.908;15:22;
24;0;1;19:09.378;0;;17:31.188;0;41.346;0;56.844;0;18.3;19:09.378;15:19;
24;0;2;2:27.584;0;;37.289;0;47.801;0;1:02.494;0;142.5;21:36.962;15:21;
24;0;3;2:11.720;3;;37.092;0;39.051;2;55.577;3;159.7;23:48.682;15:23;
24;0;4;2:12.575;0;;37.010;2;39.336;0;56.229;0;158.6;26:01.257;15:26;
26;0;1;17:37.289;0;;15:55.842;0;42.317;0;59.130;0;19.9;17:37.289;15:17;
26;0;2;2:14.810;0;;37.806;0;40.022;0;56.982;2;156.0;19:52.099;15:19;
26;0;3;2:15.714;0;;37.980;0;40.173;0;57.561;0;155.0;22:07.813;15:22;
26;0;4;2:14.947;0;;37.748;0;40.018;2;57.181;0;155.8;24:22.760;15:24;
26;0;5;2:14.805;2;;37.665;2;40.109;0;57.031;0;156.0;26:37.565;15:26;
3;0;1;3:33.016;0;;1:48.348;0;44.585;0;1:00.083;0;98.7;3:33.016;15:03;
3;0;2;2:14.760;2;;37.764;2;40.026;2;56.970;2;156.1;5:47.776;15:05;
3;0;3;2:15.591;0;;37.923;0;40.243;0;57.425;0;155.1;8:03.367;15:08;
3;0;4;2:32.628;0;;42.888;0;48.826;0;1:00.914;0;137.8;10:35.995;15:10;
3;0;5;2:54.863;0;B;44.962;0;49.230;0;1:20.671;0;120.3;13:30.858;15:13;
30;0;1;17:30.627;0;;15:50.136;0;42.377;0;58.114;0;20.0;17:30.627;15:17;
30;0;2;2:14.470;0;;38.029;0;40.310;0;56.131;2;156.4;19:45.097;15:19;
30;0;3;2:13.260;2;;37.416;0;39.686;0;56.158;0;157.8;21:58.357;15:21;
30;0;4;2:13.464;0;;37.011;2;39.642;2;56.811;0;157.6;24:11.821;15:24;
30;0;5;2:13.525;0;;37.072;0;39.910;0;56.543;0;157.5;26:25.346;15:26;
34;0;1;19:11.051;0;;17:31.893;0;41.291;0;57.867;0;18.3;19:11.051;15:19;
34;0;2;2:17.611;0;;38.333;0;42.003;0;57.275;2;152.8;21:28.662;15:21;
34;0;3;2:16.209;2;;38.228;0;40.528;0;57.453;0;154.4;23:44.871;15:23;
34;0;4;2:16.309;0;;38.163;2;40.539;0;57.607;0;154.3;26:01.180;15:26;
34;0;5;2:19.214;0;;40.499;0;40.515;1;58.200;0;151.1;28:20.394;15:28;
46;0;1;2:36.883;0;;54.693;0;43.821;0;58.369;0;134.1;2:36.883;15:02;
