POS;NUMBER;LAP;TIME;GAP_FIRST;GAP_PREVIOUS;KPH; LAPS;TEAM;CLASS;GROUP;DIVISION;VEHICLE;TIRES;IMSA_CarId;IMSA_TeamId;IMSA_ClassId;IMSA_CarTypeId;IMSA_ManufacturerId;IMSA_TireId;IMSA_SponsorId;IMSA_EventEntryId;*Extra 9;*Extra 10;DRIVER1_FIRSTNAME;DRIVER1_SECONDNAME;DRIVER1_LICENSE;DRIVER1_HOMETOWN;DRIVER1_COUNTRY;DRIVER1_SHORTNAME;DRIVER1_IMSA_DriverId;DRIVER1_IMSA_DriverPlugId;DRIVER1_IMSA_DriverRatingLong;DRIVER1_*Extra 4;DRIVER1_*Extra 5;DRIVER2_FIRSTNAME;DRIVER2_SECONDNAME;DRIVER2_LICENSE;DRIVER2_HOMETOWN;DRIVER2_COUNTRY;DRIVER2_SHORTNAME;DRIVER2_IMSA_DriverId;DRIVER2_IMSA_DriverPlugId;DRIVER2_IMSA_DriverRatingLong;DRIVER2_*Extra 4;DRIVER2_*Extra 5;DRIVER3_FIRSTNAME;DRIVER3_SECONDNAME;DRIVER3_LICENSE;DRIVER3_HOMETOWN;DRIVER3_COUNTRY;DRIVER3_SHORTNAME;DRIVER3_IMSA_DriverId;DRIVER3_IMSA_DriverPlugId;DRIVER3_IMSA_DriverRatingLong;DRIVER3_*Extra 4;DRIVER3_*Extra 5;DRIVER4_FIRSTNAME;DRIVER4_SECONDNAME;DRIVER4_LICENSE;DRIVER4_HOMETOWN;DRIVER4_COUNTRY;DRIVER4_SHORTNAME;DRIVER4_IMSA_DriverId;DRIVER4_IMSA_DriverPlugId;DRIVER4_IMSA_DriverRatingLong;DRIVER4_*Extra 4;DRIVER4_*Extra 5;DRIVER5_FIRSTNAME;DRIVER5_SECONDNAME;DRIVER5_LICENSE;DRIVER5_HOMETOWN;DRIVER5_COUNTRY;DRIVER5_SHORTNAME;DRIVER5_IMSA_DriverId;DRIVER5_IMSA_DriverPlugId;DRIVER5_IMSA_DriverRatingLong;DRIVER5_*Extra 4;DRIVER5_*Extra 5;DRIVER6_FIRSTNAME;DRIVER6_SECONDNAME;DRIVER6_LICENSE;DRIVER6_HOMETOWN;DRIVER6_COUNTRY;DRIVER6_SHORTNAME;DRIVER6_IMSA_DriverId;DRIVER6_IMSA_DriverPlugId;DRIVER6_IMSA_DriverRatingLong;DRIVER6_*Extra 4;DRIVER6_*Extra 5;
1;26;4;1:59.410;-;-;181.5;11;K2R Motorsports;LMP3;;;Ligier JS P3;M;730;183;23;58;7650;3;;6124;;;James;McGuire;Bronze;Palm Beach, FL;;;921;5;Bronze;;;Matthew;Bell;Silver;Newcastle Upon Tyne;;;424;3;Silver;;;Kay;van Berlo;Silver;Veghel, Netherlands;;;1759;1;Silver;;;;;;;;;;;;;;;;;;;;;
2;75;4;2:00.669;+1.259;+1.259;179.6;10;Performance Tech Motorsports;LMP3;;;Ligier JS P3;M;726;11;23;58;7650;3;;6120;;;Cameron;Cassels;Bronze;Coldstream, BC;;;1001;2;Bronze;;;Max;Hanratty;Silver;Milwaukee, WI;;;980;3;Silver;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;48;7;2:01.069;+1.659;+0.400;179.0;10;Paul Miller Racing;GT3;;;Lamborghini Huracan GT3;M;737;34;24;13;1609;3;;6132;;;Bryan;Sellers;Gold;Flowery Branch, GA;;;18;1;Gold;;;Madison;Snow;Silver;Lindon, UT;;;155;2;Silver;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;33;9;2:01.220;+1.810;+0.151;178.8;11;Sean Creech Motorsport;LMP3;;;Ligier JS P3;M;728;286;23;58;7650;3;;6122;;;Lance;Willsey;Bronze;Saint Augustine, FL;;;664;2;Bronze;;;Oliver;Askew;;Jupiter, FL;;;1923;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;47;6;2:01.321;+1.911;+0.101;178.6;9;Forty 7 Motorsports;LMP3;;;Norma M30;M;734;193;23;62;7655;3;;6129;;;Joel;Janco;Bronze;Key Largo, FL;;;271;1;Bronze;;;Jonatan;Jorge;Bronze;Bradenton, FL;;;1206;2;Bronze;;;Tristan;Nunez;Gold;Boca Raton, FL;;;169;3;Gold;;;;;;;;;;;;;;;;;;;;;
6;74;10;2:01.370;+1.960;+0.049;178.5;10;Riley Motorsports;GT3;;;Mercedes-AMG;M;716;147;24;69;7643;3;;6101;;;Gar;Robinson;Am;San Antonio, TX;;;861;1;Am;;;Lawson;Aschenbach;Gold;Palm Bch Grdns, FL;;;380;2;Gold;;;;;;;;;;;;;;;;;;;;;;;;;;;
7;6;9;2:01.544;+2.134;+0.174;178.3;11;Performance Tech Motorsports;LMP3;;;Ligier JS P3;M;725;11;23;58;7650;3;;6119;;;Blake;Mount;Silver;Denver, CO;;;1807;2;Silver;;;Dan;Goldburg;Bronze;Delray Beach, FL;;;1915;1;Bronze;;;Baylor;Griffin;;Tampa, FL;;;1920;3;;;;;;;;;;;;;;;;;;;;;;
8;64;4;2:01.649;+2.239;+0.105;178.1;5;K2R Motorsports;LMP3;;;Ligier JS P3;M;729;183;23;58;7650;3;;6123;;;Naveen;Rao;Bronze;San Diego, CA;;;1393;5;Bronze;;;Scott;Andrews;Silver;Atlanta, GA;;;1657;1;Silver;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;16;9;2:01.912;+2.502;+0.263;177.7;10;Wright Motorpsorts;GT3;;;Porsche 911 GT3 R;M;732;111;24;14;112;3;;6127;;;Ryan;Hardwick;Bronze;Atlanta, GA;;;1256;1;Bronze;;;Maxwell;Root;;San Diego, CA;;;1654;2;;;;Jan;Heylen;Silver;Clearwater, FL;;;184;3;Silver;;;;;;;;;;;;;;;;;;;;;
10;54;6;2:01.933;+2.523;+0.021;177.7;11;Black Swan Racing;GT3;;;Porsche 911 GT3 R;M;723;263;24;14;112;3;;6114;;;Timothy;Pappas;Bronze;Boston, MA;;;1158;1;Bronze;;;Marc;Miller;Silver;Grand Rapids, MI;;;455;5;Silver;;;Spencer;Pumpelly;Silver;Atlanta, GA;;;64;3;Silver;;;;;;;;;;;;;;;;;;;;;
11;30;3;2:02.653;+3.243;+0.720;176.7;11;Sean Creech Motorsport;LMP3;;;Ligier JS P3;M;727;286;23;58;7650;3;;6121;;;Naj;Husain;Bronze;The Plains, VA;;;933;1;Bronze;;;Wayne;Boyd;Silver;Templepatrick, N. Ireland;;;1912;2;Silver;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;2;7;2:03.539;+4.129;+0.886;175.4;9;Ansa Motorsports;LMP3;;;Ligier JS P3;M;736;168;23;58;7650;3;;6131;;;Jon;Brownson;Bronze;Breckenridge, CO;;;171;2;Bronze;;;Tim;George;Bronze;Austin, TX;;;1139;1;Bronze;;;Neil;Alberico;Silver;Los Gatos, CA;;;1762;3;Silver;;;;;;;;;;;;;;;;;;;;;
13;61;9;2:03.549;+4.139;+0.010;175.4;10;Conquest Racing;LMP3;;;Norma M30;M;721;258;23;62;7655;3;;6113;;;Danny;Kok;Bronze;Pitt Meadows, BC;;;1543;1;Bronze;;;George;Staikos;Bronze;Toronto, ON;;;1916;5;Bronze;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;40;4;2:11.946;+12.536;+8.397;164.2;10;PF Racing;GT4;;;Ford Mustang GT4;M;735;243;25;54;107;3;;6130;;;James;Pesek;Silver;Harrisonville, MO;;;1745;3;Silver;;;Jade;Buford;Silver;Houston, TX;;;434;1;Silver;;;Shane;Lewis;Bronze;Jupiter Florida;;;427;2;Bronze;;;;;;;;;;;;;;;;;;;;;
15;93;8;2:12.344;+12.934;+0.398;163.7;9;CarBahn with Peregrine Racing;GT4;;;Audi R8;M;722;285;25;71;909;3;;6115;;;Sameer;Gandhi;;San Francisco, CA;;;1560;1;;;;Tom;Dyer;Silver;Corte Madera, CA;;;805;2;Silver;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;35;4;2:12.524;+13.114;+0.180;163.5;7;Riley Motorsports;GT4;;;Mercedes-AMG;M;717;147;25;69;7643;3;;6102;;;Jim;Cox;;Nokomis, FL;;;1248;1;;;;Dylan;Murry;Silver;Cumming, GA;;;1571;2;Silver;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;96;11;2:18.551;+19.141;+6.027;156.4;11;Turner Motorsport;GT4;;;BMW M4 GT4;M;731;38;25;68;74;3;;6126;;;Robby;Foley;Silver;Randolph, NJ;;;1302;2;Silver;;;Vin;Barletta;;Canton, MA;;;1894;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18;43;0;;;;;2;Robillard Racing;LMP3;;;Norma M30;M;733;252;23;62;7655;3;;6128;;;Joe;Robillard;Bronze;Short Hills, NJ;;;1509;1;Bronze;;;Stevan;McAleer;Silver;Cold Spring, NY;;;460;2;Silver;;;;;;;;;;;;;;;;;;;;;;;;;;;
