POS;NUMBER;LAP;TIME;GAP_FIRST;GAP_PREVIOUS;KPH; LAPS;TEAM;CLASS;GROUP;DIVISION;VEHICLE;TIRES;IMSA_CarId;IMSA_TeamId;IMSA_ClassId;IMSA_CarTypeId;IMSA_ManufacturerId;IMSA_TireId;IMSA_SponsorId;IMSA_EventEntryId;*Extra 9;*Extra 10;DRIVER1_FIRSTNAME;DRIVER1_SECONDNAME;DRIVER1_LICENSE;DRIVER1_HOMETOWN;DRIVER1_COUNTRY;DRIVER1_SHORTNAME;DRIVER1_IMSA_DriverId;DRIVER1_IMSA_DriverPlugId;DRIVER1_IMSA_DriverRatingLong;DRIVER1_*Extra 4;DRIVER1_*Extra 5;DRIVER2_FIRSTNAME;DRIVER2_SECONDNAME;DRIVER2_LICENSE;DRIVER2_HOMETOWN;DRIVER2_COUNTRY;DRIVER2_SHORTNAME;DRIVER2_IMSA_DriverId;DRIVER2_IMSA_DriverPlugId;DRIVER2_IMSA_DriverRatingLong;DRIVER2_*Extra 4;DRIVER2_*Extra 5;DRIVER3_FIRSTNAME;DRIVER3_SECONDNAME;DRIVER3_LICENSE;DRIVER3_HOMETOWN;DRIVER3_COUNTRY;DRIVER3_SHORTNAME;DRIVER3_IMSA_DriverId;DRIVER3_IMSA_DriverPlugId;DRIVER3_IMSA_DriverRatingLong;DRIVER3_*Extra 4;DRIVER3_*Extra 5;DRIVER4_FIRSTNAME;DRIVER4_SECONDNAME;DRIVER4_LICENSE;DRIVER4_HOMETOWN;DRIVER4_COUNTRY;DRIVER4_SHORTNAME;DRIVER4_IMSA_DriverId;DRIVER4_IMSA_DriverPlugId;DRIVER4_IMSA_DriverRatingLong;DRIVER4_*Extra 4;DRIVER4_*Extra 5;DRIVER5_FIRSTNAME;DRIVER5_SECONDNAME;DRIVER5_LICENSE;DRIVER5_HOMETOWN;DRIVER5_COUNTRY;DRIVER5_SHORTNAME;DRIVER5_IMSA_DriverId;DRIVER5_IMSA_DriverPlugId;DRIVER5_IMSA_DriverRatingLong;DRIVER5_*Extra 4;DRIVER5_*Extra 5;DRIVER6_FIRSTNAME;DRIVER6_SECONDNAME;DRIVER6_LICENSE;DRIVER6_HOMETOWN;DRIVER6_COUNTRY;DRIVER6_SHORTNAME;DRIVER6_IMSA_DriverId;DRIVER6_IMSA_DriverPlugId;DRIVER6_IMSA_DriverRatingLong;DRIVER6_*Extra 4;DRIVER6_*Extra 5;
1;47;14;1:59.221;-;-;181.7;25;Forty 7 Motorsports;LMP3;;;Norma M30;M;734;193;23;62;7655;3;;6129;;;Joel;Janco;Bronze;Key Largo, FL;;;271;1;Bronze;;;Jonatan;Jorge;Bronze;Bradenton, FL;;;1206;2;Bronze;;;Tristan;Nunez;Gold;Boca Raton, FL;;;169;3;Gold;;;;;;;;;;;;;;;;;;;;;
2;64;6;1:59.507;+0.286;+0.286;181.3;24;K2R Motorsports;LMP3;;;Ligier JS P3;M;729;183;23;58;7650;3;;6123;;;Naveen;Rao;Bronze;San Diego, CA;;;1393;5;Bronze;;;Scott;Andrews;Silver;Atlanta, GA;;;1657;1;Silver;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;33;9;1:59.599;+0.378;+0.092;181.2;21;Sean Creech Motorsport;LMP3;;;Ligier JS P3;M;728;286;23;58;7650;3;;6122;;;Lance;Willsey;Bronze;Saint Augustine, FL;;;664;2;Bronze;;;Oliver;Askew;;Jupiter, FL;;;1923;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;43;21;1:59.959;+0.738;+0.360;180.6;22;Robillard Racing;LMP3;;;Norma M30;M;733;252;23;62;7655;3;;6128;;;Joe;Robillard;Bronze;Short Hills, NJ;;;1509;1;Bronze;;;Stevan;McAleer;Silver;Cold Spring, NY;;;460;2;Silver;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;30;14;2:00.037;+0.816;+0.078;180.5;25;Sean Creech Motorsport;LMP3;;;Ligier JS P3;M;727;286;23;58;7650;3;;6121;;;Naj;Husain;Bronze;The Plains, VA;;;933;5;Bronze;;;Wayne;Boyd;Silver;Templepatrick, N. Ireland;;;1912;1;Silver;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;26;8;2:00.945;+1.724;+0.908;179.2;25;K2R Motorsports;LMP3;;;Ligier JS P3;M;730;183;23;58;7650;3;;6124;;;James;McGuire;Bronze;Palm Beach, FL;;;921;5;Bronze;;;Matthew;Bell;Silver;Newcastle Upon Tyne;;;424;3;Silver;;;Kay;van Berlo;Silver;Veghel, Netherlands;;;1759;1;Silver;;;;;;;;;;;;;;;;;;;;;
7;48;10;2:01.752;+2.531;+0.807;178.0;21;Paul Miller Racing;GT3;;;Lamborghini Huracan GT3;M;737;34;24;13;1609;3;;6132;;;Bryan;Sellers;Gold;Flowery Branch, GA;;;18;1;Gold;;;Madison;Snow;Silver;Lindon, UT;;;155;2;Silver;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;54;10;2:01.954;+2.733;+0.202;177.7;22;Black Swan Racing;GT3;;;Porsche 911 GT3 R;M;723;263;24;14;112;3;;6114;;;Timothy;Pappas;Bronze;Boston, MA;;;1158;1;Bronze;;;Marc;Miller;Silver;Grand Rapids, MI;;;455;5;Silver;;;Spencer;Pumpelly;Silver;Atlanta, GA;;;64;3;Silver;;;;;;;;;;;;;;;;;;;;;
9;74;8;2:02.245;+3.024;+0.291;177.3;21;Riley Motorsports;GT3;;;Mercedes-AMG;M;716;147;24;69;7643;3;;6101;;;Gar;Robinson;Am;San Antonio, TX;;;861;1;Am;;;Lawson;Aschenbach;Gold;Palm Bch Grdns, FL;;;380;2;Gold;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;16;4;2:02.457;+3.236;+0.212;176.9;22;Wright Motorpsorts;GT3;;;Porsche 911 GT3 R;M;732;111;24;14;112;3;;6127;;;Ryan;Hardwick;Bronze;Atlanta, GA;;;1256;1;Bronze;;;Maxwell;Root;;San Diego, CA;;;1654;2;;;;Jan;Heylen;Silver;Clearwater, FL;;;184;3;Silver;;;;;;;;;;;;;;;;;;;;;
11;6;10;2:02.931;+3.710;+0.474;176.3;24;Performance Tech Motorsports;LMP3;;;Ligier JS P3;M;725;11;23;58;7650;3;;6119;;;Blake;Mount;Silver;Denver, CO;;;1807;5;Silver;;;Dan;Goldburg;Bronze;Delray Beach, FL;;;1915;1;Bronze;;;Baylor;Griffin;;Tampa, FL;;;1920;3;;;;;;;;;;;;;;;;;;;;;;
12;75;15;2:03.177;+3.956;+0.246;175.9;16;Performance Tech Motorsports;LMP3;;;Ligier JS P3;M;726;11;23;58;7650;3;;6120;;;Cameron;Cassels;Bronze;Coldstream, BC;;;1001;2;Bronze;;;Max;Hanratty;Silver;Milwaukee, WI;;;980;3;Silver;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;2;8;2:03.207;+3.986;+0.030;175.9;22;Ansa Motorsports;LMP3;;;Ligier JS P3;M;736;168;23;58;7650;3;;6131;;;Jon;Brownson;Bronze;Breckenridge, CO;;;171;2;Bronze;;;Tim;George;Bronze;Austin, TX;;;1139;1;Bronze;;;Neil;Alberico;Silver;Los Gatos, CA;;;1762;3;Silver;;;;;;;;;;;;;;;;;;;;;
14;61;8;2:04.766;+5.545;+1.559;173.7;23;Conquest Racing;LMP3;;;Norma M30;M;721;258;23;62;7655;3;;6113;;;Danny;Kok;Bronze;Pitt Meadows, BC;;;1543;1;Bronze;;;George;Staikos;Bronze;Toronto, ON;;;1916;5;Bronze;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;93;9;2:12.372;+13.151;+7.606;163.7;20;CarBahn with Peregrine Racing;GT4;;;Audi R8;M;722;285;25;71;909;3;;6115;;;Sameer;Gandhi;;San Francisco, CA;;;1560;1;;;;Mark;Siegel;;Chicago, IL;;;1569;2;;;;Tom;Dyer;Silver;Corte Madera, CA;;;805;3;Silver;;;;;;;;;;;;;;;;;;;;;
16;35;5;2:12.382;+13.161;+0.010;163.7;17;Riley Motorsports;GT4;;;Mercedes-AMG;M;717;147;25;69;7643;3;;6102;;;Jim;Cox;;Nokomis, FL;;;1248;1;;;;Dylan;Murry;Silver;Cumming, GA;;;1571;2;Silver;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;96;6;2:12.635;+13.414;+0.253;163.4;21;Turner Motorsport;GT4;;;BMW M4 GT4;M;731;38;25;68;74;3;;6126;;;Robby;Foley;Silver;Randolph, NJ;;;1302;2;Silver;;;Vin;Barletta;;Canton, MA;;;1894;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18;40;4;2:13.425;+14.204;+0.790;162.4;20;PF Racing;GT4;;;Ford Mustang GT4;M;735;243;25;54;107;3;;6130;;;James;Pesek;Silver;Harrisonville, MO;;;1745;3;Silver;;;Jade;Buford;Silver;Houston, TX;;;434;1;Silver;;;Shane;Lewis;Bronze;Jupiter Florida;;;427;2;Bronze;;;;;;;;;;;;;;;;;;;;;
