POS;NUMBER;LAP;TIME;GAP_FIRST;GAP_PREVIOUS;KPH; LAPS;TEAM;CLASS;GROUP;DIVISION;VEHICLE;TIRES;IMSA_CarId;IMSA_TeamId;IMSA_ClassId;IMSA_CarTypeId;IMSA_ManufacturerId;IMSA_TireId;IMSA_SponsorId;IMSA_EventEntryId;*Extra 9;*Extra 10;DRIVER1_FIRSTNAME;DRIVER1_SECONDNAME;DRIVER1_LICENSE;DRIVER1_HOMETOWN;DRIVER1_COUNTRY;DRIVER1_SHORTNAME;DRIVER1_IMSA_DriverId;DRIVER1_IMSA_DriverPlugId;DRIVER1_IMSA_DriverRatingLong;DRIVER1_*Extra 4;DRIVER1_*Extra 5;DRIVER2_FIRSTNAME;DRIVER2_SECONDNAME;DRIVER2_LICENSE;DRIVER2_HOMETOWN;DRIVER2_COUNTRY;DRIVER2_SHORTNAME;DRIVER2_IMSA_DriverId;DRIVER2_IMSA_DriverPlugId;DRIVER2_IMSA_DriverRatingLong;DRIVER2_*Extra 4;DRIVER2_*Extra 5;DRIVER3_FIRSTNAME;DRIVER3_SECONDNAME;DRIVER3_LICENSE;DRIVER3_HOMETOWN;DRIVER3_COUNTRY;DRIVER3_SHORTNAME;DRIVER3_IMSA_DriverId;DRIVER3_IMSA_DriverPlugId;DRIVER3_IMSA_DriverRatingLong;DRIVER3_*Extra 4;DRIVER3_*Extra 5;DRIVER4_FIRSTNAME;DRIVER4_SECONDNAME;DRIVER4_LICENSE;DRIVER4_HOMETOWN;DRIVER4_COUNTRY;DRIVER4_SHORTNAME;DRIVER4_IMSA_DriverId;DRIVER4_IMSA_DriverPlugId;DRIVER4_IMSA_DriverRatingLong;DRIVER4_*Extra 4;DRIVER4_*Extra 5;DRIVER5_FIRSTNAME;DRIVER5_SECONDNAME;DRIVER5_LICENSE;DRIVER5_HOMETOWN;DRIVER5_COUNTRY;DRIVER5_SHORTNAME;DRIVER5_IMSA_DriverId;DRIVER5_IMSA_DriverPlugId;DRIVER5_IMSA_DriverRatingLong;DRIVER5_*Extra 4;DRIVER5_*Extra 5;DRIVER6_FIRSTNAME;DRIVER6_SECONDNAME;DRIVER6_LICENSE;DRIVER6_HOMETOWN;DRIVER6_COUNTRY;DRIVER6_SHORTNAME;DRIVER6_IMSA_DriverId;DRIVER6_IMSA_DriverPlugId;DRIVER6_IMSA_DriverRatingLong;DRIVER6_*Extra 4;DRIVER6_*Extra 5;
1;33;23;1:58.077;-;-;183.5;25;Sean Creech Motorsport;LMP3;;;Ligier JS P3;M;728;286;23;58;7650;3;;6122;;;Lance;Willsey;Bronze;Saint Augustine, FL;;;664;2;Bronze;;;Oliver;Askew;;Jupiter, FL;;;1923;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;43;10;1:58.364;+0.287;+0.287;183.1;24;Robillard Racing;LMP3;;;Norma M30;M;733;252;23;62;7655;3;;6128;;;Joe;Robillard;Bronze;Short Hills, NJ;;;1509;1;Bronze;;;Stevan;McAleer;Silver;Cold Spring, NY;;;460;2;Silver;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;30;5;1:58.611;+0.534;+0.247;182.7;26;Sean Creech Motorsport;LMP3;;;Ligier JS P3;M;727;286;23;58;7650;3;;6121;;;Naj;Husain;Bronze;The Plains, VA;;;933;1;Bronze;;;Wayne;Boyd;Silver;Templepatrick, N. Ireland;;;1912;2;Silver;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;64;7;1:58.969;+0.892;+0.358;182.1;20;K2R Motorsports;LMP3;;;Ligier JS P3;M;729;183;23;58;7650;3;;6123;;;Naveen;Rao;Bronze;San Diego, CA;;;1393;5;Bronze;;;Scott;Andrews;Silver;Atlanta, GA;;;1657;1;Silver;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;26;11;1:59.172;+1.095;+0.203;181.8;25;K2R Motorsports;LMP3;;;Ligier JS P3;M;730;183;23;58;7650;3;;6124;;;James;McGuire;Bronze;Palm Beach, FL;;;921;5;Bronze;;;Matthew;Bell;Silver;Newcastle Upon Tyne;;;424;3;Silver;;;Kay;van Berlo;Silver;Veghel, Netherlands;;;1759;1;Silver;;;;;;;;;;;;;;;;;;;;;
6;47;8;1:59.517;+1.440;+0.345;181.3;23;Forty 7 Motorsports;LMP3;;;Norma M30;M;734;193;23;62;7655;3;;6129;;;Joel;Janco;Bronze;Key Largo, FL;;;271;1;Bronze;;;Jonatan;Jorge;Bronze;Bradenton, FL;;;1206;2;Bronze;;;Tristan;Nunez;Gold;Boca Raton, FL;;;169;3;Gold;;;;;;;;;;;;;;;;;;;;;
7;2;9;1:59.765;+1.688;+0.248;180.9;24;Ansa Motorsports;LMP3;;;Ligier JS P3;M;736;168;23;58;7650;3;;6131;;;Jon;Brownson;Bronze;Breckenridge, CO;;;171;2;Bronze;;;Tim;George;Bronze;Austin, TX;;;1139;1;Bronze;;;Neil;Alberico;Silver;Los Gatos, CA;;;1762;3;Silver;;;;;;;;;;;;;;;;;;;;;
8;48;3;2:00.731;+2.654;+0.966;179.5;24;Paul Miller Racing;GT3;;;Lamborghini Huracan GT3;M;737;34;24;13;1609;3;;6132;;;Bryan;Sellers;Gold;Flowery Branch, GA;;;18;1;Gold;;;Madison;Snow;Silver;Lindon, UT;;;155;2;Silver;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;75;5;2:00.903;+2.826;+0.172;179.2;25;Performance Tech Motorsports;LMP3;;;Ligier JS P3;M;726;11;23;58;7650;3;;6120;;;Cameron;Cassels;Bronze;Coldstream, BC;;;1001;2;Bronze;;;Max;Hanratty;Silver;Milwaukee, WI;;;980;3;Silver;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;6;25;2:01.073;+2.996;+0.170;179.0;26;Performance Tech Motorsports;LMP3;;;Ligier JS P3;M;725;11;23;58;7650;3;;6119;;;Blake;Mount;Silver;Denver, CO;;;1807;2;Silver;;;Dan;Goldburg;Bronze;Delray Beach, FL;;;1915;1;Bronze;;;Baylor;Griffin;;Tampa, FL;;;1920;3;;;;;;;;;;;;;;;;;;;;;;
11;74;8;2:02.243;+4.166;+1.170;177.3;25;Riley Motorsports;GT3;;;Mercedes-AMG;M;716;147;24;69;7643;3;;6101;;;Gar;Robinson;Am;San Antonio, TX;;;861;1;Am;;;Lawson;Aschenbach;Gold;Palm Bch Grdns, FL;;;380;2;Gold;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;16;11;2:03.168;+5.091;+0.925;175.9;24;Wright Motorpsorts;GT3;;;Porsche 911 GT3 R;M;732;111;24;14;112;3;;6127;;;Ryan;Hardwick;Bronze;Atlanta, GA;;;1256;1;Bronze;;;Maxwell;Root;;San Diego, CA;;;1654;2;;;;Jan;Heylen;Silver;Clearwater, FL;;;184;3;Silver;;;;;;;;;;;;;;;;;;;;;
13;54;24;2:03.409;+5.332;+0.241;175.6;25;Black Swan Racing;GT3;;;Porsche 911 GT3 R;M;723;263;24;14;112;3;;6114;;;Timothy;Pappas;Bronze;Boston, MA;;;1158;1;Bronze;;;Marc;Miller;Silver;Grand Rapids, MI;;;455;5;Silver;;;Spencer;Pumpelly;Silver;Atlanta, GA;;;64;3;Silver;;;;;;;;;;;;;;;;;;;;;
14;61;10;2:05.405;+7.328;+1.996;172.8;23;Conquest Racing;LMP3;;;Norma M30;M;721;258;23;62;7655;3;;6113;;;Danny;Kok;Bronze;Pitt Meadows, BC;;;1543;1;Bronze;;;George;Staikos;Bronze;Toronto, ON;;;1916;5;Bronze;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;96;8;2:11.927;+13.850;+6.522;164.2;21;Turner Motorsport;GT4;;;BMW M4 GT4;M;731;38;25;68;74;3;;6126;;;Robby;Foley;Silver;Randolph, NJ;;;1302;2;Silver;;;Vin;Barletta;;Canton, MA;;;1894;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;35;12;2:12.084;+14.007;+0.157;164.0;13;Riley Motorsports;GT4;;;Mercedes-AMG;M;717;147;25;69;7643;3;;6102;;;Jim;Cox;;Nokomis, FL;;;1248;1;;;;Dylan;Murry;Silver;Cumming, GA;;;1571;2;Silver;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;93;4;2:13.017;+14.940;+0.933;162.9;23;CarBahn with Peregrine Racing;GT4;;;Audi R8;M;722;285;25;71;909;3;;6115;;;Sameer;Gandhi;;San Francisco, CA;;;1560;1;;;;Mark;Siegel;;Chicago, IL;;;1569;5;;;;Tom;Dyer;Silver;Corte Madera, CA;;;805;2;Silver;;;;;;;;;;;;;;;;;;;;;
18;40;8;2:13.531;+15.454;+0.514;162.3;19;PF Racing;GT4;;;Ford Mustang GT4;M;735;243;25;54;107;3;;6130;;;James;Pesek;Silver;Harrisonville, MO;;;1745;3;Silver;;;Jade;Buford;Silver;Houston, TX;;;434;1;Silver;;;Shane;Lewis;Bronze;Jupiter Florida;;;427;2;Bronze;;;;;;;;;;;;;;;;;;;;;
