POS;NUMBER;LAP;TIME;GAP_FIRST;GAP_PREVIOUS;KPH; LAPS;TEAM;CLASS;GROUP;DIVISION;VEHICLE;TIRES;IMSA_CarId;IMSA_TeamId;IMSA_ClassId;IMSA_CarTypeId;IMSA_ManufacturerId;IMSA_TireId;IMSA_SponsorId;IMSA_EventEntryId;*Extra 9;*Extra 10;DRIVER1_FIRSTNAME;DRIVER1_SECONDNAME;DRIVER1_LICENSE;DRIVER1_HOMETOWN;DRIVER1_COUNTRY;DRIVER1_SHORTNAME;DRIVER1_IMSA_DriverId;DRIVER1_IMSA_DriverPlugId;DRIVER1_IMSA_DriverRatingLong;DRIVER1_*Extra 4;DRIVER1_*Extra 5;DRIVER2_FIRSTNAME;DRIVER2_SECONDNAME;DRIVER2_LICENSE;DRIVER2_HOMETOWN;DRIVER2_COUNTRY;DRIVER2_SHORTNAME;DRIVER2_IMSA_DriverId;DRIVER2_IMSA_DriverPlugId;DRIVER2_IMSA_DriverRatingLong;DRIVER2_*Extra 4;DRIVER2_*Extra 5;DRIVER3_FIRSTNAME;DRIVER3_SECONDNAME;DRIVER3_LICENSE;DRIVER3_HOMETOWN;DRIVER3_COUNTRY;DRIVER3_SHORTNAME;DRIVER3_IMSA_DriverId;DRIVER3_IMSA_DriverPlugId;DRIVER3_IMSA_DriverRatingLong;DRIVER3_*Extra 4;DRIVER3_*Extra 5;DRIVER4_FIRSTNAME;DRIVER4_SECONDNAME;DRIVER4_LICENSE;DRIVER4_HOMETOWN;DRIVER4_COUNTRY;DRIVER4_SHORTNAME;DRIVER4_IMSA_DriverId;DRIVER4_IMSA_DriverPlugId;DRIVER4_IMSA_DriverRatingLong;DRIVER4_*Extra 4;DRIVER4_*Extra 5;DRIVER5_FIRSTNAME;DRIVER5_SECONDNAME;DRIVER5_LICENSE;DRIVER5_HOMETOWN;DRIVER5_COUNTRY;DRIVER5_SHORTNAME;DRIVER5_IMSA_DriverId;DRIVER5_IMSA_DriverPlugId;DRIVER5_IMSA_DriverRatingLong;DRIVER5_*Extra 4;DRIVER5_*Extra 5;DRIVER6_FIRSTNAME;DRIVER6_SECONDNAME;DRIVER6_LICENSE;DRIVER6_HOMETOWN;DRIVER6_COUNTRY;DRIVER6_SHORTNAME;DRIVER6_IMSA_DriverId;DRIVER6_IMSA_DriverPlugId;DRIVER6_IMSA_DriverRatingLong;DRIVER6_*Extra 4;DRIVER6_*Extra 5;
11;14;6;1:54.676;+1.906;+0.047;179.9;7;Riley Motorsports;GS;;;Toyota Supra GT4;M;919;35;5;104;7662;3;;12268;;;Alfredo;Najri;;Santo Domingo, DR;;;2257;1;;;;Thiago;Camilo;Gold;Sao Paulo, Brazil;;;2590;2;Gold;;;Julian;Santero;Silver;Mendoza, Argentina;;;2752;3;Silver;;;;;;;;;;;;;;;;;;;;;
12;27;6;1:54.885;+2.115;+0.209;179.5;8;Automatic Racing;GS;B;;Aston Martin Vantage GT4;M;1587;95;5;56;73;3;;12291;;;Paul;Kiebler IV;Bronze;Cleveland, OH;;;2129;2;Bronze;;;Jon;Branam;Bronze;Miami, FL;;;1238;1;Bronze;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;540;5;1:55.001;+2.231;+0.116;179.3;8;Black Swan Racing;GS;;;Porsche 718 GT4 RS CS;M;1602;30;5;108;112;3;;12292;;;Tim;Pappas;Bronze;Boston, MA;;;1158;1;Bronze;;;Jeroen;Bleekemolen;Gold;Monaco;;;186;2;Gold;;;Sebastiaan;Bleekemolen;Silver;Aerdenhout, Netherlands;;;2691;3;Silver;;;;;;;;;;;;;;;;;;;;;
14;68;6;1:55.100;+2.330;+0.099;179.2;8;Smooge Racing;GS;;;Toyota Supra GT4;M;1578;401;5;104;7662;3;;12286;;;Kevin;Conway;Bronze;Charlotte, NC;;;745;2;Bronze;;;John;Geesbreght;Silver;Fort Worth, TX;;;2778;1;Silver;;;Jack;Hawksworth;Gold;Bradford, UK;;;838;3;Gold;;;;;;;;;;;;;;;;;;;;;
15;32;4;1:55.169;+2.399;+0.069;179.1;7;GMG Racing;GS;B;;Porsche 718 GT4 RS CS;M;1572;387;5;108;112;3;;12275;;;Kyle;Washington;Bronze;Indio, CA;;;2608;1;Bronze;;;James;Sofronas;Bronze;Villa Park, CA;;;106;2;Bronze;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;83;8;1:55.299;+2.529;+0.130;178.9;8;BGB Motorsports;GS;;;Porsche 718 GT4 RS CS;M;1597;157;5;108;112;3;;12283;;;Thomas;Collingwood;Bronze;St. John's, NL;;;1796;1;Bronze;;;John;Tecce;Bronze;Ormond Beach, FL;;;1268;2;Bronze;;;Spencer;Pumpelly;Silver;Atlanta, GA;;;64;3;Silver;;;;;;;;;;;;;;;;;;;;;
17;7;7;1:55.388;+2.618;+0.089;178.7;8;Volt Racing;GS;;;Aston Martin Vantage GT4;M;1555;392;5;56;73;3;;12267;;;Alan;Brynjolfsson;Bronze;Tampa, FL;;;1271;1;Bronze;;;Trent;Hindman;Gold;Ocean Township, NJ;;;244;2;Gold;;;;;;;;;;;;;;;;;;;;;;;;;;;
18;12;7;1:55.466;+2.696;+0.078;178.6;8;NTE Sport;GS;;;Aston Martin Vantage GT4;M;1599;353;5;56;73;3;;12287;;;Manny;Franco;;Milwaukee, WI;;;2584;1;;;;Josh;Hurley;Silver;Livermore, CA;;;947;2;Silver;;;Romeo;Kapudija;Bronze;Barrngton, IL;;;2722;3;Bronze;;;;;;;;;;;;;;;;;;;;;
19;56;6;1:55.767;+2.997;+0.301;178.2;8;Murillo Racing;GS;;;Mercedes-AMG GT GT4;M;765;212;5;89;7643;3;;12272;;;Jeff;Mosing;Bronze;Austin, TX;;;487;2;Bronze;;;Eric;Foss;;Fort Worth, TX;;;488;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;96;7;1:56.047;+3.277;+0.280;177.7;8;Turner Motorsport;GS;;;BMW M4 GT4;M;610;38;5;68;74;3;;12266;;;Robby;Foley;Silver;Randolph, NJ;;;1302;2;Silver;;;Vincent;Barletta;Bronze;Canton, MA;;;1894;4;Bronze;;;Michael;Dinan;Silver;New York City, NY;;;2775;3;Silver;;;;;;;;;;;;;;;;;;;;;
21;21;7;1:56.141;+3.371;+0.094;177.6;7;Riley Motorsports;GS;;;Toyota Supra GT4;M;1414;35;5;104;7662;3;;12269;;;Anton;Dias Perera;;Memphis,TN;;;1987;1;;;;Colin;Braun;Gold;Ovalo, TX;;;61;2;Gold;;;Scott;Andrews;Gold;Torquay, Australia;;;1657;3;Gold;;;;;;;;;;;;;;;;;;;;;
22;6;5;1:56.277;+3.507;+0.136;177.4;8;Forbush Performance;GS;;;Toyota Supra GT4;M;1521;389;5;104;7662;3;;12284;;;Tom;Long;Gold;Fort Mill, SC;;;622;3;Gold;;;Luke;Rumburg;;Beaverdam, VA;;;1555;2;;;;Nick;Galante;Silver;Greenfield, MA;;;784;4;Silver;;;;;;;;;;;;;;;;;;;;;
23;3;8;1:56.619;+3.849;+0.342;176.9;8;JG Wentworth Racing by Infinity Autosport;GS;;;Toyota Supra GT4;M;1593;409;5;104;7662;3;;12278;;;Sheena;Monk;Bronze;Newtown, PA;;;1532;1;Bronze;;;Kyle;Marcelli;Gold;Toronto, ON;;;88;6;Gold;;;;;;;;;;;;;;;;;;;;;;;;;;;
24;93;7;1:56.964;+4.194;+0.345;176.3;8;CarBahn with Peregrine Racing;GS;;;Porsche 718 GT4 RS CS;M;1594;378;5;108;112;3;;12279;;;Mark;Siegel;Bronze;Palo Alto, CA;;;1569;1;Bronze;;;Tom;Dyer;Silver;West Jordan, UT;;;805;2;Silver;;;Tyler;McQuarrie;Silver;Danville, CA;;;454;3;Silver;;;;;;;;;;;;;;;;;;;;;
25;43;7;1:56.998;+4.228;+0.034;176.3;8;Stephen Cameron Racing;GS;;;BMW M4 GT4;M;909;220;5;68;74;3;;12271;;;Sean;Quinlan;Bronze;Palo Alto, CA;;;2172;1;Bronze;;;Gregory;Liefooghe;Silver;San Francisco, CA;;;504;2;Silver;;;;;;;;;;;;;;;;;;;;;;;;;;;
26;65;5;1:57.292;+4.522;+0.294;175.8;7;Murillo Racing;GS;B;;Mercedes-AMG GT GT4;M;766;212;5;89;7643;3;;12273;;;Brent;Mosing;Bronze;Lafayette, LA;;;492;2;Bronze;;;Tim;Probert;Bronze;Houston, TX;;;491;1;Bronze;;;;;;;;;;;;;;;;;;;;;;;;;;;
27;09;7;1:57.421;+4.651;+0.129;175.7;7;Automatic Racing;GS;B;;Aston Martin Vantage GT4;M;625;95;5;56;73;3;;12290;;;Ramin;Abdolvahabi;Bronze;Palm Bch Gardens, FL;;;2227;1;Bronze;;;Rob;Ecklin;Bronze;Lancaster, PA;;;452;2;Bronze;;;;;;;;;;;;;;;;;;;;;;;;;;;
28;40;3;1:59.426;+6.656;+2.005;172.7;4;PF Racing;GS;;;Ford Mustang GT4;M;629;243;5;54;107;3;;12282;;;James;Pesek;Silver;Harrisonville, MO;;;1745;3;Silver;;;Chad;McCumbee;Silver;Shallotte, NC;;;461;1;Silver;;;;;;;;;;;;;;;;;;;;;;;;;;;
29;77;4;2:01.832;+9.062;+2.406;169.3;7;Bryan Herta Autosport w/ Curb Agajanian;TCR;;;Hyundai Elantra N TCR;M;1544;255;22;98;7660;3;;12295;;;Tyler;Maxson;Silver;Bogart, GA;;;2151;1;Silver;;;Mason;Filippi;Silver;Alamo, CA;;;1829;5;Silver;;;;;;;;;;;;;;;;;;;;;;;;;;;
30;11;3;2:02.766;+9.996;+0.934;168.0;7;Capstone Motorsports;GS;;;Mercedes-AMG GT GT4;M;1530;380;5;89;7643;3;;12261;;;Gary;Ferrera;;Littleton, CO;;;1735;1;;;;Kris;Wilson;Bronze;Golden, CO;;;423;2;Bronze;;;;;;;;;;;;;;;;;;;;;;;;;;;
31;2;5;2:02.987;+10.217;+0.221;167.7;6;Bryan Herta Autosport w/ Curb Agajanian;TCR;;;Hyundai Elantra N TCR;M;1546;255;22;98;7660;3;;12299;;;AJ;Muss;Silver;Rumson, NJ;;;1929;2;Silver;;;Ryan;Norman;Silver;Estero, FL;;;1927;3;Silver;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;5;4;2:04.845;+12.075;+1.858;165.2;6;KMW Motorsports with TMR Engineering;TCR;;;Alfa Romeo Giulietta Veloce TCR;M;962;265;22;95;7658;3;;12301;;;Roy;Block;;Winter Park, FL;;;1077;3;;;;Tim;Lewis;Bronze;Boca Raton, FL;;;1801;2;Bronze;;;;;;;;;;;;;;;;;;;;;;;;;;;
33;17;4;2:05.107;+12.337;+0.262;164.9;7;Unitronic JDC-Miller MotorSports;TCR;;;Audi RS3 LMS SEQ;M;956;270;22;99;909;3;;12294;;;Chris;Miller;Silver;Minneapolis, MN;;;265;1;Silver;;;Mikey;Taylor;;Pretoria, South Africa;;;791;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
34;61;5;2:05.367;+12.597;+0.260;164.5;8;Road Shagger Racing;TCR;;;Audi RS3 LMS SEQ;M;1409;342;22;99;909;3;;12302;;;Gavin;Ernstone;;Las Vegas, NV;;;1652;1;;;;Jon;Morley;Bronze;San Francisco, CA;;;2667;2;Bronze;;;;;;;;;;;;;;;;;;;;;;;;;;;
35;98;2;2:05.620;+12.850;+0.253;164.2;7;Bryan Herta Autosport w/ Curb Agajanian;TCR;;;Hyundai Elantra N TCR;M;953;255;22;98;7660;3;;12297;;;Harry;Gottsacker;Silver;San Antonio, TX;;;1456;3;Silver;;;Parker;Chase;Silver;New Braunfels, TX;;;1137;1;Silver;;;;;;;;;;;;;;;;;;;;;;;;;;;
36;33;2;2:05.835;+13.065;+0.215;163.9;6;Bryan Herta Autosport w/ Curb Agajanian;TCR;;;Hyundai Elantra N TCR;M;952;255;22;98;7660;3;;12298;;;Mark;Wilkins;Gold;Mulmur, ON;;;317;4;Gold;;;Robert;Wickens;Gold;Guelph, ON;;;1286;3;Gold;;;;;;;;;;;;;;;;;;;;;;;;;;;
37;15;2;2:06.130;+13.360;+0.295;163.5;8;Belgard & Techniseal Racing;TCR;;;Audi RS3 LMS DSG;M;1059;359;22;94;909;3;;12307;;;Eric;Rockwell;;Colts Neck, NJ;;;2431;1;;;;Alex;Rockwell;;Colts Neck, NJ;;;2403;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
38;99;3;2:06.411;+13.641;+0.281;163.2;6;Victor Gonzalez Racing Team - VGRT;TCR;;;Honda Civic FK7 TCR;M;1596;410;22;97;2081;3;;12306;;;Victor;Gonzalez;;Trujillo Alto, PR;;;811;1;;;;Ruben;Iglesias;;Cayey, PR;;;2404;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
39;89;7;2:06.709;+13.939;+0.298;162.8;8;HART (Honda of America Race Team);TCR;;;Honda Civic FK7 TCR;M;1616;391;22;97;2081;3;;12293;;;Chad;Gilsinger;Bronze;Marysville, OH;;;517;1;Bronze;;;Cameron;Lawrence;Silver;Lakeway, TX;;;446;3;Silver;;;Steve;Eich;Bronze;Marysville, OH;;;516;2;Bronze;;;;;;;;;;;;;;;;;;;;;
40;1;5;2:06.759;+13.989;+0.050;162.7;7;Bryan Herta Autosport w/ Curb Agajanian;TCR;;;Hyundai Elantra N TCR;M;1547;255;22;98;7660;3;;12300;;;Michael;Lewis;Gold;Laguna Beach, CA;;;730;2;Gold;;;Taylor;Hagler;Silver;San Antonio, TX;;;1921;3;Silver;;;;;;;;;;;;;;;;;;;;;;;;;;;
41;19;2;2:07.119;+14.349;+0.360;162.3;7;VAN DER STEUR RACING;TCR;;;Hyundai Veloster N TCR;M;950;341;22;76;7660;3;;12304;;;Rory;van der Steur;Silver;Chesapeake City, MD;;;2693;1;Silver;;;Tyler;Gonzalez;Silver;St. Cloud, FL;;;2164;3;Silver;;;;;;;;;;;;;;;;;;;;;;;;;;;
42;44;2;2:07.167;+14.397;+0.048;162.2;8;NGP Motorsports;TCR;;;Audi RS3 LMS DSG;M;1588;406;22;94;909;3;;12303;;;Tristan;Herbert;Bronze;Great Falls, VA;;;2256;1;Bronze;;;William;Tally;;Athens, GA;;;2039;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
43;54;7;2:07.173;+14.403;+0.006;162.2;8;Michael Johnson Racing w/ Bryan Herta Autosport;TCR;;;Hyundai Elantra N TCR;M;1617;255;22;98;7660;3;;12296;;;Stephen;Simpson;Silver;Cape Town, South Africa;;;765;3;Silver;;;Michael;Johnson;;Mount Morris, MI;;;261;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
44;73;6;2:07.611;+14.841;+0.438;161.6;8;LA Honda World Racing;TCR;;;Honda Civic FK7 TCR;M;1638;262;22;97;2081;3;;12305;;;Mike;LaMarra;;Brighton, MI;;;473;3;;;;Ryan;Eversley;Gold;Atlanta, GA;;;501;2;Gold;;;;;;;;;;;;;;;;;;;;;;;;;;;
45;85;6;2:08.793;+16.023;+1.182;160.1;8;AOA Racing;TCR;;;Audi RS3 LMS DSG;M;1076;330;22;94;909;3;;12308;;;Gino;Manley;;Fernandina Beach, FL;;;2133;1;;;;Patrick;Wilmot;Silver;Roswell, GA;;;1746;3;Silver;;;Andy;Wilmot;;Kent, United Kingdom;;;2768;4;;;;;;;;;;;;;;;;;;;;;;
46;64;0;;;;;0;TeamTGM;GS;;;Porsche 718 GT4 RS CS;M;1534;79;5;108;112;3;;12263;;;Ted;Giovanis;Bronze;Highland, MD;;;489;1;Bronze;;;Owen;Trinkler;Silver;Nashville,TN;;;519;5;Silver;;;;;;;;;;;;;;;;;;;;;;;;;;;
47;72;0;;;;;0;Murillo Racing;GS;;;Mercedes-AMG GT GT4;M;1598;212;5;89;7643;3;;12285;;;Kenny;Murillo;Silver;Santa Rosa, CA;;;1820;4;Silver;;;Christian;Szymczak;Silver;Oakland, CA;;;850;2;Silver;;;;;;;;;;;;;;;;;;;;;;;;;;;
48;92;0;;;;;0;Random Vandals Racing;GS;B;;BMW M4 GT4;M;1569;397;5;68;74;3;;12274;;;Paul;Sparta;Bronze;Great Falls, VA;;;2694;1;Bronze;;;Al;Carter;Bronze;Greenville, DE;;;242;2;Bronze;;;;;;;;;;;;;;;;;;;;;;;;;;;
