NUMBER; DRIVER_NUMBER; LAP_NUMBER; LAP_TIME; LAP_IMPROVEMENT; CROSSING_FINISH_LINE_IN_PIT; S1; S1_IMPROVEMENT; S2; S2_IMPROVEMENT; S3; S3_IMPROVEMENT; KPH; ELAPSED; HOUR;S1_LARGE;S2_LARGE;S3_LARGE;TOP_SPEED;DRIVER_NAME;
1;0;1;2:07.955;0;;39.526;0;48.084;0;40.345;0;138.1;2:07.955;12:17;0:39.526;0:48.084;0:40.345;176.8;Timo Bernhard;
1;0;2;1:45.476;0;;23.127;0;44.645;0;37.704;0;167.5;3:53.431;12:18;0:23.127;0:44.645;0:37.704;227.4;Timo Bernhard;
1;0;3;2:16.906;0;B;22.877;0;45.628;0;1:08.401;0;129.1;6:10.337;12:21;0:22.877;0:45.628;1:08.401;270.0;Timo Bernhard;
1;0;4;4:19.458;0;;2:56.138;0;45.577;0;37.743;0;68.1;10:29.795;12:25;2:56.138;0:45.577;0:37.743;201.9;Timo Bernhard;
1;0;5;1:41.402;0;;21.266;0;43.435;0;36.701;0;174.3;12:11.197;12:27;0:21.266;0:43.435;0:36.701;283.5;Timo Bernhard;
1;0;6;1:37.681;0;;20.681;0;40.658;0;36.342;0;180.9;13:48.878;12:28;0:20.681;0:40.658;0:36.342;285.7;Timo Bernhard;
1;0;7;1:39.715;0;;21.039;0;41.581;0;37.095;0;177.2;15:28.593;12:30;0:21.039;0:41.581;0:37.095;287.2;Timo Bernhard;
1;0;8;1:38.066;0;;20.340;0;41.689;0;36.037;0;180.2;17:06.659;12:32;0:20.340;0:41.689;0:36.037;287.2;Timo Bernhard;
1;0;9;1:37.411;0;;20.437;0;40.758;0;36.216;0;181.4;18:44.070;12:33;0:20.437;0:40.758;0:36.216;288.8;Timo Bernhard;
1;0;10;1:35.711;0;;20.331;0;39.780;0;35.600;0;184.6;20:19.781;12:35;0:20.331;0:39.780;0:35.600;287.2;Timo Bernhard;
1;0;11;1:54.850;0;B;20.787;0;40.121;0;53.942;0;153.9;22:14.631;12:37;0:20.787;0:40.121;0:53.942;288.0;Timo Bernhard;
1;0;12;7:50.524;0;;6:32.001;0;42.187;0;36.336;0;37.6;30:05.155;12:45;6:32.001;0:42.187;0:36.336;208.9;Timo Bernhard;
1;0;13;1:37.147;0;;20.424;0;41.178;0;35.545;0;181.9;31:42.302;12:46;0:20.424;0:41.178;0:35.545;288.0;Timo Bernhard;
