POS;NUMBER;LAP;TIME;GAP_FIRST;GAP_PREVIOUS;KPH; LAPS;TEAM;CLASS;GROUP;DIVISION;VEHICLE;TIRES;IMSA_CarId;IMSA_TeamId;IMSA_ClassId;IMSA_CarTypeId;IMSA_ManufacturerId;IMSA_TireId;IMSA_SponsorId;IMSA_EventEntryId;*Extra 9;*Extra 10;DRIVER1_FIRSTNAME;DRIVER1_SECONDNAME;DRIVER1_LICENSE;DRIVER1_HOMETOWN;DRIVER1_COUNTRY;DRIVER1_SHORTNAME;DRIVER1_IMSA_DriverId;DRIVER1_IMSA_DriverPlugId;DRIVER1_IMSA_DriverRatingLong;DRIVER1_*Extra 4;DRIVER1_*Extra 5;DRIVER2_FIRSTNAME;DRIVER2_SECONDNAME;DRIVER2_LICENSE;DRIVER2_HOMETOWN;DRIVER2_COUNTRY;DRIVER2_SHORTNAME;DRIVER2_IMSA_DriverId;DRIVER2_IMSA_DriverPlugId;DRIVER2_IMSA_DriverRatingLong;DRIVER2_*Extra 4;DRIVER2_*Extra 5;DRIVER3_FIRSTNAME;DRIVER3_SECONDNAME;DRIVER3_LICENSE;DRIVER3_HOMETOWN;DRIVER3_COUNTRY;DRIVER3_SHORTNAME;DRIVER3_IMSA_DriverId;DRIVER3_IMSA_DriverPlugId;DRIVER3_IMSA_DriverRatingLong;DRIVER3_*Extra 4;DRIVER3_*Extra 5;DRIVER4_FIRSTNAME;DRIVER4_SECONDNAME;DRIVER4_LICENSE;DRIVER4_HOMETOWN;DRIVER4_COUNTRY;DRIVER4_SHORTNAME;DRIVER4_IMSA_DriverId;DRIVER4_IMSA_DriverPlugId;DRIVER4_IMSA_DriverRatingLong;DRIVER4_*Extra 4;DRIVER4_*Extra 5;DRIVER5_FIRSTNAME;DRIVER5_SECONDNAME;DRIVER5_LICENSE;DRIVER5_HOMETOWN;DRIVER5_COUNTRY;DRIVER5_SHORTNAME;DRIVER5_IMSA_DriverId;DRIVER5_IMSA_DriverPlugId;DRIVER5_IMSA_DriverRatingLong;DRIVER5_*Extra 4;DRIVER5_*Extra 5;DRIVER6_FIRSTNAME;DRIVER6_SECONDNAME;DRIVER6_LICENSE;DRIVER6_HOMETOWN;DRIVER6_COUNTRY;DRIVER6_SHORTNAME;DRIVER6_IMSA_DriverId;DRIVER6_IMSA_DriverPlugId;DRIVER6_IMSA_DriverRatingLong;DRIVER6_*Extra 4;DRIVER6_*Extra 5;
11;15;4;1:54.039;+0.938;+0.011;180.9;5;Multimatic Motorsports;GS;;;Ford Mustang GT4;M;283;78;5;54;107;3;;4762;;;Scott;Maxwell;;Toronto, Ontario;;;433;3;;;;Ty;Majeski;;Seymour, WI;;;1590;1;;;;Cole;Custer;;Ladera Ranch, CA;;;1613;2;;;;;;;;;;;;;;;;;;;;;;
12;2;4;1:54.126;+1.025;+0.087;180.7;6;eEuroparts.com ROWE Racing;GS;;;Audi R8;M;588;203;5;71;909;3;;4736;;;Kenton;Koch;;Charlotte, NC;;;916;1;;;;Tyler;Cooke;;Monticello, NY;;;505;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;4;9;1:54.189;+1.088;+0.063;180.6;9;Team TGM;GS;;;Mercedes-AMG;M;471;221;5;69;7643;3;;4724;;;Ted;Giovanis;;Highland, MD;;;489;1;;;;Guy;Cosmo;;Palm Bch Gardens, FL;;;49;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;44;9;1:54.402;+1.301;+0.213;180.3;9;nolasport;GS;;;Porsche 718 Cayman GT4 Clubsport;M;618;245;5;78;112;3;;4760;;;Mike;Vess;;Wichita, KS;;;700;1;;;;Matt;Travis;;The Woodlands, TX;;;1686;5;;;;Jason;Hart;;Flower Mound, TX;;;699;2;;;;;;;;;;;;;;;;;;;;;;
15;59;5;1:54.441;+1.340;+0.039;180.2;9;KohR Motorsports;GS;;;Ford Mustang GT4;M;290;161;5;54;107;3;;4748;;;Kenny;Wilden;;Oakville, Ontario;;;685;1;;;;Rod;Randall;;Tampa, FL;;;684;2;;;;DJ;Randall;;Odessa, FL;;;737;4;;;;;;;;;;;;;;;;;;;;;;
16;7;4;1:54.469;+1.368;+0.028;180.2;10;Park Place Motorsports;GS;;;Porsche 718 Cayman GT4 Clubsport;M;585;40;5;78;112;3;;4729;;;Alan;Brynjolfsson;;Tampa, FL;;;1271;1;;;;Trent;Hindman;;Ocean Township, NJ;;;244;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;96;8;1:55.030;+1.929;+0.561;179.3;9;Turner Motorsports;GS;;;BMW M4 GT4;M;610;38;5;68;74;3;;4759;;;Robby;Foley;;Randolph, NJ;;;1302;1;;;;Bruce;McKee;;Seattle, WA;;;1799;2;;;;Sydney;McKee;;Birmingham, AL;;;1800;3;;;;;;;;;;;;;;;;;;;;;;
18;57;9;1:55.485;+2.384;+0.455;178.6;10;Winward Racing / HTP Motorsport;GS;;;Mercedes-AMG;M;474;205;5;69;7643;3;;4732;;;Bryce;Ward;;Seabrook, TX;;;1249;3;;;;Christian;Hohenadel;;Quierschied, Germany;;;1729;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;13;5;1:55.554;+2.453;+0.069;178.5;10;AWA;GS;;;Porsche 718 Cayman GT4 Clubsport;M;581;217;5;78;112;3;;4740;;;Scott;Hargrove;;Tsawwassen, British Columbia;;;275;1;;;;Orey;Fidani;;Toronto, Ontario;;;973;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;11;9;1:55.587;+2.486;+0.033;178.4;9;BGB Motorsports;GS;;;Porsche 718 Cayman GT4 Clubsport;M;274;157;5;78;112;3;;4747;;;Thomas;Collingwood;;St. John's, NL;;;1796;3;;;;John;Tecce;;Daytona Beach, FL;;;1268;2;;;;Stefan;Rzadzinski;;Edmonton, Alberta;;;1508;1;;;;;;;;;;;;;;;;;;;;;;
