POS;NUMBER;LAP;TIME;GAP_FIRST;GAP_PREVIOUS;KPH; LAPS;TEAM;CLASS;GROUP;DIVISION;VEHICLE;TIRES;IMSA_CarId;IMSA_TeamId;IMSA_ClassId;IMSA_CarTypeId;IMSA_ManufacturerId;IMSA_TireId;IMSA_SponsorId;IMSA_EventEntryId;*Extra 9;*Extra 10;DRIVER1_FIRSTNAME;DRIVER1_SECONDNAME;DRIVER1_LICENSE;DRIVER1_HOMETOWN;DRIVER1_COUNTRY;DRIVER1_SHORTNAME;DRIVER1_IMSA_DriverId;DRIVER1_IMSA_DriverPlugId;DRIVER1_IMSA_DriverRatingLong;DRIVER1_*Extra 4;DRIVER1_*Extra 5;DRIVER2_FIRSTNAME;DRIVER2_SECONDNAME;DRIVER2_LICENSE;DRIVER2_HOMETOWN;DRIVER2_COUNTRY;DRIVER2_SHORTNAME;DRIVER2_IMSA_DriverId;DRIVER2_IMSA_DriverPlugId;DRIVER2_IMSA_DriverRatingLong;DRIVER2_*Extra 4;DRIVER2_*Extra 5;DRIVER3_FIRSTNAME;DRIVER3_SECONDNAME;DRIVER3_LICENSE;DRIVER3_HOMETOWN;DRIVER3_COUNTRY;DRIVER3_SHORTNAME;DRIVER3_IMSA_DriverId;DRIVER3_IMSA_DriverPlugId;DRIVER3_IMSA_DriverRatingLong;DRIVER3_*Extra 4;DRIVER3_*Extra 5;DRIVER4_FIRSTNAME;DRIVER4_SECONDNAME;DRIVER4_LICENSE;DRIVER4_HOMETOWN;DRIVER4_COUNTRY;DRIVER4_SHORTNAME;DRIVER4_IMSA_DriverId;DRIVER4_IMSA_DriverPlugId;DRIVER4_IMSA_DriverRatingLong;DRIVER4_*Extra 4;DRIVER4_*Extra 5;DRIVER5_FIRSTNAME;DRIVER5_SECONDNAME;DRIVER5_LICENSE;DRIVER5_HOMETOWN;DRIVER5_COUNTRY;DRIVER5_SHORTNAME;DRIVER5_IMSA_DriverId;DRIVER5_IMSA_DriverPlugId;DRIVER5_IMSA_DriverRatingLong;DRIVER5_*Extra 4;DRIVER5_*Extra 5;DRIVER6_FIRSTNAME;DRIVER6_SECONDNAME;DRIVER6_LICENSE;DRIVER6_HOMETOWN;DRIVER6_COUNTRY;DRIVER6_SHORTNAME;DRIVER6_IMSA_DriverId;DRIVER6_IMSA_DriverPlugId;DRIVER6_IMSA_DriverRatingLong;DRIVER6_*Extra 4;DRIVER6_*Extra 5;
1;6;8;1:34.772;-;-;207.9;11;Acura Team Penske;P;;;Acura DPi;C;407;200;1;65;7641;1;;3739;;;Dane;Cameron;Gold;;USA;;54;4;Gold;;;Juan Pablo;Montoya;Platinum;;COL;;1329;1;Platinum;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;90;10;1:35.488;+0.716;+0.716;206.3;11;Spirit of Daytona Racing;P;;;Cadillac DPi;C;437;6;1;49;7646;1;;3789;;;Matthew;McMurry;Silver;;USA;;393;1;Silver;;;Tristan;Vautier;Gold;;FRA;;635;2;Gold;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;38;6;1:35.613;+0.841;+0.125;206.0;8;Performance Tech Motorsports;P;;;ORECA  LMP2;C;442;11;1;47;7637;1;;3757;;;James;French;Silver;;USA;;284;3;Silver;;;Kyle;Masson;Silver;;USA;;1133;5;Silver;;;Joel;Miller;Gold;;USA;;634;4;Gold;;;;;;;;;;;;;;;;;;;;;
4;2;7;1:35.616;+0.844;+0.003;206.0;8;Tequila Patron ESM;P;;;Nissan DPi;C;259;44;1;51;915;1;;3733;;;Scott;Sharp;Platinum;;USA;;46;1;Platinum;;;Ryan;Dalziel;Gold;;GBR;;192;2;Gold;;;Olivier;Pla;Platinum;;FRA;;300;3;Platinum;;;;;;;;;;;;;;;;;;;;;
5;5;6;1:35.704;+0.932;+0.088;205.8;7;Mustang Sampling Racing;P;;;Cadillac DPi;C;253;158;1;49;7646;1;;3756;;;Filipe;Albuquerque;Platinum;;PRT;;1194;3;Platinum;;;Christian;Fittipaldi;Platinum;;BRA;;601;4;Platinum;;;Gabby;Chaves;Gold;;COL;;600;1;Gold;;;;;;;;;;;;;;;;;;;;;
6;52;9;1:36.081;+1.309;+0.377;205.0;9;AFS/PR1 Mathiasen Motorsports;P;;;Ligier  LMP2;C;240;16;1;52;7650;1;;3766;;;Sebastian;Saavedra;Gold;;COL;;715;1;Gold;;;Gustavo;Yacaman;Gold;;COL;;613;2;Gold;;;Will;Owen;Silver;;USA;;1411;3;Silver;;;;;;;;;;;;;;;;;;;;;
7;99;7;1:36.449;+1.677;+0.368;204.2;8;JDC-Miller Motorsports;P;;;ORECA  LMP2;C;448;15;1;47;7637;1;;3749;;;Misha;Goikhberg;Silver;;RUS;;168;3;Silver;;;Stephen;Simpson;Silver;;ZAF;;765;2;Silver;;;Chris;Miller;Silver;;USA;;265;1;Silver;;;;;;;;;;;;;;;;;;;;;
8;85;4;1:36.716;+1.944;+0.267;203.7;10;JDC-Miller Motorsports;P;;;ORECA  LMP2;C;266;15;1;47;7637;1;;3748;;;Simon;Trummer;Gold;;CHE;;1551;1;Gold;;;Robert;Alon;Silver;;USA;;720;2;Silver;;;Nelson;Panciatici;Platinum;;FRA;;1658;3;Platinum;;;;;;;;;;;;;;;;;;;;;
9;10;6;1:36.978;+2.206;+0.262;203.1;9;Konica Minolta Cadillac DPi-V.R;P;;;Cadillac DPi;C;252;81;1;49;7646;1;;3750;;;Renger;Van Der Zande;Gold;;NLD;;385;1;Gold;;;Jordan;Taylor;Platinum;;USA;;13;2;Platinum;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;32;4;1:37.413;+2.641;+0.435;202.2;4;United Autosports;P;;;Ligier  LMP2;C;433;209;1;52;7650;1;;3790;;;Phil;Hanson;Silver;;GBR;;1607;1;Silver;;;Bruno;Senna;Platinum;;BRA;;1263;3;Platinum;;;Paul;Di Resta;Platinum;;GBR;;1605;2;Platinum;;;;;;;;;;;;;;;;;;;;;
11;22;4;1:38.104;+3.332;+0.691;200.8;6;Tequila Patron ESM;P;;;Nissan DPi;C;262;44;1;51;915;1;;3734;;;Johannes;van Overbeek;Gold;;USA;;47;1;Gold;;;Pipo;Derani;Gold;;BRA;;1083;2;Gold;;;Nicolas;Lapierre;Platinum;;FRA;;1143;3;Platinum;;;;;;;;;;;;;;;;;;;;;
12;7;3;1:39.002;+4.230;+0.898;199.0;8;Acura Team Penske;P;;;Acura DPi;C;408;200;1;65;7641;1;;3740;;;Helio;Castroneves;Platinum;;BRA;;1525;4;Platinum;;;Ricky;Taylor;Gold;;USA;;608;1;Gold;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;77;4;1:40.502;+5.730;+1.500;196.0;4;Mazda Team Joest;P;;;Mazda DPi;C;410;201;1;48;110;1;;3753;;;Oliver;Jarvis;Platinum;;GBR;;350;1;Platinum;;;Tristan;Nunez;Gold;;USA;;169;2;Gold;;;Rene;Rast;Platinum;;DEU;;674;3;Platinum;;;;;;;;;;;;;;;;;;;;;
14;66;10;1:43.834;+9.062;+3.332;189.7;10;Ford Chip Ganassi Racing;GTLM;;;Ford GT;M;19;9;3;9;107;3;;3745;;;Joey;Hand;Platinum;;USA;;37;2;Platinum;;;Dirk;Mueller;Platinum;;DEU;;36;1;Platinum;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;3;10;1:44.157;+9.385;+0.323;189.1;10;Corvette Racing;GTLM;;;Chevrolet Corvette C7.R;M;23;23;3;6;105;3;;3743;;;Jan;Magnussen;Platinum;;DNK;;11;1;Platinum;;;Antonio;Garcia;Platinum;;ESP;;12;2;Platinum;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;912;5;1:44.503;+9.731;+0.346;188.5;6;Porsche GT Team;GTLM;;;Porsche 911 RSR;M;22;208;3;10;112;3;;3765;;;Laurens;Vanthoor;Platinum;;BEL;;1241;2;Platinum;;;Earl;Bamber;Platinum;;NZL;;651;4;Platinum;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;911;7;1:44.538;+9.766;+0.035;188.4;8;Porsche GT Team;GTLM;;;Porsche 911 RSR;M;256;208;3;10;112;3;;3742;;;Nick;Tandy;Platinum;;GBR;;124;2;Platinum;;;Patrick;Pilet;Platinum;;FRA;;287;4;Platinum;;;;;;;;;;;;;;;;;;;;;;;;;;;
18;4;11;1:44.623;+9.851;+0.085;188.3;11;Corvette Racing;GTLM;;;Chevrolet Corvette C7.R;M;24;23;3;6;105;3;;3744;;;Oliver;Gavin;Platinum;;GBR;;14;1;Platinum;;;Tommy;Milner;Platinum;;USA;;15;2;Platinum;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;67;9;1:44.907;+10.135;+0.284;187.8;9;Ford Chip Ganassi Racing;GTLM;;;Ford GT;M;20;9;3;9;107;3;;3746;;;Ryan;Briscoe;Platinum;;AUS;;358;1;Platinum;;;Richard;Westbrook;Platinum;;GBR;;16;2;Platinum;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;25;4;1:45.088;+10.316;+0.181;187.4;6;BMW Team RLL;GTLM;;;BMW M8 GTE;M;412;17;3;66;74;3;;3738;;;Alexander;Sims;Platinum;;GBR;;1261;1;Platinum;;;Connor;De Phillippi;Gold;;USA;;698;2;Gold;;;Bill;Auberlen;Gold;;USA;;39;3;Gold;;;;;;;;;;;;;;;;;;;;;
21;24;5;1:45.437;+10.665;+0.349;186.8;6;BMW Team RLL;GTLM;;;BMW M8 GTE;M;434;17;3;66;74;3;;3737;;;Jesse;Krohn;Gold;;FIN;;1108;1;Gold;;;John;Edwards;Platinum;;USA;;942;2;Platinum;;;Tom;Blomqvist;Platinum;;GBR;;1718;3;Platinum;;;;;;;;;;;;;;;;;;;;;
22;33;5;1:45.754;+10.982;+0.317;186.3;8;Mercedes-AMG Team Riley Motorsports;GTD;;;Mercedes-AMG GT3;C;246;147;4;45;7643;1;;3758;;;Ben;Keating;Bronze;;USA;;378;1;Bronze;;;Jeroen;Bleekemolen;Platinum;;NLD;;186;2;Platinum;;;Luca;Stolz;Silver;;DEU;;1124;3;Silver;;;;;;;;;;;;;;;;;;;;;
23;14;4;1:45.795;+11.023;+0.041;186.2;8;3GT Racing;GTD;;;Lexus RC F GT3;C;245;146;4;46;7644;1;;3735;;;Dominik;Baumann;Gold;;AUT;;1619;1;Gold;;;Kyle;Marcelli;Silver;;CAN;;88;2;Silver;;;;;;;;;;;;;;;;;;;;;;;;;;;
24;51;9;1:45.891;+11.119;+0.096;186.0;9;Squadra Corse Garage Italia;GTD;;;Ferrari 488 GT3;C;89;89;4;16;106;1;;3768;;;Francesco;Piovanetti;Bronze;;USA;;1251;1;Bronze;;;Ozz;Negri;Silver;;BRA;;413;2;Silver;;;Daniel;Serra;Gold;;BRA;;687;3;Gold;;;;;;;;;;;;;;;;;;;;;
25;29;8;1:45.908;+11.136;+0.017;186.0;8;Montaplast by Land-Motorsport;GTD;;;Audi R8 LMS GT3;C;244;145;4;12;909;1;;3755;;;Sheldon;van der Linde;Silver;;ZAF;;1524;1;Silver;;;Christopher;Mies;Platinum;;DEU;;768;3;Platinum;;;;;;;;;;;;;;;;;;;;;;;;;;;
26;44;9;1:46.250;+11.478;+0.342;185.4;11;Magnus Racing;GTD;;;Audi R8 LMS GT3;C;32;32;4;12;909;1;;3751;;;John;Potter;Bronze;;USA;;670;1;Bronze;;;Andy;Lally;Gold;;USA;;25;2;Gold;;;Andrew;Davis;Silver;;USA;;329;3;Silver;;;;;;;;;;;;;;;;;;;;;
27;93;5;1:46.270;+11.498;+0.020;185.4;10;Meyer Shank Racing w/ Curb-Agajanian;GTD;;;Acura NSX GT3;C;238;3;4;43;7641;1;;3754;;;Justin;Marks;Silver;;USA;;746;1;Silver;;;Lawson;Aschenbach;Gold;;USA;;380;2;Gold;;;;;;;;;;;;;;;;;;;;;;;;;;;
28;96;6;1:46.300;+11.528;+0.030;185.3;11;Turner Motorsport;GTD;;;BMW M6 GT3;C;38;38;4;17;74;1;;3767;;;Dillon;Machavern;Silver;;USA;;463;1;Silver;;;Markus;Palttala;Gold;;FIN;;702;2;Gold;;;Don;Yount;Bronze;;USA;;399;3;Bronze;;;;;;;;;;;;;;;;;;;;;
29;86;9;1:46.405;+11.633;+0.105;185.1;10;Meyer Shank Racing w/ Curb-Agajanian;GTD;;;Acura NSX GT3;C;239;3;4;43;7641;1;;3769;;;Katherine;Legge;Silver;;GBR;;384;1;Silver;;;Alvaro;Parente;Platinum;;PRT;;1583;2;Platinum;;;;;;;;;;;;;;;;;;;;;;;;;;;
30;48;10;1:46.471;+11.699;+0.066;185.0;11;Paul Miller Racing;GTD;;;Lamborghini Huracan GT3;C;449;34;4;13;1609;1;;3764;;;Bryan;Sellers;Gold;;USA;;18;1;Gold;;;Madison;Snow;Silver;;USA;;155;2;Silver;;;;;;;;;;;;;;;;;;;;;;;;;;;
31;73;5;1:46.614;+11.842;+0.143;184.8;10;Park Place Motorsports;GTD;;;Porsche 911 GT3 R;C;40;40;4;14;112;1;;3792;;;Patrick;Lindsey;Silver;;USA;;697;1;Silver;;;Joerg;Bergmeister;Platinum;;DEU;;26;2;Platinum;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;71;5;1:46.710;+11.938;+0.096;184.6;6;P1 Motorsports;GTD;;;Mercedes-AMG GT3;C;413;164;4;45;7643;1;;3770;;;JC;Perez;Silver;;COL;;1339;4;Silver;;;Loris;Spinelli;Silver;;ITA;;1572;3;Silver;;;Daniel;Morad;Silver;;CAN;;1144;2;Silver;;;;;;;;;;;;;;;;;;;;;
33;36;10;1:46.864;+12.092;+0.154;184.3;10;CJ Wilson Racing;GTD;;;Acura NSX GT3;C;497;52;4;43;7641;1;;3791;;;Marc;Miller;Bronze;;USA;;455;1;Bronze;;;Till;Bechtolsheimer;Bronze;;GBR;;1152;3;Bronze;;;;;;;;;;;;;;;;;;;;;;;;;;;
34;58;8;1:47.924;+13.152;+1.060;182.5;10;Wright Motorsports;GTD;;;Porsche 911 GT3 R;C;440;111;4;14;112;1;;3762;;;Patrick;Long;Platinum;;USA;;27;1;Platinum;;;Christina;Nielsen;Silver;;DNK;;414;2;Silver;;;Robert;Renauer;Silver;;DEU;;999;3;Silver;;;;;;;;;;;;;;;;;;;;;
35;15;6;1:48.299;+13.527;+0.375;181.9;9;3GT Racing;GTD;;;Lexus RC F GT3;C;249;146;4;46;7644;1;;3736;;;Jack;Hawksworth;Gold;;GBR;;838;4;Gold;;;Mario;Farnbacher;Silver;;DEU;;318;5;Silver;;;David;Heinemeier Hansson;Silver;;DNK;;78;3;Silver;;;;;;;;;;;;;;;;;;;;;
36;69;5;1:48.584;+13.812;+0.285;181.4;9;HART;GTD;;;Acura NSX GT3;C;424;76;4;43;7641;1;;3747;;;Chad;Gilsinger;Silver;;USA;;517;1;Silver;;;Ryan;Eversley;Gold;;USA;;501;2;Gold;;;Tom;Dyer;Silver;;USA;;805;3;Silver;;;;;;;;;;;;;;;;;;;;;
37;75;2;1:49.326;+14.554;+0.742;180.2;9;SunEnergy1 Racing;GTD;;;Mercedes-AMG GT3;C;436;210;4;45;7643;1;;3759;;;Kenny;Habul;Bronze;;AUS;;1115;1;Bronze;;;Thomas;Jaeger;Gold;;DEU;;1280;2;Gold;;;Mikael;Grenier;Silver;;CAN;;1624;3;Silver;;;;;;;;;;;;;;;;;;;;;
38;31;0;;;;;8;Whelen Engineering Racing;P;;;Cadillac DPi;C;254;1;1;49;7646;1;;3763;;;Felipe;Nasr;Platinum;;BRA;;1598;1;Platinum;;;Eric;Curran;Gold;;USA;;382;2;Gold;;;Mike;Conway;Platinum;;GBR;;1254;3;Platinum;;;;;;;;;;;;;;;;;;;;;
39;54;0;;;;;0;CORE autosport;P;;;ORECA  LMP2;C;411;10;1;47;7637;1;;3741;;;Jonathan;Bennett;Bronze;;USA;;60;1;Bronze;;;Colin;Braun;Gold;;USA;;61;2;Gold;;;Romain;Dumas;Platinum;;FRA;;291;3;Platinum;;;;;;;;;;;;;;;;;;;;;
40;55;0;;;;;5;Mazda Team Joest;P;;;Mazda DPi;C;409;201;1;48;110;1;;3752;;;Jonathan;Bomarito;Platinum;;USA;;309;1;Platinum;;;Harry;Tincknell;Platinum;;GBR;;1288;2;Platinum;;;Spencer;Pigot;Gold;;USA;;243;3;Gold;;;;;;;;;;;;;;;;;;;;;
41;63;0;;;;;0;Scuderia Corsa;GTD;;;Ferrari 488 GT3;C;37;25;4;16;106;1;;3760;;;Cooper;MacNeil;Silver;;USA;;113;1;Silver;;;Gunnar;Jeannette;Silver;;USA;;308;3;Silver;;;Jeff;Segal;Gold;;USA;;83;4;Gold;;;;;;;;;;;;;;;;;;;;;
42;64;0;;;;;2;Scuderia Corsa;GTD;;;Ferrari 488 GT3;C;435;25;4;16;106;1;;3761;;;Bill;Sweedler;Bronze;;USA;;116;1;Bronze;;;Townsend;Bell;Gold;;USA;;117;2;Gold;;;Frank;Montecalvo;Silver;;USA;;1279;3;Silver;;;;;;;;;;;;;;;;;;;;;
