POSITION;NUMBER;STATUS;LAPS;TOTAL_TIME;GAP_FIRST;GAP_PREVIOUS;FL_LAPNUM;FL_TIME;FL_KPH;TEAM;CLASS;GROUP;DIVISION;VEHICLE;TIRES;IMSA_CarId;IMSA_TeamId;IMSA_ClassId;IMSA_CarTypeId;IMSA_ManufacturerId;IMSA_TireId;IMSA_SponsorId;IMSA_EventEntryId;*Extra 9;*Extra 10;DRIVER1_FIRSTNAME;DRIVER1_SECONDNAME;DRIVER1_LICENSE;DRIVER1_HOMETOWN;DRIVER1_COUNTRY;DRIVER1_SHORTNAME;DRIVER1_IMSA_DriverId;DRIVER1_IMSA_DriverPlugId;DRIVER1_IMSA_DriverRatingLong;DRIVER1_*Extra 4;DRIVER1_*Extra 5;DRIVER2_FIRSTNAME;DRIVER2_SECONDNAME;DRIVER2_LICENSE;DRIVER2_HOMETOWN;DRIVER2_COUNTRY;DRIVER2_SHORTNAME;DRIVER2_IMSA_DriverId;DRIVER2_IMSA_DriverPlugId;DRIVER2_IMSA_DriverRatingLong;DRIVER2_*Extra 4;DRIVER2_*Extra 5;DRIVER3_FIRSTNAME;DRIVER3_SECONDNAME;DRIVER3_LICENSE;DRIVER3_HOMETOWN;DRIVER3_COUNTRY;DRIVER3_SHORTNAME;DRIVER3_IMSA_DriverId;DRIVER3_IMSA_DriverPlugId;DRIVER3_IMSA_DriverRatingLong;DRIVER3_*Extra 4;DRIVER3_*Extra 5;DRIVER4_FIRSTNAME;DRIVER4_SECONDNAME;DRIVER4_LICENSE;DRIVER4_HOMETOWN;DRIVER4_COUNTRY;DRIVER4_SHORTNAME;DRIVER4_IMSA_DriverId;DRIVER4_IMSA_DriverPlugId;DRIVER4_IMSA_DriverRatingLong;DRIVER4_*Extra 4;DRIVER4_*Extra 5;DRIVER5_FIRSTNAME;DRIVER5_SECONDNAME;DRIVER5_LICENSE;DRIVER5_HOMETOWN;DRIVER5_COUNTRY;DRIVER5_SHORTNAME;DRIVER5_IMSA_DriverId;DRIVER5_IMSA_DriverPlugId;DRIVER5_IMSA_DriverRatingLong;DRIVER5_*Extra 4;DRIVER5_*Extra 5;DRIVER6_FIRSTNAME;DRIVER6_SECONDNAME;DRIVER6_LICENSE;DRIVER6_HOMETOWN;DRIVER6_COUNTRY;DRIVER6_SHORTNAME;DRIVER6_IMSA_DriverId;DRIVER6_IMSA_DriverPlugId;DRIVER6_IMSA_DriverRatingLong;DRIVER6_*Extra 4;DRIVER6_*Extra 5;
1;40;Classified;41;2:01:06.352;-;-;17;2:11.697;164.5;PF Racing;GS;;;Ford Mustang GT4;M;629;243;5;54;107;3;;12460;;;James;Pesek;Silver;Harrisonville, MO;;;1745;3;Silver;;;Chad;McCumbee;Silver;Shallotte, NC;;;461;1;Silver;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;7;Classified;41;2:01:06.824;+0.472;+0.472;33;2:11.150;165.2;Volt Racing;GS;;;Aston Martin Vantage GT4;M;1555;392;5;56;73;3;;12437;;;Alan;Brynjolfsson;Bronze;Tampa, FL;;;1271;1;Bronze;;;Trent;Hindman;Gold;Ocean Township, NJ;;;244;2;Gold;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;14;Classified;41;2:01:08.018;+1.666;+1.194;33;2:11.756;164.5;Riley Motorsports;GS;;;Toyota Supra GT4;M;919;35;5;104;7662;3;;12438;;;Alfredo;Najri;;Santo Domingo, DR;;;2257;1;;;;Andy;Jakos;;Buenos Aires, Argentina;;;2871;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;56;Classified;41;2:01:08.251;+1.899;+0.233;32;2:11.803;164.4;Murillo Racing;GS;;;Mercedes-AMG GT GT4;M;765;212;5;89;7643;3;;12441;;;Jeff;Mosing;Bronze;Austin, TX;;;487;2;Bronze;;;Eric;Foss;;Fort Worth, TX;;;488;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;43;Classified;41;2:01:08.783;+2.431;+0.532;30;2:12.130;164.0;Stephen Cameron Racing;GS;;;BMW M4 GT4;M;909;220;5;68;74;3;;12440;;;Sean;Quinlan;Bronze;Palo Alto, CA;;;2172;1;Bronze;;;Gregory;Liefooghe;Silver;San Francisco, CA;;;504;2;Silver;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;46;Classified;41;2:01:09.139;+2.787;+0.356;17;2:11.959;164.2;TeamTGM;GS;;;Porsche 718 GT4 RS CS;M;1535;79;5;108;112;3;;12434;;;Hugh;Plumb;Bronze;Unionville, PA;;;421;3;Bronze;;;Matt;Plumb;Silver;Chadds Ford, PA;;;429;2;Silver;;;;;;;;;;;;;;;;;;;;;;;;;;;
7;64;Classified;41;2:01:09.519;+3.167;+0.380;30;2:11.942;164.2;TeamTGM;GS;;;Porsche 718 GT4 RS CS;M;1534;79;5;108;112;3;;12433;;;Ted;Giovanis;Bronze;Highland, MD;;;489;1;Bronze;;;Owen;Trinkler;Silver;Nashville,TN;;;519;5;Silver;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;11;Classified;41;2:01:10.392;+4.040;+0.873;32;2:11.948;164.2;Capstone Motorsports;GS;B;;Mercedes-AMG GT GT4;M;1530;380;5;89;7643;3;;12431;;;Gary;Ferrera;Bronze;Littleton, CO;;;1735;1;Bronze;;;Kris;Wilson;Bronze;Golden, CO;;;423;2;Bronze;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;95;Classified;41;2:01:10.752;+4.400;+0.360;30;2:12.255;163.8;Turner Motorsport;GS;;;BMW M4 GT4;M;760;38;5;68;74;3;;12435;;;Bill;Auberlen;Gold;Lake Havasu City, AZ;;;39;1;Gold;;;Dillon;Machavern;Silver;Charlotte, VT;;;463;3;Silver;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;12;Classified;41;2:01:10.936;+4.584;+0.184;32;2:11.782;164.4;NTE Sport;GS;;;Aston Martin Vantage GT4;M;1599;353;5;56;73;3;;12449;;;Manny;Franco;;Milwaukee, WI;;;2584;1;;;;Josh;Hurley;Silver;Livermore, CA;;;947;2;Silver;;;;;;;;;;;;;;;;;;;;;;;;;;;
