NUMBER; DRIVER_NUMBER; LAP_NUMBER; LAP_TIME; LAP_IMPROVEMENT; CROSSING_FINISH_LINE_IN_PIT; S1; S1_IMPROVEMENT; S2; S2_IMPROVEMENT; S3; S3_IMPROVEMENT; KPH; ELAPSED; HOUR;
41;1;1;2:33.451;0;;1:05.033;0;31.197;0;57.221;0;135.9;2:33.451;09:02;
41;1;2;2:02.068;0;;37.489;0;30.402;0;54.177;0;170.8;4:35.519;09:04;
41;1;3;1:57.731;0;;36.172;0;29.860;0;51.699;0;177.1;6:33.250;09:06;
41;1;4;1:57.588;0;;36.125;0;29.228;0;52.235;0;177.3;8:30.838;09:08;
41;1;5;1:55.159;0;;35.000;0;29.326;0;50.833;0;181.0;10:25.997;09:10;
41;1;6;1:55.923;0;;35.915;0;29.264;0;50.744;1;179.8;12:21.920;09:12;
41;1;7;2:03.609;0;B;34.931;1;29.190;2;59.488;0;168.7;14:25.529;09:14;
41;0;8;3:34.906;0;;2:13.622;0;30.039;0;51.245;0;97.0;18:00.435;09:18;
41;0;9;1:54.535;2;;34.837;2;29.583;0;50.115;2;182.0;19:54.970;09:19;
41;0;10;1:55.287;0;;35.293;0;29.269;1;50.725;0;180.8;21:50.257;09:21;
42;2;1;2:46.878;0;;1:24.670;0;30.801;0;51.407;2;124.9;2:46.878;09:02;
42;2;2;1:58.304;2;;35.351;0;30.027;2;52.926;0;176.2;4:45.182;09:04;
42;2;3;1:58.473;0;;36.365;0;30.643;0;51.465;1;176.0;6:43.655;09:06;
42;2;4;3:21.183;0;B;34.694;2;30.130;0;2:16.359;0;103.6;10:04.838;09:10;
42;0;5;2:20.043;0;;55.596;0;31.374;0;53.073;0;148.9;12:24.881;09:12;
42;0;6;2:01.482;0;;36.976;0;30.892;0;53.614;0;171.6;14:26.363;09:14;
42;0;7;2:01.782;0;;37.081;0;31.126;0;53.575;0;171.2;16:28.145;09:16;
42;0;8;1:59.949;0;;36.428;0;30.833;1;52.688;0;173.8;18:28.094;09:18;
42;0;9;1:59.168;0;;35.913;1;30.849;0;52.406;1;174.9;20:27.262;09:20;
43;0;1;2:49.195;0;;1:23.597;0;31.963;0;53.635;0;123.2;2:49.195;09:02;
43;0;2;2:01.683;0;;36.844;0;30.494;0;54.345;0;171.3;4:50.878;09:04;
43;0;3;2:02.028;0;;37.430;0;30.763;0;53.835;0;170.8;6:52.906;09:06;
43;0;4;1:57.283;0;;35.884;0;30.440;0;50.959;0;177.8;8:50.189;09:08;
43;0;5;1:58.397;0;;37.056;0;30.650;0;50.691;0;176.1;10:48.586;09:10;
43;0;6;1:56.902;0;;35.877;0;30.257;0;50.768;0;178.3;12:45.488;09:12;
43;0;7;1:56.190;0;;35.083;2;30.240;2;50.867;0;179.4;14:41.678;09:14;
43;0;8;1:55.962;2;;35.108;0;30.299;0;50.555;2;179.8;16:37.640;09:16;
43;0;9;2:10.303;0;B;37.044;0;30.555;0;1:02.704;0;160.0;18:47.943;09:18;
44;0;1;2:56.890;0;;1:31.820;0;31.288;0;53.782;0;117.9;2:56.890;09:02;
44;0;2;2:07.083;0;B;35.471;0;29.302;0;1:02.310;0;164.0;5:03.973;09:05;
44;0;3;3:23.256;0;;2:03.843;0;29.272;0;50.141;2;102.6;8:27.229;09:08;
44;0;4;1:54.157;2;;34.375;0;29.213;2;50.569;1;182.6;10:21.386;09:10;
44;0;5;2:06.796;0;B;34.343;2;29.357;0;1:03.096;0;164.4;12:28.182;09:12;
44;2;6;4:49.515;0;;3:24.640;0;30.384;0;54.491;0;72.0;17:17.697;09:17;
44;2;7;1:58.429;0;;35.776;1;30.173;0;52.480;0;176.0;19:16.126;09:19;
44;2;8;1:58.401;0;;36.061;0;30.107;1;52.233;1;176.1;21:14.527;09:21;
45;0;1;2:58.459;0;;1:31.063;0;33.393;0;54.003;0;116.8;2:58.459;09:02;
45;0;2;2:29.864;0;B;37.207;0;29.901;0;1:22.756;0;139.1;5:28.323;09:05;
45;0;3;2:15.832;0;;55.438;0;29.774;0;50.620;0;153.5;7:44.155;09:07;
45;0;4;3:02.441;0;B;34.918;0;29.290;2;1:58.233;0;114.3;10:46.596;09:10;
45;0;5;2:11.887;0;;52.109;0;29.383;0;50.395;0;158.1;12:58.483;09:12;
45;0;6;1:57.396;0;;35.087;0;29.902;0;52.407;0;177.6;14:55.879;09:14;
45;0;7;1:53.165;2;;33.698;2;29.301;0;50.166;2;184.2;16:49.044;09:16;
46;1;1;2:19.534;0;;55.614;0;31.602;0;52.318;0;149.4;2:19.534;09:02;
46;1;2;1:54.240;0;;35.288;0;29.637;0;49.315;0;182.5;4:13.774;09:04;
46;1;3;1:53.430;0;;34.249;0;29.356;0;49.825;0;183.8;6:07.204;09:06;
46;1;4;1:52.548;2;;34.255;0;29.567;0;48.726;2;185.2;7:59.752;09:07;
46;1;5;2:02.798;0;B;34.109;2;29.303;1;59.386;0;169.8;10:02.550;09:10;
46;2;6;3:46.041;0;;2:25.305;0;29.783;0;50.953;0;92.2;13:48.591;09:13;
46;2;7;1:54.951;0;;35.067;0;29.589;0;50.295;0;181.4;15:43.542;09:15;
46;2;8;1:53.772;0;;34.141;1;29.304;0;50.327;0;183.2;17:37.314;09:17;
46;2;9;1:52.638;0;;34.150;0;29.226;2;49.262;1;185.1;19:29.952;09:19;
46;2;10;1:57.059;0;;34.919;0;29.277;0;52.863;0;178.1;21:27.011;09:21;
51;0;1;2:39.173;0;;1:10.313;0;31.746;0;57.114;0;131.0;2:39.173;09:02;
51;0;2;2:07.247;0;;39.325;0;32.130;0;55.792;0;163.8;4:46.420;09:04;
51;0;3;2:19.744;0;;54.127;0;31.673;0;53.944;0;149.2;7:06.164;09:07;
51;0;4;1:59.966;0;;36.025;2;30.950;0;52.991;0;173.8;9:06.130;09:09;
51;0;5;1:59.746;2;;36.050;0;30.904;2;52.792;0;174.1;11:05.876;09:11;
51;0;6;2:09.450;0;B;36.399;0;31.011;0;1:02.040;0;161.0;13:15.326;09:13;
51;0;7;4:11.599;0;;2:46.340;0;31.408;0;53.851;0;82.9;17:26.925;09:17;
51;0;8;1:59.986;0;;36.135;0;31.176;0;52.675;2;173.8;19:26.911;09:19;
51;0;9;2:01.694;0;;36.103;0;30.929;0;54.662;0;171.3;21:28.605;09:21;
61;2;1;2:40.108;0;;1:09.191;0;32.168;0;58.749;0;130.2;2:40.108;09:02;
61;2;2;2:09.585;0;;39.659;0;32.592;0;57.334;0;160.9;4:49.693;09:04;
61;2;3;2:06.478;0;;37.870;0;31.445;0;57.163;0;164.8;6:56.171;09:06;
61;2;4;2:04.593;2;;37.739;2;31.292;2;55.562;2;167.3;9:00.764;09:09;
61;2;5;2:16.298;0;B;38.234;0;32.095;0;1:05.969;0;153.0;11:17.062;09:11;
61;0;6;3:20.238;0;;1:51.322;0;32.235;0;56.681;0;104.1;14:37.300;09:14;
61;0;7;2:06.351;0;;37.862;0;31.914;0;56.575;0;165.0;16:43.651;09:16;
61;0;8;2:05.417;0;;37.804;1;31.839;0;55.774;1;166.2;18:49.068;09:18;
61;0;9;2:05.669;0;;38.171;0;31.717;1;55.781;0;165.9;20:54.737;09:20;
66;0;1;2:38.115;0;;1:11.754;0;30.817;0;55.544;0;131.9;2:38.115;09:02;
66;0;2;2:02.689;0;;37.494;0;31.837;0;53.358;2;169.9;4:40.804;09:04;
66;0;3;2:08.762;0;B;36.307;2;30.679;2;1:01.776;0;161.9;6:49.566;09:06;
66;1;4;3:35.427;0;;2:09.273;0;31.409;0;54.745;0;96.8;10:24.993;09:10;
66;1;5;2:02.558;0;;37.637;0;31.137;0;53.784;1;170.1;12:27.551;09:12;
66;1;6;2:02.367;0;;37.130;0;31.129;0;54.108;0;170.4;14:29.918;09:14;
66;1;7;2:02.494;0;;37.116;0;30.927;1;54.451;0;170.2;16:32.412;09:16;
66;1;8;2:06.432;0;;37.049;0;31.972;0;57.411;0;164.9;18:38.844;09:18;
66;1;9;2:02.207;2;;36.898;1;31.219;0;54.090;0;170.6;20:41.051;09:20;
67;0;1;3:14.974;0;;1:48.227;0;32.350;0;54.397;0;106.9;3:14.974;09:03;
67;0;2;2:04.273;0;;37.816;0;32.087;0;54.370;2;167.8;5:19.247;09:05;
67;0;3;3:08.904;0;B;36.458;2;30.996;1;2:01.450;0;110.4;8:28.151;09:08;
67;0;4;3:42.266;0;B;54.154;0;30.800;2;2:17.312;0;93.8;12:10.417;09:12;
67;1;5;2:18.695;0;;52.957;0;31.329;0;54.409;0;150.3;14:29.112;09:14;
67;1;6;2:02.897;0;;37.396;0;30.931;0;54.570;0;169.6;16:32.009;09:16;
67;1;7;2:03.448;0;;36.943;0;32.060;0;54.445;1;168.9;18:35.457;09:18;
67;1;8;2:02.152;2;;36.699;1;30.836;1;54.617;0;170.7;20:37.609;09:20;
70;1;1;2:31.906;0;;59.205;0;33.482;0;59.219;0;137.2;2:31.906;09:02;
70;1;2;2:06.922;0;;38.423;0;31.804;0;56.695;1;164.3;4:38.828;09:04;
70;1;3;3:43.240;0;B;37.321;1;31.627;1;2:34.292;0;93.4;8:22.068;09:08;
70;0;4;2:25.617;0;;56.144;0;32.503;0;56.970;0;143.2;10:47.685;09:10;
70;0;5;2:04.785;0;;38.270;0;31.688;0;54.827;0;167.1;12:52.470;09:12;
70;0;6;2:03.776;0;;37.425;0;31.248;0;55.103;0;168.4;14:56.246;09:14;
70;0;7;2:03.800;0;;37.531;0;31.174;2;55.095;0;168.4;17:00.046;09:17;
70;0;8;2:03.025;2;;37.061;2;31.318;0;54.646;2;169.5;19:03.071;09:19;
70;0;9;2:03.598;0;;37.207;0;31.520;0;54.871;0;168.7;21:06.669;09:21;
71;0;1;2:46.480;0;;1:18.775;0;31.924;0;55.781;0;125.2;2:46.480;09:02;
71;0;2;2:03.866;0;;37.690;0;31.401;0;54.775;0;168.3;4:50.346;09:04;
71;0;3;2:04.072;0;;37.499;0;31.109;2;55.464;0;168.0;6:54.418;09:06;
71;0;4;2:02.765;0;;37.551;0;31.404;0;53.810;0;169.8;8:57.183;09:08;
71;0;5;2:00.613;2;;36.217;0;31.247;0;53.149;2;172.8;10:57.796;09:10;
71;0;6;2:11.291;0;B;36.531;0;31.487;0;1:03.273;0;158.8;13:09.087;09:13;
71;0;7;3:20.343;0;;1:55.364;0;31.405;0;53.574;0;104.1;16:29.430;09:16;
71;0;8;2:10.244;0;B;36.211;2;31.370;0;1:02.663;0;160.1;18:39.674;09:18;
71;0;9;2:58.773;0;;1:33.596;0;31.373;0;53.804;0;116.6;21:38.447;09:21;
72;1;1;2:33.514;0;;52.965;0;39.509;0;1:01.040;0;135.8;2:33.514;09:02;
72;1;2;2:19.553;0;;41.978;0;35.778;0;1:01.797;0;149.4;4:53.067;09:04;
72;1;3;2:07.389;0;;39.831;0;32.857;0;54.701;0;163.7;7:00.456;09:07;
72;1;4;2:01.705;0;;36.698;0;31.223;2;53.784;0;171.3;9:02.161;09:09;
72;1;5;2:01.639;2;;36.608;2;31.344;0;53.687;2;171.4;11:03.800;09:11;
72;1;6;2:10.669;0;B;37.349;0;31.764;0;1:01.556;0;159.5;13:14.469;09:13;
72;1;7;3:40.893;0;;2:10.394;0;32.616;0;57.883;0;94.4;16:55.362;09:16;
72;1;8;2:09.431;0;;38.799;0;31.875;0;58.757;0;161.1;19:04.793;09:19;
72;1;9;2:08.371;0;;39.478;0;32.211;0;56.682;0;162.4;21:13.164;09:21;
75;0;1;2:29.628;0;;54.962;0;35.209;0;59.457;0;139.3;2:29.628;09:02;
75;0;2;2:04.383;0;;38.165;0;31.452;0;54.766;0;167.6;4:34.011;09:04;
75;0;3;2:02.592;0;;37.070;0;31.263;0;54.259;0;170.1;6:36.603;09:06;
75;0;4;2:03.090;0;;36.643;0;31.126;2;55.321;0;169.4;8:39.693;09:08;
75;0;5;3:59.867;0;B;36.870;0;31.281;0;2:51.716;0;86.9;12:39.560;09:12;
75;0;6;2:21.710;0;;53.795;0;32.893;0;55.022;0;147.1;15:01.270;09:15;
75;0;7;2:02.247;0;;36.652;0;31.497;0;54.098;0;170.5;17:03.517;09:17;
75;0;8;2:01.604;2;;36.427;2;31.283;0;53.894;2;171.4;19:05.121;09:19;
76;0;1;2:28.215;0;;1:02.405;0;31.322;0;54.488;0;140.7;2:28.215;09:02;
76;0;2;2:01.458;0;;36.585;0;31.082;0;53.791;0;171.6;4:29.673;09:04;
76;0;3;2:00.266;0;;35.970;0;30.898;0;53.398;0;173.3;6:29.939;09:06;
76;0;4;2:00.912;0;;36.057;0;30.955;0;53.900;0;172.4;8:30.851;09:08;
76;0;5;6:01.656;0;B;35.925;0;30.845;0;4:54.886;0;57.6;14:32.507;09:14;
76;0;6;2:16.947;0;;51.950;0;31.170;0;53.827;0;152.2;16:49.454;09:16;
76;0;7;2:00.034;0;;36.020;0;30.895;0;53.119;2;173.7;18:49.488;09:18;
76;0;8;2:00.026;2;;35.878;2;30.837;2;53.311;0;173.7;20:49.514;09:20;
77;1;1;2:36.951;0;;1:02.324;0;36.482;0;58.145;0;132.8;2:36.951;09:02;
77;1;2;2:10.819;0;;39.997;0;33.068;0;57.754;0;159.4;4:47.770;09:04;
77;1;3;2:01.694;0;;37.092;0;30.929;0;53.673;0;171.3;6:49.464;09:06;
77;1;4;2:00.748;2;;36.114;0;30.889;0;53.745;0;172.7;8:50.212;09:08;
77;1;5;2:01.979;0;;37.698;0;30.808;0;53.473;2;170.9;10:52.191;09:10;
77;1;6;2:03.388;0;;36.629;0;32.603;0;54.156;0;169.0;12:55.579;09:12;
77;1;7;2:00.872;0;;36.266;0;30.713;2;53.893;0;172.5;14:56.451;09:14;
77;1;8;2:09.389;0;B;35.399;2;31.376;0;1:02.614;0;161.1;17:05.840;09:17;
77;0;9;3:05.310;0;;1:39.748;0;31.204;0;54.358;0;112.5;20:11.150;09:20;
79;1;1;2:32.796;0;;1:03.425;0;32.438;2;56.933;2;136.4;2:32.796;09:02;
79;1;2;2:45.260;2;B;42.987;2;43.912;1;1:18.361;1;126.2;5:18.056;09:05;
82;2;1;3:27.524;0;;1:56.891;0;34.439;0;56.194;0;100.5;3:27.524;09:03;
82;2;2;2:03.981;0;;37.095;0;31.327;2;55.559;0;168.2;5:31.505;09:05;
82;2;3;2:02.105;2;;36.511;2;31.357;0;54.237;2;170.7;7:33.610;09:07;
82;2;4;2:10.756;0;B;36.567;0;31.370;0;1:02.819;0;159.4;9:44.366;09:09;
82;1;5;3:41.405;0;;2:11.248;0;32.617;0;57.540;0;94.2;13:25.771;09:13;
82;1;6;2:06.878;0;;38.448;0;31.941;0;56.489;0;164.3;15:32.649;09:15;
82;1;7;2:05.000;0;;37.882;1;31.702;1;55.416;1;166.8;17:37.649;09:17;
82;1;8;2:05.901;0;;38.014;0;32.047;0;55.840;0;165.6;19:43.550;09:19;
82;1;9;2:06.263;0;;38.603;0;32.055;0;55.605;0;165.1;21:49.813;09:21;
86;0;1;2:48.025;0;;1:20.367;0;31.527;0;56.131;0;124.1;2:48.025;09:02;
86;0;2;2:12.454;0;;36.914;0;30.820;2;1:04.720;0;157.4;5:00.479;09:05;
86;0;3;2:00.789;2;;36.425;1;31.064;0;53.300;2;172.6;7:01.268;09:07;
86;0;4;2:10.342;0;B;37.176;0;30.953;0;1:02.213;0;159.9;9:11.610;09:09;
86;0;5;3:28.624;0;;2:00.264;0;31.379;0;56.981;0;99.9;12:40.234;09:12;
86;0;6;2:10.021;0;B;36.426;0;31.244;0;1:02.351;0;160.3;14:50.255;09:14;
86;1;7;2:57.960;0;;1:32.863;0;31.278;0;53.819;0;117.1;17:48.215;09:17;
86;1;8;2:00.975;0;;36.206;2;31.146;0;53.623;0;172.3;19:49.190;09:19;
86;1;9;2:00.946;0;;36.322;0;31.064;1;53.560;1;172.4;21:50.136;09:21;
88;2;1;3:22.747;0;;1:46.821;0;34.198;0;1:01.728;0;102.8;3:22.747;09:03;
88;2;2;2:13.701;0;;40.340;0;32.669;0;1:00.692;0;155.9;5:36.448;09:05;
88;2;3;2:11.936;0;;39.584;0;32.452;0;59.900;0;158.0;7:48.384;09:07;
88;2;4;2:10.103;0;;39.431;0;32.045;0;58.627;0;160.2;9:58.487;09:09;
88;2;5;2:10.488;0;;39.341;0;32.390;0;58.757;0;159.8;12:08.975;09:12;
88;2;6;2:09.913;2;;39.490;0;31.980;0;58.443;2;160.5;14:18.888;09:14;
88;2;7;2:10.407;0;;39.172;2;31.974;2;59.261;0;159.9;16:29.295;09:16;
88;2;8;2:13.178;0;;39.357;0;32.519;0;1:01.302;0;156.5;18:42.473;09:18;
88;2;9;2:20.993;0;B;39.734;0;32.276;0;1:08.983;0;147.9;21:03.466;09:21;
89;0;1;2:05.531;0;;39.897;0;31.284;0;54.350;0;166.1;2:05.531;09:02;
89;0;2;2:01.253;0;;37.020;0;31.122;0;53.111;0;171.9;4:06.784;09:04;
89;0;3;2:00.228;0;;36.008;0;31.053;2;53.167;0;173.4;6:07.012;09:06;
89;0;4;2:00.793;0;;36.428;0;31.146;0;53.219;0;172.6;8:07.805;09:08;
89;0;5;2:00.634;0;;36.479;0;31.060;0;53.095;2;172.8;10:08.439;09:10;
89;0;6;2:00.754;0;;36.553;0;31.061;0;53.140;0;172.6;12:09.193;09:12;
89;0;7;2:00.373;0;;36.142;0;31.121;0;53.110;0;173.2;14:09.566;09:14;
89;0;8;2:00.175;2;;35.903;2;31.144;0;53.128;0;173.5;16:09.741;09:16;
89;0;9;2:09.685;0;B;36.833;0;31.241;0;1:01.611;0;160.8;18:19.426;09:18;
89;0;10;3:07.348;0;;1:42.475;0;31.519;0;53.354;0;111.3;21:26.774;09:21;
91;0;1;2:38.601;0;;1:07.451;0;32.564;0;58.586;0;131.4;2:38.601;09:02;
91;0;2;2:06.047;0;;39.302;0;31.386;0;55.359;0;165.4;4:44.648;09:04;
91;0;3;2:01.415;0;;36.494;0;30.916;0;54.005;0;171.7;6:46.063;09:06;
91;0;4;1:58.495;2;;35.955;2;30.291;2;52.249;2;175.9;8:44.558;09:08;
91;0;5;2:00.450;0;;36.900;0;31.120;0;52.430;0;173.1;10:45.008;09:10;
91;0;6;3:25.696;0;B;36.661;0;30.478;0;2:18.557;0;101.4;14:10.704;09:14;
91;2;7;2:23.440;0;;58.349;0;31.436;0;53.655;0;145.3;16:34.144;09:16;
91;2;8;2:02.944;0;;38.077;0;30.457;1;54.410;0;169.6;18:37.088;09:18;
91;2;9;2:01.072;0;;36.392;1;31.825;0;52.855;1;172.2;20:38.160;09:20;
92;2;1;2:42.931;0;;1:19.371;0;31.051;0;52.509;0;128.0;2:42.931;09:02;
92;2;2;2:01.227;0;;36.391;0;31.478;0;53.358;0;172.0;4:44.158;09:04;
92;2;3;1:57.148;0;;35.335;0;29.740;0;52.073;0;178.0;6:41.306;09:06;
92;2;4;1:56.203;0;;35.041;0;29.713;0;51.449;0;179.4;8:37.509;09:08;
92;2;5;1:56.311;0;;36.213;0;29.961;0;50.137;0;179.2;10:33.820;09:10;
92;2;6;1:54.909;0;;35.374;0;29.810;0;49.725;0;181.4;12:28.729;09:12;
92;2;7;1:56.469;0;;35.158;0;30.635;0;50.676;0;179.0;14:25.198;09:14;
92;2;8;1:54.194;0;;34.692;0;29.779;0;49.723;0;182.6;16:19.392;09:16;
92;2;9;1:53.669;0;;34.528;0;29.716;0;49.425;2;183.4;18:13.061;09:18;
92;2;10;1:53.477;2;;34.325;2;29.448;2;49.704;0;183.7;20:06.538;09:20;
95;0;1;2:34.545;0;;1:06.415;0;31.302;0;56.828;0;134.9;2:34.545;09:02;
95;0;2;2:02.775;0;;38.117;0;30.542;0;54.116;0;169.8;4:37.320;09:04;
95;0;3;2:00.150;0;;36.825;0;30.456;0;52.869;0;173.5;6:37.470;09:06;
95;0;4;1:59.870;0;;36.699;0;30.141;0;53.030;0;173.9;8:37.340;09:08;
95;0;5;2:00.150;0;;36.743;0;30.619;0;52.788;0;173.5;10:37.490;09:10;
95;0;6;2:00.286;0;;36.448;0;30.139;0;53.699;0;173.3;12:37.776;09:12;
95;0;7;1:59.482;0;;35.995;0;30.225;0;53.262;0;174.5;14:37.258;09:14;
95;0;8;1:58.655;2;;35.881;2;30.124;2;52.650;2;175.7;16:35.913;09:16;
95;0;9;2:03.730;0;;37.388;0;30.244;0;56.098;0;168.5;18:39.643;09:18;
95;0;10;2:01.698;0;;38.179;0;30.466;0;53.053;0;171.3;20:41.341;09:20;
99;0;1;2:19.332;0;;51.849;0;32.453;0;55.030;0;149.6;2:19.332;09:02;
99;0;2;2:46.502;0;;37.551;0;31.000;0;1:37.951;0;125.2;5:05.834;09:05;
99;0;3;2:02.784;0;;38.346;0;31.053;0;53.385;1;169.8;7:08.618;09:07;
99;0;4;2:11.309;0;B;36.455;2;30.647;1;1:04.207;0;158.8;9:19.927;09:09;
99;1;5;3:38.468;0;;2:13.517;0;31.051;0;53.900;0;95.4;12:58.395;09:12;
