POSITION;NUMBER;STATUS;LAPS;TOTAL_TIME;GAP_FIRST;GAP_PREVIOUS;FL_LAPNUM;FL_TIME;FL_KPH;TEAM;CLASS;GROUP;DIVISION;VEHICLE;TIRES;IMSA_CarId;IMSA_TeamId;IMSA_ClassId;IMSA_CarTypeId;IMSA_ManufacturerId;IMSA_TireId;IMSA_SponsorId;IMSA_EventEntryId;*Extra 9;*Extra 10;DRIVER1_FIRSTNAME;DRIVER1_SECONDNAME;DRIVER1_LICENSE;DRIVER1_HOMETOWN;DRIVER1_COUNTRY;DRIVER1_SHORTNAME;DRIVER1_IMSA_DriverId;DRIVER1_IMSA_DriverPlugId;DRIVER1_IMSA_DriverRatingLong;DRIVER1_*Extra 4;DRIVER1_*Extra 5;DRIVER2_FIRSTNAME;DRIVER2_SECONDNAME;DRIVER2_LICENSE;DRIVER2_HOMETOWN;DRIVER2_COUNTRY;DRIVER2_SHORTNAME;DRIVER2_IMSA_DriverId;DRIVER2_IMSA_DriverPlugId;DRIVER2_IMSA_DriverRatingLong;DRIVER2_*Extra 4;DRIVER2_*Extra 5;DRIVER3_FIRSTNAME;DRIVER3_SECONDNAME;DRIVER3_LICENSE;DRIVER3_HOMETOWN;DRIVER3_COUNTRY;DRIVER3_SHORTNAME;DRIVER3_IMSA_DriverId;DRIVER3_IMSA_DriverPlugId;DRIVER3_IMSA_DriverRatingLong;DRIVER3_*Extra 4;DRIVER3_*Extra 5;DRIVER4_FIRSTNAME;DRIVER4_SECONDNAME;DRIVER4_LICENSE;DRIVER4_HOMETOWN;DRIVER4_COUNTRY;DRIVER4_SHORTNAME;DRIVER4_IMSA_DriverId;DRIVER4_IMSA_DriverPlugId;DRIVER4_IMSA_DriverRatingLong;DRIVER4_*Extra 4;DRIVER4_*Extra 5;DRIVER5_FIRSTNAME;DRIVER5_SECONDNAME;DRIVER5_LICENSE;DRIVER5_HOMETOWN;DRIVER5_COUNTRY;DRIVER5_SHORTNAME;DRIVER5_IMSA_DriverId;DRIVER5_IMSA_DriverPlugId;DRIVER5_IMSA_DriverRatingLong;DRIVER5_*Extra 4;DRIVER5_*Extra 5;DRIVER6_FIRSTNAME;DRIVER6_SECONDNAME;DRIVER6_LICENSE;DRIVER6_HOMETOWN;DRIVER6_COUNTRY;DRIVER6_SHORTNAME;DRIVER6_IMSA_DriverId;DRIVER6_IMSA_DriverPlugId;DRIVER6_IMSA_DriverRatingLong;DRIVER6_*Extra 4;DRIVER6_*Extra 5;
11;10;Classified;51;2:01:33.557;+43.111;+3.802;45;2:11.881;164.3;LAP Motorsports;GS;;;Mercedes-AMG GT GT4;M;901;262;5;89;7643;3;;10581;;;Anton;Dias Perera;;Memphis,TN;;;1987;1;;;;Scott;Andrews;Silver;Torquay, Australia;;;1657;2;Silver;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;8;Classified;51;2:01:55.812;+1:05.366;+22.255;30;2:12.284;163.8;McCann Racing;GS;;;Audi R8 GT4;M;791;303;5;86;909;3;;10531;;;Andrew;Davis;Silver;Athens, GA;;;329;2;Silver;;;Michael;McCann;;Canton, OH;;;1937;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;61;Classified;51;2:02:00.233;+1:09.787;+4.421;30;2:15.090;160.4;Road Shagger Racing;TCR;;;Audi RS3 LMS SEQ;M;1331;342;22;99;909;3;;10514;;;Gavin;Ernstone;;Las Vegas, NV;;;1652;1;;;;Jon;Morley;Bronze;San Francisco, CA;;;2405;2;Bronze;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;09;Classified;51;2:02:02.034;+1:11.588;+1.801;33;2:13.153;162.7;Automatic Racing;GS;;;Aston Martin Vantage GT4;M;625;95;5;56;73;3;;10605;;;Rob;Ecklin;;Lancaster, PA;;;452;2;;;;Brandon;Kidd;;Syracuse, NY;;;1581;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;73;Classified;51;2:02:02.503;+1:12.057;+0.469;30;2:15.124;160.4;LA Honda World Racing;TCR;;;Honda Civic FK7 TCR;M;989;364;22;97;2081;3;;10582;;;Mike;LaMarra;;Brighton, MI;;;473;3;;;;Mat;Pombo;;Atlanta, GA;;;529;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;77;Classified;51;2:02:23.561;+1:33.115;+21.058;42;2:15.755;159.6;Bryan Herta Autosport w/ Curb-Agajanian;TCR;;;Hyundai Veloster N TCR;M;954;255;22;76;7660;3;;10510;;;Taylor;Hagler;;San Antonio, TX;;;1921;1;;;;Michael;Lewis;Gold;Laguna Beach, CA;;;730;2;Gold;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;5;Classified;51;2:02:32.008;+1:41.562;+8.447;38;2:16.158;159.1;KMW Motorsports with TMR Engineering;TCR;;;Alfa Romeo Giulietta Veloce TCR;M;962;265;22;95;7658;3;;10518;;;Roy;Block;;Winter Park, FL;;;1077;3;;;;Tim;Lewis;;Boca Raton, FL;;;1801;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18;54;Classified;51;2:02:37.626;+1:47.180;+5.618;28;2:15.708;159.7;Michael Johnson Racing;TCR;;;Hyundai Veloster N TCR;M;955;255;22;76;7660;3;;10511;;;Michael;Johnson;;Mount Morris, MI;;;261;1;;;;Stephen;Simpson;Silver;Cape Town, South Africa;;;765;3;Silver;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;51;Classified;51;2:02:39.569;+1:49.123;+1.943;4;2:16.611;158.6;COPELAND MOTORSPORTS;TCR;;;Hyundai Veloster N TCR;M;958;329;22;76;7660;3;;10515;;;Mason;Filippi;Silver;Alamo, CA;;;2228;1;Silver;;;AJ;Muss;Silver;Rumson, NJ;;;1929;3;Silver;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;94;Classified;51;2:02:39.813;+1:49.367;+0.244;31;2:15.397;160.0;Atlanta Speedwerks;TCR;;;Honda Civic FK7 TCR;M;978;259;22;97;2081;3;;10536;;;Greg;Strelzoff;Bronze;Marina del Rey, CA;;;470;4;Bronze;;;Ryan;Eversley;Gold;Atlanta, GA;;;501;2;Gold;;;;;;;;;;;;;;;;;;;;;;;;;;;
21;33;Classified;50;2:01:05.381;1 Lap;1 Lap;41;2:15.309;160.1;Bryan Herta Autosport w/ Curb-Agajanian;TCR;;;Hyundai Elantra N TCR;M;952;255;22;98;7660;3;;10508;;;Harry;Gottsacker;Silver;San Antonio, TX;;;1456;3;Silver;;;Mark;Wilkins;Gold;Mulmur, ON;;;317;4;Gold;;;;;;;;;;;;;;;;;;;;;;;;;;;
22;19;Classified;50;2:01:05.982;1 Lap;+0.601;42;2:14.799;160.7;VAN DER STEUR RACING;TCR;;;Hyundai Veloster N TCR;M;950;341;22;76;7660;3;;10506;;;Rory;van der Steur;;Chesapeake City, MD;;;2408;1;;;;Denis;Dupont;;Montreal, QC;;;2250;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23;65;Classified;50;2:01:11.209;1 Lap;+5.227;11;2:14.871;160.7;Murillo Racing;GS;;;Mercedes-AMG GT GT4;M;766;212;5;89;7643;3;;10500;;;Brent;Mosing;;Lafayette, LA;;;492;2;;;;Tim;Probert;;Houston, TX;;;491;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24;98;Classified;50;2:01:20.352;1 Lap;+9.143;40;2:16.171;159.1;Bryan Herta Autosport w/ Curb-Agajanian;TCR;;;Hyundai Elantra N TCR;M;953;255;22;98;7660;3;;10509;;;Parker;Chase;;New Braunfels, TX;;;1137;1;;;;Ryan;Norman;Silver;Estero, FL;;;2231;3;Silver;;;;;;;;;;;;;;;;;;;;;;;;;;;
25;83;Classified;50;2:01:21.784;1 Lap;+1.432;31;2:13.215;162.7;Fast MD Racing;GS;;;Audi R8 GT4;M;951;267;5;86;909;3;;10507;;;Alex;Papadopulos;;Houston, TX;;;1834;3;;;;James;Vance;;Toronto, ON;;;486;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26;93;Classified;50;2:01:45.384;1 Lap;+23.600;29;2:12.478;163.6;CarBahn with Peregrine;GS;;;Audi R8 GT4;M;863;285;5;86;909;3;;10527;;;Sameer;Gandhi;;San Francisco, CA;;;1560;2;;;;Tom;Dyer;Silver;Corte Madera, CA;;;805;3;Silver;;;;;;;;;;;;;;;;;;;;;;;;;;;
27;88;Classified;49;2:01:58.364;2 Laps;1 Lap;11;2:16.166;159.1;VGMC Racing, LLC;TCR;;;Honda Civic FK7 TCR;M;976;355;22;97;2081;3;;10590;;;Victor;Gonzalez;ProAm;Trujillo Alto, PR;;;811;1;ProAm;;;Ruben;Iglesias;;Cayey, PR;;;2404;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28;64;Classified;48;2:00:53.148;3 Laps;1 Lap;27;2:13.979;161.7;TeamTGM;GS;;;Chevrolet Camaro GT4.R;M;920;79;5;63;105;3;;10482;;;Ted;Giovanis;Bronze;Highland, MD;;;489;1;Bronze;;;Owen;Trinkler;Silver;Nashville,TN;;;519;5;Silver;;;;;;;;;;;;;;;;;;;;;;;;;;;
29;40;Classified;45;2:01:10.156;6 Laps;3 Laps;25;2:12.753;163.2;PF Racing;GS;;;Ford Mustang GT4;M;629;243;5;54;107;3;;10496;;;James;Pesek;Silver;Harrisonville, MO;;;1745;3;Silver;;;Chad;McCumbee;;Ocean Isle Beach, NC;;;461;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30;17;Classified;45;2:01:13.016;6 Laps;+2.860;31;2:15.635;159.8;Unitronic JDC-Miller MotorSports;TCR;;;Audi RS3 LMS SEQ;M;956;270;22;99;909;3;;10513;;;Chris;Miller;Silver;Minneapolis, MN;;;265;1;Silver;;;Mikey;Taylor;;Pretoria, South Africa;;;791;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31;27;Classified;44;2:02:40.138;7 Laps;1 Lap;3;2:15.721;159.7;COPELAND MOTORSPORTS;TCR;;;Hyundai Veloster N TCR;M;898;329;22;76;7660;3;;10512;;;Tyler;Maxson;Silver;Bogart, GA;;;2151;1;Silver;;;Tyler;Gonzalez;;St. Cloud, FL;;;2164;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;81;Classified;33;1:23:03.737;18 Laps;11 Laps;30;2:15.696;159.7;CB Motorsports;TCR;;;Hyundai Veloster N TCR;M;971;351;22;76;7660;3;;10529;;;Mark;Kvamme;Bronze;Columbus, OH;;;2422;2;Bronze;;;Trenton;Estep;Silver;San Antonio, TX;;;1353;5;Silver;;;;;;;;;;;;;;;;;;;;;;;;;;;
33;84;Classified;24;57:49.300;27 Laps;9 Laps;5;2:15.984;159.3;Atlanta Speedwerks;TCR;;;Honda Civic FK7 TCR;M;1053;259;22;97;2081;3;;10535;;;Brian;Henderson;;Fredericksburg, VA;;;1806;1;;;;Robert;Noaker;;Duncannon PA;;;2201;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
34;46;Classified;16;1:07:24.783;35 Laps;8 Laps;3;2:13.839;161.9;TeamTGM;GS;;;Chevrolet Camaro GT4.R;M;921;79;5;63;105;3;;10483;;;Hugh;Plumb;Bronze;Unionville, PA;;;421;3;Bronze;;;Matt;Plumb;Silver;Chadds Ford, PA;;;429;2;Silver;;;;;;;;;;;;;;;;;;;;;;;;;;;
35;14;Classified;3;6:57.692;48 Laps;13 Laps;2;2:15.885;159.5;Riley Motorsports;GS;;;Toyota Supra GT4;M;919;35;5;104;7662;3;;10481;;;Javier;Quiros;;Escazú, Costa Rica;;;727;1;;;;Alfredo;Najri;;Santo Domingo, DR;;;2257;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
