POSITION;NUMBER;STATUS;LAPS;TOTAL_TIME;GAP_FIRST;GAP_PREVIOUS;FL_LAPNUM;FL_TIME;FL_KPH;TEAM;CLASS;GROUP;DIVISION;VEHICLE;TIRES;IMSA_CarId;IMSA_TeamId;IMSA_ClassId;IMSA_CarTypeId;IMSA_ManufacturerId;IMSA_TireId;IMSA_SponsorId;IMSA_EventEntryId;*Extra 9;*Extra 10;DRIVER1_FIRSTNAME;DRIVER1_SECONDNAME;DRIVER1_LICENSE;DRIVER1_HOMETOWN;DRIVER1_COUNTRY;DRIVER1_SHORTNAME;DRIVER1_IMSA_DriverId;DRIVER1_IMSA_DriverPlugId;DRIVER1_IMSA_DriverRatingLong;DRIVER1_*Extra 4;DRIVER1_*Extra 5;DRIVER2_FIRSTNAME;DRIVER2_SECONDNAME;DRIVER2_LICENSE;DRIVER2_HOMETOWN;DRIVER2_COUNTRY;DRIVER2_SHORTNAME;DRIVER2_IMSA_DriverId;DRIVER2_IMSA_DriverPlugId;DRIVER2_IMSA_DriverRatingLong;DRIVER2_*Extra 4;DRIVER2_*Extra 5;DRIVER3_FIRSTNAME;DRIVER3_SECONDNAME;DRIVER3_LICENSE;DRIVER3_HOMETOWN;DRIVER3_COUNTRY;DRIVER3_SHORTNAME;DRIVER3_IMSA_DriverId;DRIVER3_IMSA_DriverPlugId;DRIVER3_IMSA_DriverRatingLong;DRIVER3_*Extra 4;DRIVER3_*Extra 5;DRIVER4_FIRSTNAME;DRIVER4_SECONDNAME;DRIVER4_LICENSE;DRIVER4_HOMETOWN;DRIVER4_COUNTRY;DRIVER4_SHORTNAME;DRIVER4_IMSA_DriverId;DRIVER4_IMSA_DriverPlugId;DRIVER4_IMSA_DriverRatingLong;DRIVER4_*Extra 4;DRIVER4_*Extra 5;DRIVER5_FIRSTNAME;DRIVER5_SECONDNAME;DRIVER5_LICENSE;DRIVER5_HOMETOWN;DRIVER5_COUNTRY;DRIVER5_SHORTNAME;DRIVER5_IMSA_DriverId;DRIVER5_IMSA_DriverPlugId;DRIVER5_IMSA_DriverRatingLong;DRIVER5_*Extra 4;DRIVER5_*Extra 5;DRIVER6_FIRSTNAME;DRIVER6_SECONDNAME;DRIVER6_LICENSE;DRIVER6_HOMETOWN;DRIVER6_COUNTRY;DRIVER6_SHORTNAME;DRIVER6_IMSA_DriverId;DRIVER6_IMSA_DriverPlugId;DRIVER6_IMSA_DriverRatingLong;DRIVER6_*Extra 4;DRIVER6_*Extra 5;
1;71;Classified;51;2:00:50.446;-;-;34;2:12.365;163.7;Rebel Rock Racing;GS;;;Chevrolet Camaro GT4.R;M;539;45;5;63;105;3;;10534;;;Frank;DePew;;Richmond, VA;;;1151;3;;;;Robin;Liddell;Silver;Edinburgh, Scotland;;;411;1;Silver;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;16;Classified;51;2:00:53.789;+3.343;+3.343;30;2:10.889;165.5;Wright Motorsports;GS;;;Porsche 718 Cayman GT4 Clubsport;M;972;111;5;78;112;3;;10530;;;Maxwell;Root;Silver;San Diego, CA;;;1654;1;Silver;;;Jan;Heylen;Silver;Dunedin, FL;;;184;3;Silver;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;95;Classified;51;2:01:03.657;+13.211;+9.868;29;2:11.005;165.4;Turner Motorsport;GS;;;BMW M4 GT4;M;760;38;5;68;74;3;;10539;;;Bill;Auberlen;Gold;Lake Havasu City, AZ;;;39;1;Gold;;;Dillon;Machavern;Silver;Charlotte, VT;;;463;3;Silver;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;7;Classified;51;2:01:03.996;+13.550;+0.339;38;2:11.183;165.2;VOLT Racing with Archangel;GS;;;Aston Martin Vantage GT4;M;964;345;5;56;73;3;;10523;;;Alan;Brynjolfsson;Bronze;Tampa, FL;;;1271;1;Bronze;;;Trent;Hindman;Silver;Ocean Township, NJ;;;244;2;Silver;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;43;Classified;51;2:01:04.439;+13.993;+0.443;32;2:11.817;164.4;Stephen Cameron Racing LLC;GS;;;BMW M4 GT4;M;967;347;5;68;74;3;;10597;;;Sean;Quinlan;Bronze;Palo Alto;;;2172;1;Bronze;;;Gregory;Liefooghe;;San Francisco, CA;;;504;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;4;Classified;51;2:01:06.204;+15.758;+1.765;38;2:11.941;164.2;Winward Racing;GS;;;Mercedes-AMG GT GT4;M;809;304;5;89;7643;3;;10495;;;Russell;Ward;Silver;Seabrook, TX;;;1252;1;Silver;;;Indy;Dontje;Silver;Amsterdam, Netherlands;;;1634;5;Silver;;;;;;;;;;;;;;;;;;;;;;;;;;;
7;96;Classified;51;2:01:08.970;+18.524;+2.766;31;2:11.022;165.4;Turner Motorsport;GS;;;BMW M4 GT4;M;610;38;5;68;74;3;;10538;;;Robby;Foley;Silver;Randolph, NJ;;;1302;2;Silver;;;Vincent;Barletta;;Canton, MA;;;1894;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;3;Classified;51;2:01:26.094;+35.648;+17.124;34;2:12.199;163.9;Motorsports In Action;GS;;;McLaren 570S GT4;M;818;160;5;88;7651;3;;10493;;;Sheena;Monk;Bronze;Newtown, PA;;;1532;1;Bronze;;;Spencer;Pigot;Gold;Orlando, FL;;;243;3;Gold;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;13;Classified;51;2:01:27.210;+36.764;+1.116;39;2:11.782;164.4;AWA;GS;;;McLaren 570S GT4;M;757;217;5;88;7651;3;;10489;;;Kuno;Wittmer;Gold;Montreal, QC;;;237;2;Gold;;;Orey;Fidani;;Toronto, ON;;;973;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;56;Classified;51;2:01:29.755;+39.309;+2.545;37;2:11.451;164.8;Murillo Racing;GS;;;Mercedes-AMG GT GT4;M;765;212;5;89;7643;3;;10501;;;Jeff;Mosing;Bronze;Austin, TX;;;487;2;Bronze;;;Eric;Foss;Silver;Fort Worth, TX;;;488;3;Silver;;;;;;;;;;;;;;;;;;;;;;;;;;;
