POS;NUMBER;LAP;TIME;GAP_FIRST;GAP_PREVIOUS;KPH; LAPS;TEAM;CLASS;GROUP;DIVISION;VEHICLE;TIRES;IMSA_CarId;IMSA_TeamId;IMSA_ClassId;IMSA_CarTypeId;IMSA_ManufacturerId;IMSA_TireId;IMSA_SponsorId;IMSA_EventEntryId;*Extra 9;*Extra 10;DRIVER1_FIRSTNAME;DRIVER1_SECONDNAME;DRIVER1_LICENSE;DRIVER1_HOMETOWN;DRIVER1_COUNTRY;DRIVER1_SHORTNAME;DRIVER1_IMSA_DriverId;DRIVER1_IMSA_DriverPlugId;DRIVER1_IMSA_DriverRatingLong;DRIVER1_*Extra 4;DRIVER1_*Extra 5;DRIVER2_FIRSTNAME;DRIVER2_SECONDNAME;DRIVER2_LICENSE;DRIVER2_HOMETOWN;DRIVER2_COUNTRY;DRIVER2_SHORTNAME;DRIVER2_IMSA_DriverId;DRIVER2_IMSA_DriverPlugId;DRIVER2_IMSA_DriverRatingLong;DRIVER2_*Extra 4;DRIVER2_*Extra 5;DRIVER3_FIRSTNAME;DRIVER3_SECONDNAME;DRIVER3_LICENSE;DRIVER3_HOMETOWN;DRIVER3_COUNTRY;DRIVER3_SHORTNAME;DRIVER3_IMSA_DriverId;DRIVER3_IMSA_DriverPlugId;DRIVER3_IMSA_DriverRatingLong;DRIVER3_*Extra 4;DRIVER3_*Extra 5;DRIVER4_FIRSTNAME;DRIVER4_SECONDNAME;DRIVER4_LICENSE;DRIVER4_HOMETOWN;DRIVER4_COUNTRY;DRIVER4_SHORTNAME;DRIVER4_IMSA_DriverId;DRIVER4_IMSA_DriverPlugId;DRIVER4_IMSA_DriverRatingLong;DRIVER4_*Extra 4;DRIVER4_*Extra 5;DRIVER5_FIRSTNAME;DRIVER5_SECONDNAME;DRIVER5_LICENSE;DRIVER5_HOMETOWN;DRIVER5_COUNTRY;DRIVER5_SHORTNAME;DRIVER5_IMSA_DriverId;DRIVER5_IMSA_DriverPlugId;DRIVER5_IMSA_DriverRatingLong;DRIVER5_*Extra 4;DRIVER5_*Extra 5;DRIVER6_FIRSTNAME;DRIVER6_SECONDNAME;DRIVER6_LICENSE;DRIVER6_HOMETOWN;DRIVER6_COUNTRY;DRIVER6_SHORTNAME;DRIVER6_IMSA_DriverId;DRIVER6_IMSA_DriverPlugId;DRIVER6_IMSA_DriverRatingLong;DRIVER6_*Extra 4;DRIVER6_*Extra 5;
1;55;4;1:34.925;-;-;217.3;20;Mazda Team Joest;DPi;;;Mazda DPi;M;409;201;27;48;110;3;;4619;;;Jonathan;Bomarito;Gold;;USA;;309;1;Gold;;;Harry;Tincknell;Platinum;;GBR;;1288;2;Platinum;;;Olivier;Pla;Platinum;;FRA;;300;3;Platinum;;;;;;;;;;;;;;;;;;;;;
2;10;16;1:35.052;+0.127;+0.127;217.0;22;Konica Minolta Cadillac DPi-V.R.;DPi;;;Cadillac DPi;M;252;81;27;49;7646;3;;4611;;;Renger;Van Der Zande;Gold;;NLD;;385;1;Gold;;;Jordan;Taylor;Platinum;;USA;;13;2;Platinum;;;Fernando;Alonso;Platinum;;ESP;;1603;3;Platinum;;;Kamui;Kobayashi;Platinum;;JPN;;1778;4;Platinum;;;;;;;;;;;;;;;
3;77;17;1:35.550;+0.625;+0.498;215.8;23;Mazda Team Joest;DPi;;;Mazda DPi;M;410;201;27;48;110;3;;4620;;;Oliver;Jarvis;Platinum;;GBR;;350;1;Platinum;;;Tristan;Nunez;Gold;;USA;;169;2;Gold;;;Timo;Bernhard;Platinum;;DEU;;691;3;Platinum;;;Rene;Rast;Platinum;;DEU;;674;4;Platinum;;;;;;;;;;;;;;;
4;31;19;1:35.689;+0.764;+0.139;215.5;24;Whelen Engineering Racing;DPi;;;Cadillac DPi;M;254;1;27;49;7646;3;;4686;;;Felipe;Nasr;Platinum;;BRA;;1598;1;Platinum;;;Pipo;Derani;Gold;;BRA;;1083;3;Gold;;;Eric;Curran;Gold;;USA;;382;2;Gold;;;;;;;;;;;;;;;;;;;;;
5;5;22;1:36.050;+1.125;+0.361;214.7;27;Mustang Sampling Racing;DPi;;;Cadillac DPi;M;253;158;27;49;7646;3;;4687;;;Joao;Barbosa;Gold;;PRT;;182;1;Gold;;;Mike;Conway;Platinum;;GBR;;1254;2;Platinum;;;Filipe;Albuquerque;Platinum;;PRT;;1194;3;Platinum;;;Christian;Fittipaldi;Gold;;BRA;;601;4;Gold;;;;;;;;;;;;;;;
6;7;17;1:36.169;+1.244;+0.119;214.5;18;Acura Team Penske;DPi;;;Acura DPi;M;408;200;27;65;7641;3;;4618;;;Helio;Castroneves;Platinum;;USA;;1525;4;Platinum;;;Ricky;Taylor;Gold;;USA;;608;1;Gold;;;Alexander;Rossi;Platinum;;USA;;599;3;Platinum;;;;;;;;;;;;;;;;;;;;;
7;6;10;1:36.181;+1.256;+0.012;214.4;24;Acura Team Penske;DPi;;;Acura DPi;M;407;200;27;65;7641;3;;4622;;;Juan Pablo;Montoya;Platinum;;COL;;1329;1;Platinum;;;Dane;Cameron;Gold;;USA;;54;4;Gold;;;Simon;Pagenaud;Platinum;;FRA;;3;3;Platinum;;;;;;;;;;;;;;;;;;;;;
8;85;14;1:36.503;+1.578;+0.322;213.7;20;JDC-Miller MotorSports;DPi;;;Cadillac DPi;M;266;15;27;49;7646;3;;4703;;;Misha;Goikhberg;Silver;;RUS;;168;1;Silver;;;Tristan;Vautier;Gold;;FRA;;635;2;Gold;;;Devlin;DeFrancesco;Silver;;CAN;;1625;3;Silver;;;Rubens;Barrichello;Platinum;;BRA;;896;5;Platinum;;;;;;;;;;;;;;;
9;54;17;1:36.931;+2.006;+0.428;212.8;22;CORE autosport;DPi;;;Nissan DPi;M;411;10;27;51;915;3;;4614;;;Jonathan;Bennett;Bronze;;USA;;60;1;Bronze;;;Colin;Braun;Gold;;USA;;61;2;Gold;;;Romain;Dumas;Platinum;;FRA;;291;3;Platinum;;;Loic;Duval;Platinum;;FRA;;1274;4;Platinum;;;;;;;;;;;;;;;
10;52;10;1:38.107;+3.182;+1.176;210.2;22;PR1 Mathiasen Motorsports;LMP2;;;ORECA  LMP2;M;240;16;28;47;7637;3;;4712;;;Matthew;McMurry;Silver;;USA;;393;1;Silver;;;Gabriel;Aubry;Silver;;FRA;;1769;2;Silver;;;Mark;Kvamme;Bronze;;USA;;656;3;Bronze;;;;;;;;;;;;;;;;;;;;;
11;38;3;1:38.688;+3.763;+0.581;209.0;23;Performance Tech Motorsports;LMP2;;;ORECA  LMP2;M;442;11;28;47;7637;3;;4719;;;Kyle;Masson;Silver;;USA;;1133;5;Silver;;;Kris;Wright;;;USA;;1119;2;;;;Cameron;Cassels;Bronze;;CAN;;1001;1;Bronze;;;Robert;Masson;;;USA;;1343;3;;;;;;;;;;;;;;;;
12;18;6;1:39.076;+4.151;+0.388;208.2;14;DragonSpeed;LMP2;;;ORECA  LMP2;M;623;96;28;47;7637;3;;4721;;;Pastor;Maldonado;;;VEN;;1240;2;;;;Roberto;Gonzalez;Silver;;MEX;;1599;1;Silver;;;Ryan;Cullen;;;;;1240;3;;;;Sebastian;Saavedra;;;;;;4;;;;;;;;;;;;;;;;
13;81;12;1:39.565;+4.640;+0.489;207.1;24;DragonSpeed;LMP2;;;ORECA  LMP2;M;622;96;28;47;7637;3;;4720;;;Henrik;Hedman;Bronze;;SWE;;1142;1;Bronze;;;Ben;Hanley;Gold;;GBR;;1275;2;Gold;;;Nicolas;Lapierre;Platinum;;FRA;;1143;3;Platinum;;;James;Allen;;;AUS;;1240;4;;;;;;;;;;;;;;;;
14;912;6;1:43.862;+8.937;+4.297;198.6;25;Porsche GT Team;GTLM;;;Porsche 911 RSR;M;22;208;3;10;112;3;;4625;;;Mathieu;Jaminet;Gold;;FRA;;1449;3;Gold;;;Earl;Bamber;Platinum;;NZL;;651;4;Platinum;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;3;17;1:43.869;+8.944;+0.007;198.6;24;Corvette Racing;GTLM;;;Chevrolet Corvette C7.R;M;23;23;3;6;105;3;;4616;;;Jan;Magnussen;Platinum;;DNK;;11;1;Platinum;;;Antonio;Garcia;Platinum;;ESP;;12;2;Platinum;;;Mike;Rockenfeller;Platinum;;DEU;;625;3;Platinum;;;;;;;;;;;;;;;;;;;;;
16;911;13;1:43.991;+9.066;+0.122;198.3;22;Porsche GT Team;GTLM;;;Porsche 911 RSR;M;256;208;3;10;112;3;;4615;;;Patrick;Pilet;Platinum;;FRA;;287;4;Platinum;;;Nick;Tandy;Platinum;;GBR;;124;2;Platinum;;;Frederic;Makowiecki;Platinum;;FRA;;863;3;Platinum;;;;;;;;;;;;;;;;;;;;;
17;62;6;1:44.151;+9.226;+0.160;198.0;22;Risi Competizione;GTLM;;;Ferrari 488 GTE;M;26;26;3;8;106;3;;4702;;;Davide;Rigon;Platinum;;ITA;;679;1;Platinum;;;Miguel;Molina;Platinum;;ESP;;1611;2;Platinum;;;;;;;;;;;;;;;;;;;;;;;;;;;
18;67;8;1:44.176;+9.251;+0.025;198.0;21;Ford Chip Ganassi Racing;GTLM;;;Ford GT;M;20;9;3;9;107;3;;4613;;;Ryan;Briscoe;Platinum;;AUS;;358;1;Platinum;;;Richard;Westbrook;Platinum;;GBR;;16;2;Platinum;;;Scott;Dixon;Platinum;;NZL;;631;5;Platinum;;;;;;;;;;;;;;;;;;;;;
