NUMBER; DRIVER_NUMBER; LAP_NUMBER; LAP_TIME; LAP_IMPROVEMENT; CROSSING_FINISH_LINE_IN_PIT; S1; S1_IMPROVEMENT; S2; S2_IMPROVEMENT; S3; S3_IMPROVEMENT; KPH; ELAPSED; HOUR;S1_LARGE;S2_LARGE;S3_LARGE;TOP_SPEED;DRIVER_NAME;PIT_TIME;CLASS;GROUP;TEAM;MANUFACTURER;FLAG_AT_FL;S1_SECONDS;S2_SECONDS;S3_SECONDS;
007;1;1;4:42.864;0;;1:35.673;0;1:26.791;0;1:40.400;0;171.6;4:42.864;22:04:42.864;1:35.673;1:26.791;1:40.400;273.2;Harry TINCKNELL;0:00:53.014;HYPERCAR;;Aston Martin Thor Team;Aston Martin;GF;95.673;86.791;100.400;
007;1;2;4:44.767;0;;33.620;0;1:19.625;0;2:51.522;0;172.3;9:27.631;22:09:27.631;0:33.620;1:19.625;2:51.522;337.6;Harry TINCKNELL;;HYPERCAR;;Aston Martin Thor Team;Aston Martin;GF;33.620;79.625;171.522;
007;1;3;4:03.410;0;;32.580;0;1:19.353;0;2:11.477;0;201.5;13:31.041;22:13:31.041;0:32.580;1:19.353;2:11.477;336.6;Harry TINCKNELL;;HYPERCAR;;Aston Martin Thor Team;Aston Martin;FCY;32.580;79.353;131.477;
007;1;4;4:41.283;0;;1:24.827;0;1:37.759;0;1:38.697;0;174.4;18:12.324;22:18:12.324;1:24.827;1:37.759;1:38.697;313.3;Harry TINCKNELL;;HYPERCAR;;Aston Martin Thor Team;Aston Martin;GF;84.827;97.759;98.697;
007;1;5;3:36.024;0;B;32.363;2;1:18.818;2;1:44.843;0;227.1;21:48.348;22:21:48.348;0:32.363;1:18.818;1:44.843;337.6;Harry TINCKNELL;;HYPERCAR;;Aston Martin Thor Team;Aston Martin;GF;32.363;78.818;104.843;
007;3;6;4:45.125;0;;1:44.626;0;1:20.785;0;1:39.714;0;172.0;26:33.473;22:26:33.473;1:44.626;1:20.785;1:39.714;337.6;Ross GUNN;0:01:20.475;HYPERCAR;;Aston Martin Thor Team;Aston Martin;GF;104.626;80.785;99.714;
007;3;7;3:28.089;0;;32.987;0;1:19.362;0;1:35.740;0;235.7;30:01.562;22:30:01.562;0:32.987;1:19.362;1:35.740;335.6;Ross GUNN;;HYPERCAR;;Aston Martin Thor Team;Aston Martin;GF;32.987;79.362;95.740;
007;3;8;3:26.935;2;;32.756;1;1:19.199;0;1:34.980;2;237.0;33:28.497;22:33:28.497;0:32.756;1:19.199;1:34.980;335.6;Ross GUNN;;HYPERCAR;;Aston Martin Thor Team;Aston Martin;GF;32.756;79.199;94.980;
007;3;9;3:32.589;0;;36.155;0;1:20.415;0;1:36.019;0;230.7;37:01.086;22:37:01.086;0:36.155;1:20.415;1:36.019;336.6;Ross GUNN;;HYPERCAR;;Aston Martin Thor Team;Aston Martin;GF;36.155;80.415;96.019;
007;3;10;3:40.507;0;B;32.806;0;1:19.101;1;1:48.600;0;222.5;40:41.593;22:40:41.593;0:32.806;1:19.101;1:48.600;337.6;Ross GUNN;;HYPERCAR;;Aston Martin Thor Team;Aston Martin;GF;32.806;79.101;108.600;
