NUMBER; DRIVER_NUMBER; LAP_NUMBER; LAP_TIME; LAP_IMPROVEMENT; CROSSING_FINISH_LINE_IN_PIT; S1; S1_IMPROVEMENT; S2; S2_IMPROVEMENT; S3; S3_IMPROVEMENT; KPH; ELAPSED; HOUR;S1_LARGE;S2_LARGE;S3_LARGE;TOP_SPEED;DRIVER_NAME;PIT_TIME;CLASS;GROUP;TEAM;MANUFACTURER;FLAG_AT_FL;S1_SECONDS;S2_SECONDS;S3_SECONDS;
007;2;1;4:44.169;0;B;1:35.565;0;1:23.943;0;1:44.661;0;170.8;4:44.169;14:49:44.169;1:35.565;1:23.943;1:44.661;332.5;Tom GAMBLE;0:00:58.172;HYPERCAR;;Aston Martin Thor Team;Aston Martin;GF;95.565;83.943;104.661;
007;1;2;21:07.765;0;;18:09.349;0;1:21.707;0;1:36.709;0;38.7;25:51.934;15:10:51.934;18:09.349;1:21.707;1:36.709;328.5;Harry TINCKNELL;0:17:41.510;HYPERCAR;;Aston Martin Thor Team;Aston Martin;GF;1089.349;81.707;96.709;
007;1;3;3:28.941;0;;33.184;0;1:20.044;0;1:35.713;0;234.8;29:20.875;15:14:20.875;0:33.184;1:20.044;1:35.713;331.5;Harry TINCKNELL;;HYPERCAR;;Aston Martin Thor Team;Aston Martin;GF;33.184;80.044;95.713;
007;1;4;3:27.653;0;;32.829;0;1:20.091;0;1:34.733;0;236.2;32:48.528;15:17:48.528;0:32.829;1:20.091;1:34.733;333.5;Harry TINCKNELL;;HYPERCAR;;Aston Martin Thor Team;Aston Martin;GF;32.829;80.091;94.733;
007;1;5;3:29.527;0;;32.734;0;1:19.817;0;1:36.976;0;234.1;36:18.055;15:21:18.055;0:32.734;1:19.817;1:36.976;334.5;Harry TINCKNELL;;HYPERCAR;;Aston Martin Thor Team;Aston Martin;GF;32.734;79.817;96.976;
007;1;6;3:35.019;0;B;33.047;0;1:19.795;0;1:42.177;0;228.1;39:53.074;15:24:53.074;0:33.047;1:19.795;1:42.177;337.6;Harry TINCKNELL;;HYPERCAR;;Aston Martin Thor Team;Aston Martin;GF;33.047;79.795;102.177;
007;3;7;6:04.524;0;;3:03.104;0;1:22.455;0;1:38.965;0;134.6;45:57.598;15:30:57.598;3:03.104;1:22.455;1:38.965;325.5;Ross GUNN;0:02:35.867;HYPERCAR;;Aston Martin Thor Team;Aston Martin;GF;183.104;82.455;98.965;
007;3;8;3:35.196;0;B;32.805;0;1:20.378;0;1:42.013;0;227.9;49:32.794;15:34:32.794;0:32.805;1:20.378;1:42.013;327.5;Ross GUNN;;HYPERCAR;;Aston Martin Thor Team;Aston Martin;GF;32.805;80.378;102.013;
007;3;9;13:12.730;0;;9:38.832;0;1:20.402;0;2:13.496;0;61.9;1:02:45.524;15:47:45.524;9:38.832;1:20.402;2:13.496;330.5;Ross GUNN;0:09:15.617;HYPERCAR;;Aston Martin Thor Team;Aston Martin;GF;578.832;80.402;133.496;
007;3;10;4:03.592;0;;32.782;0;1:19.531;1;2:11.279;0;201.4;1:06:49.116;15:51:49.116;0:32.782;1:19.531;2:11.279;329.5;Ross GUNN;;HYPERCAR;;Aston Martin Thor Team;Aston Martin;GF;32.782;79.531;131.279;
007;3;11;3:26.565;0;;32.469;1;1:19.457;0;1:34.639;1;237.5;1:10:15.681;15:55:15.681;0:32.469;1:19.457;1:34.639;333.5;Ross GUNN;;HYPERCAR;;Aston Martin Thor Team;Aston Martin;GF;32.469;79.457;94.639;
