NUMBER; DRIVER_NUMBER; LAP_NUMBER; LAP_TIME; LAP_IMPROVEMENT; CROSSING_FINISH_LINE_IN_PIT; S1; S1_IMPROVEMENT; S2; S2_IMPROVEMENT; S3; S3_IMPROVEMENT; KPH; ELAPSED; HOUR;S1_LARGE;S2_LARGE;S3_LARGE;TOP_SPEED;DRIVER_NAME;PIT_TIME;CLASS;GROUP;TEAM;MANUFACTURER;FLAG_AT_FL;S1_SECONDS;S2_SECONDS;S3_SECONDS;
007;1;1;19:36.609;0;B;16:31.835;0;1:22.911;0;1:41.863;0;41.2;19:36.609;23:24:36.609;16:31.835;1:22.911;1:41.863;323.6;Harry TINCKNELL;0:15:55.797;HYPERCAR;;Aston Martin Thor Team;Aston Martin;GF;991.835;82.911;101.863;
007;3;2;5:18.404;0;B;2:09.282;0;1:25.639;0;1:43.483;0;154.1;24:55.013;23:29:55.013;2:09.282;1:25.639;1:43.483;331.5;Ross GUNN;0:01:40.712;HYPERCAR;;Aston Martin Thor Team;Aston Martin;GF;129.282;85.639;103.483;
007;2;3;5:02.944;0;B;1:56.721;0;1:22.299;0;1:43.924;0;161.9;29:57.957;23:34:57.957;1:56.721;1:22.299;1:43.924;328.5;Tom GAMBLE;0:01:29.438;HYPERCAR;;Aston Martin Thor Team;Aston Martin;GF;116.721;82.299;103.924;
007;1;4;4:37.328;0;;1:38.109;0;1:22.586;0;1:36.633;1;176.9;34:35.285;23:39:35.285;1:38.109;1:22.586;1:36.633;327.5;Harry TINCKNELL;0:01:11.771;HYPERCAR;;Aston Martin Thor Team;Aston Martin;GF;98.109;82.586;96.633;
007;1;5;3:34.921;0;B;32.771;2;1:20.139;1;1:42.011;0;228.2;38:10.206;23:43:10.206;0:32.771;1:20.139;1:42.011;331.5;Harry TINCKNELL;;HYPERCAR;;Aston Martin Thor Team;Aston Martin;GF;32.771;80.139;102.011;
007;3;6;4:42.748;0;;1:41.804;0;1:21.901;0;1:39.043;0;173.5;42:52.954;23:47:52.954;1:41.804;1:21.901;1:39.043;327.5;Ross GUNN;0:01:15.478;HYPERCAR;;Aston Martin Thor Team;Aston Martin;GF;101.804;81.901;99.043;
007;3;7;3:28.925;2;;33.045;1;1:20.650;0;1:35.230;2;234.8;46:21.879;23:51:21.879;0:33.045;1:20.650;1:35.230;333.5;Ross GUNN;;HYPERCAR;;Aston Martin Thor Team;Aston Martin;GF;33.045;80.650;95.230;
007;3;8;3:37.705;0;B;33.098;0;1:20.415;1;1:44.192;0;225.3;49:59.584;23:54:59.584;0:33.098;1:20.415;1:44.192;331.5;Ross GUNN;;HYPERCAR;;Aston Martin Thor Team;Aston Martin;GF;33.098;80.415;104.192;
007;2;9;4:53.599;0;;1:54.895;0;1:22.160;0;1:36.544;0;167.1;54:53.183;23:59:53.183;1:54.895;1:22.160;1:36.544;330.5;Tom GAMBLE;0:01:27.892;HYPERCAR;;Aston Martin Thor Team;Aston Martin;GF;114.895;82.160;96.544;
007;2;10;3:31.336;0;;33.098;1;1:20.531;0;1:37.707;0;232.1;58:24.519;00:03:24.519;0:33.098;1:20.531;1:37.707;329.5;Tom GAMBLE;;HYPERCAR;;Aston Martin Thor Team;Aston Martin;GF;33.098;80.531;97.707;
