POS;NUMBER;LAP;TIME;GAP_FIRST;GAP_PREVIOUS;KPH; LAPS;TEAM;CLASS;GROUP;DIVISION;VEHICLE;TIRES;IMSA_CarId;IMSA_TeamId;IMSA_ClassId;IMSA_CarTypeId;IMSA_ManufacturerId;IMSA_TireId;IMSA_SponsorId;IMSA_EventEntryId;*Extra 9;*Extra 10;DRIVER1_FIRSTNAME;DRIVER1_SECONDNAME;DRIVER1_LICENSE;DRIVER1_HOMETOWN;DRIVER1_COUNTRY;DRIVER1_SHORTNAME;DRIVER1_IMSA_DriverId;DRIVER1_IMSA_DriverPlugId;DRIVER1_IMSA_DriverRatingLong;DRIVER1_*Extra 4;DRIVER1_*Extra 5;DRIVER2_FIRSTNAME;DRIVER2_SECONDNAME;DRIVER2_LICENSE;DRIVER2_HOMETOWN;DRIVER2_COUNTRY;DRIVER2_SHORTNAME;DRIVER2_IMSA_DriverId;DRIVER2_IMSA_DriverPlugId;DRIVER2_IMSA_DriverRatingLong;DRIVER2_*Extra 4;DRIVER2_*Extra 5;DRIVER3_FIRSTNAME;DRIVER3_SECONDNAME;DRIVER3_LICENSE;DRIVER3_HOMETOWN;DRIVER3_COUNTRY;DRIVER3_SHORTNAME;DRIVER3_IMSA_DriverId;DRIVER3_IMSA_DriverPlugId;DRIVER3_IMSA_DriverRatingLong;DRIVER3_*Extra 4;DRIVER3_*Extra 5;DRIVER4_FIRSTNAME;DRIVER4_SECONDNAME;DRIVER4_LICENSE;DRIVER4_HOMETOWN;DRIVER4_COUNTRY;DRIVER4_SHORTNAME;DRIVER4_IMSA_DriverId;DRIVER4_IMSA_DriverPlugId;DRIVER4_IMSA_DriverRatingLong;DRIVER4_*Extra 4;DRIVER4_*Extra 5;DRIVER5_FIRSTNAME;DRIVER5_SECONDNAME;DRIVER5_LICENSE;DRIVER5_HOMETOWN;DRIVER5_COUNTRY;DRIVER5_SHORTNAME;DRIVER5_IMSA_DriverId;DRIVER5_IMSA_DriverPlugId;DRIVER5_IMSA_DriverRatingLong;DRIVER5_*Extra 4;DRIVER5_*Extra 5;DRIVER6_FIRSTNAME;DRIVER6_SECONDNAME;DRIVER6_LICENSE;DRIVER6_HOMETOWN;DRIVER6_COUNTRY;DRIVER6_SHORTNAME;DRIVER6_IMSA_DriverId;DRIVER6_IMSA_DriverPlugId;DRIVER6_IMSA_DriverRatingLong;DRIVER6_*Extra 4;DRIVER6_*Extra 5;
1;77;4;1:34.753;-;-;217.7;32;Mazda Team Joest;DPi;;;Mazda DPi;M;410;201;27;48;110;3;;6413;;;Oliver;Jarvis;Platinum;;GBR;;1999;1;Platinum;;;Tristan;Nunez;Gold;;USA;;169;2;Gold;;;Olivier;Pla;Platinum;;FRA;;2024;3;Platinum;;;;;;;;;;;;;;;;;;;;;
2;55;23;1:35.198;+0.445;+0.445;216.6;27;Mazda Team Joest;DPi;;;Mazda DPi;M;409;201;27;48;110;3;;6410;;;Jonathan;Bomarito;Gold;;USA;;309;1;Gold;;;Harry;Tincknell;Platinum;;GBR;;1288;2;Platinum;;;Ryan;Hunter-Reay;Platinum;;USA;;81;3;Platinum;;;;;;;;;;;;;;;;;;;;;
3;10;10;1:35.648;+0.895;+0.450;215.6;23;Konica Minolta Cadillac DPi-V.R;DPi;;;Cadillac DPi;M;252;81;27;49;7646;3;;6135;;;Ryan;Briscoe;Platinum;;AUS;;358;2;Platinum;;;Scott;Dixon;Platinum;;NZL;;631;3;Platinum;;;Kamui;Kobayashi;Platinum;;JPN;;1778;4;Platinum;;;Renger;van der Zande;Gold;;NLD;;1998;1;Gold;;;;;;;;;;;;;;;
4;7;4;1:35.841;+1.088;+0.193;215.2;23;ACURA TEAM PENSKE;DPi;;;Acura DPi;M;408;200;27;65;7641;3;;6447;;;Helio;Castroneves;Platinum;;USA;;1525;4;Platinum;;;Alexander;Rossi;Platinum;;USA;;599;3;Platinum;;;Ricky;Taylor;Platinum;;USA;;608;1;Platinum;;;;;;;;;;;;;;;;;;;;;
5;85;24;1:36.009;+1.256;+0.168;214.8;28;JDC-Miller MotorSports;DPi;;;Cadillac DPi;M;792;270;27;49;7646;3;;6856;;;Juan;Piedrahita;Silver;;COL;;1763;1;Silver;;;Matheus;Leist;Gold;;BRA;;1940;2;Gold;;;Chris;Miller;Silver;;USA;;265;3;Silver;;;Tristan;Vautier;Gold;;FRA;;635;4;Gold;;;;;;;;;;;;;;;
6;31;27;1:36.013;+1.260;+0.004;214.8;28;Whelen Engineering Racing;DPi;;;Cadillac DPi;M;741;159;27;49;7646;3;;6183;;;Mike;Conway;Platinum;;GBR;;1254;2;Platinum;;;Pipo;Derani;Platinum;;BRA;;1083;3;Platinum;;;Filipe;Albuquerque;Platinum;;PRT;;1194;4;Platinum;;;Felipe;Nasr;Platinum;;BRA;;;1;Platinum;;;;;;;;;;;;;;;
7;6;5;1:36.139;+1.386;+0.126;214.5;27;ACURA TEAM PENSKE;DPi;;;Acura DPi;M;407;200;27;65;7641;3;;6436;;;Dane;Cameron;Gold;;USA;;54;4;Gold;;;Juan Pablo;Montoya;Platinum;;KHM;;1329;1;Platinum;;;Simon;Pagenaud;Platinum;;FRA;;3;3;Platinum;;;;;;;;;;;;;;;;;;;;;
8;5;4;1:36.200;+1.447;+0.061;214.4;29;Mustang Sampling Racing / JDC-Miller MotorSports;DPi;;;Cadillac DPi;M;758;270;27;49;7646;3;;6425;;;Joao;Barbosa;Gold;;PRT;;182;1;Gold;;;Sebastien;Bourdais;Platinum;;FRA;;602;2;Platinum;;;Loic;Duval;Platinum;;FRA;;1274;3;Platinum;;;Tristan;Vautier;Gold;;FRA;;635;4;Gold;;;;;;;;;;;;;;;
9;81;5;1:37.372;+2.619;+1.172;211.8;29;DragonSpeed USA;LMP2;;;ORECA LMP2 07;M;797;305;28;85;7637;3;;6899;;;Ben;Hanley;Gold;;GBR;;1275;2;Gold;;;Henrik;Hedman;Bronze;;SWE;;1142;1;Bronze;;;Colin;Braun;Gold;;USA;;61;3;Gold;;;Harrison;Newey;Silver;;GBR;;2007;4;Silver;;;;;;;;;;;;;;;
10;8;23;1:37.800;+3.047;+0.428;210.9;25;Tower Motorsport by Starworks;LMP2;;;ORECA LMP2 07;M;788;151;28;85;7637;3;;6837;;;John;Farano;Bronze;;CAN;;441;1;Bronze;;;Ryan;Dalziel;Gold;;GBR;;192;2;Gold;;;David;Hansson;Silver;;DNK;;78;3;Silver;;;Nicolas;Lapierre;Platinum;;FRA;;2015;4;Platinum;;;;;;;;;;;;;;;
11;52;23;1:38.634;+3.881;+0.834;209.1;25;PR1 Mathiasen Motorsports;LMP2;;;ORECA LMP2 07;M;776;16;28;85;7637;3;;6686;;;Nick;Boulle;Silver;;USA;;1091;4;Silver;;;Gabriel;Aubry;Gold;;FRA;;1769;2;Gold;;;Ben;Keating;Bronze;;USA;;378;3;Bronze;;;Simon;Trummer;Gold;;CHE;;1551;1;Gold;;;;;;;;;;;;;;;
12;18;22;1:39.371;+4.618;+0.737;207.5;24;Era Motorsport;LMP2;;;ORECA LMP2 07;M;761;291;28;85;7637;3;;6528;;;Dwight;Merriman;Bronze;;USA;;1930;1;Bronze;;;Kyle;Tilley;Silver;;GBR;;1079;2;Silver;;;Ryan;Lewis;Silver;;GBR;;72;3;Silver;;;Nic;Minassian;Platinum;;FRA;;1084;4;Platinum;;;;;;;;;;;;;;;
