POS;NUMBER;LAP;TIME;GAP_FIRST;GAP_PREVIOUS;KPH; LAPS;TEAM;CLASS;GROUP;DIVISION;VEHICLE;TIRES;IMSA_CarId;IMSA_TeamId;IMSA_ClassId;IMSA_CarTypeId;IMSA_ManufacturerId;IMSA_TireId;IMSA_SponsorId;IMSA_EventEntryId;*Extra 9;*Extra 10;DRIVER1_FIRSTNAME;DRIVER1_SECONDNAME;DRIVER1_LICENSE;DRIVER1_HOMETOWN;DRIVER1_COUNTRY;DRIVER1_SHORTNAME;DRIVER1_IMSA_DriverId;DRIVER1_IMSA_DriverPlugId;DRIVER1_IMSA_DriverRatingLong;DRIVER1_*Extra 4;DRIVER1_*Extra 5;DRIVER2_FIRSTNAME;DRIVER2_SECONDNAME;DRIVER2_LICENSE;DRIVER2_HOMETOWN;DRIVER2_COUNTRY;DRIVER2_SHORTNAME;DRIVER2_IMSA_DriverId;DRIVER2_IMSA_DriverPlugId;DRIVER2_IMSA_DriverRatingLong;DRIVER2_*Extra 4;DRIVER2_*Extra 5;DRIVER3_FIRSTNAME;DRIVER3_SECONDNAME;DRIVER3_LICENSE;DRIVER3_HOMETOWN;DRIVER3_COUNTRY;DRIVER3_SHORTNAME;DRIVER3_IMSA_DriverId;DRIVER3_IMSA_DriverPlugId;DRIVER3_IMSA_DriverRatingLong;DRIVER3_*Extra 4;DRIVER3_*Extra 5;DRIVER4_FIRSTNAME;DRIVER4_SECONDNAME;DRIVER4_LICENSE;DRIVER4_HOMETOWN;DRIVER4_COUNTRY;DRIVER4_SHORTNAME;DRIVER4_IMSA_DriverId;DRIVER4_IMSA_DriverPlugId;DRIVER4_IMSA_DriverRatingLong;DRIVER4_*Extra 4;DRIVER4_*Extra 5;DRIVER5_FIRSTNAME;DRIVER5_SECONDNAME;DRIVER5_LICENSE;DRIVER5_HOMETOWN;DRIVER5_COUNTRY;DRIVER5_SHORTNAME;DRIVER5_IMSA_DriverId;DRIVER5_IMSA_DriverPlugId;DRIVER5_IMSA_DriverRatingLong;DRIVER5_*Extra 4;DRIVER5_*Extra 5;DRIVER6_FIRSTNAME;DRIVER6_SECONDNAME;DRIVER6_LICENSE;DRIVER6_HOMETOWN;DRIVER6_COUNTRY;DRIVER6_SHORTNAME;DRIVER6_IMSA_DriverId;DRIVER6_IMSA_DriverPlugId;DRIVER6_IMSA_DriverRatingLong;DRIVER6_*Extra 4;DRIVER6_*Extra 5;
1;27;7;1:15.947;-;-;125.5;33;Lone Star Racing;GS;;;Mercedes-AMG GT GT4;M;2337;224;5;227;7643;3;;14909;;;Anton;Dias Perera;Bronze;Memphis,TN;;;1987;1;Bronze;;;Scott;Andrews;Gold;Torquay, Australia;;;1657;2;Gold;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;72;33;1:16.194;+0.247;+0.247;125.1;35;Murillo Racing;GS;;;Mercedes-AMG GT GT4;M;2333;212;5;227;7643;3;;14899;;;Kenny;Murillo;Silver;Santa Rosa, CA;;;1820;4;Silver;;;Christian;Szymczak;Silver;Oakland, CA;;;850;2;Silver;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;57;26;1:16.217;+0.270;+0.023;125.0;39;Winward Racing;GS;;;Mercedes-AMG GT GT4;M;2331;304;5;227;7643;3;;14894;;;Bryce;Ward;Bronze;Seabrook, TX;;;1249;3;Bronze;;;Daniel;Morad;Gold;Toronto, ON;;;1144;4;Gold;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;96;39;1:16.300;+0.353;+0.083;124.9;40;Turner Motorsport;GS;;;BMW M4 GT4 (G82);M;2150;38;5;188;74;3;;14898;;;Robby;Foley;Gold;Randolph, NJ;;;1302;2;Gold;;;Vincent;Barletta;Bronze;Canton, MA;;;1894;1;Bronze;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;56;36;1:16.308;+0.361;+0.008;124.9;37;Murillo Racing;GS;;;Mercedes-AMG GT GT4;M;2334;212;5;227;7643;3;;14900;;;Jeff;Mosing;Bronze;Austin, TX;;;487;2;Bronze;;;Eric;Foss;;Fort Worth, TX;;;488;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;44;12;1:16.463;+0.516;+0.155;124.6;37;ACCELERATING PERFORMANCE;GS;;;Aston Martin Vantage GT4;M;2145;416;5;56;73;3;;14896;;;Moisey;Uretsky;Bronze;Miami, FL;;;2465;1;Bronze;;;Michael;Cooper;Silver;Huntington, NY;;;2550;3;Silver;;;;;;;;;;;;;;;;;;;;;;;;;;;
7;83;9;1:16.491;+0.544;+0.028;124.6;29;BGB Motorsports;GS;;;Porsche 718 GT4 RS CS;M;1597;157;5;108;112;3;;14901;;;Thomas;Collingwood;Bronze;St. John's, Canada;;;1796;1;Bronze;;;Spencer;Pumpelly;Silver;Atlanta, GA;;;64;2;Silver;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;47;27;1:16.502;+0.555;+0.011;124.6;37;NOLASPORT;GS;;;Porsche 718 GT4 RS CS;M;2234;245;5;108;112;3;;14910;;;Adam;Adelson;Silver;Los Angeles. CA;;;2868;3;Silver;;;Elliott;Skeer;Silver;San Diego, CA;;;788;2;Silver;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;39;28;1:16.523;+0.576;+0.021;124.5;33;CarBahn with Peregrine Racing;GS;;;Porsche 718 GT4 RS CS;M;2207;378;5;108;112;3;;14903;;;Sean;McAlister;Silver;Beverly Hills, CA;;;1847;1;Silver;;;Jeff;Westphal;Gold;Littleton, CO;;;682;2;Gold;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;28;39;1:16.573;+0.626;+0.050;124.5;40;RS1;GS;;;Porsche 718 GT4 RS CS;M;1619;393;5;108;112;3;;14893;;;Eric;Filgueiras;Silver;Cocoa, FL;;;1662;1;Silver;;;Stevan;McAleer;Silver;Glasgow, Scotland;;;460;2;Silver;;;;;;;;;;;;;;;;;;;;;;;;;;;
