NUMBER; DRIVER_NUMBER; LAP_NUMBER; LAP_TIME; LAP_IMPROVEMENT; CROSSING_FINISH_LINE_IN_PIT; S1; S1_IMPROVEMENT; S2; S2_IMPROVEMENT; S3; S3_IMPROVEMENT; KPH; ELAPSED; HOUR;S1_LARGE;S2_LARGE;S3_LARGE;TOP_SPEED;DRIVER_NAME;PIT_TIME;CLASS;GROUP;TEAM;MANUFACTURER;FLAG_AT_FL;S1_SECONDS;S2_SECONDS;S3_SECONDS;
10;3;1;5:19.668;0;B;1:36.547;0;1:40.892;0;2:02.229;0;151.8;5:19.668;10:05:19.668;1:36.547;1:40.892;2:02.229;210.9;Stéphane RICHELMI;0:00:51.135;LMP2;;Vector Sport;Oreca;GF;96.547;100.892;122.229;
10;3;2;16:03.001;0;;12:46.360;0;1:30.432;0;1:46.209;0;50.9;21:22.669;10:21:22.669;12:46.360;1:30.432;1:46.209;278.1;Stéphane RICHELMI;0:12:18.551;LMP2;;Vector Sport;Oreca;GF;766.360;90.432;106.209;
10;3;3;3:48.400;0;;36.318;0;1:27.996;0;1:44.086;0;214.8;25:11.069;10:25:11.069;0:36.318;1:27.996;1:44.086;312.7;Stéphane RICHELMI;;LMP2;;Vector Sport;Oreca;GF;36.318;87.996;104.086;
10;3;4;3:47.071;0;;35.467;0;1:26.708;0;1:44.896;0;216.0;28:58.140;10:28:58.140;0:35.467;1:26.708;1:44.896;311.8;Stéphane RICHELMI;;LMP2;;Vector Sport;Oreca;GF;35.467;86.708;104.896;
10;3;5;3:44.149;0;;35.374;0;1:26.030;0;1:42.745;0;218.8;32:42.289;10:32:42.289;0:35.374;1:26.030;1:42.745;311.8;Stéphane RICHELMI;;LMP2;;Vector Sport;Oreca;GF;35.374;86.030;102.745;
10;3;6;3:43.436;0;;35.081;0;1:25.831;1;1:42.524;1;219.5;36:25.725;10:36:25.725;0:35.081;1:25.831;1:42.524;312.7;Stéphane RICHELMI;;LMP2;;Vector Sport;Oreca;GF;35.081;85.831;102.524;
10;3;7;6:27.836;0;B;35.453;0;1:26.274;0;4:26.109;0;126.5;42:53.561;10:42:53.561;0:35.453;1:26.274;4:26.109;312.7;Stéphane RICHELMI;;LMP2;;Vector Sport;Oreca;RF;35.453;86.274;266.109;
10;3;8;15:35.585;0;;12:20.155;0;1:30.259;0;1:45.171;0;52.4;58:29.146;10:58:29.146;12:20.155;1:30.259;1:45.171;255.1;Stéphane RICHELMI;0:11:50.642;LMP2;;Vector Sport;Oreca;GF;740.155;90.259;105.171;
10;3;9;3:46.991;0;;34.806;1;1:26.383;0;1:45.802;0;216.1;1:02:16.137;11:02:16.137;0:34.806;1:26.383;1:45.802;311.8;Stéphane RICHELMI;;LMP2;;Vector Sport;Oreca;GF;34.806;86.383;105.802;
10;3;10;3:58.274;0;B;36.296;0;1:28.448;0;1:53.530;0;205.9;1:06:14.411;11:06:14.411;0:36.296;1:28.448;1:53.530;312.7;Stéphane RICHELMI;;LMP2;;Vector Sport;Oreca;GF;36.296;88.448;113.530;
10;1;11;5:56.507;0;;2:38.877;0;1:29.527;0;1:48.103;0;137.6;1:12:10.918;11:12:10.918;2:38.877;1:29.527;1:48.103;277.4;Ryan CULLEN;0:02:12.294;LMP2;;Vector Sport;Oreca;GF;158.877;89.527;108.103;
10;1;12;3:51.277;0;;35.250;0;1:27.942;0;1:48.085;0;212.1;1:16:02.195;11:16:02.195;0:35.250;1:27.942;1:48.085;297.2;Ryan CULLEN;;LMP2;;Vector Sport;Oreca;GF;35.250;87.942;108.085;
10;1;13;3:45.057;0;;35.163;0;1:27.295;0;1:42.599;0;218.0;1:19:47.252;11:19:47.252;0:35.163;1:27.295;1:42.599;292.4;Ryan CULLEN;;LMP2;;Vector Sport;Oreca;GF;35.163;87.295;102.599;
10;1;14;3:43.611;0;;34.841;0;1:26.109;0;1:42.661;0;219.4;1:23:30.863;11:23:30.863;0:34.841;1:26.109;1:42.661;313.6;Ryan CULLEN;;LMP2;;Vector Sport;Oreca;GF;34.841;86.109;102.661;
10;1;15;3:42.868;0;;34.883;0;1:25.654;0;1:42.331;1;220.1;1:27:13.731;11:27:13.731;0:34.883;1:25.654;1:42.331;314.5;Ryan CULLEN;;LMP2;;Vector Sport;Oreca;GF;34.883;85.654;102.331;
10;1;16;4:33.218;0;B;34.823;0;1:25.541;0;2:32.854;0;179.5;1:31:46.949;11:31:46.949;0:34.823;1:25.541;2:32.854;312.7;Ryan CULLEN;;LMP2;;Vector Sport;Oreca;GF;34.823;85.541;152.854;
