POSITION;NUMBER;STATUS;LAPS;TOTAL_TIME;GAP_FIRST;GAP_PREVIOUS;FL_LAPNUM;FL_TIME;FL_KPH;TEAM;CLASS;GROUP;DIVISION;VEHICLE;TIRES;IMSA_CarId;IMSA_TeamId;IMSA_ClassId;IMSA_CarTypeId;IMSA_ManufacturerId;IMSA_TireId;IMSA_SponsorId;IMSA_EventEntryId;*Extra 9;*Extra 10;DRIVER1_FIRSTNAME;DRIVER1_SECONDNAME;DRIVER1_LICENSE;DRIVER1_HOMETOWN;DRIVER1_COUNTRY;DRIVER1_SHORTNAME;DRIVER1_IMSA_DriverId;DRIVER1_IMSA_DriverPlugId;DRIVER1_IMSA_DriverRatingLong;DRIVER1_*Extra 4;DRIVER1_*Extra 5;DRIVER2_FIRSTNAME;DRIVER2_SECONDNAME;DRIVER2_LICENSE;DRIVER2_HOMETOWN;DRIVER2_COUNTRY;DRIVER2_SHORTNAME;DRIVER2_IMSA_DriverId;DRIVER2_IMSA_DriverPlugId;DRIVER2_IMSA_DriverRatingLong;DRIVER2_*Extra 4;DRIVER2_*Extra 5;DRIVER3_FIRSTNAME;DRIVER3_SECONDNAME;DRIVER3_LICENSE;DRIVER3_HOMETOWN;DRIVER3_COUNTRY;DRIVER3_SHORTNAME;DRIVER3_IMSA_DriverId;DRIVER3_IMSA_DriverPlugId;DRIVER3_IMSA_DriverRatingLong;DRIVER3_*Extra 4;DRIVER3_*Extra 5;DRIVER4_FIRSTNAME;DRIVER4_SECONDNAME;DRIVER4_LICENSE;DRIVER4_HOMETOWN;DRIVER4_COUNTRY;DRIVER4_SHORTNAME;DRIVER4_IMSA_DriverId;DRIVER4_IMSA_DriverPlugId;DRIVER4_IMSA_DriverRatingLong;DRIVER4_*Extra 4;DRIVER4_*Extra 5;DRIVER5_FIRSTNAME;DRIVER5_SECONDNAME;DRIVER5_LICENSE;DRIVER5_HOMETOWN;DRIVER5_COUNTRY;DRIVER5_SHORTNAME;DRIVER5_IMSA_DriverId;DRIVER5_IMSA_DriverPlugId;DRIVER5_IMSA_DriverRatingLong;DRIVER5_*Extra 4;DRIVER5_*Extra 5;DRIVER6_FIRSTNAME;DRIVER6_SECONDNAME;DRIVER6_LICENSE;DRIVER6_HOMETOWN;DRIVER6_COUNTRY;DRIVER6_SHORTNAME;DRIVER6_IMSA_DriverId;DRIVER6_IMSA_DriverPlugId;DRIVER6_IMSA_DriverRatingLong;DRIVER6_*Extra 4;DRIVER6_*Extra 5;
1;5;Classified;73;1:41:01.368;-;-;43;1:12.879;156.4;Mustang Sampling Racing;DPi;;;Cadillac DPi;M;253;158;27;49;7646;3;;4944;;;Joao;Barbosa;Gold;;PRT;;182;1;Gold;;;Filipe;Albuquerque;Platinum;;PRT;;1194;3;Platinum;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;7;Classified;73;1:41:02.108;+0.740;+0.740;49;1:12.600;157.1;Acura Team Penske;DPi;;;Acura DPi;M;408;200;27;65;7641;3;;4939;;;Ricky;Taylor;Gold;;USA;;608;1;Gold;;;Helio;Castroneves;Platinum;;USA;;1525;4;Platinum;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;6;Classified;73;1:41:03.241;+1.873;+1.133;49;1:12.633;157.0;Acura Team Penske;DPi;;;Acura DPi;M;407;200;27;65;7641;3;;4942;;;Juan Pablo;Montoya;Platinum;;COL;;1329;1;Platinum;;;Dane;Cameron;Gold;;USA;;54;4;Gold;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;77;Classified;73;1:41:22.434;+21.066;+19.193;49;1:12.766;156.7;Mazda Team Joest;DPi;;;Mazda DPi;M;410;201;27;48;110;3;;4941;;;Oliver;Jarvis;Platinum;;GBR;;350;1;Platinum;;;Tristan;Nunez;Gold;;USA;;169;2;Gold;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;84;Classified;73;1:41:26.851;+25.483;+4.417;49;1:13.125;155.9;JDC-Miller MotorSports;DPi;;;Cadillac DPi;M;586;15;27;49;7646;3;;4934;;;Simon;Trummer;Gold;;CHE;;1551;1;Gold;;;Stephen;Simpson;Silver;;ZAF;;765;2;Silver;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;31;Classified;73;1:41:36.648;+35.280;+9.797;36;1:11.932;158.5;Whelen Engineering Racing;DPi;;;Cadillac DPi;M;254;1;27;49;7646;3;;4943;;;Felipe;Nasr;Platinum;;BRA;;1598;1;Platinum;;;Pipo;Derani;Gold;;BRA;;1083;3;Gold;;;;;;;;;;;;;;;;;;;;;;;;;;;
7;50;Classified;72;1:41:21.540;1 Lap;1 Lap;34;1:13.443;155.2;Juncos Racing;DPi;;;Cadillac DPi;M;574;250;27;49;7646;3;;4945;;;Will;Owen;Silver;;USA;;1411;1;Silver;;;Kyle;Kaiser;Gold;;USA;;1784;2;Gold;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;912;Classified;72;1:42:16.178;1 Lap;+54.638;38;1:17.302;147.5;Porsche GT Team;GTLM;;;Porsche 911 RSR;M;22;208;3;10;112;3;;4933;;;Earl;Bamber;Platinum;;NZL;;651;4;Platinum;;;Laurens;Vanthoor;Platinum;;BEL;;1241;2;Platinum;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;3;Classified;72;1:42:20.651;1 Lap;+4.473;34;1:17.373;147.4;Corvette Racing;GTLM;;;Chevrolet Corvette C7.R;M;23;23;3;6;105;3;;4937;;;Jan;Magnussen;Platinum;;DNK;;11;1;Platinum;;;Antonio;Garcia;Platinum;;ESP;;12;2;Platinum;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;4;Classified;72;1:42:20.797;1 Lap;+0.146;19;1:17.215;147.7;Corvette Racing;GTLM;;;Chevrolet Corvette C7.R;M;24;23;3;6;105;3;;4938;;;Oliver;Gavin;Platinum;;GBR;;14;1;Platinum;;;Tommy;Milner;Platinum;;USA;;15;2;Platinum;;;;;;;;;;;;;;;;;;;;;;;;;;;
