POS;NUMBER;LAP;TIME;GAP_FIRST;GAP_PREVIOUS;KPH; LAPS;TEAM;CLASS;GROUP;DIVISION;VEHICLE;TIRES;IMSA_CarId;IMSA_TeamId;IMSA_ClassId;IMSA_CarTypeId;IMSA_ManufacturerId;IMSA_TireId;IMSA_SponsorId;IMSA_EventEntryId;*Extra 9;*Extra 10;DRIVER1_FIRSTNAME;DRIVER1_SECONDNAME;DRIVER1_LICENSE;DRIVER1_HOMETOWN;DRIVER1_COUNTRY;DRIVER1_SHORTNAME;DRIVER1_IMSA_DriverId;DRIVER1_IMSA_DriverPlugId;DRIVER1_IMSA_DriverRatingLong;DRIVER1_*Extra 4;DRIVER1_*Extra 5;DRIVER2_FIRSTNAME;DRIVER2_SECONDNAME;DRIVER2_LICENSE;DRIVER2_HOMETOWN;DRIVER2_COUNTRY;DRIVER2_SHORTNAME;DRIVER2_IMSA_DriverId;DRIVER2_IMSA_DriverPlugId;DRIVER2_IMSA_DriverRatingLong;DRIVER2_*Extra 4;DRIVER2_*Extra 5;DRIVER3_FIRSTNAME;DRIVER3_SECONDNAME;DRIVER3_LICENSE;DRIVER3_HOMETOWN;DRIVER3_COUNTRY;DRIVER3_SHORTNAME;DRIVER3_IMSA_DriverId;DRIVER3_IMSA_DriverPlugId;DRIVER3_IMSA_DriverRatingLong;DRIVER3_*Extra 4;DRIVER3_*Extra 5;DRIVER4_FIRSTNAME;DRIVER4_SECONDNAME;DRIVER4_LICENSE;DRIVER4_HOMETOWN;DRIVER4_COUNTRY;DRIVER4_SHORTNAME;DRIVER4_IMSA_DriverId;DRIVER4_IMSA_DriverPlugId;DRIVER4_IMSA_DriverRatingLong;DRIVER4_*Extra 4;DRIVER4_*Extra 5;DRIVER5_FIRSTNAME;DRIVER5_SECONDNAME;DRIVER5_LICENSE;DRIVER5_HOMETOWN;DRIVER5_COUNTRY;DRIVER5_SHORTNAME;DRIVER5_IMSA_DriverId;DRIVER5_IMSA_DriverPlugId;DRIVER5_IMSA_DriverRatingLong;DRIVER5_*Extra 4;DRIVER5_*Extra 5;DRIVER6_FIRSTNAME;DRIVER6_SECONDNAME;DRIVER6_LICENSE;DRIVER6_HOMETOWN;DRIVER6_COUNTRY;DRIVER6_SHORTNAME;DRIVER6_IMSA_DriverId;DRIVER6_IMSA_DriverPlugId;DRIVER6_IMSA_DriverRatingLong;DRIVER6_*Extra 4;DRIVER6_*Extra 5;
11;46;3;1:55.333;+0.736;+0.010;178.8;24;TeamTGM;GS;;;Chevrolet Camaro GT4.R;M;921;79;5;63;105;3;;9446;;;Hugh;Plumb;;Unionville, PA;;;421;3;;;;Matt;Plumb;;Chadds Ford, PA;;;429;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;83;11;1:55.459;+0.862;+0.126;178.6;28;FAST MD RACING;GS;;;Audi R8 GT4;M;951;267;5;86;909;3;;9487;;;Alex;Papadopulos;;Houston, TX;;;1834;3;;;;James;Vance;;Toronto, ON;;;486;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;71;5;1:55.538;+0.941;+0.079;178.5;28;Rebel Rock Racing;GS;;;Chevrolet Camaro GT4.R;M;539;45;5;63;105;3;;9525;;;Frank;DePew;;Richmond, VA;;;1151;3;;;;Robin;Liddell;;Edinburgh, Scotland;;;411;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;40;21;1:55.581;+0.984;+0.043;178.4;29;PF Racing;GS;;;Ford Mustang GT4;M;629;243;5;54;107;3;;9471;;;James;Pesek;;Harrisonville, MO;;;1745;3;;;;Chad;McCumbee;;Ocean Isle Beach, NC;;;461;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;38;22;1:55.632;+1.035;+0.051;178.4;28;BGB Motorsports;GS;;;Porsche Cayman GT4;M;801;157;5;1;112;3;;9529;;;Thomas;Collingwood;;St. John's, NL;;;1796;1;;;;John;Tecce;;Ormond Beach, FL;;;1268;2;;;;Spencer;Pumpelly;;Atlanta, GA;;;64;3;;;;;;;;;;;;;;;;;;;;;;
16;96;31;1:55.643;+1.046;+0.011;178.4;31;Turner Motorsport;GS;;;BMW M4 GT4;M;610;38;5;68;74;3;;9533;;;Robby;Foley;;Randolph, NJ;;;1302;2;;;;Vincent;Barletta;;Canton, MA;;;1894;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;4;17;1:55.689;+1.092;+0.046;178.3;32;Winward Racing;GS;;;Mercedes-AMG GT GT4;M;809;304;5;89;7643;3;;9470;;;Russell;Ward;;Seabrook, TX;;;1252;1;;;;Indy;Dontje;;Amsterdam, Netherlands;;;1634;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18;8;10;1:55.730;+1.133;+0.041;178.2;25;McCann Racing;GS;;;Audi R8 GT4;M;791;303;5;86;909;3;;9517;;;Andrew;Davis;;Athens, GA;;;329;2;;;;Michael;McCann;;Canton, OH;;;1937;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;82;11;1:55.758;+1.161;+0.028;178.2;28;BimmerWorld;GS;;;BMW M4 GT4;M;455;73;5;68;74;3;;9532;;;James;Clay;;Blacksburg, VA;;;508;1;;;;Mike;Skeen;;Charlotte, NC;;;830;3;;;;Nick;Galante;;Greenfield, MA;;;784;4;;;;;;;;;;;;;;;;;;;;;;
20;10;18;1:55.898;+1.301;+0.140;178.0;25;LAP Motorsports;GS;;;Mercedes-AMG GT GT4;M;901;262;5;89;7643;3;;9495;;;Anton;Dias Perera;;Memphis,TN;;;1987;1;;;;Scott;Andrews;;Torquay, Australia;;;1657;2;;;;Colin;Braun;;Ovalo, TX;;;61;3;;;;;;;;;;;;;;;;;;;;;;
21;65;26;1:55.987;+1.390;+0.089;177.8;33;Murillo Racing;GS;;;Mercedes-AMG GT GT4;M;766;212;5;89;7643;3;;9476;;;Brent;Mosing;;Lafayette, LA;;;492;2;;;;Tim;Probert;;Houston, TX;;;491;1;;;;Kenny;Murillo;;Santa Rosa, CA;;;1820;3;;;;;;;;;;;;;;;;;;;;;;
22;09;28;1:56.305;+1.708;+0.318;177.3;29;Automatic Racing;GS;;;Aston Martin Vantage GT4;M;625;95;5;56;73;3;;9535;;;Brandon;Kidd;;Syracuse, NY;;;1581;3;;;;Rob;Ecklin;;Lancaster, PA;;;452;2;;;;Ramin;Abdolvahabi;;Palm Beach Gardens, FL;;;2227;1;;;;;;;;;;;;;;;;;;;;;;
23;14;19;1:56.354;+1.757;+0.049;177.3;27;Riley Motorsports;GS;;;Toyota Supra GT4;M;919;35;5;104;7662;3;;9444;;;Javier;Quiros;;Escazú, Costa Rica;;;727;1;;;;Alfredo;Najri;;Santo Domingo, DR;;;2257;2;;;;Julian;Santero;;Mendoza, Argentina;;;2293;3;;;;;;;;;;;;;;;;;;;;;;
24;37;27;1:58.039;+3.442;+1.685;174.7;32;FraSun Racing;GS;;;BMW M4 GT4;M;977;356;5;68;74;3;;9524;;;Mark;Sundberg;;Seattle, WA;;;2402;3;;;;Jason;Fraser;;Snohomish, WA;;;2410;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25;94;7;1:59.805;+5.208;+1.766;172.2;14;Atlanta Speedwerks;TCR;;;Honda Civic FK7 TCR;M;978;259;22;97;2081;3;;9526;;;Greg;Strelzoff;;Marina del Rey, CA;;;470;4;;;;Ryan;Eversley;;Atlanta, GA;;;501;2;;;;Todd;Lamb;;Atlanta, GA;;;1805;5;;;;;;;;;;;;;;;;;;;;;;
26;73;21;2:00.811;+6.214;+1.006;170.7;28;LA Honda World Racing;TCR;;;Honda Civic FK7 TCR;M;989;364;22;97;2081;3;;9545;;;Mike;LaMarra;;Brighton, MI;;;473;3;;;;Mathew;Pombo;;Atlanta, GA;;;529;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27;19;13;2:01.019;+6.422;+0.208;170.4;28;VAN DER STEUR RACING;TCR;;;Hyundai Veloster N TCR;M;950;341;22;76;7660;3;;9486;;;Rory;van der Steur;;Chesapeake City, MD;;;2408;1;;;;Denis;Dupont;;Montreal, QC;;;2250;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28;51;18;2:01.112;+6.515;+0.093;170.3;29;COPELAND MOTORSPORTS;TCR;;;Hyundai Veloster N TCR;M;958;329;22;76;7660;3;;9494;;;Mason;Filippi;;Alamo, CA;;;2228;1;;;;AJ;Muss;;Rumson, NJ;;;1929;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29;88;11;2:01.694;+7.097;+0.582;169.5;27;VGMC Racing, LLC;TCR;;;Honda Civic FK7 TCR;M;976;355;22;97;2081;3;;9522;;;Victor;Gonzalez;;Trujillo Alto, PR;;;811;1;;;;Ruben;Iglesias;;Cayey, PR;;;2404;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30;27;24;2:01.720;+7.123;+0.026;169.4;28;COPELAND MOTORSPORTS;TCR;;;Hyundai Veloster N TCR;M;898;329;22;76;7660;3;;9492;;;Tyler;Maxson;;Bogart, GA;;;2151;1;;;;Tyler;Gonzalez;;St. Cloud, FL;;;2164;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31;54;11;2:01.790;+7.193;+0.070;169.4;25;Michael Johnson Racing;TCR;;;Hyundai Veloster N TCR;M;955;255;22;76;7660;3;;9491;;;Michael;Johnson;;Mount Morris, MI;;;261;1;;;;Stephen;Simpson;;Cape Town, South Africa;;;765;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;77;14;2:02.031;+7.434;+0.241;169.0;23;Bryan Herta Autosport w/ Curb-Agajanian;TCR;;;Hyundai Veloster N TCR;M;954;255;22;76;7660;3;;9490;;;Taylor;Hagler;;San Antonio, TX;;;1921;1;;;;Michael;Lewis;;Laguna Beach, CA;;;730;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
33;81;21;2:02.395;+7.798;+0.364;168.5;29;CB Motorsports;TCR;;;Hyundai Veloster N TCR;M;971;351;22;76;7660;3;;9515;;;Caleb;Bacon;;Mooresville, NC;;;2437;5;;;;Mark;Kvamme;;Columbus, OH;;;2422;2;;;;Trenton;Estep;;San Antonio, TX;;;1353;3;;;;;;;;;;;;;;;;;;;;;;
34;33;5;2:02.666;+8.069;+0.271;168.1;18;Bryan Herta Autosport w/ Curb-Agajanian;TCR;;;Hyundai Elantra N TCR;M;952;255;22;98;7660;3;;9488;;;Harry;Gottsacker;;San Antonio, TX;;;1456;3;;;;Mark;Wilkins;;Mulmur, ON;;;317;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35;5;0;;;;;0;KMW Motorsports with TMR Engineering;TCR;;;Alfa Romeo Giulietta Veloce TCR;M;962;265;22;95;7658;3;;9527;;;Tim;Lewis;;Boca Raton, FL;;;1801;2;;;;Roy;Block;;Winter Park, FL;;;1077;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36;61;0;;;;;0;Road Shagger Racing;TCR;;;Audi RS3 LMS DSG;M;957;342;22;94;909;3;;9493;;;Gavin;Ernstone;;Las Vegas, NV;;;1652;1;;;;Jon;Morley;;San Francisco, CA;;;2405;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
37;98;0;;;;;0;Bryan Herta Autosport w/ Curb-Agajanian;TCR;;;Hyundai Elantra N TCR;M;953;255;22;98;7660;3;;9489;;;Parker;Chase;;New Braunfels, TX;;;1137;4;;;;Ryan;Norman;;Estero, FL;;;2231;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
