POS;NUMBER;LAP;TIME;GAP_FIRST;GAP_PREVIOUS;KPH; LAPS;TEAM;CLASS;GROUP;DIVISION;VEHICLE;TIRES;IMSA_CarId;IMSA_TeamId;IMSA_ClassId;IMSA_CarTypeId;IMSA_ManufacturerId;IMSA_TireId;IMSA_SponsorId;IMSA_EventEntryId;*Extra 9;*Extra 10;DRIVER1_FIRSTNAME;DRIVER1_SECONDNAME;DRIVER1_LICENSE;DRIVER1_HOMETOWN;DRIVER1_COUNTRY;DRIVER1_SHORTNAME;DRIVER1_IMSA_DriverId;DRIVER1_IMSA_DriverPlugId;DRIVER1_IMSA_DriverRatingLong;DRIVER1_*Extra 4;DRIVER1_*Extra 5;DRIVER2_FIRSTNAME;DRIVER2_SECONDNAME;DRIVER2_LICENSE;DRIVER2_HOMETOWN;DRIVER2_COUNTRY;DRIVER2_SHORTNAME;DRIVER2_IMSA_DriverId;DRIVER2_IMSA_DriverPlugId;DRIVER2_IMSA_DriverRatingLong;DRIVER2_*Extra 4;DRIVER2_*Extra 5;DRIVER3_FIRSTNAME;DRIVER3_SECONDNAME;DRIVER3_LICENSE;DRIVER3_HOMETOWN;DRIVER3_COUNTRY;DRIVER3_SHORTNAME;DRIVER3_IMSA_DriverId;DRIVER3_IMSA_DriverPlugId;DRIVER3_IMSA_DriverRatingLong;DRIVER3_*Extra 4;DRIVER3_*Extra 5;DRIVER4_FIRSTNAME;DRIVER4_SECONDNAME;DRIVER4_LICENSE;DRIVER4_HOMETOWN;DRIVER4_COUNTRY;DRIVER4_SHORTNAME;DRIVER4_IMSA_DriverId;DRIVER4_IMSA_DriverPlugId;DRIVER4_IMSA_DriverRatingLong;DRIVER4_*Extra 4;DRIVER4_*Extra 5;DRIVER5_FIRSTNAME;DRIVER5_SECONDNAME;DRIVER5_LICENSE;DRIVER5_HOMETOWN;DRIVER5_COUNTRY;DRIVER5_SHORTNAME;DRIVER5_IMSA_DriverId;DRIVER5_IMSA_DriverPlugId;DRIVER5_IMSA_DriverRatingLong;DRIVER5_*Extra 4;DRIVER5_*Extra 5;DRIVER6_FIRSTNAME;DRIVER6_SECONDNAME;DRIVER6_LICENSE;DRIVER6_HOMETOWN;DRIVER6_COUNTRY;DRIVER6_SHORTNAME;DRIVER6_IMSA_DriverId;DRIVER6_IMSA_DriverPlugId;DRIVER6_IMSA_DriverRatingLong;DRIVER6_*Extra 4;DRIVER6_*Extra 5;
1;16;3;1:54.597;-;-;180.0;25;Wright Motorsports;GS;;;Porsche 718 Cayman GT4 Clubsport;M;972;111;5;78;112;3;;9516;;;Ryan;Hardwick;;Atlanta, GA;;;1256;1;;;;Jan;Heylen;;Dunedin, FL;;;184;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;43;18;1:54.641;+0.044;+0.044;179.9;30;Stephen Cameron Racing LLC;GS;;;BMW M4 GT4;M;967;347;5;68;74;3;;9523;;;Sean;Quinlan;;Palo Alto, CA;;;2172;1;;;;Gregory;Liefooghe;;San Francisco, CA;;;504;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;56;17;1:54.781;+0.184;+0.140;179.7;29;Murillo Racing;GS;;;Mercedes-AMG GT GT4;M;765;212;5;89;7643;3;;9477;;;Jeff;Mosing;;Austin, TX;;;487;2;;;;Eric;Foss;;Fort Worth, TX;;;488;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;7;25;1:54.807;+0.210;+0.026;179.7;28;VOLT Racing with Archangel;GS;;;Aston Martin Vantage GT4;M;964;345;5;56;73;3;;9506;;;Alan;Brynjolfsson;;Tampa, FL;;;1271;1;;;;Trent;Hindman;;Ocean Township, NJ;;;244;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;95;11;1:54.981;+0.384;+0.174;179.4;30;Turner Motorsport;GS;;;BMW M4 GT4;M;760;38;5;68;74;3;;9534;;;Bill;Auberlen;;Lake Havasu City, AZ;;;39;1;;;;Dillon;Machavern;;Charlotte, VT;;;463;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;59;3;1:55.133;+0.536;+0.152;179.1;31;KohR Motorsports;GS;;;Ford Mustang GT4;M;290;161;5;54;107;3;;9528;;;Kyle;Marcelli;;Toronto, ON;;;88;2;;;;Dean;Martin;;Westland, MI;;;1291;4;;;;Chuck;Cassaro;;Naples, FL;;;;3;;;;;;;;;;;;;;;;;;;;;;
7;64;3;1:55.241;+0.644;+0.108;179.0;29;TeamTGM;GS;;;Chevrolet Camaro GT4.R;M;920;79;5;63;105;3;;9445;;;Ted;Giovanis;;Highland, MD;;;489;1;;;;Owen;Trinkler;;Nashville,TN;;;519;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;13;29;1:55.256;+0.659;+0.015;179.0;29;AWA;GS;;;McLaren 570S GT4;M;757;217;5;88;7651;3;;9457;;;Kuno;Wittmer;;Montreal, QC;;;237;2;;;;Orey;Fidani;;Toronto, ON;;;973;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;3;17;1:55.318;+0.721;+0.062;178.9;20;Motorsports In Action;GS;;;McLaren 570S GT4;M;818;160;5;88;7651;3;;9462;;;Sheena;Monk;;Newtown, PA;;;1532;1;;;;Spencer;Pigot;;Orlando, FL;;;243;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;93;5;1:55.323;+0.726;+0.005;178.8;29;CarBahn with Peregrine;GS;;;Audi R8 GT4;M;863;285;5;86;909;3;;9514;;;Mark;Siegel;;Palo Alto, CA;;;1569;1;;;;Nolan;Siegel;;Palo Alto, CA;;;2421;2;;;;Tom;Dyer;;Corte Madera, CA;;;805;3;;;;;;;;;;;;;;;;;;;;;;
